科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"83,256,956.04","67,489,259.53","91,599,575.22","88,793,085.91","308,831,374.82","88,199,817.46","117,053,810.69","92,195,917.00","105,026,688.18","90,698,145.00","82,868,912.23","110,270,754.97","97,675,373.69","78,676,894.03","76,228,170.12","66,686,100.35","199,632,832.70","186,990,206.50","119,151,081.20","156,222,160.15","392,951,709.70","359,798,423.74","716,609,815.79","1,587,800,603.48","2,039,935,353.30","1,476,371,667.92","1,301,382,825.46","628,006,837.72","244,541,190.34"
短期借款,"69,000,000.00","110,000,000.00","95,000,000.00","120,000,000.00","105,000,000.00",,"70,133,001.35","157,925,775.95","218,792,774.60","267,000,000.00","218,850,000.00","244,500,000.00","234,032,596.84","216,000,000.00","279,500,000.00","272,000,000.00","311,000,000.00","382,361,000.00","359,200,000.00","632,500,000.00","872,600,000.00","1,333,590,000.00","1,142,564,000.00","1,192,320,035.18","2,267,951,995.82","2,576,799,760.60","2,689,259,876.47","2,187,146,129.40","1,973,848,647.39"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"30,000.00",,"2,112,900.00","660,000.00","180,000.00","903,000.00","1,718,192.00","1,612,000.00","1,465,200.00","1,547,140.00","2,212,000.00","260,000.00","1,564,597.00","1,866,602.15","3,270,825.00","2,481,608.00","3,608,000.00","4,422,746.77","9,247,620.00","18,354,830.67","26,180,645.25","9,431,752.63","79,702,287.39","119,321,459.90","145,890,629.74","55,323,113.70","65,663,532.79","62,670,224.69","50,060,210.24"
应付票据,"36,981,409.92","26,574,861.74","26,012,820.80","25,782,600.00","28,434,940.00","68,721,610.65","11,689,403.36","3,159,047.95",,,"10,810,240.00","16,783,992.36","15,274,128.36","6,345,863.96","4,993,769.04","6,263,734.70","2,790,808.40","7,578,900.00","89,003,688.36","82,841,560.31","91,188,982.01","95,133,821.79","195,954,164.91","457,268,341.64","587,729,126.05","546,777,924.10","819,970,671.11","696,810,921.60","127,825,035.55"
应收账款,"41,646,213.21","37,122,587.15","46,187,008.42","45,679,422.52","76,520,858.46","89,890,125.79","74,932,928.58","61,135,356.72","41,204,264.79","47,635,650.92","31,827,716.68","63,796,523.83","74,388,228.93","63,038,161.48","75,374,351.37","56,570,527.26","56,190,382.48","68,488,574.07","106,347,167.57","486,184,919.68","602,292,607.10","886,062,438.31","1,235,666,028.50","1,243,662,135.06","1,990,869,981.98","2,390,735,754.87","3,325,176,419.06","3,318,254,316.26","3,100,209,559.19"
应付账款,"24,385,379.03","6,706,783.53","11,238,515.55","15,616,585.77","19,763,835.28","5,254,848.25","12,995,228.01","23,073,729.35","14,548,669.92","18,260,291.58","23,643,127.65","25,476,293.60","24,874,460.54","34,216,119.29","31,227,061.76","24,508,274.49","32,595,362.23","65,400,664.68","123,395,370.94","230,814,207.86","333,966,640.77","350,151,993.42","566,118,642.89","629,643,670.08","869,794,925.73","1,025,063,030.80","1,514,017,527.11","1,458,885,360.22","1,734,149,147.61"
预付款项,"33,341,288.40","24,903,278.23","34,626,437.62","56,281,249.07","49,682,679.32","105,391,849.03","4,897,402.12","26,475,454.64","16,350,347.24","9,413,898.72","6,182,031.56","7,824,824.12","23,811,972.26","26,555,007.83","11,523,623.61","19,940,456.32","22,296,646.11","31,954,043.08","40,176,986.03","102,278,181.03","214,368,103.99","250,083,185.44","116,015,999.62","317,766,325.59","242,145,314.39","273,966,100.88","176,920,958.66","247,973,365.16","227,201,021.51"
预收款项,"2,546,969.85","7,278,473.76","13,647,748.49","15,364,199.55","10,815,984.68","8,215,142.59","7,546,335.58","9,753,068.93","7,270,107.87","14,941,275.74","9,395,717.11","16,370,711.17","12,006,625.72","22,171,343.25","20,433,154.81","18,241,472.96","19,714,488.56","16,259,945.70","15,203,863.57","110,008,076.14","139,929,086.12","135,578,215.80","95,095,282.58","104,096,810.21","108,302,126.82","127,634,304.25","116,960,563.43","108,522,385.71","178,731,404.56"
其他应收款,"2,255,805.91","1,142,786.69","1,568,575.25","3,581,043.56","1,652,078.28","1,324,558.91","936,449.02","1,920,592.61","6,990,581.11","6,211,207.67","1,259,329.05","4,422,858.14","5,524,855.41","6,610,734.49","2,126,026.40","2,405,882.01","21,537,858.30","23,994,785.39","15,116,734.53","34,812,195.85","147,252,930.73","223,866,320.40","159,033,703.69","223,695,647.04","224,495,895.41","269,884,287.30","238,335,089.13","289,493,017.29","246,994,371.47"
应付职工薪酬,"1,923,414.36","1,031,690.65","693,397.92","3,705,741.60","3,504,191.81","2,988,831.15","2,665,679.09","2,441,223.36","3,427,430.61","4,267,579.61","6,058,653.99","3,634,594.87","4,199,800.45","4,719,455.47","5,189,300.36","4,555,055.05","4,503,773.82","6,263,030.58","9,411,644.33","12,695,332.51","12,514,597.58","15,568,766.18","23,002,488.16","18,129,038.98","20,548,415.84","24,948,738.89","36,340,946.79","30,269,245.77","44,394,044.46"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"7,202,349.46","1,398,884.83","5,985,462.74","5,166,463.93","2,634,834.85","1,678,841.49","4,058,822.12","4,367,307.22","-144,237.06","-1,363,213.13","6,801,143.99","2,305,913.38","8,049,214.60","-357,893.74","3,456,848.67","2,296,135.94","-1,786,325.64","-500,586.60","8,294,938.65","39,521,565.96","28,511,186.78","14,006,914.66","104,887,201.00","77,790,579.97","65,832,424.12","70,911,044.65","165,634,854.80","23,465,613.65","22,980,861.40"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,"7,407,190.85","9,981,927.14","953,930.00",,"17,372,136.96","16,591,514.29","26,533,222.53"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,"8,492,160.00",,,,,,,,,,,,,,,,,,,,
存货,"67,247,859.97","67,022,693.21","71,659,196.01","74,917,499.87","91,851,024.35","123,299,593.43","119,462,941.91","130,857,920.09","125,701,205.47","141,326,122.51","134,799,522.30","121,191,449.82","131,551,883.25","128,934,430.22","155,447,777.15","176,960,612.64","180,983,459.71","198,621,667.29","184,987,020.19","319,528,023.15","427,823,524.21","455,228,745.85","454,427,696.13","643,152,683.40","858,527,028.62","939,765,855.32","905,777,575.00","857,306,228.87","936,788,322.24"
其他应付款,"808,778.72","737,068.80","1,245,948.23","2,820,117.97","9,639,230.45","1,636,528.25","1,235,645.97","30,935,813.96","4,080,798.69","5,535,081.33","3,267,638.75","60,091,980.04","95,339,473.95","104,827,009.19","89,104,471.11","106,208,088.32","6,251,380.98","10,032,028.58","19,327,901.10","22,746,346.03","488,949,262.76","420,288,825.55","259,792,975.20","106,827,472.77","185,264,305.61","122,279,093.85","245,355,696.09","585,755,588.21","822,809,868.73"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,"19,225,407.00","6,670,755.24","3,192,620.00","7,296,000.00","7,221,000.00","7,221,000.00","18,872,490.00","11,651,490.00","11,726,490.00"
