科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"320,565.34","97,463,671.64","245,447,539.81","336,444,508.58","784,205.03","156,211,401.93","262,336,058.51","398,086,264.12","15,793,390.27","137,596,111.68","250,786,541.03","427,174,180.28","122,071,167.84","220,543,107.95","357,608,478.47","542,757,392.34","26,904,404.90","161,730,333.76","351,787,794.18","640,145,903.62","13,960,307.86","155,472,825.18","299,485,265.30","472,360,557.44","41,216,831.81","151,207,312.63","394,243,499.22","870,972,272.02","71,797,108.33","366,590,003.15","609,135,046.96","803,447,558.78","17,154,701.57","205,970,248.15","273,864,638.09","392,984,833.08","11,617,849.28","123,434,676.51","232,613,431.60","600,734,208.89","47,179,766.01","278,293,799.59","428,676,599.22","789,108,710.44","44,440,259.83","261,732,133.25"
二、营业利润,"-4,627,525.84","11,515,602.38","30,628,089.65","32,548,185.00","-5,881,378.24","15,293,040.27","35,028,869.42","40,633,607.44","-3,907,058.74","17,894,475.87","37,839,463.50","68,192,428.36","13,566,761.18","34,198,762.12","53,137,422.48","80,837,430.61","-15,947,733.54","-5,184,032.66","12,003,859.49","22,829,001.09","-14,937,158.10","-11,219,659.57","9,835,098.99","21,929,640.59","-11,145,674.75","-1,074,848.70","21,729,082.16","74,024,379.19","-4,995,078.10","29,171,972.98","44,751,801.81","77,418,418.97","-10,314,335.90","4,317,052.62","-10,077,875.86","-63,835,855.43","-15,699,069.74","-21,469,752.85","-26,659,774.72","11,590,617.26","-13,979,367.70","-6,997,243.62","3,419,560.18","33,270,052.62","-14,291,832.68","-2,328,095.63"
减:营业成本,"152,090.24","66,758,992.19","176,133,707.54","246,428,281.17","562,784.35","117,375,121.18","185,756,240.12","293,982,549.28","10,750,721.73","88,360,585.11","160,905,726.32","280,292,696.85","82,397,344.65","142,099,361.60","240,805,090.70","370,037,087.65","24,083,081.03","119,675,169.57","253,309,640.22","478,681,139.88","9,376,888.80","114,509,001.28","211,445,567.89","332,876,256.10","27,845,993.56","91,401,277.61","273,487,599.46","619,006,522.75","59,901,598.14","286,496,900.79","471,416,799.71","606,318,539.24","12,401,038.49","149,482,789.06","200,062,912.01","323,674,956.77","9,764,401.10","84,385,100.83","168,743,451.57","457,203,573.34","41,068,609.69","235,139,360.64","350,286,287.84","621,676,113.80","33,343,239.43","206,238,308.64"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"19,064.84","239,209.04","239,209.04","-408,307.85",,"33,714.25","102,743.54","188,871.35","4,564.68","77,901.36","97,319.25","469,465.14","699,451.03","1,315,559.03","1,851,627.92","2,948,861.20","-60,048.55","395,824.81","1,317,677.80","3,636,417.35","1,314,296.38","1,729,920.57","3,071,351.35","5,187,062.43","452,861.88","1,169,384.16","1,681,544.89","4,627,421.13","925,550.18","2,838,409.43","5,410,266.66","8,114,242.95","220,064.35","1,828,585.17","2,089,800.73","2,871,102.11","761,944.40","1,751,818.13","1,851,874.55","8,170,641.91","2,016,996.24","4,004,757.93","4,990,439.14","10,158,902.95","962,366.06","2,504,634.79"
营业外收入,"367,516.80","367,516.80","367,516.80","1,191,458.64","30,724.00","158,346.64","315,885.04","20,131,080.29",,"6,000.00","106,120.00","256,120.00","81,200.00","148,583.15","285,430.74","3,158,292.07","210,720.00","13,247,549.64","13,277,026.64","19,716,348.94","67,570.25","128,370.27","128,370.27","2,168,070.23","34,838.46","7,160,917.44","7,203,517.44","8,199,348.84","266,873.78","407,247.56","696,478.34","1,196,392.09","200,873.78","680,305.43","683,888.94","3,948,102.68","65,073.78","172,327.56","477,251.34","2,093,042.20","947,948.78","1,993,612.05","2,393,063.31","5,639,385.11","565,770.71","284,879.83"
销售费用,"458,571.35","5,678,664.52","13,035,745.57","20,834,682.59","997,692.31","6,858,627.09","13,156,257.91","18,387,435.50","1,463,199.80","11,217,600.93","22,056,803.73","32,547,970.42","12,175,980.76","21,064,123.03","26,008,521.06","35,644,127.37","5,460,024.74","16,394,904.27","33,279,801.21","61,851,863.25","3,919,272.71","19,457,974.88","28,674,220.58","45,457,581.27","7,855,756.33","18,420,728.90","33,996,699.00","72,904,239.55","1,396,810.24","10,902,018.13","15,341,467.54","23,088,406.90","2,448,467.24","10,568,686.82","13,312,116.48","21,100,353.33","2,293,448.61","12,615,569.65","22,180,575.48","33,387,170.49","2,543,770.18","8,280,001.92","12,483,764.87","21,053,758.22","2,991,461.13","7,105,080.23"
减:营业外支出,"52,000.00","56,591.20","56,591.20","56,591.20",,,"6,748.96",,,"323,438.14","384,908.07","414,070.61","10,000.00","73,994.40","85,994.40","86,409.32",,"126,448.40","146,927.94","157,660.10","5,000.00","15,839.84","105,839.84","105,839.84",,"10,000.00","10,000.00","6,647,473.73",,"5,000.00","5,000.00","5,000.00",,"14,491.57","19,491.57","402,913.46","9,394.71","1,440,084.67","1,504,470.67","1,949,266.55","100,922.86","1,110,298.70","1,733,875.36","1,710,626.64",695.73,696.03
管理费用,"3,396,045.05","8,541,909.07","13,895,858.64","23,591,188.67","3,256,225.93","8,614,690.44","16,365,960.27","28,425,525.20","7,082,382.81","13,498,192.17","21,092,625.15","34,653,500.24","11,882,961.19","18,889,337.15","28,602,427.33","37,377,351.34","12,236,636.34","21,706,564.06","35,934,017.71","49,899,794.78","12,913,391.01","24,409,345.65","35,301,783.93","50,179,976.45","13,520,008.47","30,861,937.91","44,761,754.18","65,350,270.81","16,128,310.23","29,035,003.56","52,370,376.37","70,524,044.75","11,100,728.57","27,451,213.46","55,308,797.58","89,036,078.33","11,225,490.35","36,344,937.36","50,082,989.40","64,933,426.24","11,425,325.73","30,427,690.37","49,387,828.53","92,484,496.96","15,358,547.10","35,802,770.73"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
