科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
现金及存放同业款项,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
短期借款,,,,,,,,,,,,,,,,,,,,,,"383,785,255.00","2,226,926,872.02","2,452,475,076.88","1,671,989,970.00","2,024,914,260.00","1,991,013,257.85","3,254,228,484.83","2,870,298,482.23","3,926,985,389.61","4,752,724,313.09","4,758,952,486.66","5,277,267,244.65","5,582,598,975.61","6,875,021,287.78"
货币资金,"15,504,356,717.55","10,293,227,590.23","18,503,807,595.47","18,717,249,898.98","17,753,895,317.65","13,860,786,399.30","15,479,708,486.12","12,305,291,832.66","9,699,873,992.00","9,191,497,385.01","10,128,893,957.51","7,985,770,627.64","7,451,262,157.75","8,780,416,643.99","8,843,394,487.29","10,467,463,960.56","8,037,924,866.73","8,497,916,327.14","9,843,654,261.79","13,939,915,118.18","14,797,582,938.69","18,642,241,990.57","23,910,193,743.03","51,937,943,836.90","43,000,894,581.64","31,119,198,071.79","36,386,346,482.55","31,046,867,380.80","28,226,960,132.86","26,714,346,577.88","27,215,225,087.17","28,670,681,948.43","24,005,592,195.83","22,840,686,709.39","26,291,100,099.01"
其中：质押借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其中：客户资金存款,"13,616,732,635.00","769,990,169.28","16,348,147,754.08","15,533,458,711.05","11,740,662,565.57","11,135,738,296.27","11,987,324,798.79","9,637,925,026.74","7,486,552,016.38","7,300,941,431.74","7,530,228,112.29","6,662,516,423.76","6,183,688,576.92","7,283,140,919.74","7,333,139,562.22","7,295,904,382.42","6,445,393,834.12","6,783,836,065.78","7,067,557,079.31","9,524,913,334.17","12,335,566,636.13","14,725,681,532.38","19,899,438,644.61","39,428,754,967.26","30,345,597,321.51","25,278,539,692.69","25,432,977,177.57","24,974,797,313.93","21,990,329,826.35",,"20,799,380,790.60",,,,"20,096,176,763.45"
拆入资金,,,,,,,,,,,,,,"200,000,000.00","1,073,000,000.00",,"500,000,000.00","946,000,000.00","200,000,000.00","200,000,000.00","1,200,000,000.00","1,700,000,000.00","1,700,000,000.00","1,700,000,000.00","1,700,000,000.00","1,700,000,000.00",,"100,000,000.00","2,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00","1,000,000,000.00"
存放中央银行款项,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,"106,400,000.00",,,,,,,,,,,,,,,,,,,,"352,782,762.55",,"1,904,009,893.00",,,,,"2,759,102,331.06","2,848,948,434.97","3,922,136,257.25","3,194,969,266.51","2,234,131,513.40","1,431,744,440.38","1,531,288,132.64","1,376,446,458.91"
结算备付金,"1,215,091,289.78","810,588,124.91","2,220,495,243.25","2,311,052,398.36","1,755,169,135.96","8,666,100,890.27","1,572,823,627.17","1,285,699,013.44","1,661,065,027.15","1,674,645,907.95","2,353,806,464.25","1,916,159,165.01","1,650,526,789.64","1,241,510,283.25","1,802,836,843.76","2,517,451,087.49","1,949,498,671.18","2,372,602,618.57","4,007,679,669.75","1,942,553,674.08","2,056,249,875.05","6,566,972,550.48","8,063,698,155.66","13,590,436,661.46","8,774,550,975.28","9,466,412,384.51","6,485,220,550.14","6,933,005,580.36","5,768,819,182.64","9,843,691,884.17","5,622,959,308.91","5,594,603,624.90","3,706,975,850.59","4,506,562,332.45","5,082,003,471.47"
衍生金融负债,,,,,,,,,,,,,,,,"15,356,407.79","34,783,591.54","111,100,115.06","49,799,894.12","18,216,288.94","7,664,130.15","5,685,407.82","5,065,066.57","35,562,825.71","29,797,152.67","38,805,677.40","33,388,840.24","26,013,264.72","31,192,863.46","28,914,993.14","27,635,387.01","27,140,375.48","22,414,701.95","23,931,316.23","17,789,968.04"
