科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"1,109,638,010.46","1,426,330,633.20","649,191,894.97","957,583,871.04","1,189,777,502.76","268,631,721.05","590,611,704.81","862,206,758.43","1,248,190,918.80","252,960,736.07","637,809,301.01","876,867,217.10","1,135,696,292.91","207,577,218.06","547,214,528.82","737,371,213.10","1,094,812,878.33","269,221,247.54","633,058,412.80","876,992,295.07","1,128,064,367.79","301,970,556.51","621,626,474.79","853,103,440.77","1,047,038,930.23","246,739,326.50","468,255,836.50","733,939,211.91","996,797,427.81","187,014,068.37","400,833,994.00","620,129,129.85","860,549,550.40","223,684,738.65","419,673,963.66","659,467,838.95"
取得子公司及其他营业单位支付的现金净额,"77,003,234.37",,,,,,,,"44,689,553.35",,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"5,332,729.62","4,599,346.51","259,794.08","332,090.30","4,672,971.08","3,643,907.53","6,524,557.25","15,106,151.96","17,290,391.51","5,685,116.27","16,959,749.80","24,389,984.47","30,710,330.43","4,553,112.50","9,692,537.89","15,015,312.86","22,828,528.98","3,369,867.10","3,369,867.10","3,620,519.77","4,157,407.61",862.64,"1,727,105.13","1,729,105.13","1,729,979.17","2,634,997.33","2,634,997.33","2,655,714.32","2,655,714.32",881.05,"112,699.64","114,985.95","1,142,956.88","2,209.86","2,209.86","2,209.86"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"11,280,999.09","12,736,749.88","8,644,137.36","10,749,550.49","12,139,414.70","3,385,797.41","8,586,476.64","17,623,402.85","72,264,307.45","3,990,212.46","22,714,109.63","31,527,989.41","36,918,639.33","9,953,765.90","27,756,284.25","22,785,715.42","28,252,358.79","3,947,661.34","14,781,559.22","22,174,122.71","30,909,100.65","8,773,887.87","11,767,919.51","18,847,533.51","25,755,490.52","5,169,203.52","15,000,022.66","24,785,237.88","33,541,822.24","8,834,047.18","9,367,066.19","45,642,548.19","16,576,674.99","29,853,593.43","15,213,142.09","55,842,082.22"
投资活动现金流出小计,"355,057,539.51","329,337,226.15","96,476,427.27","197,250,597.40","288,654,507.26","101,326,623.72","296,255,739.84","422,149,158.96","599,163,464.72","118,349,259.99","213,539,692.31","278,344,311.01","336,338,074.78","46,925,018.80","78,989,925.85","99,566,743.02","183,848,513.06","19,669,843.49","36,536,584.25","42,810,357.77","92,814,821.58","4,005,902.97","11,664,021.06","87,663,021.58","127,476,562.49","583,799.26","5,757,818.69","16,098,238.42","34,142,250.71","18,112,646.47","47,665,998.59","57,399,584.83","55,135,513.59","11,495,861.07","77,902,213.47","94,589,313.15"
经营活动现金流入小计,"1,126,251,739.17","1,443,666,729.59","658,095,826.41","968,665,511.83","1,206,589,888.54","275,661,425.99","605,722,738.70","894,936,313.24","1,337,745,617.76","262,636,064.80","677,483,160.44","932,785,190.98","1,203,325,262.67","222,084,096.46","584,663,350.96","775,172,241.38","1,145,893,766.10","276,538,775.98","651,209,839.12","902,786,937.55","1,163,130,876.05","310,745,307.02","635,121,499.43","873,680,079.41","1,074,524,399.92","254,543,527.35","485,890,856.49","761,380,164.11","1,032,994,964.37","195,848,996.60","410,313,759.83","665,886,663.99","878,269,182.27","253,540,541.94","434,889,315.61","715,312,131.03"
投资活动产生的现金流量净额,"-310,332,924.78","-324,269,557.29","-96,463,167.27","-197,237,337.40","-283,561,247.26","-101,326,401.72","-295,155,517.84","-420,995,135.96","-579,260,015.67","-114,402,004.65","-199,797,436.81","-264,589,055.51","-313,758,159.28","-46,728,577.80","-78,548,284.85","-98,833,302.02","-183,111,252.06","-19,669,843.49","-36,536,584.25","-42,798,864.77","-92,684,958.58","-3,792,781.66","59,843,383.34","-16,155,617.18","33,035,543.91","-583,799.26","7,606,545.87","-2,699,173.86","-12,900,886.59","-18,079,092.10","-47,034,944.22","-31,641,030.46","-29,257,888.49","68,062,619.88","1,769,467.48","-14,915,045.20"
购买商品、接受劳务支付的现金,"699,464,336.73","851,481,338.16","284,520,718.74","486,109,549.92","612,392,312.58","213,752,796.53","486,752,872.67","691,691,404.85","839,394,831.31","172,002,038.47","391,023,234.29","524,478,888.24","631,165,234.77","141,777,963.61","375,870,164.62","515,866,494.47","656,796,189.23","140,708,362.45","335,490,835.12","497,915,728.52","629,372,613.59","115,317,235.72","115,669,292.54","241,228,830.66","384,642,712.56","77,181,775.76","214,965,439.47","340,660,135.03","467,920,260.06","142,583,650.94","194,466,633.42","247,072,932.19","401,652,344.27","113,781,925.81","215,240,264.43","334,665,558.45"
吸收投资收到的现金,"135,000,000.00",,,,,"1,168,140,000.00","1,168,140,000.00","1,168,140,000.00","1,168,140,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
