科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
货币资金,"232,707,017.83","347,842,342.82","245,862,493.14","289,152,852.01","232,071,012.86","124,243,516.68","180,539,519.57","138,611,359.71","162,867,101.28","132,206,756.77","118,666,486.90","156,377,889.79","149,501,623.81","229,211,883.70","240,975,552.74","267,252,104.62","428,232,791.63","266,124,329.56","404,535,774.77","462,861,799.08","245,325,321.34","494,567,995.59","445,970,914.05","629,154,181.82","1,011,902,307.31","1,048,226,448.80","1,127,855,634.59","1,221,842,549.93","1,298,443,202.42","1,299,017,930.27","1,396,727,359.60","1,080,471,784.63","692,737,971.68","675,722,449.99","662,331,002.80","574,699,091.16","520,619,225.49","422,377,905.00","573,601,736.69","656,406,131.66","629,813,890.12","6,961,570,162.12"
短期借款,"295,000,000.00","409,905,125.00","389,507,061.51","441,242,223.82","343,000,000.00","315,000,000.00","316,351,745.18","340,000,000.00","310,000,000.00","305,000,000.00","345,000,000.00","328,091,417.00","353,195,788.00","555,435,330.00","555,394,020.00","451,622,700.00","410,000,000.00","225,000,000.00","355,000,000.00","365,000,000.00","405,000,000.00","705,000,000.00","665,000,000.00","700,000,000.00","810,000,000.00","660,000,000.00","660,000,000.00","510,000,000.00","530,000,000.00","330,000,000.00","330,000,000.00","270,000,000.00","260,000,000.00","290,000,000.00","290,000,000.00","220,000,000.00","160,000,000.00","330,000,000.00","410,000,000.00","410,000,000.00","250,000,000.00","122,997,966.06"
交易性金融资产,"4,396,750.00",,"7,681,481.88","5,246,800.00","7,569,810.00","5,473,500.00","2,821,180.00","2,282,314.48","2,613,060.00","3,392,580.00","775,125.00","967,505.00","963,540.00","614,080.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"474,466,813.30"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"19,788,686.57","8,571,937.53","13,267,388.41","18,430,826.78","8,077,540.51","4,897,939.60","3,902,277.03","2,853,549.10","3,593,295.58","3,542,180.39","2,785,060.87","4,439,884.30","2,042,000.00","4,010,596.00","2,160,215.94","5,282,828.85","7,112,194.04","6,654,206.15","3,828,875.78","1,231,371.00","2,084,797.10","2,478,400.00","2,388,677.47","980,000.00","1,651,397.84","1,000,000.00",,"447,846.36",,"2,050,000.00","490,000.00","500,000.00","150,000.00",,,"50,000.00",,,,,,
应付票据,"1,000,000.00","3,494,000.00","500,000.00",,"1,931,085.00","1,731,085.00",,,"2,361,478.20","1,813,563.20","592,365.89","312,620.00","500,000.00","500,000.00",,"5,051,696.00","2,555,721.20","2,155,721.20",,,,,,,"2,361,499.00","2,361,499.00","1,191,221.09","5,173,765.73","4,815,159.64","3,583,055.80","1,750,440.80",,,,,,,,,,,
应收账款,"125,897,890.80","181,481,198.59","214,638,568.00","229,387,347.81","190,073,063.60","193,725,986.79","226,267,123.12","147,404,289.23","139,389,974.68","126,018,655.71","160,887,351.81","175,615,881.18","185,241,218.10","246,381,934.66","255,783,504.50","358,027,352.93","100,396,684.20","118,487,536.34","90,285,865.17","134,096,836.63","124,541,664.31","58,177,866.01","62,478,844.72","225,540,677.96","251,771,755.60","43,163,270.44","155,894,545.94","340,442,474.09","257,997,538.59","260,210,889.87","34,724,535.73","47,332,702.11","9,769,832.78","30,173,788.85","30,770,447.26","743,202.41","181,358,752.79","192,234,768.28","189,548,033.19","7,470,058.34","34,935,918.33","47,356,045.64"
应付账款,"104,507,190.57","199,963,398.24","213,996,460.23","216,185,054.79","172,137,510.41","183,393,891.84","182,651,892.72","105,648,403.21","134,325,951.21","120,385,822.91","177,481,934.60","142,408,658.40","151,517,521.21","206,548,635.58","221,391,823.70","327,659,458.11","109,862,266.78","113,939,502.40","108,695,932.83","109,298,158.02","297,486,627.28","129,880,028.47","120,991,702.45","243,267,973.59","117,384,897.94","117,087,548.06","121,809,162.77","192,826,170.36","118,618,209.13","103,241,247.89","81,951,126.63","69,414,839.21","66,688,337.23","15,850,962.09","16,504,306.65","21,968,532.69","11,042,839.95","10,772,456.86","260,565,842.90","45,025,005.35","33,591,235.52","40,817,073.02"
预付款项,"15,762,001.79","31,889,485.97","14,619,031.07","17,330,658.77","14,185,376.91","6,166,295.85","14,879,229.68","5,142,183.79","5,951,241.52","13,959,144.26","17,017,972.24","15,067,855.68","14,824,602.64","6,514,711.93","6,099,471.41","5,543,445.16","5,628,793.14","3,560,816.95","4,379,136.18","3,165,247.62","3,958,899.12","2,661,231.33","2,981,721.02","2,583,784.68","2,480,202.85","2,396,647.95","2,809,479.23","2,641,188.30","2,145,840.25","2,395,152.34","2,573,723.50","2,324,995.66","2,042,350.22","2,245,031.25","2,673,891.59","3,059,079.89","2,894,238.74","254,797,253.04","2,934,006.75","3,686,668.88","2,578,847.94","32,998,601.95"
预收款项,"7,547,551.48","24,951,894.38","14,311,182.85","6,686,426.42","11,244,470.76","7,261,007.94","7,955,299.92","8,421,203.06","5,247,357.11","5,180,934.65","5,305,129.36","7,141,650.59","5,151,078.57","4,931,295.22","5,178,694.48","8,982,219.34","10,604,356.83","8,729,255.16","8,741,794.53","9,610,317.62","10,581,450.76","11,193,455.28","12,166,615.48","9,953,493.93","15,525,177.80","12,682,906.01","15,967,083.37","55,928,957.48","42,046,571.37","41,229,945.62","40,235,363.38","127,257,778.24","125,333,985.48","38,692,974.25","38,882,303.51","211,878,496.65","93,229,016.86","108,018,067.88","137,229,905.31","202,015,067.62","443,686,796.20","323,387,128.17"
