科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"186,921,706.81","152,211,765.88","239,160,853.33","274,538,075.75","18,759,435.10","365,599,292.10","96,265,432.18","561,453,283.75","35,899,607.25","725,586,694.53","572,074,563.93","643,496,888.83"
短期借款,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,"551,750.00","795,000.00","1,090,098.48","1,100,800.00","680,000.00","1,185,591.00","1,244,754.63","645,284.63","1,003,843.00","1,999,730.00","1,458,080.83","2,127,111.88"
应付票据,,,"50,000.00",,,,,,,,,
应收账款,"37,142,774.18","32,083,265.81","33,344,250.17","27,285,262.26","30,733,066.59","29,148,423.48","32,916,837.35","45,872,784.38","48,714,584.52","46,076,163.79","51,464,802.02","70,056,776.76"
应付账款,"26,062,624.96","41,849,891.08","38,612,967.64","37,960,261.55","41,314,577.06","54,158,149.58","45,486,363.85","73,110,880.56","86,082,035.36","116,148,563.70","89,551,101.13","127,037,148.69"
预付款项,"36,761,732.44","57,442,633.72","83,674,663.61","84,307,640.68","100,624,489.59","115,671,825.06","119,544,515.01","134,342,153.92","169,302,769.31","193,859,690.56","192,624,304.66","210,192,006.08"
预收款项,"105,826,678.75","167,568,686.90","246,488,910.79","241,438,938.00","272,982,184.11","317,391,402.00","309,009,411.90","320,486,494.61","374,279,717.19","430,233,775.56","416,696,407.07","442,945,220.65"
其他应收款,"2,702,250.39","2,577,361.42","3,492,858.42","2,816,988.19","7,855,234.80","3,590,443.75","6,383,055.82","7,121,293.73","21,534,156.41","6,170,627.49","10,091,549.11","7,147,325.41"
应付职工薪酬,"6,251,173.60","6,181,385.18","5,818,325.25","25,225,296.63","26,709,193.84","9,674,057.48","11,578,123.96","21,895,073.33","28,155,443.35","9,853,701.02","16,693,814.11","31,491,999.88"
应收关联公司款,,,,,,,,,,,,
应交税费,"12,328,844.48","16,247,715.42","29,736,605.73","25,186,114.80","27,267,807.54","37,999,005.02","32,398,133.71","32,719,957.12","35,902,166.05","45,291,741.50","38,664,309.69","40,709,029.66"
应收利息,"2,456,895.83","5,627,302.07","2,566,197.91","859,522.48","124,758.56","205,827.97","176,659.29","38,578.04","117,346.00","1,629,447.29","4,840,769.17","1,594,020.75"
应付利息,,,,,,,,,,,,
应收股利,,,,,,,,,,,,
应付股利,,,,,,,,,,,,
存货,"2,181,400.20","5,686,377.86","5,209,712.51","4,254,757.00","5,948,857.50","6,239,738.25","6,385,605.03","6,767,593.50","9,321,287.74","11,643,550.12","12,342,721.22","12,270,110.30"
其他应付款,"305,813.23","544,776.56","497,577.61","265,214.13","268,867.09","896,717.68","318,960.07","828,754.91","3,811,003.56","3,326,440.52","1,322,347.79","3,445,322.83"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,,,,"266,346.11","223,729.55","157,524.69","90,566.51","22,844.91",,,,
其他流动资产,"23,669.33","105,556,138.47","92,944,406.08","87,031,774.61","362,841,077.00","82,677,698.25","544,462,604.86","106,417,938.01","749,122,009.60","74,592,199.08","82,315,499.12","76,213,556.34"
其他流动负债,,,"806,666.66","403,333.33","202,017.54",,,,,,,
流动资产合计,"268,742,179.18","361,979,845.23","461,483,040.51","482,194,820.97","527,566,919.14","604,318,839.86","807,379,464.17","862,658,909.96","1,035,015,603.83","1,061,558,102.86","927,212,290.06","1,023,097,796.35"
流动负债合计,"150,775,135.02","232,392,455.14","322,011,053.68","330,745,504.55","368,968,376.73","420,276,856.45","398,881,560.00","449,064,005.44","528,230,365.51","604,854,222.30","562,927,979.79","645,628,721.71"
可供出售金融资产,,,,"6,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","28,000,000.00","32,000,000.00"
长期借款,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,"22,844.91",,,,,,,,
长期股权投资,,,,,,,,,,,"184,025,524.80","184,025,524.80"
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"3,279,815.98","5,285,961.17","66,823,606.97","69,273,234.53","109,544,108.08","117,429,944.65","115,788,582.31","115,028,540.10","118,334,127.69","122,506,553.80","126,792,980.78","125,544,653.24"
递延所得税负债,,,,"1,121.63","1,121.63",569.66,615.57,661.48,707.39,,,
在建工程,"5,376,363.79","33,313,355.74","44,726,353.38","46,177,296.72","5,387,322.86",,,,,,,
其他非流动负债,,,,,,,,,,"83,037,692.30","83,037,692.30","83,037,692.30"
工程物资,,,,,,,,,,,,
非流动负债合计,,,,"23,966.54","1,121.63",569.66,615.57,661.48,707.39,"83,037,692.30","83,037,692.30","83,037,692.30"
固定资产清理,,,,,,,,,,,,
负债合计,"150,775,135.02","232,392,455.14","322,011,053.68","330,769,471.09","368,969,498.36","420,277,426.11","398,882,175.57","449,064,666.92","528,231,072.90","687,891,914.60","645,965,672.09","728,666,414.01"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"30,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","66,670,000.00","66,670,000.00","69,269,900.00","69,269,900.00","69,269,900.00","102,519,452.00"
油气资产,,,,,,,,,,,,
资本公积,"17,329,759.69",,,,,,"195,039,607.32","195,039,607.32","274,441,220.58","283,699,820.58","290,458,595.58","263,967,818.58"
无形资产,"6,845,822.60","6,703,201.40","6,560,580.20","6,489,269.60","6,453,614.30","6,417,959.00","6,382,303.70","6,346,648.40","6,310,993.10","6,275,337.80","6,239,682.50","6,204,027.20"
盈余公积,"8,894,781.73","13,201,834.39","18,823,173.09","18,823,173.09","18,823,173.09","25,859,565.01","25,859,565.01","25,859,565.01","25,859,565.01","34,193,227.66","34,193,227.66","34,193,227.66"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,"82,312,834.00","82,312,834.00","82,312,834.00"
商誉,,,,"2,666,629.44","2,666,629.44","2,666,629.44","2,666,629.44","2,666,629.44","2,666,629.44","2,666,629.44",,
未分配利润,"80,053,035.60","116,146,269.22","160,920,955.90","182,280,259.40","198,369,453.82","219,103,956.40","230,680,598.57","237,029,618.33","257,900,432.59","287,740,390.19","302,544,491.65","313,600,477.17"
长期待摊费用,"2,390,132.47","1,478,968.90","578,084.74","127,642.66",,,,"1,702,702.70","8,045,960.74","8,790,970.36","8,302,583.11","7,814,195.86"
少数股东权益,,,"30,010,457.85","31,803,101.31","31,025,980.66","31,463,620.34","31,040,775.03","30,997,317.95","31,072,570.29","30,408,273.11","29,683,800.81","29,604,549.46"
递延所得税资产,"418,398.02","879,226.31","1,593,974.72","747,110.97","569,512.11","871,194.91","955,741.88","1,257,344.93","1,401,446.57","2,764,222.88","2,900,917.54","5,224,032.43"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,,"2,100,000.00",,,,,,,,"91,328,875.00","6,328,875.00","6,328,875.00"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"18,310,532.86","49,760,713.52","120,282,600.01","131,481,183.92","139,621,186.79","142,385,728.00","140,793,257.33","142,001,865.57","151,759,157.54","249,332,589.28","362,590,563.73","367,141,308.53"
所有者权益(或股东权益)合计,"136,277,577.02","179,348,103.61","259,754,586.84","282,906,533.80","298,218,607.57","326,427,141.75","549,290,545.93","555,596,108.61","658,543,688.47","622,998,777.54","643,837,181.70","661,572,690.87"
资产总计,"287,052,712.04","411,740,558.75","581,765,640.52","613,676,004.89","667,188,105.93","746,704,567.86","948,172,721.50","1,004,660,775.53","1,186,774,761.37","1,310,890,692.14","1,289,802,853.79","1,390,239,104.88"
