科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
其他流动资产,,"820,754.73","1,870,943.41","2,153,962.28","2,323,773.60","3,732,613.12","3,677,310.59","85,000,000.00","24,420,357.22","46,812.39",,"70,000,000.00"
其他流动负债,,,,,,,,,,,,
流动资产合计,"134,495,285.86","148,665,844.59","150,012,275.77","167,170,132.80","172,719,310.19","142,486,052.97","288,958,493.41","284,787,154.97","287,822,906.27","262,647,346.06","274,165,146.78","266,366,340.04"
流动负债合计,"39,466,686.61","36,789,684.17","35,904,476.90","37,299,455.90","70,321,225.65","35,944,451.86","28,308,765.95","39,861,065.28","36,447,429.16","65,036,738.08","63,761,490.72","58,010,752.17"
可供出售金融资产,,,,,,,,,,,,
长期借款,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,,,,,,,,,"68,118,080.94","62,144,998.24","65,080,441.83"
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"22,363,737.54","20,850,350.45","21,649,289.56","22,347,153.22","22,050,649.64","21,542,508.89","21,143,262.18","20,574,151.63","20,817,791.52","20,799,003.49","20,107,909.20","21,689,571.86"
递延所得税负债,,,,,,,,,,,,
在建工程,,,,,,,,,,,,
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,"3,000,000.00","4,500,000.00","4,166,586.83","5,181,130.24","5,078,401.95","4,963,020.60","4,963,020.60","4,728,584.42","3,889,150.61","5,778,055.15","5,591,586.83","5,446,060.30"
固定资产清理,,,,,,,,,,,,
负债合计,"42,466,686.61","41,289,684.17","40,071,063.73","42,480,586.14","75,399,627.60","40,907,472.46","33,271,786.55","44,589,649.70","40,336,579.77","70,814,793.23","69,353,077.55","63,456,812.47"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"54,000,000.00","54,000,000.00","54,000,000.00","54,000,000.00","54,000,000.00","54,000,000.00","72,000,000.00","72,000,000.00","72,000,000.00","73,761,000.00","73,561,000.00","132,409,800.00"
油气资产,,,,,,,,,,,,
资本公积,"4,286,939.88","4,286,939.88","4,286,939.88","4,286,939.88","4,286,939.88","4,286,939.88","134,980,207.81","134,948,283.29","134,948,283.29","170,837,845.67","170,837,845.67","108,287,045.67"
无形资产,"2,333,138.48","2,387,829.79","2,367,985.18","2,203,825.30","2,245,022.84","2,323,760.54","2,263,226.99","2,172,504.77","2,090,965.65","1,999,513.41","2,432,061.13","2,378,809.64"
盈余公积,"8,213,569.35","12,121,843.30","15,583,043.92","15,583,043.92","15,583,043.92","18,825,462.64","18,825,462.64","18,825,462.64","18,825,462.64","22,348,383.32","22,348,383.32","22,348,383.32"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,"34,357,110.00","34,357,110.00","30,455,110.00"
商誉,,,,,,,,,,,,
未分配利润,"55,682,975.60","65,414,632.75","65,336,906.48","81,511,156.48","53,148,981.70","53,577,726.74","58,428,959.95","42,655,004.82","49,712,544.50","55,506,044.06","61,430,124.05","64,375,682.44"
长期待摊费用,"4,757,708.71","4,307,737.16","4,733,495.93","4,742,510.60","4,182,195.47","3,942,395.91","3,838,550.96","4,243,358.49","3,856,035.18","3,329,021.41","3,183,309.65","2,775,957.00"
少数股东权益,,,,,,,,,,,,
递延所得税资产,"700,300.85","901,338.11","514,907.57","1,398,104.50","1,221,414.96","1,302,883.41","1,302,883.41","1,241,230.59","1,235,171.58","2,017,990.97","1,139,895.59","2,131,493.53"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"30,154,885.58","28,447,255.51","29,265,678.24","30,691,593.62","29,699,282.91","29,111,548.75","28,547,923.54","28,231,245.48","27,999,963.93","96,263,610.22","89,008,173.81","94,056,273.86"
所有者权益(或股东权益)合计,"122,183,484.83","135,823,415.93","139,206,890.28","155,381,140.28","127,018,965.50","130,690,129.26","284,234,630.40","268,428,750.75","275,486,290.43","288,096,163.05","293,820,243.04","296,965,801.43"
资产总计,"164,650,171.44","177,113,100.10","179,277,954.01","197,861,726.42","202,418,593.10","171,597,601.72","317,506,416.95","313,018,400.45","315,822,870.20","358,910,956.28","363,173,320.59","360,422,613.90"
负债和所有者(或股东权益)合计,"164,650,171.44","177,113,100.10","179,277,954.01","197,861,726.42","202,418,593.10","171,597,601.72","317,506,416.95","313,018,400.45","315,822,870.20","358,910,956.28","363,173,320.59","360,422,613.90"
