科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"1,720,663,970.50","2,961,333,700.60","4,002,761,950.04","2,528,388,317.57","4,289,328,693.02","6,144,759,197.32","1,470,316,139.02","3,564,391,823.30","5,660,934,039.92","6,297,368,404.80","1,872,204,890.38","4,329,307,990.07","6,257,733,201.75","7,546,971,106.66","2,563,666,696.85","5,125,939,708.55","8,878,080,981.75","11,035,735,571.60","2,397,807,838.10","5,236,247,034.73","7,482,067,976.96","10,553,873,773.12","2,223,108,003.20","5,333,669,129.09","7,714,023,621.75","11,360,765,615.42","2,883,259,895.42","6,942,917,113.37","10,458,748,214.01","12,736,683,747.08","2,981,860,303.46","6,267,491,227.64","10,133,381,946.34","12,817,618,918.99","3,316,739,464.95"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,"239,510,092.13",,,,"45,381,203.15",,,,"298,851,554.22","30,724,123.97","30,724,123.97","30,724,123.97",,,,,,,,,,,,,"252,937,148.27",
收到的税费返还,"5,188,699.87","152,756.91","52,615,964.52",,"27,273,229.00","43,495,697.77","61,128,401.04","80,585,302.78","89,080,329.52","98,091,941.40","17,334,157.89","40,266,464.85","41,854,673.12","41,601,179.79","62,129,872.24","90,446,208.67","140,976,658.60","203,575,117.92","58,760,066.85","103,007,371.78","146,477,363.33","175,381,564.95","44,918,291.31","60,107,366.98","111,730,898.19","106,080,240.05","33,030,899.78","102,417,187.14","123,190,052.71","133,259,998.26","76,810,828.56","117,503,412.65","86,530,704.22","97,793,082.13","55,674,874.48"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,"90,000,000.00",,,,"320,000,000.00","410,000,000.00","885,000,000.00","1,706,000,000.00","100,000,000.00","535,000,000.00","693,000,000.00","1,542,000,000.00",,"58,000,000.00","226,524,167.75","708,931,582.75",,"1,245,000,000.00","132,780,000.00",,"15,231,001.64",
收到其他与经营活动有关的现金,"16,030,227.62","29,050,199.10","38,667,974.56","19,221,655.07","21,016,910.80","24,614,347.84","24,296,575.46","19,513,249.51","52,949,453.46","61,621,755.41","114,186,948.51","39,917,053.59","128,590,933.28","55,348,855.21","132,742,175.81","136,909,593.71","155,105,693.54","72,967,725.84","35,341,223.44","56,563,872.60","86,069,592.42","96,189,007.49","41,878,981.89","82,914,632.55","109,937,670.57","98,920,432.88","24,398,494.83","44,177,268.00","86,599,497.25","63,321,626.54","13,642,166.73","56,210,446.82","55,205,963.22","128,185,715.39","5,404,694.51"
投资活动现金流出小计,"309,550,411.54","353,514,681.49","554,844,975.53","302,773,183.37","481,251,349.18","599,091,686.13","144,470,433.04","223,378,068.53","440,630,669.41","1,000,396,847.69","259,794,538.36","568,976,211.05","996,923,075.86","1,139,194,520.95","321,718,038.52","747,193,473.24","1,296,962,162.88","1,817,765,197.21","1,069,813,809.62","1,711,653,216.44","2,909,391,235.47","1,423,616,790.61","766,073,060.50","1,094,775,802.78","2,181,922,260.97","605,463,435.10","370,059,501.62","688,690,802.91","1,318,326,689.43","1,584,975,572.51","1,430,981,327.64","574,282,731.92","765,888,683.87","777,797,450.47","306,038,103.85"
经营活动现金流入小计,"1,741,882,897.99","2,990,536,656.61","4,094,045,889.12","2,547,609,972.64","4,337,618,832.82","6,212,869,242.93","1,555,741,115.52","3,664,490,375.59","5,802,963,822.90","6,457,082,101.61","2,003,725,996.78","4,409,491,508.51","6,428,178,808.15","7,643,921,141.66","2,758,538,744.90","5,353,295,510.93","9,174,163,333.89","11,312,278,415.36","2,491,909,128.39","5,395,818,279.11","7,714,614,932.71","10,825,444,345.56","2,309,905,276.40","5,476,691,128.62","7,935,692,190.51","11,565,766,288.35","2,940,689,290.03","7,089,511,568.51","10,668,537,763.97","12,933,265,371.88","3,072,313,298.75","6,441,205,087.11","10,275,118,613.78","13,043,597,716.51","3,377,819,033.94"
投资活动产生的现金流量净额,"-309,550,411.54","-322,841,764.92","-474,701,696.96","-302,773,183.37","-481,191,088.50","-599,021,181.13","-144,470,433.04","-223,378,068.53","-440,630,669.41","-1,000,372,479.54","-169,660,321.58","-478,841,994.27","-906,497,859.08","-1,040,009,950.47","-266,216,564.25","-691,691,998.97","-1,241,448,922.61","-1,816,397,409.42","-749,809,444.62","-541,638,213.44","-1,117,357,762.47","-1,088,918,854.37","-230,358,337.52","-341,503,852.60","-538,617,700.49","-602,678,119.03","-307,504,070.99","-456,161,813.33","-1,021,869,853.56","-1,566,191,834.43","27,710,446.32","-188,639,545.39","-609,444,664.06","-170,019,875.09","-303,609,018.38"
购买商品、接受劳务支付的现金,"1,474,877,165.76","2,359,778,216.53","4,155,522,018.33","2,550,170,076.13","4,267,855,405.06","5,979,803,599.74","1,350,653,464.49","3,311,068,618.68","4,934,331,698.35","5,283,724,110.44","1,859,265,397.96","3,814,829,152.75","5,498,631,611.86","6,680,365,515.72","1,947,188,765.90","3,832,191,101.78","6,620,665,384.39","8,225,419,011.49","1,911,876,895.74","4,350,012,483.66","5,800,658,156.52","7,879,650,595.88","1,420,448,549.54","4,044,038,190.24","5,856,972,894.87","8,753,972,994.78","2,999,726,484.46","6,653,354,932.26","9,245,049,671.63","9,729,913,871.27","2,669,843,378.14","5,061,384,080.83","8,317,736,307.27","9,043,591,173.21","2,044,146,094.91"
吸收投资收到的现金,,"352,000,000.00",,"623,058,983.57","623,058,983.57","633,314,368.00",,,,,,,,"705,151,473.10",,,,"1,172,768,001.61",,,,,,,,,,,,"1,295,300,000.00",,,,"134,780,000.00",
