科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应收款,"8,156,004.52","5,600,502.43","8,001,544.08","7,604,824.09","9,183,602.88","6,373,197.53","4,279,641.99","4,446,232.75","4,471,237.73","4,190,982.21","4,850,734.67","6,010,004.35","5,311,767.69","5,517,793.10","5,182,653.29","5,413,855.72","5,950,118.77","5,713,255.60","4,819,844.82","5,487,605.70","6,052,530.85","5,847,331.70","4,871,547.86","5,900,306.72","6,922,152.77","7,156,945.46","7,116,048.61","8,981,588.05","10,171,996.13","10,835,161.37"
应付职工薪酬,"5,467,980.50","3,407,763.99","4,122,103.57","4,043,103.16","4,006,655.40","3,436,325.01","4,056,625.46","4,315,597.23","4,367,303.02","4,225,914.41","4,690,854.23","4,395,809.58","3,645,818.89","3,652,737.51","4,692,579.77","3,865,213.55","3,743,874.43","3,683,312.78","5,080,703.33","4,648,684.87","4,037,469.65","4,012,326.48","5,085,781.13","4,808,161.09","4,837,241.86","3,805,487.40","4,240,219.20","4,045,428.16","4,129,450.23","3,295,939.55"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"858,206.44","3,300,992.00","4,103,341.55","6,180,002.75","2,937,400.61","3,015,469.03","2,732,624.61","4,322,020.06","9,050,606.99","6,531,527.05","451,019.48","4,100,920.22","4,593,327.43","5,334,342.14","108,589.32","3,984,434.61","4,378,330.48","4,158,984.61","169,149.19","4,723,855.53","3,731,102.18","3,971,423.89","1,094,830.36","6,652,487.46","4,279,605.36","5,052,806.48","299,798.28","5,116,585.97","5,115,818.61","3,918,416.58"
应收利息,,,,,,,"4,965,550.68","3,883,053.73","8,350,514.99","8,353,218.54","10,835,580.29","12,075,187.77","13,810,646.98","9,250,626.53","11,276,534.94","12,203,415.57","13,375,157.60","947,483.76","3,565,025.68","2,164,573.97","3,312,589.05","4,040,019.19","4,455,249.97","716,071.73","626,553.59","469,348.62","463,966.50","847,016.02","574,565.55","452,805.19"
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"26,040,563.64",,,"9,300,000.00","9,300,000.00","9,300,000.00","9,300,000.00",,,,,,,,,,,,,,"9,300,000.00",,,,,,,,,
存货,"154,542,069.43","127,011,687.05","153,319,112.10","155,434,177.76","168,906,938.44","180,073,790.38","192,421,701.07","187,590,739.72","158,433,398.98","145,735,150.79","162,836,179.35","161,447,774.96","173,289,963.39","177,566,832.00","189,650,689.55","194,969,056.44","206,849,752.31","211,308,421.54","209,037,877.85","207,284,921.93","213,295,859.82","213,957,158.14","212,327,927.20","204,694,758.60","212,868,997.50","224,752,713.22","262,907,975.87","261,483,049.21","276,722,492.54","298,961,307.94"
其他应付款,"105,209,520.66","90,778,312.16","13,847,617.09","11,150,586.53","9,941,749.48","11,255,306.16","13,025,081.26","9,602,349.99","8,745,929.49","8,453,503.15","11,553,818.00","11,401,031.66","11,055,978.93","14,112,840.43","10,882,819.70","15,052,043.70","13,135,730.09","11,972,788.31","8,724,020.06","9,327,385.12","10,608,726.02","10,848,663.26","11,412,467.10","10,459,289.91","11,623,209.50","10,341,485.84","9,540,740.72","9,139,072.92","10,556,906.09","13,032,047.74"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,,,,,"36,000,000.00","63,000,000.00","15,000,000.00","51,070,000.00","63,389,651.05","121,274,648.69","164,274,648.69","180,274,648.69","169,000,000.00","168,000,000.00","125,000,000.00","116,000,000.00","140,240,398.28","135,000,000.00","129,546,279.28","70,215,000.00"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"272,520,923.58","282,720,303.03","325,377,241.96","324,572,443.62","348,104,674.21","670,255,756.17","663,391,145.77","690,352,366.41","625,946,481.49","644,376,937.32","646,122,827.65","660,285,570.78","620,728,306.77","646,584,105.04","659,650,688.85","673,634,851.70","717,951,659.60","660,494,138.08","666,806,320.55","657,684,246.58","665,001,371.58","676,002,882.41","671,356,205.63","688,409,841.01","655,751,166.35","675,499,306.75","709,388,662.94","725,269,158.58","776,141,913.24","762,655,305.15"
流动负债合计,"340,983,908.05","248,678,388.41","232,469,552.51","295,578,786.39","307,552,714.82","249,820,476.01","231,185,551.05","227,901,610.08","209,864,878.85","203,903,656.33","207,787,466.59","207,047,478.29","216,340,955.18","223,211,711.24","228,911,180.59","226,368,046.16","244,160,403.43","235,191,877.19","232,794,983.01","209,392,205.33","225,117,588.27","223,632,939.10","197,436,873.67","206,924,879.83","214,786,643.86","233,690,669.76","254,418,641.85","255,967,252.09","282,642,112.62","308,687,246.99"
可供出售金融资产,,,,,,,,,,,,,,,,,,,"5,129,480.00","5,129,480.00","5,129,480.00","5,124,480.00","5,124,480.00","5,124,480.00","10,124,480.00","5,124,480.00","5,124,480.00","5,124,480.00","5,124,480.00","5,124,480.00"
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,"58,614,907.39","54,376,007.39","57,487,321.03","273,807.39","273,807.39","273,807.39","273,807.39","273,807.39","273,807.39","273,807.39",,,,,,,,,,,,,,,,,,,,
长期股权投资,"40,322,501.58","42,478,615.74","43,884,871.46","39,495,913.84","42,016,140.26","44,610,141.20","46,804,951.87","41,975,277.64","43,432,395.42","45,950,356.99","48,105,121.44","49,387,455.98","45,775,787.75","48,000,814.34","49,608,065.23","51,100,240.48","47,371,961.42","54,704,775.41","51,880,069.52","53,067,934.57","44,619,907.66","52,909,291.63","48,067,014.41","53,899,589.25","45,412,125.93","66,644,056.14","69,019,897.57","69,893,705.93","67,763,619.09","68,563,603.20"
专项应付款,,,,,,,,,,,"1,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","979,948.00","979,948.00","979,948.00","979,948.00","979,948.00","979,948.00","979,948.00","979,948.00","349,948.00","349,948.00","349,948.00",,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,"4,637,672.00","4,637,672.00","4,564,242.14","4,527,527.21","4,490,812.28","4,454,097.35","4,417,382.42","4,380,667.49","4,343,952.56","4,307,237.63","4,270,522.70","4,233,807.77"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"161,148,473.25","164,996,977.62","143,764,609.79","143,019,886.81","148,807,349.45","151,878,426.16","165,700,551.53","164,797,951.88","179,987,091.41","178,086,875.11","185,852,386.19","181,050,304.01","177,289,583.31","175,275,605.49","207,156,763.46","205,164,770.80","202,539,976.34","200,860,675.37","230,753,022.60","226,876,698.43","227,428,511.77","222,210,444.28","218,657,131.86","215,171,922.81","211,841,547.69","210,795,856.73","205,793,745.69","202,397,360.79","197,606,899.62","193,443,094.36"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"785,092.61","881,592.61","2,154,599.42","6,378,377.92","9,943,266.10","14,443,840.73","16,310,289.73","20,049,789.73","11,795,816.77","12,071,049.46","24,724,050.96","25,104,087.29","42,122,597.29","44,767,895.29","27,227,229.18","27,276,420.18","27,600,419.51","29,836,583.26",,,,,,,,,"84,651.08","99,450.22","1,514,447.68","1,537,690.92"
其他非流动负债,,"1,865,000.00","21,957,809.28","21,957,809.28","21,924,059.28","21,907,184.28","21,890,309.28","32,821,909.28","32,788,159.28","31,965,604.28","31,325,243.28","30,867,074.28","30,408,907.28","29,950,740.28","30,279,237.95","29,781,068.95","29,282,899.95","28,784,730.95",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"58,614,907.39","56,241,007.39","79,445,130.31","22,231,616.67","22,197,866.67","22,180,991.67","22,164,116.67","33,095,716.67","33,061,966.67","32,239,411.67","32,325,243.28","31,867,074.28","31,408,907.28","30,950,740.28","31,259,185.95","30,761,016.95","30,262,847.95","29,764,678.95","29,266,513.95","28,768,345.95","28,270,177.95","27,772,009.95","26,643,841.95","26,145,673.95","25,647,505.95","24,799,389.95","24,301,221.95","23,803,053.95","23,304,885.95","22,806,717.95"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"399,598,815.44","304,919,395.80","311,914,682.82","317,810,403.06","329,750,581.49","272,001,467.68","253,349,667.72","260,997,326.75","242,926,845.52","236,143,068.00","240,112,709.87","238,914,552.57","247,749,862.46","254,162,451.52","260,170,366.54","257,129,063.11","274,423,251.38","264,956,556.14","262,061,496.96","238,160,551.28","253,387,766.22","251,404,949.05","224,080,715.62","233,070,553.78","240,434,149.81","258,490,059.71","278,719,863.80","279,770,306.04","305,946,998.57","331,493,964.94"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"80,000,000.00","116,000,000.00","116,000,000.00","116,000,000.00","116,000,000.00","156,000,000.00","156,000,000.00","156,000,000.00","312,000,000.00","312,000,000.00","312,000,000.00","312,000,000.00","312,000,000.00","312,000,000.00","312,000,000.00","312,000,000.00","312,000,000.00","312,000,000.00","312,000,000.00","312,000,000.00","312,000,000.00","312,000,000.00","312,000,000.00","312,000,000.00","312,000,000.00","312,000,000.00","312,000,000.00","312,000,000.00","312,000,000.00","312,000,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"1,383,334.96","45,796,489.96","45,796,489.96","45,796,489.96","45,796,489.96","367,699,301.96","367,699,301.96","367,699,301.96","211,699,301.96","211,699,301.96","211,699,301.96","211,699,301.96","211,699,301.96","211,699,301.96","211,699,301.96","211,699,301.96","211,699,301.96","211,699,301.96","211,699,301.96","211,699,301.96","211,699,301.96","211,699,301.96","211,699,301.96","211,699,301.96","211,699,301.96","211,699,301.96","211,699,301.96","211,699,301.96","211,699,301.96","211,699,301.96"
无形资产,"23,167,531.82","22,211,103.14","34,674,539.95","34,333,138.75","33,991,737.55","33,650,336.35","33,308,935.15","32,967,533.95","32,626,132.75","32,284,731.55","31,943,330.38","31,761,816.49","31,580,302.60","31,398,788.71","31,595,479.96","31,394,735.30","31,155,529.10","30,877,861.36","30,792,501.28","30,591,756.61","30,391,011.94","30,190,267.27","29,989,522.60","29,788,777.93","29,588,033.26","29,387,288.59","31,169,877.25","30,919,132.57","30,668,387.89","30,417,643.21"
盈余公积,"13,838,006.18","4,915,666.52","12,638,329.20","12,638,329.20","12,638,329.20","12,638,329.20","22,326,902.32","22,326,902.32","22,326,902.32","22,326,902.32","31,077,518.82","31,077,518.82","31,077,518.82","31,077,518.82","39,191,224.12","39,191,224.12","39,191,224.12","39,191,224.12","46,856,499.43","46,856,499.43","46,856,499.43","46,856,499.43","52,342,875.48","52,342,875.48","52,342,875.48","52,342,875.48","57,907,258.39","57,907,258.39","57,907,258.39","57,907,258.39"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,"4,691,723.98","43,050,810.43","65,276,929.13","57,447,015.91","80,563,757.40","108,437,441.61","128,322,690.97","145,321,673.71","107,092,320.07","132,825,654.96","144,546,740.09","156,681,549.91","117,820,183.04","139,988,275.64","155,445,401.32","171,786,909.66","192,640,340.37","152,254,388.51","161,427,514.59","173,385,217.86","157,558,071.57","173,118,445.96","179,465,792.44","189,756,101.91","142,542,235.64","159,384,806.73","167,363,305.19","179,653,626.29","198,827,708.16","156,320,090.38"
长期待摊费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,"2,956,682.47","2,911,937.41","2,826,105.10","2,746,268.00","2,644,886.10","2,558,845.95","2,492,588.88","2,359,877.56"
递延所得税资产,"1,567,357.72","1,386,184.31","1,453,101.46","1,533,396.52","1,518,302.74","1,479,310.47","1,639,178.33","1,654,234.88","1,705,772.14","1,707,894.32","2,134,714.88","2,218,893.20","2,224,378.26","2,253,821.33","2,585,557.13","2,591,189.74","2,691,819.90","2,684,251.55","3,377,669.84","3,421,793.57","3,653,363.06","3,593,211.30","4,488,492.46","4,530,734.75","4,453,973.73","4,618,291.50","5,428,177.04","5,563,170.09","5,656,293.45","5,556,547.91"
外币报表折算价差,,"-7,586.26","-317,467.07","-359,080.67","-367,687.74","-458,729.37","-543,510.59","-548,050.25","-551,679.89","-517,082.49","-553,839.24","-564,795.51","-625,910.30","-646,517.74","-682,510.13","-644,290.65","-642,751.96","-643,185.70",,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"226,990,956.98","231,954,473.42","225,931,722.08","224,760,713.84","236,276,796.10","246,062,054.91","263,763,906.61","261,444,788.08","269,547,208.49","270,100,907.43","292,759,603.85","289,522,556.97","298,992,649.21","301,696,925.16","318,173,094.96","317,527,356.50","311,359,706.27","318,964,146.95","326,570,415.24","323,725,335.18","315,786,516.57","318,555,221.69","310,817,453.61","312,969,602.09","305,837,543.03","320,950,640.45","320,964,781.19","318,304,537.23","312,604,650.43","308,876,867.37"
所有者权益(或股东权益)合计,"99,913,065.12","209,755,380.65","239,394,281.22","231,522,754.40","254,630,888.82","644,316,343.40","673,805,384.66","690,799,827.74","652,566,844.46","678,334,776.75","698,769,721.63","710,893,575.18","671,971,093.52","694,118,578.68","717,653,417.27","734,033,145.09","754,888,114.49","714,501,728.89","731,315,238.83","743,249,030.48","727,400,121.93","743,153,155.05","758,092,943.62","768,308,889.32","721,154,559.57","737,959,887.49","751,633,580.33","763,803,389.77","782,799,565.10","740,038,207.58"
资产总计,"499,511,880.56","514,674,776.45","551,308,964.04","549,333,157.46","584,381,470.31","916,317,811.08","927,155,052.38","951,797,154.49","895,493,689.98","914,477,844.75","938,882,431.50","949,808,127.75","919,720,955.98","948,281,030.20","977,823,783.81","991,162,208.20","1,029,311,365.87","979,458,285.03","993,376,735.79","981,409,581.76","980,787,888.15","994,558,104.10","982,173,659.24","1,001,379,443.10","961,588,709.38","996,449,947.20","1,030,353,444.13","1,043,573,695.81","1,088,746,563.67","1,071,532,172.52"
负债和所有者(或股东权益)合计,"499,511,880.56","514,674,776.45","551,308,964.04","549,333,157.46","584,381,470.31","916,317,811.08","927,155,052.38","951,797,154.49","895,493,689.98","914,477,844.75","938,882,431.50","949,808,127.75","919,720,955.98","948,281,030.20","977,823,783.81","991,162,208.20","1,029,311,365.87","979,458,285.03","993,376,735.79","981,409,581.76","980,787,888.15","994,558,104.10","982,173,659.24","1,001,379,443.10","961,588,709.38","996,449,947.20","1,030,353,444.13","1,043,573,695.81","1,088,746,563.67","1,071,532,172.52"
