科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"221,978,104.65","483,316,459.34","743,236,036.35","1,060,786,538.12","296,252,112.87","622,329,848.13","953,417,431.83","1,311,272,094.74","347,442,541.73","766,229,775.49","1,189,132,651.33","1,686,336,052.71","467,045,315.05","987,417,462.30","1,501,823,492.64","2,100,982,324.30","618,155,008.59","1,226,584,377.75","1,793,156,011.52","2,505,784,874.32","670,247,530.80","1,389,944,852.05","1,956,833,397.08","2,713,663,079.85","657,516,957.96","1,398,836,815.90","2,142,694,033.36","3,119,381,261.58","797,738,390.22","1,739,625,272.11","2,659,911,302.92","3,654,114,617.28","981,107,789.11","2,053,446,381.91","3,065,399,418.60","4,213,360,304.50","1,125,456,768.31","2,377,384,379.45","3,501,058,564.42","4,860,532,382.62","1,418,852,248.31","2,909,827,599.93","4,182,818,679.74","5,775,728,160.88"
二、营业利润,"26,972,682.40","76,380,029.89","97,505,513.25","116,589,783.86","27,905,461.15","69,655,218.40","97,923,732.53","145,388,690.90","46,592,861.70","136,969,374.63","209,875,256.02","291,495,126.62","88,598,528.51","195,828,182.30","272,975,873.26","353,865,111.31","102,535,566.93","179,917,520.69","225,489,931.12","276,780,457.66","82,351,750.07","167,212,585.74","200,431,884.07","268,426,653.19","61,349,417.30","116,957,448.17","160,126,520.52","211,474,712.83","53,080,336.31","114,489,788.59","151,934,900.20","193,074,260.45","71,773,688.41","179,911,380.64","239,928,254.19","333,960,735.11","131,855,647.40","300,326,289.23","426,306,417.60","599,228,894.61","228,589,216.08","477,741,741.29","679,851,496.35","973,324,630.14"
减:营业成本,"150,216,572.42","323,584,869.24","511,586,948.23","738,059,240.24","206,710,101.04","417,448,656.50","644,951,387.56","865,398,494.74","229,599,290.85","489,533,161.33","759,868,357.10","1,066,267,548.08","300,845,711.27","631,194,456.52","978,027,427.36","1,391,827,272.66","418,881,370.53","836,154,601.71","1,237,569,520.34","1,767,785,437.09","463,124,743.46","964,260,913.78","1,365,938,744.31","1,885,298,119.32","441,265,445.01","954,899,880.26","1,498,980,479.07","2,206,392,034.25","543,279,556.87","1,205,086,532.07","1,875,277,511.63","2,583,736,575.42","684,385,219.54","1,430,563,299.88","2,165,178,807.60","2,954,201,692.26","771,784,637.93","1,624,744,860.37","2,380,904,732.93","3,275,195,647.17","919,917,659.82","1,856,658,558.37","2,651,391,970.00","3,601,833,072.83"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"989,448.50","2,439,896.49","5,622,707.14","8,099,587.63","2,020,120.66","3,998,613.14","6,967,296.82","9,526,212.59","1,567,502.43","4,338,409.99","7,115,143.46","11,571,253.18","2,354,556.32","7,636,629.32","10,149,540.23","11,912,367.43","2,168,062.20","7,882,963.11","12,466,873.36","15,874,993.45","4,489,725.20","9,505,243.95","15,416,555.43","19,097,243.61","3,487,973.89","8,356,821.61","13,417,828.11","18,504,794.76","5,342,298.25","10,742,170.72","15,664,325.58","23,986,960.04","5,450,225.17","11,355,795.37","16,960,776.41","23,344,027.10","5,645,831.54","12,733,128.19","19,982,712.04","47,211,831.75","15,306,935.33","30,710,169.16","44,654,969.42","61,623,515.81"
营业外收入,"3,388,605.03","14,007,495.71","15,607,850.94","17,339,249.61","1,119,667.73","3,236,538.02","5,766,688.70","8,480,440.50","751,937.06","7,282,247.58","16,779,136.06","19,473,035.01","1,764,403.94","9,476,622.45","19,193,596.63","40,370,875.19","3,222,097.63","33,596,579.53","83,615,392.10","95,974,099.28","6,115,223.69","28,962,006.06","54,254,105.25","66,879,336.88","4,792,845.13","15,104,707.74","19,546,024.65","37,001,133.16","3,962,904.75","17,819,737.74","29,490,651.26","46,956,397.35","5,319,382.85","20,098,785.38","32,166,505.67","45,189,210.76","9,754,327.82","19,816,832.67","31,295,157.57","51,400,277.34","17,830,389.79","24,715,676.34","43,344,177.41","9,517,340.29"
销售费用,"25,819,302.75","52,295,782.47","84,355,267.52","131,318,023.63","32,512,747.95","74,531,034.85","118,804,695.72","170,762,262.97","43,742,964.88","90,217,959.93","136,977,403.17","199,896,908.23","43,917,581.11","94,821,928.37","148,681,821.29","211,188,852.96","55,687,836.06","118,519,554.01","183,842,889.82","271,639,382.32","69,335,858.67","144,966,579.99","230,798,014.97","331,931,773.45","83,447,616.44","179,106,644.59","269,179,587.32","366,190,887.04","97,471,515.24","211,509,567.42","314,940,878.85","428,249,788.18","114,874,766.53","225,571,268.32","330,907,472.94","463,467,477.19","126,504,677.64","256,844,022.87","380,531,483.02","556,832,705.78","156,965,665.47","308,471,209.46","446,954,522.33","628,836,487.11"
减:营业外支出,"11,509.02","149,373.53","360,084.77","592,718.19","281,527.63","858,405.67","1,153,198.51","2,209,550.94","29,503.02","52,442.81","279,115.09","565,752.67","28,885.89","391,487.11","611,774.12","1,447,391.63","213,922.65","1,192,399.23","1,310,796.46","1,403,490.80","13,706.74","334,243.43","492,783.18","1,134,361.22","180,965.61","353,419.67","486,831.52","1,256,041.76","8,549.73","915,275.98","819,520.71","2,136,682.93","29,317.51","133,917.83","407,667.04","2,380,769.33","173,111.89","2,327,122.34","3,353,649.86","4,413,381.67","1,302,599.56","2,452,929.41","5,000,706.03","8,166,561.79"
管理费用,"15,113,753.92","28,228,877.15","39,685,095.34","57,300,051.65","15,366,968.62","30,078,633.67","49,287,333.46","73,085,267.12","17,494,446.96","35,098,299.40","55,031,945.88","87,993,472.32","19,334,526.44","39,425,982.24","60,752,124.05","90,613,329.36","23,294,768.82","49,811,532.24","80,081,108.88","110,168,358.31","32,317,555.23","63,641,223.28","95,382,589.25","138,016,206.53","39,703,678.41","89,784,565.81","135,183,806.40","237,582,673.57","57,301,746.89","124,253,954.28","195,187,679.95","274,471,330.49","72,441,869.34","150,827,206.39","219,260,817.44","302,248,319.96","78,207,671.52","161,676,261.06","256,805,615.92","351,112,963.71","82,851,700.53","211,332,199.15","311,205,263.25","460,479,224.45"
其中:非流动资产处置净损失,"3,050.00","49,645.82","110,695.35",,"4,846.62","58,389.53","349,549.99","1,224,585.74","19,891.14","30,430.93","139,987.24","425,099.26","14,475.12","181,997.57","200,102.78","964,795.37","32,106.01","937,161.20","944,397.58","1,075,053.04","7,423.74","130,016.68","152,445.74","-1,840,960.31","-16,555.55","-2,206.18","23,065.05","-918,783.31","-65,132.71","-942,368.13","-1,566,186.55","1,058,170.87",,,"191,611.04","1,715,197.03",,,,"3,234,892.26","1,180,003.34","2,263,827.79","4,497,261.99",
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"4,869,207.08","9,711,361.35","15,676,892.43","22,151,262.93","8,144,358.75","19,647,856.72","28,533,666.36","39,314,105.91","9,609,768.85","14,165,703.13","23,493,414.75","28,632,434.67","9,753,172.01","16,875,802.61","27,509,051.87","39,837,572.55","13,141,541.81","25,150,770.25","39,151,271.88","47,673,419.77","14,439,465.89","29,044,509.40","40,512,514.51","62,094,512.24","25,557,322.24","45,236,549.47","65,348,563.20","80,946,263.29","38,974,812.71","66,578,246.31","98,286,116.26","116,615,794.87","26,475,074.93","57,037,807.63","89,700,935.40","119,587,961.93","30,070,675.85","46,822,276.46","69,555,668.36","58,921,315.59","17,569,367.94","39,139,308.84","63,604,606.49","85,500,827.10"
三、利润总额,"30,349,778.41","90,238,152.07","112,753,279.42","133,336,315.28","28,743,601.25","72,033,350.75","102,537,222.72","151,659,580.46","47,315,295.74","144,199,179.40","226,375,276.99","310,402,408.96","90,334,046.56","204,913,317.64","291,557,695.77","392,788,594.87","105,543,741.91","212,321,700.99","307,794,526.76","371,351,066.14","88,453,267.02","195,840,348.37","254,193,206.14","334,171,628.85","65,961,296.82","131,708,736.24","179,185,713.65","247,219,804.23","57,034,691.33","131,394,250.35","180,606,030.75","237,893,974.87","77,063,753.75","199,876,248.19","271,687,092.82","376,769,176.54","141,436,863.33","317,815,999.56","454,247,925.31","646,215,790.28","245,117,006.31","500,004,488.22","718,194,967.73","974,675,408.64"
