科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"3,896,188,458.25","3,470,837,283.52","3,613,199,182.88","2,819,721,545.31","3,098,900,737.95","1,831,327,285.35","1,476,141,517.26","1,103,676,970.58","2,303,508,848.42","3,129,423,070.94","2,090,039,196.85","2,163,853,730.00","2,637,746,552.05","3,174,244,374.49","5,263,680,048.41","6,141,765,611.95","5,940,771,621.92","5,593,015,404.66","5,227,475,500.09","4,315,024,577.24","4,529,753,963.75","3,574,406,101.27","3,571,301,157.47","2,995,375,144.28","2,918,760,994.48","2,971,381,865.70","3,024,823,145.59","2,330,831,228.75","2,450,890,129.44","2,408,264,339.40","2,576,473,918.89","2,454,497,934.05","3,174,778,284.89","2,130,890,009.28","2,348,355,469.96","2,679,155,010.12","3,120,518,050.05","2,708,979,008.70","1,754,054,445.26","2,134,448,436.92","1,978,562,375.99","1,114,383,334.57","2,205,091,937.92","1,629,151,501.59","1,260,463,416.18","592,531,364.63","629,234,644.04","610,802,386.07","614,898,358.96"
短期借款,,,,,,,,,,,,,,,,"45,034,360.00","44,583,520.00","44,006,880.00",,,,,,,,,,,,,,,,,,,,"100,000,000.00","100,000,000.00","200,000,000.00","200,000,000.00","250,000,000.00","300,000,000.00","930,000,000.00","960,000,000.00","460,000,000.00","456,575,595.86","325,304,178.86","265,304,178.86"
交易性金融资产,"1,745,750.00",,"77,900,940.00","6,692,000.00",,"12,491,030.00","1,238,745.00","1,046,880.00","1,046,880.00",,"169,710.00","293,735.00",,,,,,,"22,155,844.68","53,381,661.34","49,206,726.38","33,050,165.28",,,,,,,,"9,261,000.00","1,251,000.00","50,293,364.00","11,681,918.10","297,045,507.50","11,113,256.20","12,317,609.40","43,244,550.80","231,762,000.00","209,906,000.00","204,545,800.00","216,198,200.00","203,049,800.00","302,345,473.80","200,404,600.00","201,426,800.00","249,284,977.16",,,"26,990,502.75"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"11,735,221.13","7,817,472.94","704,514,433.14","417,843,398.05","659,169,200.00","621,236,940.62","843,124,492.00","19,800,000.00","30,140,000.00","673,856,940.00","1,352,986,370.20","1,277,642,340.20","669,024,267.00","1,089,773,913.00","1,257,931,903.67","1,299,301,170.80","1,340,935,051.62","1,222,079,886.28","2,209,179,708.77","1,135,539,147.36","1,009,237,385.42","740,351,733.29","2,256,207,996.55","1,777,327,463.33","1,930,965,688.92","1,547,331,786.66","2,392,204,541.87","1,901,481,491.24","2,176,115,584.54","1,892,471,046.12","2,644,704,537.09","2,355,595,793.44","1,154,091,696.95","1,196,897,077.13","2,756,468,153.02","1,626,882,040.88","1,184,500,897.79","1,635,835,198.31","1,956,298,522.99","1,129,393,365.86","417,853,344.36","664,143,592.05","890,751,314.71","484,984,011.09","135,486,150.03","52,236,423.46","117,226,232.02","95,089,055.74"
应付票据,"857,484,513.38","906,919,402.63","1,093,121,994.39","952,521,244.34","915,927,450.98","739,486,423.17","567,465,000.08","496,480,184.27","488,526,759.76","861,278,888.53","1,002,612,620.49","788,285,811.38","1,067,071,294.43","1,178,562,709.17","1,237,532,544.16","1,078,946,713.24","1,400,766,026.20","1,379,772,929.44","1,316,361,439.38","1,204,756,936.22","1,149,141,787.84","977,216,999.60","1,141,651,957.83","980,110,646.86","873,906,862.02","1,149,339,380.82","1,248,145,689.99","1,150,095,348.36","1,057,599,511.97","1,010,385,401.07","1,191,087,598.39","924,896,500.39","1,181,433,848.18","874,562,173.37","998,996,006.92","498,308,728.27","1,188,492,704.26","1,181,830,488.44","1,009,206,345.57","787,068,101.87","1,529,848,566.31","1,549,023,725.13","966,941,935.73","722,997,388.43","1,219,866,675.68","668,570,249.68",,"434,231,784.25",
应收账款,"22,332,677.84","47,799,603.31","41,703,751.67","38,025,285.83","24,390,440.06","33,404,127.31","38,985,116.63","16,589,328.87","25,006,694.10","20,114,243.43","30,258,603.14","28,778,706.17","57,239,629.67","73,074,863.82","53,275,895.22","50,183,795.73","73,913,333.95","100,020,945.30","125,954,470.56","63,002,639.57","66,666,198.34","59,931,523.67","61,966,350.84","78,805,244.99","102,383,202.80","118,774,556.57","164,579,082.14","35,293,385.34","45,391,914.77","37,382,110.17","62,886,094.19","29,633,226.75","49,588,912.58","52,126,822.53","60,074,402.42","55,209,399.77","70,219,111.32","87,348,314.84","144,121,082.68","257,950,896.76","517,749,645.11","705,485,128.48","667,247,280.23","1,085,608,465.60","1,305,811,059.98","1,071,774,577.86","1,614,521,515.36","1,349,967,096.01","1,042,137,957.18"
应付账款,"1,907,750,772.83","1,410,870,888.46","1,466,192,413.97","1,430,005,663.11","1,136,395,476.59","1,107,408,910.32","865,913,591.31","764,226,143.67","890,182,036.88","1,330,715,199.70","1,322,744,939.59","1,933,944,808.65","2,213,123,187.39","2,165,614,085.95","1,705,467,919.19","2,535,547,697.81","2,324,470,998.63","2,202,368,244.60","1,946,051,912.34","2,073,050,466.97","1,794,362,399.97","1,913,849,981.93","1,472,087,988.35","1,534,099,694.75","1,704,995,802.40","1,998,514,378.38","1,919,129,426.12","2,109,712,921.03","1,979,590,875.15","2,450,714,006.93","2,263,005,660.02","3,040,373,634.54","2,791,690,019.78","2,576,546,876.74","1,816,012,078.51","3,493,541,469.09","2,882,432,823.39","2,532,151,397.43","2,286,163,391.76","3,820,202,421.51","2,948,114,700.04","1,582,963,223.23","1,486,681,285.78","2,558,459,919.94","1,706,938,540.64","1,491,316,655.89",,"2,009,145,434.08",
预付款项,"239,720,562.33","151,945,399.71","211,634,806.87","120,979,123.57","159,373,687.15","160,938,992.08","178,276,947.38","190,503,907.51","309,731,270.07","76,547,914.48","147,856,145.10","157,484,645.59","189,722,225.14","332,239,755.77","104,163,694.70","124,288,633.31","81,034,210.39","88,539,404.25","91,080,613.87","28,976,613.28","119,236,444.81","89,005,544.86","80,277,556.39","51,454,341.00","121,559,401.09","168,691,368.15","135,478,624.47","109,596,811.56","225,951,715.01","287,821,213.86","199,718,345.87","117,266,763.04","212,612,757.75","194,628,856.33","166,203,175.50","158,394,680.54","232,504,575.62","223,042,281.43","298,149,140.56","179,264,333.75","318,784,236.85","333,345,128.03","291,360,923.14","203,739,232.92","252,105,107.49","209,627,114.21","161,472,744.98","118,640,452.72","163,141,921.05"
预收款项,"60,056,855.40","372,818,511.56","666,688,740.79","764,297,402.77","105,100,485.99","36,954,846.61","21,533,309.10","27,340,541.35","593,110,349.27","519,006,927.19","122,802,860.09","150,671,897.61","132,565,190.13","122,040,166.65","220,009,785.76","384,355,735.93","205,500,672.29","152,177,636.76","291,345,494.73","291,809,160.85","195,585,886.75","141,150,205.57","258,211,345.89","545,105,493.41","313,699,408.62","212,554,761.48","275,880,630.39","472,324,566.16","208,294,841.41","806,323,617.34","781,831,356.82","1,171,790,357.87","925,528,010.14","574,925,221.51","687,270,704.67","1,257,780,607.52","844,103,469.85","681,987,890.19","1,098,279,821.44","1,371,564,638.05","671,593,119.08","452,997,658.70","487,333,065.16","427,847,715.06","317,615,721.51","257,129,980.78","186,199,571.14","183,976,943.79","196,098,756.79"
