科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"105,495,265.90","123,159,364.86","160,003,422.60","87,070,241.70","128,842,415.00","172,953,952.45","40,465,003.82","81,248,920.61","120,502,899.88","160,410,846.62","45,303,709.93","96,219,471.10","137,182,791.91","178,481,372.89","41,294,433.00","82,137,944.37","126,174,584.10","166,919,573.82","50,546,526.07","95,561,185.37","135,045,523.61","174,443,226.53","31,897,975.41","67,640,832.45","104,253,593.62","152,964,372.90","47,963,193.38","103,141,902.79","158,804,955.57","209,173,151.83","51,886,801.99","107,438,651.14","162,514,411.32","226,499,972.18","55,450,298.86"
二、营业利润,"41,498,155.06","44,930,603.80","41,293,691.65","25,740,426.54","37,738,719.93","52,510,335.45","12,655,064.83","30,796,016.89","48,800,670.34","63,617,547.97","17,900,180.05","43,738,528.67","57,876,806.91","75,123,510.25","14,091,258.15","32,958,904.19","46,958,713.13","52,664,991.57","11,435,547.66","27,254,710.95","41,458,141.68","48,761,462.64","5,677,403.31","13,533,759.86","25,122,851.14","33,740,330.85","10,603,012.32","35,953,715.38","36,195,026.80","45,520,296.53","12,274,429.81","37,863,788.89","49,826,765.43","65,526,952.03","13,002,068.11"
减:营业成本,"44,857,241.70","50,793,763.70","79,244,919.14","40,919,474.17","61,075,594.36","80,454,767.48","18,441,385.69","33,112,643.72","49,127,358.70","66,237,239.51","18,858,664.26","36,098,388.78","55,318,935.41","73,069,457.65","20,642,692.92","38,089,885.25","61,370,572.89","90,008,413.01","33,133,876.14","57,243,597.02","77,786,090.25","102,770,554.33","21,925,117.12","46,375,799.82","68,993,627.54","99,976,479.33","26,281,020.54","53,155,036.53","81,277,375.25","113,632,895.75","30,369,330.43","58,867,703.12","88,218,407.10","128,192,758.84","33,280,598.86"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"4,924,826.40","5,384,532.41","6,696,320.65","3,609,217.63","5,365,475.26","7,215,620.23","1,905,737.22","3,806,338.21","5,637,777.42","7,524,091.10","2,035,329.51","4,409,621.17","6,311,174.78","6,834,781.04","106,089.85","307,429.92","505,422.53","723,358.81","183,855.74","352,166.50","521,073.17","672,658.89","91,578.51","246,488.38","341,772.88","493,975.83","135,002.15","495,039.67","794,895.40","1,977,389.14","170,680.74","1,006,820.81","2,285,569.91","3,102,841.16","562,670.20"
营业外收入,"7,886,111.70","5,892,824.60","14,727,679.54","8,217,767.92","10,744,185.42","13,804,894.26","2,676,441.84","5,504,402.38","8,490,507.86","11,782,929.79","2,302,609.14","3,980,823.33","6,233,540.29","7,333,793.12","2,232,457.83","2,584,437.33","6,630,862.37","9,530,689.69","783,916.25","3,207,742.74","3,507,699.45","7,000,376.22","285,013.53","2,645,453.01","2,765,010.78","7,184,042.77","887,781.85","3,012,477.22","3,123,555.50","7,363,198.33","254,026.88","4,027,548.85","4,725,109.44","3,474,502.49","1,280.00"
销售费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:营业外支出,"34,568.91","74,453.94","14,377.35","158,956.79","376,085.40","451,699.27","1,982.20","12,440.80","36,440.80","37,771.21","2,407.81","15,318.63","82,717.03","150,236.33",,"50,000.00","154,167.21","525,975.27","3,363.50","81,628.50","130,399.99","655,618.26",,297.96,"226,074.29","232,431.83",,"24,459.38","56,444.45","96,643.04",215.00,"79,040.32","212,572.70","1,061,664.34","135,386.28"
管理费用,"5,553,653.01","9,556,777.35","12,358,957.80","7,715,818.86","11,300,449.09","16,430,821.64","4,968,687.44","8,873,553.05","12,614,562.98","18,213,114.60","4,773,805.13","9,409,809.21","14,048,096.11","18,707,559.85","5,211,206.70","8,672,894.51","12,968,032.42","19,439,063.14","5,182,254.28","9,519,414.53","13,888,718.20","20,774,677.05","5,207,821.33","9,433,350.10","14,134,288.94","21,078,634.49","4,777,225.98","10,795,134.32","16,671,464.52","27,421,269.21","6,831,320.26","13,681,144.14","22,031,685.20","31,754,994.47","8,699,169.38"
其中:非流动资产处置净损失,"31,548.91","2,673.94","13,377.35","45,106.79","262,235.40","337,849.27","1,192.20","1,650.80","10,650.80","11,940.10","2,194.13","2,094.13","29,492.53","76,011.83",,,"74,167.21","445,975.27","1,363.50","79,628.50","108,399.99","633,618.26",,296.00,"214,612.33","220,969.87",,,,"72,015.83",,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"8,588,105.22","12,442,762.53","20,388,759.01","9,085,304.50","13,362,176.36","16,342,407.65","2,494,128.64","4,660,368.74","4,322,530.44","4,790,729.53","1,735,730.98","2,563,123.27","3,627,778.70","4,746,064.10","1,243,185.38","2,108,830.50","4,371,843.13","4,083,747.29","864,644.41","2,021,046.24","3,379,011.79","4,643,425.47","1,260,387.37","1,865,460.26","450,870.05","8,760,226.91","7,325,474.89","6,085,649.52","6,143,227.87","4,566,461.22","5,815,404.25","6,462,288.86","11,216,298.00","11,675,589.08","1,857,969.48"
