科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"60,257,535.51","92,195,065.49","94,839,836.69","123,507,401.69","713,242,880.95","378,306,519.92","310,409,613.38","215,793,640.37","213,161,953.90","166,456,528.07","187,247,487.55","174,435,184.63","151,609,988.93","134,174,095.23","205,177,551.48","208,244,635.47","211,191,738.27","715,887,246.94","353,009,421.53","254,374,725.59","269,914,428.34","173,920,126.41","292,210,038.54","197,399,024.07","151,294,585.26","161,187,049.39","101,013,939.00","262,139,408.79","141,040,129.72","103,265,911.55"
短期借款,"152,000,000.00","169,043,220.83","205,424,850.00","305,774,868.70","288,380,897.42","53,902,700.00","142,765,800.00","157,974,700.00","194,967,500.00","136,711,500.00","189,513,265.00","210,989,802.75","210,258,506.21","196,649,521.00","350,433,145.19","306,418,856.49","250,883,012.96","233,304,709.23","180,966,460.00","180,128,480.00","244,637,790.00","408,704,880.00","473,160,160.00","494,886,400.00","417,405,700.00","456,414,900.00","566,815,510.00","498,425,280.00","560,901,610.00","654,202,170.00"
交易性金融资产,,,,,,"3,761,730.00","3,176,814.00",,"244,855.60","532,478.00","122,174.00","1,128,488.50","3,155,966.00","6,837,262.42",,,,,,"3,622,790.00",,"660,000.00","1,018,700.00","163,700.00","174,600.00","177,921.00",,,"218,920.00","531,200.00"
交易性金融负债,,,,,,,,"2,057,196.00",,,,,,,"9,791,499.50","9,701,878.20","3,052,675.60","2,677,684.02","448,572.00",,"2,807,820.13","5,879,091.00","3,097,224.29","2,170,800.00",,,"33,943.00",,"170,040.00",
应收票据,"1,764,620.63","6,000,000.00","2,438,183.79","10,839,797.93","8,881,200.00","7,625,772.26","6,886,276.18","3,250,000.00","3,547,584.00","1,769,579.21","4,600,000.00","2,106,628.59","1,670,000.00","4,882,203.28","875,582.58","2,082,460.00","3,814,508.01","9,352,127.44","5,765,836.23","3,115,850.00","4,953,139.00","8,429,067.15","2,783,320.00","4,636,162.25","5,354,595.31","12,182,811.00","22,414,988.62","28,277,945.24","25,950,185.41","25,796,061.63"
应付票据,,"44,146,315.10","87,350,274.61","72,725,632.60","97,105,579.55","71,968,816.32","59,557,278.64","35,271,994.10","63,772,769.48","70,173,404.90","50,914,863.95","35,722,828.54","56,956,992.67","59,608,740.74","54,159,186.89","59,372,541.85","54,041,502.93","52,782,524.84","56,722,540.27","46,110,391.65","54,527,997.89","56,912,320.82","50,628,108.87","52,275,066.73","64,495,857.40","53,703,474.66","32,688,085.15","53,816,119.65","71,804,343.41","26,012,638.43"
应收账款,"80,884,880.26","32,762,159.44","67,691,934.25","111,949,239.82","127,119,646.38","99,328,714.45","111,123,721.54","148,083,826.37","177,005,985.60","173,292,079.02","164,125,008.65","142,563,386.71","188,837,547.59","131,621,199.49","209,044,556.11","161,998,827.09","208,763,204.33","210,199,150.48","243,192,951.91","266,532,643.60","327,514,517.92","317,786,202.79","406,622,354.33","443,858,698.45","460,131,434.35","327,191,712.43","462,598,437.98","360,295,574.94","422,410,280.21","425,173,246.93"
应付账款,"178,689,943.76","125,684,915.57","144,381,481.70","214,849,434.56","155,854,863.60","116,342,036.57","99,626,774.22","154,742,401.18","138,708,467.87","122,806,461.37","114,727,194.58","135,322,469.49","157,024,357.41","159,927,069.26","170,882,028.24","160,213,685.63","168,070,603.46","172,012,571.65","141,336,300.37","165,486,970.25","182,845,464.25","184,218,247.06","174,914,500.99","187,056,886.16","216,170,184.45","228,128,004.94","230,305,712.00","230,546,684.09","191,331,592.41","303,257,250.67"
预付款项,"7,509,647.84","4,551,919.41","10,081,458.39","9,860,414.64","10,731,286.87","13,295,300.79","9,956,275.98","21,129,088.87","32,067,540.80","14,340,091.95","10,861,338.88","9,584,371.74","11,024,707.16","12,137,674.24","13,676,430.50","22,406,337.18","22,442,502.45","5,899,515.50","11,141,743.87","19,275,140.57","15,136,678.44","17,834,866.74","46,744,329.88","40,374,595.40","78,098,863.66","69,912,990.99","82,374,425.12","93,330,505.83","155,941,802.18","35,729,502.54"
预收款项,"5,120,557.02","7,768,931.79","5,714,178.68","8,178,707.90","3,988,666.83","7,019,599.57","6,400,894.93","7,540,531.56","5,057,578.59","13,340,599.46","9,555,769.44","7,401,683.22","7,458,796.22","5,268,754.72","6,312,611.90","5,834,826.31","3,759,445.65","6,243,851.09","4,651,401.26","3,981,959.39","5,948,470.80","6,767,986.55","8,583,284.83","8,729,068.81","7,486,388.87","3,924,611.66","5,658,993.38","5,565,575.12","8,411,628.95","13,739,849.05"
