科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"391,663,851.91","292,592,285.86","729,005,335.38","329,714,093.91","328,685,117.17","495,894,988.86","437,613,394.98","257,270,746.39","436,105,208.18","552,939,094.02","407,211,302.97","898,627,419.96","753,478,004.35","780,500,330.24","718,829,899.84","1,104,747,191.87","1,303,193,442.31","1,002,941,101.64","1,040,560,491.93","680,204,640.28","611,971,589.93","502,867,181.94","842,449,086.35","881,244,950.53","597,305,757.28","634,686,457.24","850,920,627.38","1,101,752,486.35","1,066,098,753.30","2,077,629,298.40","1,148,564,529.18","985,903,076.22","1,112,574,165.37","1,076,802,833.58","1,080,147,167.17","1,274,862,356.87","1,392,679,071.85","1,953,090,008.17","3,078,029,004.44","3,209,858,533.05","3,247,677,640.17","3,604,584,850.52","3,221,625,623.96","4,226,069,135.28","4,810,575,061.53"
短期借款,,,,"250,000,000.00","310,000,000.00","200,000,000.00","110,000,000.00","80,000,000.00","80,000,000.00","30,000,000.00","30,000,000.00","160,000,000.00","130,000,000.00","80,000,000.00","80,000,000.00",,,,,,,,,,"30,000,000.00","510,000,000.00","760,000,000.00","443,000,000.00","460,000,000.00","960,000,000.00","810,000,000.00","510,000,000.00","730,000,000.00","800,000,000.00","1,400,000,000.00","1,876,511,940.00","1,624,011,940.00","1,784,011,940.00","2,404,011,940.00","2,456,500,000.00","2,449,000,000.00","2,296,500,000.00","1,626,500,000.00","1,726,500,000.00","1,996,500,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"256,603,672.58","264,480,869.47","328,662,148.01","282,265,588.28","368,554,578.43","350,252,481.42","390,390,267.00","557,049,644.89","625,664,377.90","618,343,704.13","1,430,634,788.37","1,006,542,667.75","1,443,257,930.26","1,864,341,826.12","2,268,581,867.71","1,796,533,693.10","1,899,833,105.22","2,298,160,577.44","2,156,241,151.71","1,853,418,680.17","2,179,623,525.06","2,300,357,922.44","1,930,612,137.29","1,961,131,397.37","1,601,070,303.72","1,436,270,305.03","2,211,662,431.71","1,886,620,018.65","1,315,611,078.45","1,290,832,299.72","1,782,789,410.00","2,021,843,864.85","1,572,095,237.08","1,170,774,764.52","1,356,888,363.11","1,301,698,463.45","1,273,873,677.35","958,390,837.16","915,043,811.69","1,630,393,841.62","2,090,423,584.05","2,079,641,913.65","2,366,190,078.12","1,985,664,154.34","1,837,662,607.60"
应付票据,"57,588,742.84","42,296,339.52","48,881,243.48","70,793,366.80","55,604,983.32","58,705,233.27","50,116,215.55","92,518,189.08","205,929,365.08","233,682,417.96","441,603,815.13","583,673,428.11","584,677,624.80","430,271,393.00","447,575,679.79","604,248,598.99","586,021,664.00","432,223,203.00","396,802,400.00","465,524,874.03","568,883,797.03","535,871,223.00","522,891,580.00","596,554,319.66","686,449,336.86","542,545,229.30","514,649,931.73","581,972,428.00","527,797,594.30","524,241,066.43","481,370,346.50","449,742,366.60","481,486,862.40","457,432,959.40","300,200,287.00","337,726,545.00","304,162,295.00","70,768,337.00","51,589,630.45","84,513,465.73","32,366,465.73","10,711,350.00","11,888,830.00","15,604,423.80","18,062,400.00"
应收账款,"54,722,113.16","83,811,698.15","62,891,629.42","40,637,607.68","28,720,016.07","31,076,876.06","32,961,707.92","189,800,317.62","296,777,848.22","315,416,492.45","196,244,643.16","160,505,842.66","190,046,129.21","113,200,337.03","119,624,534.04","111,519,502.20","257,145,453.86","59,060,289.05","90,121,366.46","121,501,641.56","241,218,346.06","316,474,452.63","459,086,111.92","232,292,247.32","710,332,862.48","697,285,811.05","531,437,966.05","275,691,305.07","809,144,616.90","867,217,297.13","755,218,419.98","421,205,803.98","602,774,464.85","689,127,319.93","742,616,047.88","593,335,088.82","575,211,194.98","460,826,713.99","342,493,880.18","283,360,518.01","357,267,887.84","275,549,583.55","251,425,441.58","188,353,470.25","218,789,670.45"
应付账款,"33,635,710.89","42,635,270.72","48,890,457.06","146,974,133.29","97,914,945.65","136,450,996.22","154,776,150.33","187,826,512.18","129,129,196.87","153,046,529.73","710,651,013.09","682,668,940.37","597,634,313.07","685,268,956.84","764,363,480.70","733,595,610.45","604,067,906.28","537,204,423.99","569,659,449.36","862,237,162.15","642,040,803.11","718,216,934.88","728,518,586.53","924,463,724.83","738,970,152.53","725,825,082.25","764,084,999.60","677,007,370.55","695,552,705.71","701,743,473.10","692,459,281.77","729,359,165.29","652,468,633.48","610,602,558.86","636,288,348.20","774,484,244.28","902,173,293.85","736,586,333.74","894,631,984.82","900,567,961.42","884,229,199.97","765,686,630.93","669,050,184.80","767,799,829.95","656,939,403.28"
预付款项,"24,157,531.34","21,338,729.76","26,860,949.63","22,240,575.66","39,398,015.43","27,078,494.27","22,923,129.49","21,441,075.49","21,515,502.55","14,170,107.57","97,445,261.46","54,520,678.89","56,819,209.93","64,249,284.43","85,613,081.95","56,900,785.09","111,689,504.33","143,389,960.00","127,276,097.63","778,959,899.54","1,113,942,135.00","1,103,113,782.67","1,170,470,993.00","89,325,132.63","107,012,965.96","77,365,801.32","110,277,238.44","57,929,390.47","69,136,116.27","87,785,479.86","101,119,698.50","68,685,056.35","56,415,573.35","43,044,375.52","55,084,611.69","55,405,665.78","177,366,212.22","53,204,881.90","71,801,794.48","48,180,403.37","87,127,231.50","89,032,317.20","115,993,199.69","39,590,467.62","48,764,552.75"
预收款项,"47,753,706.11","47,921,424.14","53,087,862.14","74,452,807.77","137,068,319.60","269,469,436.13","112,425,405.09","72,362,458.45","161,048,714.22","197,989,393.24","569,851,913.18","392,722,548.41","359,242,793.28","419,194,555.87","387,606,840.02","427,079,972.40","318,327,247.82","416,064,326.88","397,633,437.41","368,263,386.56","314,147,098.43","256,925,509.97","219,778,833.72","241,603,776.55","396,268,694.26","235,683,194.31","400,353,357.35","213,917,384.90","265,517,843.57","223,351,298.11","243,769,775.07","203,957,778.45","250,645,551.20","256,610,505.06","235,647,100.57","194,817,278.08","178,065,906.55","242,743,080.02","378,973,278.83","337,552,044.53","360,632,154.14","307,282,974.58","384,261,154.90","407,810,247.94","299,840,145.14"
其他应收款,"2,582,822.70","2,253,379.55","3,492,109.35","3,063,203.10","6,518,106.35","14,014,883.10","15,161,623.37","5,832,303.07","12,237,844.52","8,689,764.54","15,014,551.04","37,447,751.08","33,079,545.32","43,403,164.50","32,471,383.71","35,513,002.86","65,568,609.98","51,891,717.45","182,787,615.61","37,711,103.91","49,491,084.73","41,581,367.93","44,369,052.28","46,287,342.66","57,437,891.77","51,480,286.12","59,662,001.93","57,447,233.64","61,265,716.26","58,875,817.09","58,003,035.33","71,368,821.65","79,708,845.37","78,023,275.07","85,398,021.03","56,313,109.05","54,868,108.56","124,056,260.92","101,315,324.27","92,494,562.49","155,030,892.53","140,606,069.90","141,967,450.54","78,076,775.65","98,945,415.57"
应付职工薪酬,"61,346,822.52","38,704,861.94","34,239,184.08","42,188,585.81","38,129,803.38","40,228,658.91","49,267,930.74","44,857,562.00","87,338,143.47","62,203,479.32","141,683,897.28","102,469,406.80","94,916,682.50","94,584,201.24","112,512,307.73","85,949,320.75","87,575,890.41","130,316,475.21","88,342,142.88","125,138,304.25","126,002,642.18","127,601,044.12","195,960,897.68","415,082,446.24","304,671,896.38","193,381,470.98","247,795,347.11","439,310,511.08","342,820,492.00","226,100,379.48","337,920,316.85","415,954,561.02","318,231,243.98","187,650,308.04","195,909,803.58","209,025,180.69","304,033,551.67","493,278,138.08","378,615,090.05","278,142,109.58","411,918,686.75","372,821,649.66","504,184,130.81","398,054,505.92","409,253,674.00"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"43,493,957.82","47,825,381.21","69,714,643.61","29,448,035.97","43,226,582.07","37,515,316.98","59,476,454.18","93,122,126.17","130,737,331.86","98,883,470.82","143,189,882.97","345,386,631.05","353,681,937.61","313,546,473.69","384,385,661.04","384,958,225.48","480,765,489.23","523,707,249.22","388,015,722.67","411,250,369.18","483,955,356.78","295,085,486.92","349,483,962.68","238,383,270.22","169,982,735.62","159,222,014.40","175,473,066.27","138,281,749.77","137,082,921.23","126,363,697.21","124,081,972.68","63,243,176.63","53,611,525.94","78,553,715.31","58,843,054.59","64,786,708.85","44,819,041.90","46,419,626.09","146,924,606.78","249,910,615.22","277,081,645.33","176,575,233.37","183,732,362.57","314,862,989.27","291,724,157.52"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,411,899.42",,,,"3,238,963.44","3,238,963.44"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,"198,000.00",,"198,000.00","198,000.00","198,000.00","3,591,000.00","200,000.00",,,,,"1,980,000.00","8,760,000.00",,"4,455,000.00",,,"4,658,000.00","5,507,500.00","1,780,000.00",,,"60,999,074.10","1,490,000.00","5,000.00","5,000.00","1,036,500.00","4,000.00","1,485,000.00","1,485,000.00","2,092,800.00","21,400.00","2,981,400.00","2,375,000.00","36,600.00","35,400.00","3,575,400.00","1,199,400.00"
存货,"39,296,472.80","30,755,620.36","35,284,344.68","27,684,973.13","90,253,637.75","77,451,881.46","84,289,630.11","52,999,423.19","180,249,779.87","269,270,310.90","469,073,413.03","180,549,811.97","223,395,204.90","260,405,559.04","278,477,568.30","299,885,452.91","317,748,817.41","274,780,878.51","369,536,554.44","327,361,909.56","256,675,893.96","252,192,579.96","281,860,637.12","241,212,026.65","362,709,254.81","366,775,336.74","294,093,231.33","230,875,430.29","376,299,269.44","428,889,061.21","340,990,289.56","258,505,571.84","491,746,580.07","411,406,176.95","424,168,797.34","242,995,695.17","247,234,459.74","344,034,353.34","340,826,305.69","216,911,836.68","334,059,582.66","375,928,864.80","297,923,015.57","285,655,743.77","297,992,423.82"
其他应付款,"332,452,338.32","320,514,268.64","346,357,661.58","755,123,407.35","788,024,739.46","863,940,924.39","1,032,340,104.70","889,937,456.23","1,047,035,857.87","1,250,041,034.14","2,132,312,396.59","1,691,887,442.50","1,797,582,697.86","2,052,358,052.84","2,002,656,994.32","1,994,738,997.87","2,273,847,042.48","2,140,479,566.32","2,111,357,898.84","1,940,865,398.33","2,355,110,491.84","2,308,210,129.98","2,306,557,190.43","2,103,258,468.67","1,882,884,541.00","1,750,340,248.23","1,599,073,439.31","1,521,922,640.21","1,590,460,844.09","1,610,173,589.95","1,276,966,576.70","1,321,640,921.19","1,090,534,098.94","997,580,913.39","994,029,679.77","928,264,655.71","955,182,732.38","893,420,970.26","697,062,620.71","626,130,206.20","869,139,967.76","1,089,583,596.98","1,315,589,048.30","1,196,083,318.98","1,274,132,544.48"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,"41,100,000.00","41,100,000.00","36,100,000.00","36,100,000.00",,,,,,,,,"100,962,810.34","100,962,810.34","28,962,810.34","962,810.34","222,926,223.45","222,926,223.45","222,926,223.45","926,223.45","122,861,713.21","100,000,000.00","110,000,000.00","110,000,000.00","302,000,000.00","302,000,000.00"
