科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
流动资产合计,"329,739,410.40","320,555,425.71","495,334,103.50","474,808,999.65","533,961,167.25","829,760,358.63","820,857,896.76","766,593,125.90","818,074,334.28","892,731,940.69","874,084,229.81","842,327,067.31","1,470,341,590.07","1,512,231,578.44","1,631,200,411.66","1,654,994,061.07","1,690,081,072.80","1,722,308,247.01","1,657,283,746.27"
流动负债合计,"174,416,232.62","165,997,143.45","295,153,056.46","262,451,894.17","326,203,986.89","325,100,146.55","317,339,019.18","234,381,984.39","267,976,508.58","330,017,543.57","314,266,114.75","282,901,863.58","544,084,608.65","616,730,777.01","766,987,727.07","622,001,765.39","601,289,009.77","653,467,653.99","775,620,326.39"
可供出售金融资产,,,,,,,,,,,,,,"590,947.39","596,228.61","626,759.44","632,720.03","630,657.68","625,805.10"
长期借款,,"6,590,000.00","58,826,850.00","56,034,550.00","58,034,550.00",,,,,,,,"130,376,000.00","127,138,320.00","128,274,540.00","284,843,040.00","286,125,420.00","258,869,200.00","108,329,200.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,"76,461,393.86",,,,,,
长期股权投资,"21,593,541.70","23,500,653.49","27,656,555.34","30,232,223.85","31,048,707.99","34,519,087.71","34,800,268.91","36,526,456.76","37,885,566.48","42,026,323.46","39,850,845.92","44,335,121.39",,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,
投资性房地产,"14,496,044.62","11,810,707.15","11,026,481.59","10,634,368.81","10,438,312.42","99,712,339.74","99,388,415.54","99,035,298.08","98,710,516.58","94,644,592.52","93,377,655.71","92,110,718.90","90,843,782.09","91,612,824.75","90,364,083.24","89,135,873.12","87,855,293.84","86,548,134.94","85,232,321.38"
预计负债,,,,,,,,,,,,,"101,289,610.66","50,624,895.86","54,476,542.18","53,560,747.17","22,988,180.30","18,046,318.16","17,549,974.80"
固定资产,"8,007,895.00","9,209,922.49","11,780,453.28","11,808,620.07","11,556,192.57","98,604,584.40","97,829,195.68","96,300,501.51","96,517,724.70","97,542,222.84","97,764,359.07","97,104,671.11","172,780,628.38","169,601,166.84","173,830,400.05","179,800,539.92","185,319,345.74","174,840,023.09","174,364,698.07"
递延所得税负债,,,,,,,,,,,,,"3,965,022.46","4,538,703.96","4,316,212.60","4,256,367.76","3,937,586.41","3,595,963.36","3,298,880.35"
在建工程,"1,914,459.97","70,344,790.32","128,311,061.65","135,874,425.28","144,192,450.22",,,,,,"1,009,780.38","2,447,946.89","2,552,298.09","2,751,453.79","2,751,453.79","2,763,264.44","2,958,282.92",,"121,089.57"
其他非流动负债,"2,100,000.00","3,481,182.24","18,824,153.34","18,758,608.32","21,158,608.32",,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,
非流动负债合计,"2,100,000.00","10,071,182.24","77,651,003.34","74,793,158.32","79,193,158.32","19,727,141.08","19,491,157.46","19,255,173.84","19,019,190.22","18,298,206.60","18,053,472.98","17,808,739.36","330,936,032.72","268,785,080.06","276,055,092.93","435,172,616.02","408,519,730.09","377,077,033.93","228,051,623.42"
固定资产清理,,,,"2,838.07",,,,,,,,,,,,,,,
负债合计,"176,516,232.62","176,068,325.69","372,804,059.80","337,245,052.49","405,397,145.21","344,827,287.63","336,830,176.64","253,637,158.23","286,995,698.80","348,315,750.17","332,319,587.73","300,710,602.94","875,020,641.37","885,515,857.07","1,043,042,820.00","1,057,174,381.41","1,009,808,739.86","1,030,544,687.92","1,003,671,949.81"
生产性生物资产,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00","68,000,000.00","68,000,000.00","136,000,000.00","136,000,000.00","136,000,000.00","136,000,000.00","272,000,000.00","272,000,000.00","272,000,000.00","272,000,000.00","275,500,000.00","275,500,000.00","275,500,000.00","276,380,000.00"
油气资产,,,,,,,,,,,,,,,,,,,
资本公积,"754,785.17","754,785.17","754,785.17","754,785.17","754,785.17","327,151,947.97","327,151,947.97","259,151,947.97","259,151,947.97","259,156,420.81","259,156,420.81","123,156,422.56","123,156,422.55","123,156,420.81","123,156,420.81","151,891,420.81","155,791,420.81","158,662,615.04","165,114,565.04"
无形资产,"17,160,636.75","17,604,145.65","17,258,407.26","16,815,778.96","17,037,268.32","10,985,602.62","10,639,758.94","10,369,171.36","10,170,889.08","10,698,196.93","10,577,830.97","10,294,942.81","13,519,778.75","16,510,818.30","15,752,133.12","15,494,442.37","14,854,685.33","18,591,241.72","17,703,875.66"
盈余公积,"12,337,072.47","19,145,788.79","23,023,551.79","27,618,262.57","27,527,175.64","30,737,462.89","30,737,462.89","30,737,462.89","30,737,462.89","33,968,744.79","33,968,744.79","33,968,744.79","33,968,744.79","35,350,526.32","35,350,526.32","35,350,526.32","35,350,526.32","45,565,625.68","45,565,625.68"
开发支出,"661,939.53","219,266.51",,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,"32,235,000.00","32,235,000.00","32,235,000.00","37,101,400.00"
商誉,,,,,,,,,,,,"22,195.80",,"22,195.80","22,195.80","22,195.80","22,195.80","22,195.80","22,195.80"
未分配利润,"151,483,516.57","204,918,330.10","245,557,795.15","270,036,536.12","271,155,723.56","306,137,142.73","304,441,126.21","331,771,095.07","349,475,932.82","362,375,264.23","357,809,288.04","359,618,089.15","445,690,124.95","469,158,873.56","432,492,597.81","443,156,147.28","523,704,201.19","517,378,274.17","475,608,932.22"
长期待摊费用,,,,,,,,,,,,,,,,,,,
少数股东权益,"3,204,839.18","3,753,390.09","3,976,885.13","4,116,756.71","4,036,764.74","4,531,630.77","4,122,923.47","5,269,834.92","6,710,657.40","6,973,268.46","6,520,122.47","8,261,556.71","8,393,843.32","8,457,098.18","8,294,878.06","9,347,821.85","9,814,359.93","9,465,594.87","9,125,562.83"
递延所得税资产,"1,722,518.04","2,395,708.52","5,750,014.42","10,594,138.37","11,637,495.55","7,803,498.89","7,768,101.35","7,742,945.47","7,712,668.76","9,146,172.02","9,109,461.98","9,072,751.94","10,138,835.88","12,680,408.68","12,643,698.64","12,606,988.59","12,780,278.55","14,857,894.25","15,214,367.54"
外币报表折算价差,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,
非流动资产合计,"65,557,035.61","135,085,194.13","201,782,973.54","215,962,393.41","225,910,427.07","251,625,113.36","250,425,740.42","249,974,373.18","250,997,365.60","254,057,507.77","251,689,934.03","255,388,348.84","289,835,323.19","293,769,815.55","295,960,193.25","300,450,063.68","304,422,802.21","295,490,147.48","293,284,353.12"
所有者权益(或股东权益)合计,"218,780,213.39","279,572,294.15","324,313,017.24","353,526,340.57","354,474,449.11","736,558,184.36","734,453,460.54","762,930,340.85","782,076,001.08","798,473,698.29","793,454,576.11","797,004,813.21","885,156,271.89","920,485,536.92","884,117,784.91","898,269,743.34","984,695,135.15","987,253,706.57","946,896,149.58"
资产总计,"395,296,446.01","455,640,619.84","697,117,077.04","690,771,393.06","759,871,594.32","1,081,385,471.99","1,071,283,637.18","1,016,567,499.08","1,069,071,699.88","1,146,789,448.46","1,125,774,163.84","1,097,715,416.15","1,760,176,913.26","1,806,001,393.99","1,927,160,604.91","1,955,444,124.75","1,994,503,875.01","2,017,798,394.49","1,950,568,099.39"
负债和所有者(或股东权益)合计,"395,296,446.01","455,640,619.84","697,117,077.04","690,771,393.06","759,871,594.32","1,081,385,471.99","1,071,283,637.18","1,016,567,499.08","1,069,071,699.88","1,146,789,448.46","1,125,774,163.84","1,097,715,416.15","1,760,176,913.26","1,806,001,393.99","1,927,160,604.91","1,955,444,124.75","1,994,503,875.01","2,017,798,394.49","1,950,568,099.39"
