科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"50,951,243.45","189,613,592.52","252,584,152.10","119,509,079.14","164,200,074.06","246,899,663.45","38,572,910.80","99,943,159.13","176,989,007.48","288,376,100.44","44,991,648.60","134,077,038.21","240,322,988.62","412,567,391.25","60,900,759.25","175,612,172.28","324,646,407.37","560,609,691.18","86,220,824.59","218,508,648.39","397,795,189.33","665,009,420.88","126,656,885.81","309,246,158.31","487,869,941.78","779,799,225.95","165,675,285.37","346,757,836.36","582,892,193.79","872,142,318.41","166,895,534.62","358,545,063.40","598,363,526.11","828,178,593.14","162,083,898.16","335,797,281.04"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,"51,785,290.00",,,,,,,,,,,,"7,000,000.00",,,,"5,516,579.56",,
收到的税费返还,"980,110.58","7,746,968.26","6,591,211.24","11,696,893.56","13,024,702.45","18,973,805.58","2,221,951.17","2,239,576.17","2,239,576.17","14,362,415.19",,"3,608,121.49","8,395,387.11","13,558,672.66",,"130,926.46","13,550,563.69","24,428,744.46","50,912.26","8,758,265.05","15,734,424.80","24,827,639.35",,"6,221,541.25","16,205,103.83","26,466,177.67",,"9,986,012.21","13,259,614.12","24,605,609.83",,"5,882,086.92","11,307,402.56","19,548,649.35","4,596,756.12","7,928,037.07"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"1,502,464.61","19,382,546.90","1,401,600.30","2,335,945.65","2,702,291.76","3,364,160.75","2,569,939.17","5,419,640.53","8,192,655.20","11,954,989.55","13,980,201.99","17,689,710.43","20,675,300.36","35,621,797.78","24,824,299.21","34,613,965.96","29,895,536.91","46,458,792.47","3,835,866.53","12,978,999.70","21,882,875.13","24,209,225.10","4,647,192.56","23,996,510.56","54,828,473.37","34,443,088.60","15,450,744.73","10,498,337.29","41,327,349.67","46,287,020.62","10,409,794.01","16,121,699.68","39,028,608.26","35,781,690.44","1,186,326.73","11,829,744.05"
投资活动现金流出小计,"6,343,479.24","2,997,556.02","24,750,160.79","1,797,457.96","8,125,818.43","23,127,475.71","1,309,770.00","5,785,696.49","20,754,936.86","29,332,198.80","5,140,208.17","15,192,596.17","20,226,553.92","59,857,264.57","69,763,647.74","73,452,804.24","181,858,532.05","259,929,905.85","64,171,807.93","117,715,109.07","146,159,378.38","164,400,859.55","5,430,400.77","8,880,427.40","11,080,133.16","25,242,338.46","2,224,698.99","12,012,171.49","12,627,125.05","46,760,384.05","9,235,722.89","85,888,891.71","87,253,155.97","101,463,278.69","1,218,806.90","15,146,908.87"
经营活动现金流入小计,"53,433,818.64","216,743,107.68","260,576,963.64","133,541,918.35","179,927,068.27","269,237,629.78","43,364,801.14","107,602,375.83","187,421,238.85","314,693,505.18","58,971,850.59","155,374,870.13","269,393,676.09","461,747,861.69","85,725,058.46","210,357,064.70","368,092,507.97","631,497,228.11","90,107,603.38","240,245,913.14","435,412,489.26","714,046,285.33","131,304,078.37","339,464,210.12","558,903,518.98","840,708,492.22","181,126,030.10","367,242,185.86","637,479,157.58","943,034,948.86","177,305,328.63","380,548,850.00","648,699,536.93","883,508,932.93","167,866,981.01","355,555,062.16"
投资活动产生的现金流量净额,"-6,343,479.24","-2,997,556.02","-24,530,160.79","-1,797,457.96","-8,125,818.43","-23,127,475.71","-1,309,770.00","-5,785,696.49","-20,739,936.86","-29,267,198.80","-5,140,208.17","-15,192,596.17","-20,226,553.92","-59,847,264.57","-69,763,647.74","-73,452,804.24","-171,778,258.08","-128,978,792.70","-3,763,294.93","14,321,523.69","11,083,791.37","-1,559,591.43","-5,430,400.77","-8,280,427.40","-10,480,133.16","-23,343,880.41","-2,224,698.99","-11,166,871.49","-11,781,825.05","-45,055,952.91","-9,235,722.89","-85,887,141.71","-86,622,815.97","-97,958,654.27","-1,075,902.60","-14,714,804.57"
购买商品、接受劳务支付的现金,"25,990,841.85","117,609,756.87","129,696,005.93","58,720,631.58","87,402,747.01","127,261,134.36","28,285,716.96","54,892,432.12","99,092,132.34","142,233,914.01","39,685,354.93","81,995,654.17","150,706,537.72","223,660,924.53","63,323,497.38","108,723,351.86","220,101,823.66","344,481,446.99","60,643,972.43","137,294,305.06","275,250,074.02","425,114,853.17","105,126,254.30","201,962,007.72","315,883,374.33","480,321,636.42","100,704,387.14","204,905,408.45","359,936,803.52","492,135,810.07","128,371,411.33","258,442,135.63","410,571,836.00","519,598,426.81","96,523,994.46","195,347,812.12"
吸收投资收到的现金,,,"32,000,000.00",,,"837,900,000.00",,,,"3,150,000.00",,,,,,"22,317,160.00","22,317,160.00","29,935,126.00",,,"2,250,000.00","1,900,000.00",,,,,"3,600,000.00","3,600,000.00","3,600,000.00","3,600,000.00",,,,,,
