科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"162,367,018.11","200,847,550.42","268,579,551.77","154,294,427.70","256,888,986.82","366,576,803.26","105,790,617.05","225,220,422.50","353,715,483.71","448,170,999.63","125,683,834.66","245,475,607.22","393,549,091.48","524,164,589.28","150,519,533.09","296,674,600.87","459,347,774.51","639,411,786.92","156,767,835.67","323,318,193.75","585,202,359.16","770,147,075.51","230,701,090.69","429,527,800.03","666,833,732.24","931,675,541.91","258,192,813.84","546,685,463.83","855,930,103.87","1,176,605,507.18","300,012,888.14"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,"20,254,029.65",,,,,,,,,,,,,,,"53,447,102.36","53,447,102.36",,"20,000,000.00","20,000,000.00",,
收到的税费返还,"4,193,794.96","3,147,408.88",,"664,959.85","664,959.85","731,797.00","1,577,353.85","1,577,353.85","1,577,353.85","1,949,334.39",,,"3,970,686.17","4,438,441.46",,,"3,570,040.05","5,806,875.02",,"3,590,600.09","5,205,078.78","8,579,779.97",,"323,376.58","1,278,460.71","1,278,460.71",,"6,461,771.22","11,081,697.05","11,214,917.46","1,654,197.67"
支付其他与投资活动有关的现金,,,,,"19,500.00",,,,"1,730,499.00",,,,,,,,,,,,,,,,,,,"11,375,800.00","12,787,754.00","102,169,942.73","12,252,360.04"
收到其他与经营活动有关的现金,"6,620,994.79","12,272,696.57","10,847,088.19","6,932,336.24","6,825,078.07","11,039,294.27","27,373,743.21","11,709,568.17","18,748,039.06","17,275,194.97","2,877,275.49","3,690,629.18","7,428,372.22","12,607,792.22","2,357,017.71","8,330,870.69","8,098,173.25","9,848,403.93","629,430.24","7,600,379.24","11,711,840.19","13,047,508.04","1,080,060.29","11,727,482.67","13,506,008.69","18,673,826.58","5,912,953.72","14,032,477.07","16,291,321.58","24,183,909.29","3,500,401.43"
投资活动现金流出小计,"29,375,123.63","45,470,358.83","96,578,336.66","44,989,763.18","76,764,868.17","104,220,941.62","40,878,263.47","122,331,889.63","243,283,124.49","282,013,929.54","74,470,188.79","164,219,484.20","202,031,304.18","251,295,936.22","114,780,232.44","171,866,019.89","195,628,283.93","231,578,233.16","88,783,649.56","126,836,612.71","147,970,674.10","165,995,662.00","48,052,987.81","130,641,738.65","198,000,240.69","262,903,607.41","65,010,730.32","165,981,444.02","228,431,327.99","385,178,574.41","73,072,047.55"
经营活动现金流入小计,"173,181,807.86","216,267,655.87","279,426,639.96","161,891,723.79","264,379,024.74","378,347,894.53","134,741,714.11","238,507,344.52","374,040,876.62","467,395,528.99","128,561,110.15","249,166,236.40","404,948,149.87","541,210,822.96","152,876,550.80","305,005,471.56","471,015,987.81","655,067,065.87","157,397,265.91","334,509,173.08","602,119,278.13","791,774,363.52","231,781,150.98","441,578,659.28","681,618,201.64","951,627,829.20","264,105,767.56","567,179,712.12","883,303,122.50","1,212,004,333.93","305,167,487.24"
投资活动产生的现金流量净额,"-28,680,423.63","-38,888,622.87","-96,123,736.66","-44,680,763.18","-76,453,281.70","-103,910,906.62","-40,736,563.47","-121,478,189.63","-242,429,424.49","-281,530,229.54","-74,309,538.79","-163,793,634.20","-201,605,454.18","-250,865,086.22","-114,505,976.99","-171,444,614.44","-195,205,256.48","-231,154,905.71","-88,756,399.56","-126,662,781.51","-147,796,842.90","-165,813,830.80","-47,957,067.81","-130,401,818.65","-197,759,259.69","-262,662,626.41","-65,010,730.32","-160,293,444.02","-202,609,042.28","-379,216,574.41","-71,290,392.55"
购买商品、接受劳务支付的现金,"103,295,145.87","109,124,373.45","164,365,739.63","94,544,119.81","147,439,012.24","215,311,932.45","64,669,788.16","107,581,251.58","162,416,482.76","223,500,933.40","70,889,903.31","148,887,573.08","213,436,218.77","286,957,366.83","86,146,702.17","180,150,694.76","266,363,497.54","358,327,732.09","79,676,743.38","182,015,583.45","319,600,580.83","402,227,384.11","86,687,483.83","196,460,450.74","297,613,532.90","406,258,215.17","119,169,346.87","259,481,935.80","392,831,004.08","534,556,309.14","135,492,342.44"
吸收投资收到的现金,"3,200,000.00","45,000,000.00",,,"594,750,000.00","594,750,000.00",,,,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金,"21,519,100.33","26,946,735.03","34,598,853.27","26,602,884.53","38,233,862.57","49,827,031.18","19,204,897.30","30,840,681.74","44,640,091.80","60,713,569.71","24,693,436.85","41,361,021.17","58,779,696.13","77,461,409.67","29,954,842.25","50,402,624.03","73,102,305.66","95,271,483.91","36,674,507.97","60,596,275.79","84,094,687.84","107,200,628.57","34,263,138.42","66,792,632.38","94,533,302.84","123,662,331.10","50,063,224.48","78,526,517.80","120,975,547.08","157,922,007.18","58,572,198.12"
取得借款收到的现金,"119,980,000.00","160,000,000.00","264,800,000.00","231,300,000.00","251,300,000.00","282,900,000.00","90,366,000.00","90,366,000.00","110,366,000.00","202,659,990.00","10,000,000.00","161,749,543.28","181,749,543.28","205,871,990.74","144,713,813.60","223,683,713.54","335,822,802.02","440,822,802.02","194,692,775.92","399,010,640.81","700,315,932.15","910,315,932.15","5,768,400.00","58,768,400.00","233,752,600.00","288,752,600.00","100,000,000.00","267,500,000.00","332,500,000.00","392,500,000.00","152,509,290.82"
支付的各项税费,"10,686,443.46","24,534,443.03","30,156,445.63","16,872,704.87","29,594,265.22","36,228,761.44","8,183,327.20","28,307,016.38","35,545,187.07","48,179,607.74","11,305,299.29","26,649,309.52","40,397,562.97","50,715,293.83","15,812,767.12","29,658,831.50","40,849,202.21","48,433,516.27","14,978,719.50","27,301,442.80","40,070,299.81","52,435,642.03","13,904,129.42","30,019,973.36","52,326,963.88","71,980,713.80","28,243,043.15","53,430,502.69","72,847,440.20","100,779,981.49","30,840,833.78"
