科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"479,635,973.72","982,684,091.50","1,408,867,387.01","1,946,495,847.63","609,997,047.75","1,256,176,960.72","1,827,040,688.19","2,194,809,154.91","408,651,607.76","820,880,834.49","1,192,991,676.07","1,659,444,196.25","507,224,566.00","982,813,623.54","1,490,119,782.05","2,168,575,630.95","667,301,063.13","1,221,838,644.83","1,805,557,532.52","2,315,487,046.57","545,646,861.51","1,093,562,134.21","1,522,288,439.60","1,919,160,733.94","524,557,791.18","966,392,583.02","1,371,066,903.24","1,816,217,756.27","451,470,591.08","902,720,858.69","1,367,502,849.50","1,833,366,255.19","452,951,286.92","901,854,284.89","1,049,152,127.72","1,538,904,356.30","383,060,930.90","846,501,097.59","1,207,970,563.36","1,773,881,912.39","456,629,341.07","929,271,598.68","1,356,296,761.44","1,969,485,005.95","489,156,509.47"
二、营业利润,"18,546,967.66","49,592,367.28","65,599,429.71","99,767,820.37","31,787,684.05","91,865,430.02","104,849,725.18","45,820,185.45","-45,571,615.34","-73,814,152.43","-124,509,632.51","-302,544,524.60","-10,086,815.36","-37,596,993.78","-73,012,788.55","41,226,427.75","1,887,347.73","12,449,356.64","36,587,114.62","21,164,777.80","-27,325,428.56","-83,968,735.25","-160,504,847.28","-241,324,515.65","-59,284,439.36","-83,676,152.49","-127,358,042.45","-122,144,450.30","6,102,808.30","33,631,686.56","43,084,719.41","24,820,145.46","15,260,725.78","49,472,819.98","109,185,711.94","202,881,666.80","45,105,312.11","109,714,983.56","145,874,204.90","241,867,763.35","55,689,520.97","139,678,133.38","183,304,213.84","319,760,035.72","79,017,507.80"
减:营业成本,"379,398,751.31","774,975,899.96","1,118,777,409.24","1,568,810,973.82","473,588,924.04","969,165,015.18","1,468,341,498.77","1,856,308,539.54","396,569,046.46","791,941,215.86","1,160,114,853.06","1,650,949,360.78","459,661,403.75","904,408,537.10","1,383,691,679.56","1,951,493,067.69","615,233,731.24","1,069,830,898.52","1,547,087,458.50","2,007,508,150.48","497,119,390.98","1,003,150,160.18","1,428,908,953.14","1,848,611,520.90","498,871,051.45","895,565,631.01","1,267,166,692.57","1,635,513,787.92","364,706,679.68","719,622,541.46","1,081,395,231.26","1,463,905,882.79","343,506,878.06","676,047,356.76","676,005,457.78","964,590,187.25","232,840,373.39","538,615,541.05","764,655,652.13","1,101,105,828.70","279,904,588.93","582,952,918.04","854,029,459.93","1,205,619,888.94","289,862,769.67"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"3,351,035.60","6,399,399.26","8,964,148.96","12,243,162.78","5,537,330.92","10,499,746.00","13,306,731.69","15,538,029.11","2,210,489.35","3,459,279.25","4,611,292.96","6,171,591.65","2,328,724.64","3,590,726.61","5,248,967.92","8,319,448.87","2,569,985.29","5,586,750.35","8,640,906.99","10,854,762.17","1,655,623.48","3,400,383.15","5,221,543.35","6,380,565.42","2,511,647.95","5,019,481.71","7,444,988.99","8,938,635.90","1,841,369.78","2,565,024.74","6,662,915.46","9,002,805.88","3,900,211.54","6,538,535.36","5,359,374.02","7,974,748.86","1,850,601.10","4,511,655.72","5,789,275.72","13,768,134.81","2,800,841.56","5,998,033.43","8,274,280.89","13,348,025.85","4,566,221.18"
营业外收入,"53,700.00","131,747.00","825,740.00","953,993.98","48,047.51","1,762,833.90","4,328,266.96","4,082,776.80","559,739.71","2,152,687.59","31,366,273.05","34,437,071.57","37,540.00","412,002.65","2,625,754.41","5,767,338.44","148,927.50","1,186,218.25","7,911,759.68","11,818,018.63","864,538.88","1,495,773.88","12,456,073.53","14,127,714.41","853,039.25","2,304,507.23","172,929,838.88","192,158,277.29","984,437.59","4,000,936.01","24,845,878.43","68,290,281.90","25,080,054.47","32,605,683.94","19,049,246.66","37,131,836.78","10,746,939.98","11,302,264.63","12,545,146.78","40,550,166.45","8,739,857.82","1,108,268.98","4,431,813.95","16,176,646.31","469,111.01"
销售费用,"25,524,075.23","51,444,556.01","65,009,502.76","83,645,777.60","27,925,077.71","50,510,752.00","62,074,968.09","67,053,552.75","20,329,824.73","39,274,929.00","57,545,865.28","73,046,636.45","19,861,337.85","44,762,218.50","68,102,882.23","84,794,773.11","28,653,087.15","56,172,129.58","86,719,597.76","105,487,288.96","29,847,269.27","61,092,650.78","89,227,116.01","105,246,255.19","32,078,695.68","65,133,678.66","93,970,624.96","106,169,226.64","31,884,846.32","65,431,472.76","106,340,002.14","118,048,511.42","34,755,480.12","64,389,464.44","129,568,015.95","190,454,569.42","46,795,057.12","94,975,841.23","144,141,615.07","220,520,713.91","59,072,808.62","104,901,494.35","163,339,179.34","246,568,919.70","59,415,033.65"
减:营业外支出,"49,520.45","264,037.70","539,328.26","3,439,316.17","1,016,785.11","5,155,554.13","5,267,882.72","6,053,523.31","216,693.36","325,667.93","1,229,565.47","6,901,532.69","156,764.18","275,674.11","1,480,229.41","2,091,814.47","214,074.74","1,274,620.66","1,329,112.00","5,624,201.00","104,140.80","20,794,001.18","29,218,277.95","94,266,969.14","129,778.54","8,405,736.74","10,909,029.35","42,955,057.11","92,940.14","6,809,116.02","10,341,301.33","6,345,800.72","304,483.38","466,784.52","324,954.95","614,810.68","33,742.07","116,722.17","180,953.30","500,596.89","30,784.98","297,572.86","492,065.93","751,226.61","50,380.76"
管理费用,"37,616,675.16","75,020,287.95","111,147,924.26","103,873,422.73","47,020,517.34","81,121,610.84","106,465,598.78","115,445,703.65","25,400,249.94","43,028,167.71","69,703,162.29","118,698,738.74","27,841,337.73","55,622,918.80","84,683,873.22","120,640,827.92","35,157,159.71","82,358,416.70","116,019,828.55","145,381,345.40","31,790,257.43","66,158,880.34","101,718,778.99","128,915,208.63","38,504,699.32","64,787,943.53","98,056,961.18","133,739,605.05","35,815,510.30","62,980,232.54","101,502,884.13","192,137,649.29","42,158,126.89","80,762,031.53","115,342,632.23","172,959,950.55","47,358,812.47","87,677,115.53","136,126,476.06","186,000,329.12","48,877,008.17","96,212,375.05","141,236,833.88","213,661,500.37","54,114,874.28"
其中:非流动资产处置净损失,,,,"2,805,194.54",,,,"4,024,479.62",,,,"2,533,674.64",,,,"1,086,652.83",,,,"4,988,930.56",,,,"4,163,257.35",,,,"6,009,107.81",,,,"5,950,304.27",,"117,751.38","127,714.41","174,086.83","17,603.07","22,873.17","32,795.47","244,261.37","24,901.80","207,215.89","225,343.63",,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
