科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"249,293,594.91","251,467,474.36","384,187,885.86","99,488,197.71","215,182,633.70","364,183,746.52","477,776,425.70","102,733,638.28","300,991,915.69","445,152,876.13","506,935,845.11","130,526,720.65","315,986,826.49","407,095,027.47","661,416,390.79","80,976,301.53","395,363,767.65","706,367,440.23","899,908,521.94","273,947,926.22","527,986,868.08","751,507,202.66","1,083,812,113.58","268,078,087.37","588,716,085.92","966,564,718.00","1,416,286,208.57","305,785,412.04","838,485,034.52","1,148,590,655.30","1,643,611,235.21"
取得子公司及其他营业单位支付的现金净额,,"1,203,983.24",,,,,,,,,,,,,,,"325,978,680.71","325,978,680.71","325,972,259.48",,,,"180,000,000.00",,,"2,080,953.86","10,138,683.72",,,,"65,506,880.95"
收到的税费返还,,"2,228,097.10",,"147,515.82","1,218,335.80","1,218,335.80","1,145,911.68","313,178.92","313,178.92","313,178.92","526,270.16",,,"1,639,504.67","1,639,504.67",,,,"120,121.07",,"3,565,644.06","3,565,644.06","126,553.74",,"41,702.45","41,702.45","6,021,880.44","701,506.02",,"279,910.04","403,024.17"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,"5,800,000.00","5,800,000.00",,,,,,,"10,424,135.55",,,,"675,100,000.00","795,973,228.40",
收到其他与经营活动有关的现金,"9,376,895.23","24,457,105.51","28,776,135.19","1,061,879.59","8,421,653.80","9,206,108.72","9,841,295.29","397,732.61","12,582,250.65","26,014,653.39","30,173,338.77","5,790,777.85","30,359,056.13","44,687,213.67","63,631,642.60","1,737,919.11","21,950,226.45","37,921,126.31","128,107,058.77","9,831,206.11","73,262,316.04","79,690,475.85","94,815,015.41","100,058,944.55","61,259,922.64","74,923,694.47","147,131,070.97","79,130,982.89","58,743,583.13","79,631,746.17","114,751,956.10"
投资活动现金流出小计,"34,281,373.88","17,655,709.90","64,109,841.58","2,383,883.45","10,590,211.09","22,983,846.02","254,251,273.39","12,027,380.21","20,876,726.22","42,059,343.30","92,506,932.61","6,638,677.66","11,756,474.18","33,892,605.78","130,939,714.72","51,309,623.11","411,770,332.61","425,678,469.97","480,901,220.03","42,823,611.35","141,079,453.64","607,268,163.83","636,858,688.29","11,093,443.69","84,892,606.85","85,290,316.01","218,131,970.23","94,108,671.78","806,167,216.08","1,118,723,020.11","465,022,691.76"
经营活动现金流入小计,"258,670,490.14","278,152,676.97","412,964,021.05","100,697,593.12","224,822,623.30","374,608,191.04","488,763,632.67","103,444,549.81","313,887,345.26","471,480,708.44","537,635,454.04","136,317,498.50","346,345,882.62","453,421,745.81","726,687,538.06","82,714,220.64","417,313,994.10","744,288,566.54","1,028,135,701.78","283,779,132.33","604,814,828.18","834,763,322.57","1,178,753,682.73","368,137,031.92","650,017,711.01","1,041,530,114.92","1,569,439,159.98","385,617,900.95","897,228,617.65","1,228,502,311.51","1,758,766,215.48"
投资活动产生的现金流量净额,"-34,279,773.88","-17,593,025.50","-64,019,887.15","-2,333,341.88","-10,497,351.09","-22,803,304.45","-253,978,413.39","-12,027,380.21","49,187,273.78","28,021,656.70","-22,424,932.61","-6,638,677.66","68,408,525.82","46,272,394.22","-50,724,714.72","-51,309,623.11","-405,581,868.10","-419,476,800.53","-474,709,905.52","-42,823,611.35","-135,388,357.53","-551,043,925.70","-514,170,677.53","31,143,160.97","-51,307,657.65","-26,271,418.43","-26,997,000.31","-91,837,171.52","-770,026,193.28","-1,076,949,923.71","-423,611,219.01"
购买商品、接受劳务支付的现金,"123,043,285.10","154,191,402.22","245,441,002.05","78,977,660.65","170,397,158.59","266,286,037.08","296,803,404.51","100,336,466.37","242,053,224.79","312,500,705.96","292,025,181.36","61,677,910.39","179,738,100.99","279,044,802.23","451,221,307.86","78,603,778.24","205,829,970.53","417,420,520.00","630,921,927.29","126,912,546.52","282,858,267.68","444,459,790.02","747,390,090.09","132,583,753.72","294,374,155.95","560,303,370.49","808,110,143.68","224,038,880.83","353,214,416.21","533,631,525.75","931,564,295.06"
吸收投资收到的现金,,,,"944,267,630.00","948,750,000.00","949,501,712.15","950,772,161.82",,,"4,000,000.00","4,000,000.00",,"33,940,745.60","57,301,939.20","57,804,939.20","9,572,640.00","329,619,290.40","344,089,970.40","336,686,970.40",,"5,704,853.51","9,588,476.80","9,765,856.80","4,308,000.00","6,408,000.00","6,408,000.00","40,214,000.00","1,461,758,429.95","1,461,758,429.95","1,461,758,429.95","1,507,753,829.95"
支付给职工以及为职工支付的现金,"17,746,888.44","21,168,708.97","29,064,102.32","9,203,624.24","19,926,345.64","31,436,542.61","44,218,306.35","11,484,980.73","27,471,585.88","38,448,081.37","55,115,275.50","15,373,912.27","31,835,513.18","52,577,298.37","72,777,994.79","23,697,601.33","46,836,779.13","73,135,705.88","109,008,691.57","37,492,226.91","72,316,954.30","98,998,003.47","141,600,578.37","40,898,565.96","71,128,189.54","111,165,597.91","187,442,599.63","48,825,411.25","95,511,531.15","145,916,768.23","202,198,869.55"
取得借款收到的现金,"64,000,000.00","156,652,417.47","75,885,320.42","56,200,000.00","56,200,000.00","56,200,000.00","116,200,000.00",,,,,,"5,000,000.00","5,000,000.00","5,000,000.00",,,,"131,540,900.00",,,"721,144,000.00","707,248,991.20","250,456,008.79","327,000,000.00","567,000,000.00","727,000,000.00","246,735,000.00","208,000,000.00","320,000,000.00","660,309,634.00"
支付的各项税费,"27,166,051.08","32,357,959.55","32,228,367.44","7,144,782.08","17,749,024.71","32,237,793.89","53,496,867.26","10,095,012.58","34,737,549.67","56,344,709.76","76,292,079.84","21,349,803.05","39,219,217.65","61,085,194.96","74,769,841.00","16,217,718.02","48,967,468.60","81,302,348.82","112,905,754.92","24,761,359.75","61,426,498.58","90,293,095.30","122,960,440.70","17,885,987.82","69,800,242.22","92,213,295.42","116,493,153.94","39,965,546.20","82,260,370.80","101,062,225.27","111,339,984.79"
收到其他与筹资活动有关的现金,,,"7,685,086.91","5,220,000.00","5,404,913.09","5,480,299.51","4,728,913.09",,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"30,279,593.21","27,941,354.01","32,514,207.47","11,555,404.62","21,773,068.77","41,454,742.62","41,091,327.38","17,496,675.92","17,172,545.02","37,959,423.57","43,005,520.71","6,876,090.58","40,199,689.86","50,856,164.36","85,056,746.47","12,091,083.71","61,611,793.31","78,842,264.76","278,084,099.63","74,145,417.06","67,415,511.32","81,678,227.17","157,043,538.08","106,278,889.35","115,920,100.61","160,569,253.39","185,264,320.08","75,308,953.53","153,508,563.59","229,362,355.44","502,188,605.93"
筹资活动现金流入小计,"64,000,000.00","156,652,417.47","83,570,407.33","1,005,687,630.00","1,010,354,913.09","1,011,182,011.66","1,071,701,074.91",,,"4,000,000.00","4,000,000.00",,"38,940,745.60","62,301,939.20","62,804,939.20","9,572,640.00","329,619,290.40","344,089,970.40","468,227,870.40",,"5,704,853.51","730,732,476.80","717,014,848.00","254,764,008.79","333,408,000.00","573,408,000.00","767,214,000.00","1,708,493,429.95","1,669,758,429.95","1,781,758,429.95","2,168,063,463.95"
经营活动现金流出小计,"198,235,817.83","235,659,424.75","339,247,679.28","106,881,471.59","229,845,597.71","371,415,116.20","435,609,905.50","139,413,135.60","321,434,905.36","445,252,920.66","466,438,057.41","105,277,716.29","290,992,521.68","443,563,459.92","683,825,890.12","130,610,181.30","363,246,011.57","650,700,839.46","1,130,920,473.41","263,311,550.24","484,017,231.88","715,429,115.96","1,168,994,647.24","297,647,196.85","551,222,688.32","924,251,517.21","1,297,310,217.33","388,138,791.81","684,494,881.75","1,009,972,874.69","1,747,291,755.33"
偿还债务支付的现金,"14,000,000.00","138,000,000.00","59,780,366.19","4,958,418.54","154,958,418.54","154,958,418.54","154,958,418.54","20,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00",,,,,,"5,000,000.00","5,000,000.00","5,000,000.00",,"126,745,200.00","137,751,000.00","180,513,640.00","461,645,720.00","533,645,720.00","793,645,720.00","913,645,720.00","68,000,000.00","145,000,000.00","485,000,000.00","597,358,021.20"
