科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"1,061,318,672.43","1,561,497,573.96","2,179,379,680.12","695,517,444.30","1,265,315,559.60","2,089,586,083.45","2,909,965,419.55","893,723,920.36","1,794,178,714.58","3,272,385,828.77","4,755,567,407.45","1,379,517,793.85","2,785,982,242.89","4,460,457,484.05","6,895,830,491.99","2,067,231,972.90","4,005,680,451.22","6,028,417,290.92","8,621,959,246.27","2,287,787,351.71","4,019,818,970.26","5,924,300,491.99","8,365,109,448.05","2,406,908,779.39","3,983,547,553.76","5,924,451,328.60","8,307,975,200.48","2,365,237,757.65","4,137,486,769.93","6,098,447,714.43","8,632,338,156.34","2,287,938,782.25","4,276,844,842.24","6,385,628,669.75"
取得子公司及其他营业单位支付的现金净额,"44,581,356.62",,,,,,,,,"137,368,755.56","137,370,023.71",,,,"1,875,781.38",,,"572,220.00",,,,,"310,102,252.01",,,,"55,255,961.04",,,,,,,"7,967,700.00"
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,,"2,176,000.00",,,"2,652,000.00","4,675,441.50",,"3,768,146.65","3,679,331.39","3,681,306.23",,"30,373.23","727,766.20"
支付其他与投资活动有关的现金,"661,566,563.58",,,,"30,007,700.00","30,007,700.00",,,,"1,975,125.47",,"4,500,000.00","4,500,000.00","4,500,000.00","4,500,000.00",,,,,,,,,"34,000.00",,,"568,000.00",,,,"1,100,000.00",,,"400,000.00"
收到其他与经营活动有关的现金,"182,083,030.17","254,832,505.79","255,211,248.97","75,978,712.91","139,280,741.84","225,404,875.48","362,219,942.09","99,072,145.16","199,640,825.14","371,721,803.50","453,065,380.11","147,131,335.40","242,979,479.92","410,832,932.45","505,184,875.47","181,199,662.49","238,821,324.54","464,110,904.80","507,709,719.30","290,358,117.99","281,669,420.50","454,102,864.28","1,002,011,960.22","225,745,936.25","395,505,219.31","715,378,654.50","1,118,381,328.82","207,743,902.07","415,249,774.72","731,261,929.96","1,361,374,683.39","258,389,832.65","389,077,341.98","648,323,952.51"
投资活动现金流出小计,"740,330,718.83","9,487,142.45","19,628,632.05","7,123,642.25","55,245,465.61","81,217,684.14","80,624,451.41","51,967,782.46","124,507,178.69","295,346,284.60","306,638,140.28","275,017,646.47","319,892,686.26","376,341,995.12","387,484,301.37","228,916,195.40","259,751,229.62","369,103,081.92","623,024,537.03","344,311,389.35","1,336,732,033.20","1,688,020,062.07","2,225,803,291.72","474,548,626.94","842,175,395.11","1,004,075,682.21","1,165,391,656.57","404,471,730.62","667,178,537.93","1,194,888,830.83","1,770,655,159.14","544,073,964.87","1,163,314,213.62","1,529,267,495.24"
经营活动现金流入小计,"1,243,401,702.60","1,816,330,079.75","2,434,590,929.09","771,496,157.21","1,404,596,301.44","2,314,990,958.93","3,272,185,361.64","992,796,065.52","1,993,819,539.72","3,644,107,632.27","5,208,632,787.56","1,526,649,129.25","3,028,961,722.81","4,871,290,416.50","7,401,015,367.46","2,248,431,635.39","4,244,501,775.76","6,492,528,195.72","9,129,668,965.57","2,578,145,469.70","4,301,488,390.76","6,378,403,356.27","9,369,297,408.27","2,632,654,715.64","4,379,052,773.07","6,642,481,983.10","9,431,031,970.80","2,572,981,659.72","4,556,504,691.30","6,833,388,975.78","9,997,394,145.96","2,546,328,614.90","4,665,952,557.45","7,034,680,388.46"
投资活动产生的现金流量净额,"406,693,359.27","-8,779,438.70","-18,578,849.18","25,884,757.75","-19,229,065.61","-43,701,284.14","-74,104,955.52","-51,967,782.46","-124,507,178.69","-287,568,992.88","-305,924,845.73","-274,901,375.03","-319,776,414.82","-376,218,635.74","-387,246,911.37","-228,915,595.40","-252,388,458.28","-361,580,310.58","-612,602,460.22","208,847,447.46","-258,971,621.30","-331,055,731.02","-349,316,057.92","-110,837,663.64","-312,741,619.78","-175,771,916.11","-198,024,393.13","-63,968,260.90","-45,416,729.07","-310,806,735.94","-507,107,258.26","-98,054,276.00","-458,656,171.32","-34,649,912.05"
购买商品、接受劳务支付的现金,"793,051,793.73","1,123,532,430.03","1,594,250,496.61","684,063,903.95","1,115,522,479.43","1,669,144,963.69","2,044,636,560.19","943,072,846.14","1,433,219,392.42","2,732,666,006.32","3,182,781,877.31","1,441,332,329.71","2,439,041,015.49","3,784,304,446.30","4,809,442,940.82","2,246,394,577.97","3,211,814,083.04","5,116,109,286.39","5,956,537,055.12","2,501,754,090.82","3,484,003,123.55","5,094,079,829.98","5,407,610,742.87","2,639,591,632.18","3,429,500,160.11","5,227,114,109.19","5,341,816,989.80","2,391,564,018.03","3,403,557,784.31","4,799,047,384.59","5,604,370,622.49","2,180,224,188.89","3,364,277,697.34","4,945,942,385.50"
吸收投资收到的现金,"100,000,000.00",,,"1,634,922,600.00","1,634,922,600.00","1,634,922,600.00","1,635,102,600.00","180,000.00","180,000.00","180,000.00","180,000.00",,,"52,406,250.00","62,294,450.00","8,000,000.00","8,000,000.00","8,000,000.00","8,000,000.00",,"1,149,696,836.70","1,149,696,836.70","1,170,362,770.16","18,483,164.12","19,015,947.40","19,015,947.40","27,487,408.48","5,267,305.98","11,466,665.28","11,466,665.28","14,466,665.28",,"14,500,000.00","4,350,000.00"
