科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"29,042,274.56","37,490,892.10","70,496,028.13","92,219,439.92","94,510,159.59","1,925,624,713.36","1,819,855,132.44","1,756,755,548.75","1,604,614,458.52","1,353,568,230.37","1,261,792,570.27","1,298,531,795.52","1,106,370,863.77","1,049,566,362.97","984,633,046.56","825,452,332.11","687,978,545.04","828,629,217.55","803,502,691.68","835,118,247.69","602,485,749.81","590,369,520.98","531,414,943.07","564,402,398.88","408,897,698.66","304,662,666.65","262,768,557.81","377,202,592.18","3,755,620,266.31","3,424,772,080.63","3,355,416,482.79","3,259,340,851.97","3,260,909,215.02","1,917,197,660.11","2,456,119,945.35","2,157,683,413.28"
短期借款,,"80,064,873.29","74,490,932.53","60,000,000.00","110,227,867.12",,,,"96,438,582.84","42,471,001.92","44,246,632.35","290,665,843.47","313,930,453.93","281,498,835.11","210,869,096.55","174,506,755.72","114,326,544.59","82,695,891.72","66,845,136.71","124,030,960.53","208,006,804.89","234,000,000.00","202,133,000.00","679,001,862.72","923,534,362.32","977,168,752.12","1,064,728,110.32","1,174,504,051.34","1,149,661,600.00","1,004,844,000.00","1,013,152,651.76","873,772,000.00","927,979,110.00","896,643,258.80","962,235,490.00","682,962,840.00"
交易性金融资产,,,,,,,,,,,"36,977.17",,,,,,,,,"6,975.56","292,390.87",,,,,,,,,,,,,,,"2,251,066.41"
交易性金融负债,,,,,,,,,,,,"168,691.26","150,987.50",,,,,,"158,421.74",,,"123,196.82",,,,"46,506.67",,,,,,,,,,
应收票据,,,,,"500,000.00",,"1,000,000.00",,,"25,043,043.68",,"445,610.50","59,308.57",,"300,000.00","700,000.00","1,400,000.00",,"300,000.00","300,000.00",,"22,846,033.07","23,108,532.22","18,863,583.98","27,229,499.34","32,955,702.03","33,909,367.86","16,688,129.07","41,121,640.55","98,258,609.77","67,537,463.80","66,650,919.51","61,438,649.23","39,458,891.75","27,369,308.64","25,311,253.02"
应付票据,,,,"48,407,492.81","14,998,482.06","64,338,197.56","28,592,212.39","53,278,441.87","35,826,929.36","54,403,580.50","54,876,967.63","73,973,772.85","107,982,355.56","183,736,917.12","163,699,974.25","53,895,076.39","36,092,501.72","24,712,782.08","77,191,022.02","121,009,934.78","248,353,779.66","71,482,389.33","67,563,840.72","167,554,360.49","108,847,397.81","74,694,806.93","85,607,100.17","93,057,850.32","90,351,072.72","85,658,430.00","81,141,206.24","93,031,188.19","77,591,109.50","67,876,245.41","87,583,186.89","48,810,004.28"
应收账款,"110,088,837.96","156,032,299.85","191,985,808.84","205,600,389.64","270,974,834.78","369,436,985.39","241,944,691.74","293,744,107.49","313,606,071.18","263,622,991.66","269,425,376.72","389,142,626.50","578,750,545.85","527,338,192.28","440,351,450.67","440,345,268.68","582,197,210.20","642,195,703.25","723,140,994.19","809,339,532.42","741,017,232.47","558,870,765.49","533,345,961.22","488,371,903.51","555,691,784.51","573,508,341.56","628,506,874.92","644,205,143.43","643,485,378.86","676,411,573.66","686,819,803.72","536,572,398.51","513,707,908.12","542,849,390.49","583,839,743.49","584,830,577.87"
应付账款,"99,752,242.51","122,451,747.97","117,601,852.77","106,735,355.55","123,761,089.51","159,151,859.97","147,329,557.65","192,738,224.97","260,449,886.47","229,966,401.12","214,986,952.94","282,985,647.71","447,870,277.06","419,243,801.66","411,993,203.93","375,191,612.73","438,620,104.81","550,488,293.69","561,650,418.34","539,379,856.13","479,089,359.73","428,704,794.74","488,545,904.57","440,205,944.25","375,160,269.82","465,862,665.78","471,226,227.53","463,378,026.03","439,559,060.87","481,826,612.82","448,460,277.95","396,068,966.43","426,873,521.62","504,998,039.57","447,916,765.52","495,436,578.47"
预付款项,"4,600,943.72","9,479,927.16","13,796,742.59","14,326,783.39","12,717,000.36","57,767,513.95","19,150,700.86","15,982,684.66","38,043,508.09","27,627,006.30","36,210,156.29","86,801,869.42","60,812,546.60","80,734,241.10","75,312,753.92","59,187,511.14","61,949,908.54","57,643,121.54","79,746,433.85","68,411,511.40","7,231,188.35","7,516,245.73","7,948,562.37","9,093,499.03","11,347,899.88","7,924,361.68","11,083,671.15","13,287,005.19","11,069,612.55","4,479,206.39","7,832,948.85","7,193,009.19","5,192,722.61","4,404,841.16","7,790,994.18","10,862,293.47"
预收款项,"243,114.82","715,648.14",,,,,,,,"23,873.86","64,495.10","1,740,982.00","1,074,538.87","671,189.66","630,963.13","348,386.63","698,967.77","1,881,628.52","2,921,446.45","1,778,825.36","30,936.26","1,914,092.62","1,197,664.41","5,573,853.18","5,991,529.36","1,157,152.83","851,911.59","5,278,783.64","15,473,878.99","2,881,933.43","5,197,706.25","2,953,422.63","9,754,970.36","5,382,783.66","5,207,812.76","5,348,767.59"
其他应收款,"38,137,576.37","85,760,287.56","430,913.00","1,651,051.08","14,689,151.89","15,907,584.35","12,514,613.87","12,827,280.89","14,264,151.56","18,077,093.31","13,869,736.36","17,034,683.50","29,162,412.27","41,842,230.83","29,602,878.63","33,407,053.44","15,086,477.78","11,982,545.65","24,689,996.58","23,444,961.39","52,465,424.32","9,624,689.34","22,708,050.32","20,156,987.97","42,059,483.56","39,253,471.55","40,016,259.92","55,146,781.19","42,611,034.02","32,886,870.28","34,013,145.61","25,316,854.82","24,410,000.17","24,490,056.93","40,385,571.18","34,049,537.82"
