科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"665,437,607.36","1,420,845,876.22","2,310,943,952.23","3,167,596,108.78","904,807,297.99","1,874,999,397.81","2,741,376,975.00","3,310,674,337.79","645,160,954.65","1,439,650,807.01","2,233,681,574.98","3,122,463,247.23","852,787,424.91","2,008,715,234.12","3,148,224,702.79","4,605,857,523.04","1,293,325,876.48","2,720,400,145.50","4,128,843,589.07","5,330,332,772.09","1,278,014,599.72","2,547,688,528.80","3,637,362,732.59","4,999,514,423.14","1,099,740,464.51","2,306,666,951.06","3,968,648,216.93","5,715,303,917.05","1,297,476,694.93","3,114,785,900.26","4,975,469,409.42","6,981,163,657.47","1,449,471,967.02","3,190,916,870.73","4,971,921,845.63","7,057,756,048.30","1,546,467,790.54","3,324,282,664.16","5,296,750,281.20","7,796,260,736.25","2,041,062,924.25","4,057,719,883.01","6,339,580,739.09","8,954,811,111.50","1,716,935,050.85","4,363,766,829.55"
二、营业利润,"32,219,386.90","95,399,662.76","185,361,927.82","278,449,833.27","110,174,480.00","240,945,272.05","350,157,690.77","346,374,330.76","30,546,836.92","91,744,547.15","187,432,199.06","285,596,119.60","51,736,464.56","130,015,651.02","181,181,702.18","232,761,800.17","80,721,213.07","173,889,741.15","258,090,472.18","202,786,862.22","51,436,773.34","67,886,305.64","57,753,974.86","34,040,466.06","-41,088,036.51","-83,654,225.11","-103,160,359.53","-216,566,601.18","21,361,470.55","43,536,012.06","52,633,878.83","-79,110,078.10","12,572,160.57","878,682.17","-34,927,934.54","-123,436,266.83","13,767,377.57","41,846,143.09","90,783,137.81","236,254,076.25","274,094,560.34","560,151,878.27","833,022,545.16","1,165,358,683.29","271,778,563.63","546,780,248.05"
减:营业成本,"565,706,748.89","1,185,584,127.78","1,900,605,009.50","2,581,917,235.73","704,731,945.24","1,460,632,372.43","2,150,590,394.40","2,654,077,885.22","570,341,273.16","1,240,399,991.17","1,864,664,200.43","2,576,415,143.48","702,359,449.13","1,648,814,101.43","2,622,040,721.20","3,855,315,874.03","1,067,024,491.26","2,231,897,664.60","3,391,108,415.75","4,443,498,744.97","1,097,804,557.63","2,176,590,831.37","3,135,779,781.95","4,333,300,488.61","926,494,577.85","1,989,303,911.24","3,393,528,628.60","4,889,716,345.11","1,062,256,867.18","2,564,387,299.90","4,229,490,207.15","6,058,060,957.13","1,267,369,107.87","2,777,003,797.87","4,326,679,404.72","6,219,475,662.84","1,355,450,701.69","2,888,883,287.01","4,578,934,244.84","6,656,808,250.14","1,540,952,582.83","3,031,697,842.60","4,817,865,492.53","6,803,116,156.11","1,234,738,853.96","3,345,166,353.68"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,313,063.27","3,694,997.12","6,252,138.87","7,630,135.20","3,054,896.07","6,637,626.63","8,865,981.34","10,477,789.34","495,667.20","495,667.20","495,667.20","495,667.20",,,,"383,032.40","1,216,135.99","3,611,424.46","8,986,642.76","14,860,029.68","2,172,004.00","6,932,308.26","12,057,338.15","20,920,536.08","3,765,026.96","7,010,325.57","11,857,205.61","24,219,839.30","544,786.48","5,231,067.10","14,834,097.66","23,843,042.97","222,373.88","2,970,785.99","7,473,858.00","22,425,550.36","1,588,880.57","5,064,643.68","9,974,929.48","44,931,106.48","7,817,484.28","19,924,262.41","31,092,035.25","49,285,286.51","9,867,666.75","17,671,981.37"
营业外收入,"15,594,510.18","63,408.06","78,891.15","82,586.33",,,"5,577.62","3,053,834.72",,,"13,500.00","17,989.39","134,116.00","134,116.00","5,144,016.00","12,425,484.86","54,586.92","85,815.51","85,815.51","121,165.62",791.23,791.53,"19,669,706.57","4,676,849.20","39,022.32","189,092.17","550,883.66","1,765,795.89","1,255,727.61","36,261,665.74","40,582,310.45","144,394,976.88","2,048,030.74","57,228,881.64","109,178,640.03","185,132,522.76","7,051,640.14","58,705,416.09","65,620,253.75","65,516,673.16","1,250,742.19","5,011,557.55","11,156,775.29","2,127,903.11","385,195.80","2,594,646.12"
销售费用,"30,381,132.50","59,774,939.56","101,072,786.11","134,882,493.00","47,046,591.35","84,005,185.56","105,928,553.97","128,076,551.85","21,061,994.13","48,635,524.21","77,787,263.78","100,250,598.57","35,660,775.15","92,045,943.33","125,728,876.03","199,068,160.77","48,454,896.73","115,655,221.80","180,191,795.88","254,381,590.91","41,140,834.25","107,287,955.17","138,960,336.76","179,451,710.05","66,967,969.07","130,904,450.36","192,311,523.62","281,633,012.19","67,835,825.92","173,154,024.72","251,857,973.12","375,017,186.65","72,891,713.55","143,994,148.41","230,259,758.15","362,638,974.00","59,316,078.40","138,568,866.66","246,079,260.85","382,198,547.50","107,211,595.94","215,532,417.87","317,941,358.90","464,032,502.98","75,607,281.77","146,240,767.50"
减:营业外支出,"2,248,531.88","2,250,720.68","2,252,524.88","2,822,725.47","313,870.32","2,113,870.32","2,214,026.37","2,290,525.09",218.75,"735,219.17","742,219.17","2,747,352.62",598.96,"20,375.85","66,810.54","8,548,618.17","17,812.47","17,812.47","20,300.00","41,953.88","656,665.16","975,630.00","1,073,891.15","425,769.22",,"746,444.27","1,257,116.60","1,365,373.25","200,000.00","265,000.00","1,168,750.16","1,490,345.25","600,000.14","1,321,634.07","1,721,856.54","1,734,623.26","29,661.28","118,650.10","1,932,159.86","5,577,044.16","1,584,384.27","1,723,744.57","7,232,627.58","12,411,846.63","130,000.00","923,725.05"
管理费用,"18,655,306.96","35,274,105.70","52,334,928.51","58,812,307.45","22,930,762.55","46,099,550.65","67,591,744.43","69,904,473.42","21,806,711.12","41,601,683.37","70,395,176.49","92,448,026.85","34,603,343.27","62,100,610.35","92,064,043.53","136,266,446.52","34,967,601.60","70,055,249.65","103,668,851.55","152,247,834.66","36,624,272.02","68,367,137.68","102,831,475.32","138,138,554.07","35,061,367.70","67,560,074.42","104,285,987.49","166,524,698.39","41,745,765.52","80,938,846.33","125,485,666.99","174,508,321.39","43,402,756.77","79,345,206.96","114,046,290.88","137,991,584.37","33,546,759.69","63,532,203.39","92,345,965.11","99,718,524.80","38,148,610.94","67,339,916.43","96,820,366.77","144,997,341.56","45,606,793.75","71,871,870.94"
其中:非流动资产处置净损失,,,,"2,248,839.43",,,,"313,870.32",,,,,,,,"8,448,860.83",,,,"38,663.32",,"1,437.80",,"73,867.94",,,,,,,,"40,096.15",,,,"31,307.61",,,,"3,487,344.01",,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
