科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"1,535,867,616.31","1,698,455,235.80","2,634,508,059.52","597,932,703.15","1,087,513,814.94","2,180,067,780.95","3,064,840,365.20","673,413,619.04","1,472,421,312.68","1,939,975,227.40","2,433,184,185.76","439,634,822.05","1,029,473,209.42","1,688,194,032.14","2,258,775,700.67","359,211,615.88","865,049,628.88","1,284,552,968.82","1,903,437,691.00","359,736,721.55","763,428,903.23","1,128,390,736.10","1,466,650,535.66","273,398,138.45","738,960,229.21","1,256,466,399.01","1,787,141,026.29","507,938,461.96","1,441,905,819.41","2,188,252,065.30","2,419,393,497.89","776,473,650.55","1,846,711,896.80","2,705,426,028.38","3,656,930,495.36","793,163,419.78"
取得子公司及其他营业单位支付的现金净额,,,,,,,"162,044,000.00","95,000,000.00","198,720,000.00","198,720,000.00","198,720,000.00","46,200,000.00","76,958,000.00","76,958,000.00","76,958,000.00","5,000,000.00","11,000,000.00",,,,,,"30,713,955.05",,,,,,,,,,,,,
收到的税费返还,"11,987,734.28",,"8,000.00",,,,,,,,,,,,,,,,,,,,,,400.00,400.00,,,,"1,288,087.38","1,284,887.38","57,000.00","405,211.11","7,055,944.61",,
支付其他与投资活动有关的现金,"2,115,259.40","36,367,520.43",,,,,,,,,,,,,,,,,"49,000,000.00",,"257,000,000.00","257,000,000.00","257,000,000.00",,,,,,"18,580.29","85,949.62","18,580.29",,,,"27,192.83",
收到其他与经营活动有关的现金,"4,558,798.38","24,219,687.67","49,452,196.75","4,055,396.28","12,413,209.31","15,346,597.15","27,630,053.45","3,610,876.56","18,042,728.21","23,552,094.56","26,133,676.58","8,375,343.73","15,607,066.18","18,523,517.54","18,643,053.49","936,964.08","6,033,104.84","12,714,282.27","32,654,593.20","9,762,215.21","46,691,889.30","13,615,029.11","21,698,526.97","734,303.04","7,680,209.52","8,721,207.08","18,045,875.41","3,644,362.99","6,498,510.11","5,836,497.66","13,927,615.08","11,746,222.32","16,893,669.25","20,216,413.65","49,933,273.43","22,543,837.97"
投资活动现金流出小计,"611,131,176.53","307,861,131.02","373,601,843.39","60,299,381.50","239,185,042.12","420,892,638.22","759,245,244.15","305,903,871.31","891,298,031.39","1,176,589,639.09","1,341,819,470.06","174,423,046.49","236,408,708.28","327,879,617.59","561,790,195.48","146,501,371.48","279,578,648.23","377,898,998.39","559,256,640.37","1,270,632,195.80","2,360,400,743.15","2,871,527,105.54","3,437,165,207.99","332,246,685.52","581,545,851.26","891,207,237.78","1,300,793,150.22","136,247,403.13","276,990,245.35","510,384,573.24","438,373,991.17","175,272,369.37","252,093,889.71","412,781,158.56","545,630,568.00","51,725,248.65"
经营活动现金流入小计,"1,552,414,148.97","1,722,674,923.47","2,683,968,256.27","601,988,099.43","1,099,927,024.25","2,195,414,378.10","3,092,470,418.65","677,024,495.60","1,490,464,040.89","1,963,527,321.96","2,459,317,862.34","448,010,165.78","1,045,080,275.60","1,706,717,549.68","2,277,418,754.16","360,148,579.96","871,082,733.72","1,297,267,251.09","1,936,092,284.20","369,498,936.76","810,120,792.53","1,142,005,765.21","1,488,349,062.63","274,132,441.49","746,640,838.73","1,265,188,006.09","1,805,186,901.70","511,582,824.95","1,448,404,329.52","2,195,376,650.34","2,434,606,000.35","788,276,872.87","1,864,010,777.16","2,732,698,386.64","3,706,863,768.79","815,707,257.75"
投资活动产生的现金流量净额,"-506,945,067.53","-240,231,131.02","-329,877,643.39","-53,243,541.50","-212,054,407.60","-392,904,001.70","-726,102,107.63","-305,688,651.31","-891,082,811.39","-1,175,626,881.23","-1,132,857,704.79","-174,423,046.49","-109,210,065.58","-199,180,974.89","-322,753,497.44","-145,521,371.48","-223,736,776.08","-279,787,809.57","-404,170,326.62","-1,035,905,031.85","-729,602,050.81","-779,898,290.68","-1,244,328,392.42","-46,281,733.75","-112,321,548.79","-371,871,935.31","-725,631,799.36","-102,644,874.02","-243,387,716.24","-450,213,732.61","-392,946,144.87","-114,658,588.55","-176,419,533.55","-230,898,490.88","-298,547,900.32","-51,463,932.65"
购买商品、接受劳务支付的现金,"917,087,155.20","1,510,298,609.03","2,135,586,099.15","430,889,376.14","1,281,095,389.13","2,010,945,789.79","2,573,944,601.65","497,059,129.58","1,045,620,487.73","1,517,475,211.71","1,939,575,560.98","356,377,240.73","714,226,001.54","1,267,887,073.84","1,675,348,821.64","166,910,333.41","531,018,953.51","835,479,769.53","1,205,138,273.96","178,608,150.19","559,711,486.29","778,285,544.52","923,768,321.48","137,761,438.50","405,437,497.64","698,730,839.72","1,092,070,053.02","349,366,033.73","810,891,395.28","1,497,864,582.81","1,879,193,749.09","439,731,654.89","1,004,163,167.76","1,708,860,061.10","2,653,254,252.08","572,848,924.85"
吸收投资收到的现金,"50,000,000.00",,"19,200,000.00","1,653,310,000.00","1,653,310,000.00","1,681,210,000.00","1,681,210,000.00","115,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00",,,,,"5,000,000.00","5,000,000.00","5,000,000.00",,"1,323,952,000.00","1,323,952,000.00","1,323,952,000.00","1,323,952,000.00",,,,,"500,000.00","2,800,000.00","1,215,799,999.92","1,260,893,699.92",,,,"1,295,535.00",
