科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"484,757,743.42","702,584,924.33","357,025,242.34","527,767,828.56","722,845,213.93","191,379,573.32","371,637,964.12","574,649,932.05","793,152,313.83","197,911,043.96","413,257,141.76","616,951,573.74","868,505,143.25","259,276,419.90","498,309,188.11","749,844,434.58","1,047,372,780.18","317,136,197.06","612,990,919.60","953,146,552.38","1,365,766,108.17","408,983,505.69","796,355,963.45","1,226,862,525.19","1,618,729,198.07","439,384,010.83","966,323,665.70","1,498,093,459.70","2,092,114,048.53","640,533,058.68","1,154,966,774.18","1,613,495,615.96","2,182,469,002.30","684,262,932.31","1,256,258,928.15","1,964,196,832.21","2,706,429,698.32","823,475,094.97","1,600,012,436.23","2,444,637,035.15","3,256,972,278.16","936,133,319.39"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,"146,868,574.76","420,000.00","420,000.00","420,000.00",,"24,725,929.64","24,705,625.87","24,801,834.50","25,003,935.09",,"38,460,949.72","38,460,949.72","38,460,949.72",,,,,,,,,
收到的税费返还,,,,,,,,,,,,,"69,537.72","380,404.37","4,300,240.06","9,642,007.44","15,609,412.26","4,430,996.46","10,850,983.04","17,562,815.79","21,827,801.08","2,274,874.87","3,507,581.58","4,819,528.48","7,110,353.82","2,480,783.44","8,520,838.01","14,259,844.22","17,334,971.60","2,245,261.42","5,242,090.61","11,751,269.55","13,577,068.15","3,732,851.09","5,960,710.20","9,480,078.68","14,195,795.85","2,730,928.25","6,277,006.73","14,198,052.29","16,976,678.52","3,369,389.06"
支付其他与投资活动有关的现金,,,,,"40,000.00","60,527.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"689,139.82","4,213,843.57","2,134,729.07","4,433,983.98","10,723,029.46","5,201,628.19","10,995,761.93","15,971,645.91","21,768,973.40","4,807,442.07","21,017,152.39","31,931,473.06","41,888,726.17","7,757,399.55","17,681,946.93","24,568,544.21","35,862,826.77","3,015,374.81","8,520,154.70","17,778,042.47","27,573,928.68","6,221,442.73","21,076,541.12","38,216,782.17","44,642,366.38","7,844,632.16","15,919,433.11","30,081,897.75","41,643,588.32","12,506,339.73","18,033,068.82","27,150,721.89","51,774,415.90","15,380,372.62","34,843,662.39","51,463,192.22","122,376,547.28","68,451,832.73","72,403,408.50","78,077,362.57","104,203,781.13","23,189,750.00"
投资活动现金流出小计,"38,037,935.65","60,382,534.87","26,445,814.96","30,713,779.94","33,614,786.32","232,282,197.26","595,195,170.83","711,286,125.92","464,363,718.96","162,328,620.70","268,188,958.26","402,980,843.87","435,300,947.07","30,652,775.72","96,953,854.75","110,806,057.47","110,924,564.48","10,946,171.44","16,311,580.81","20,632,129.45","178,637,038.15","9,986,527.84","17,307,118.62","23,349,800.50","29,676,292.90","97,054,865.68","276,240,339.69","293,640,967.87","307,020,478.44","66,576,749.43","124,449,427.37","142,231,944.54","208,253,168.37","78,416,608.51","250,648,795.20","410,450,903.89","562,540,699.29","111,979,388.16","1,018,408,473.40","1,206,836,558.15","2,153,251,592.38","634,254,970.35"
经营活动现金流入小计,"485,446,883.24","706,798,767.90","359,159,971.41","532,201,812.54","733,568,243.39","196,581,201.51","382,633,726.05","590,621,577.96","814,921,287.23","202,718,486.03","434,274,294.15","648,883,046.80","910,463,407.14","267,414,223.82","520,291,375.10","784,054,986.23","1,098,845,019.21","324,582,568.33","632,362,057.34","988,487,410.64","1,415,167,837.93","417,479,823.29","820,940,086.15","1,269,898,835.84","1,670,481,918.27","449,709,426.43","990,763,936.82","1,542,435,201.67","2,151,092,608.45","655,284,659.83","1,178,241,933.61","1,652,397,607.40","2,247,820,486.35","703,376,156.02","1,297,063,300.74","2,025,140,103.11","2,843,002,041.45","894,657,855.95","1,678,692,851.46","2,536,912,450.01","3,378,152,737.81","962,692,458.45"
投资活动产生的现金流量净额,"-38,037,935.65","-60,382,534.87","-25,695,814.96","-29,963,779.94","-32,809,786.32","-232,043,352.45","-594,383,992.58","-700,244,961.21","-462,328,554.22","-162,328,620.70","-268,188,958.26","-402,980,843.87","-435,300,947.07","-28,759,697.08","-94,394,552.11","-108,246,754.83","-108,365,261.84","-10,527,245.73","-15,832,447.16","-20,086,318.09","-178,425,003.93","-9,966,527.84","-17,287,118.62","-22,136,800.50","-29,011,292.90","-96,951,883.68","-276,009,832.33","-292,858,456.51","-306,721,368.46","-66,521,749.43","-124,128,927.37","-141,694,424.54","-207,614,748.37","-78,276,608.51","-250,396,125.20","-403,297,419.46","-566,878,993.41","-91,403,455.77","-997,651,463.98","-591,419,962.27","-1,288,509,268.05","-38,858,779.40"
购买商品、接受劳务支付的现金,"323,249,645.72","452,540,582.12","224,038,295.04","315,770,979.43","402,227,491.48","108,981,747.18","229,007,080.33","356,093,636.24","513,126,317.60","140,775,526.04","276,825,383.33","443,837,592.26","649,181,874.37","181,983,161.75","370,165,005.54","541,712,011.28","718,500,911.52","229,978,463.69","442,405,104.56","622,237,945.47","844,916,481.69","239,932,846.90","498,184,559.34","732,557,923.07","940,067,646.10","299,645,972.17","630,260,039.84","1,001,161,198.87","1,454,684,384.63","484,741,105.28","902,576,406.07","1,135,851,592.15","1,537,185,442.85","494,881,430.65","913,005,037.63","1,266,444,482.96","1,772,353,118.06","573,608,582.24","1,079,392,388.26","1,640,622,214.77","2,228,362,800.27","597,698,563.65"
吸收投资收到的现金,,,,,"1,104,964,000.00",,,,,,,,,,,,,,,,,,,"3,000,000.00","4,500,000.00",,,,"19,382,012.91",,"245,000.00","245,000.00","1,390,348,957.81","13,500,000.00","29,500,000.00","39,500,000.00","74,100,000.00",,,,,
