科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"168,057,788.91","198,060,435.42","109,976,647.59","158,790,924.32","211,324,667.06","44,417,507.50","122,551,770.16","189,517,444.95","267,419,337.58","60,169,469.96","156,127,663.41","239,350,713.80","322,939,014.03","67,503,231.78","154,734,923.47","217,943,460.43","269,672,212.49","50,877,530.87","110,230,678.82","167,862,972.49","220,113,206.91","46,729,839.11","114,061,569.79","173,318,460.93","221,713,221.94","38,949,591.24","86,789,721.18","129,227,549.93","166,154,459.67","35,101,684.28","85,870,111.90","164,721,362.85","242,091,866.05","63,280,859.77","141,785,949.11","251,077,589.74","278,651,806.10","113,225,875.26","199,666,958.09","281,480,158.82","418,108,792.96","83,150,861.68"
二、营业利润,"30,865,125.85","41,668,578.83","25,583,135.82","38,772,420.78","53,068,041.26","10,980,210.27","45,580,292.58","66,005,850.98","95,314,577.47","17,382,590.74","55,332,973.61","79,985,153.85","106,067,119.74","17,660,563.49","44,816,466.12","57,649,525.73","67,205,512.52","10,455,637.74","26,127,215.71","37,045,988.09","44,005,458.87","8,984,830.72","24,996,296.40","37,129,832.29","46,250,372.03","7,254,226.10","16,557,458.06","18,919,895.99","27,921,361.56","6,412,334.66","11,811,491.22","33,860,880.97","43,071,175.36","13,798,516.90","29,538,826.74","57,087,566.01","16,443,416.21","24,782,172.98","52,124,062.20","82,233,961.41","77,474,461.30","25,002,205.34"
减:营业成本,"126,028,506.78","134,808,459.40","73,294,978.52","104,441,417.38","135,289,811.86","27,236,451.29","71,495,983.42","111,918,059.14","154,069,524.21","37,713,343.48","94,353,452.11","146,637,006.09","199,035,880.48","42,890,227.78","98,746,195.43","140,784,287.97","177,493,426.72","32,792,677.12","70,927,620.05","108,678,076.94","145,376,445.03","30,499,405.23","77,136,155.17","116,464,059.59","151,249,132.54","23,879,204.88","57,673,451.51","86,906,388.53","113,953,151.23","24,703,008.83","60,935,128.43","107,785,775.98","157,863,855.41","38,093,418.44","87,840,166.69","156,822,824.64","176,995,230.42","76,403,386.00","128,777,750.70","170,357,260.82","268,728,729.90","47,431,335.52"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,,,,,,,,,"266,360.56","128,181.90","301,205.03","403,286.60","700,012.96","293,749.85","555,520.91","1,039,487.96","1,412,807.76","396,213.22","893,524.89","1,433,582.83","1,819,202.87","296,857.26","812,684.44","1,322,545.24","1,761,207.07","215,564.08","575,759.28","952,929.04","1,243,362.10","348,983.57","750,692.76","1,151,717.38","3,186,535.75","833,112.32","1,790,203.50","3,051,871.25","4,139,107.55","825,619.03","1,781,064.87","2,772,409.83","4,447,183.70","880,836.79"
营业外收入,"726,580.80","296,097.32","366,494.20","387,954.40","2,456,858.57","558,280.00","3,398,530.84","4,518,759.84","4,993,828.68","6,160.00","372,127.84","375,554.84","3,478,644.06","4,166.00","554,576.89","562,519.89","1,910,012.78","121,119.00","3,188,101.89","912,394.89","3,542,454.78","57,678.00","2,740,118.56","3,128,458.56","5,611,931.11","93,660.00","2,031,551.23","2,665,346.23","4,969,117.45","377,508.19","512,366.72","683,019.95","2,409,061.46","428,457.16","572,003.69","1,210,167.22","50,639,252.09","59,103.54","116,884.11","559,888.12","19,755,814.53","69,309.54"
销售费用,"5,328,875.98","5,764,879.92","3,334,966.58","4,621,198.20","6,842,009.11","2,401,907.19","3,966,801.23","5,597,535.27","7,838,967.75","2,624,555.95","5,054,112.74","7,040,037.67","9,368,609.43","2,849,874.00","5,270,554.15","7,745,450.92","10,366,704.40","2,631,634.56","5,601,875.27","7,951,536.00","11,406,072.59","2,593,094.52","4,954,587.86","6,742,037.55","9,191,742.13","1,954,377.50","4,768,878.18","6,679,299.05","9,153,144.68","1,653,983.05","4,994,288.94","7,762,858.20","11,658,771.59","3,183,512.74","7,035,241.69","9,082,746.55","15,211,596.29","3,140,053.43","6,432,027.21","8,666,554.19","13,818,703.44","2,045,991.47"
减:营业外支出,"15,330.78","75,355.31","292,149.57","399,009.57","620,562.32","6,085.42","136,085.42","4,899,409.90","5,323,877.47",,"214,704.00","260,290.00","3,458,127.94","5,400.00","62,911.28","189,065.13","219,365.13","2,743.57","4,813.57","34,813.57","55,913.57",560.35,"11,460.35","51,539.13","71,539.13",,100.00,100.00,"1,500.00",,400.00,400.00,"8,239.95",599.84,599.84,599.84,"4,298.63",,,,"69,693.99",575.21
管理费用,"9,101,172.33","15,048,051.01","7,965,640.06","11,224,644.44","16,925,800.39","3,411,375.21","6,979,574.82","10,480,717.81","22,620,189.66","3,293,643.08","7,973,435.74","12,385,377.93","22,117,033.25","5,239,938.51","12,348,039.95","18,392,568.12","28,449,000.35","5,629,102.86","12,490,611.01","18,460,644.37","30,133,319.58","5,274,392.74","13,385,084.24","19,141,954.58","30,923,174.36","6,044,184.04","15,371,701.63","22,855,739.81","31,822,530.52","6,536,853.04","16,996,425.99","26,197,312.50","42,668,442.38","8,351,216.41","17,456,249.60","26,381,296.69","36,125,552.32","7,654,852.11","15,364,248.95","19,084,023.59","29,630,260.93","6,981,422.01"
其中:非流动资产处置净损失,"13,130.78","74,955.31","292,049.57",,"456,542.32",,,,"5,123,277.47",,,,"1,386,976.01",,"55,861.28",,"98,515.13",,,,,,560.35,"10,639.13","10,639.13",,,,"1,000.00",,,,"7,839.95",,,,,,,,,
