科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"47,134,376.65","95,889,625.53","74,808,210.04","214,002,682.54","158,488,262.39","120,585,759.51","137,204,497.36","111,637,854.36","130,055,833.91","108,279,139.39","164,818,982.11","117,188,097.15","122,913,813.57","143,627,379.98","187,840,568.15","382,645,457.44","220,581,370.91","411,814,915.40","839,235,946.96","300,328,171.28"
短期借款,"100,000,000.00","144,000,000.00","144,000,000.00","144,000,000.00","50,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,,,,"65,448,086.00","65,567,201.04","163,780,819.74","602,265,088.55","713,365,533.56"
交易性金融资产,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,"26,631,250.00","24,911,040.00","48,863,750.14","18,673,000.00","17,645,400.00","24,243,588.89","58,011,928.60","40,558,209.20","47,963,955.78","48,291,523.55","35,092,807.21","32,029,041.66","20,895,033.00","48,626,151.96","53,221,562.98","216,935,687.62","297,191,363.14","628,573,150.69","1,483,199,841.27","1,788,619,243.17"
应付票据,"20,507,726.35","28,486,026.71","42,228,066.39","16,798,266.02","36,981,226.25","58,426,499.16","47,867,320.43","40,196,314.58","35,506,890.68","35,451,199.83","40,320,676.92","41,280,389.96","34,924,407.27","55,069,266.64","51,428,020.91","251,128,120.44","360,704,429.87",,"737,442,954.51",
应收账款,"134,059,935.80","178,346,030.91","239,457,408.89","257,058,831.23","276,593,884.62","276,409,135.52","250,605,556.24","250,718,449.09","237,367,058.42","238,613,296.19","247,898,645.44","246,150,898.51","266,602,390.15","280,922,844.05","254,493,330.90","1,362,037,877.92","1,382,516,140.90","1,548,332,811.05","1,455,125,254.97","1,115,037,902.24"
应付账款,"50,525,775.21","62,838,556.25","58,132,291.46","44,010,955.77","55,456,476.20","42,533,415.31","52,137,051.45","28,076,075.09","49,666,623.80","34,791,097.52","49,944,063.31","36,520,202.37","62,927,275.95","50,205,971.71","89,065,961.15","1,039,607,393.87","1,185,848,322.21",,"1,144,021,734.23",
预付款项,"713,025.99","1,372,855.76","684,145.04","2,686,585.51","1,256,946.86","3,176,589.01","559,889.33","543,775.44","305,880.19","1,773,476.72","575,406.68","1,065,083.47","825,896.18","2,224,580.85","964,937.77","5,421,375.53","41,391,595.44","75,417,146.61","30,947,198.92","105,886,142.39"
预收款项,"6,436,103.00","2,277,653.83","1,335,050.00","1,455,802.63","854,340.00","434,860.00","205,966.00","369,476.20","1,059,077.90","658,340.00","29,340.00","750,485.80","219,240.00","3,873,902.17","2,373,385.10","419,035,359.67","264,394,679.54","368,287,644.51","395,996,051.24","124,980,722.86"
其他应收款,"2,990,173.44","5,242,452.70","5,201,292.07","13,049,025.45","10,342,500.19","9,642,359.98","4,362,115.20","4,894,727.99","7,839,239.86","6,777,901.37","3,868,114.50","5,937,021.54","5,188,122.80","4,874,716.70","3,090,410.83","126,036,657.71","21,121,736.48","23,871,056.73","9,640,395.58","18,945,284.67"
应付职工薪酬,"2,050,662.81","2,098,938.09","2,155,211.45","1,241,370.82","1,555,628.22","1,504,444.00","3,318,805.64","1,432,951.04","1,580,759.00","1,519,312.70","2,519,914.00","1,353,921.00","1,551,869.00","1,584,980.00","2,689,901.00","12,432,025.28","44,112,738.64","103,559,535.78","42,327,470.94","37,919,214.06"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"3,079,860.18","4,994,239.76","5,997,932.79","3,049,310.13","13,509,887.66","7,609,673.22","8,064,372.25","2,539,413.56","5,237,043.30","1,273,767.90","6,799,823.35","2,394,387.14","6,145,469.86","2,822,072.26","3,059,676.95","74,661,471.86","62,113,880.43","68,604,225.16","166,706,208.35","138,446,384.58"
应收利息,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,"110,835.62",,,,,,"3,166,339.52",,"1,101,472.65","3,487,804.26"
应收股利,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,"73,136.00","73,136.00","73,136.00","73,136.00","73,136.00",,"41,792.00","66,481,143.85"
存货,"30,656,143.91","34,236,827.18","24,452,461.97","35,680,438.57","25,350,515.09","27,837,866.36","17,049,005.95","15,279,270.71","14,578,651.80","20,695,730.39","10,956,948.67","11,490,627.58","13,314,110.69","27,329,087.18","24,624,792.13","758,621,916.09","898,915,709.14","1,094,341,855.37","1,032,022,572.82","1,494,821,794.95"
其他应付款,"962,339.89","1,459,299.48","1,696,858.41","1,081,423.94","1,767,802.11","2,930,312.87","2,796,703.19","1,607,597.02","1,773,757.64","2,173,701.35","31,348,886.14","30,432,598.92","21,800,956.61","86,757,633.92","92,394,739.04","796,429,225.42","286,623,495.62","275,084,128.22","254,828,164.67","340,620,815.20"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"50,000.00",,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,"51,257.70","269,757.23","375,471.57","528,858.43","1,134,135.41","33,491,306.80","266,236,393.12","133,314,952.74","115,077,371.08","111,750,483.79"
其他流动负债,,,"1,333,333.00",,,,,,,,,,,,,,,,,
流动资产合计,"242,184,905.79","339,998,832.08","393,467,268.15","541,150,563.30","489,677,509.15","461,895,299.27","467,792,992.68","423,632,286.79","438,110,619.96","424,431,067.61","463,262,162.31","414,130,527.14","430,114,837.96","508,133,619.15","525,369,738.17","2,885,190,279.11","3,127,954,309.13","3,915,665,888.59","4,965,248,581.60","4,935,389,022.49"
流动负债合计,"183,562,467.44","246,204,714.12","256,878,743.50","211,637,129.31","160,125,360.44","143,439,204.56","144,390,218.96","104,221,827.49","124,824,152.32","105,867,419.30","161,073,539.34","112,731,985.19","127,642,354.69","200,386,962.70","241,084,820.15","2,658,814,818.54","2,272,604,222.87","2,941,040,184.82","3,343,587,672.49","3,289,472,164.29"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,,,"400,000,000.00","400,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,
