科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"-308,137.52","-1,202,827.23","-13,126,326.45","-12,956,700.93","-27,500,682.55","-43,260,382.07","-14,097,029.44","-24,220,895.83","-33,356,679.16","-38,988,537.73","-881,634.20","-712,690.72","1,261,207.60","2,928,244.48","1,364,993.08","255,956.85","-1,598,331.17","-2,925,783.79","-722,124.97","-1,656,591.81","-2,157,991.59","-3,819,383.94","-481,879.94","-1,193,753.11","-1,132,578.34","-874,418.37","-1,182,400.82","-1,828,709.91","-2,548,893.80","-3,367,936.74","-683,556.37"
三、利润总额,"29,418,621.84","78,849,930.60","141,525,171.02","70,018,580.29","137,290,452.66","224,444,737.95","32,212,853.51","105,241,519.29","172,587,732.45","305,028,178.27","66,647,955.32","168,638,041.86","322,484,057.11","492,211,515.76","71,247,287.67","144,597,623.60","270,453,579.76","414,354,967.08","137,904,565.29","136,317,425.94","189,675,794.83","233,323,859.24","-57,491,199.34","-25,453,952.84","26,873,626.37","115,005,553.42","-60,114,823.46","-8,451,970.77","94,761,355.33","282,096,180.72","-28,330,186.67"
资产减值损失,"14,530.25","80,099.47","386,918.65","231,222.52","269,520.08","1,954,347.46",,"351,999.79","2,976,585.51","5,293,462.67","475,766.76","3,639,050.98","3,849,617.48","25,008,094.43","-26,289.40","1,764,656.22","1,864,471.64","8,154,110.24","416,391.98","1,353,588.42","1,454,825.62","86,136,172.26",,"4,813,142.36","1,929,000.61","6,689,542.35","-3,980.00","4,031,511.70","4,192,407.45","40,131,360.86",
减:所得税,"7,879,113.29","-907,613.27","2,770,937.32","2,426,557.57","4,902,835.34","6,610,163.41","37,031.47","1,993,456.54","-49,632.02","14,222,100.30","14,773,676.75","41,966,290.86","75,100,005.57","46,596,217.99","8,171,801.11","20,012,388.28","25,489,199.98","22,071,208.54","22,544,098.97","23,710,297.53","27,978,249.94","29,932,466.42","1,372,933.58","2,726,427.26","2,240,164.87","7,338,924.05","450,645.23","5,793,223.31","6,350,176.38","19,964,693.29","940,471.57"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,"167,459.93",,,,,"539,568.25","539,652.18","9,267,911.73","16,777,194.24","30,555,208.21","78,161,217.29","93,704,057.26","23,736,066.88","61,469,435.36","109,600,708.01","144,480,893.23","166,265,910.38","166,813,606.96","181,832,193.87","211,633,360.25","9,942,337.41","27,600,056.54","38,820,901.44","88,959,623.01","5,973,877.10","14,295,216.10","47,256,593.28","91,324,302.84","7,694,670.96"
四、净利润,"21,539,508.55","79,757,543.87","138,754,233.70","67,592,022.72","132,387,617.32","217,834,574.54","32,175,822.04","103,248,062.75","172,637,364.47","290,806,077.97","51,874,278.57","126,671,751.00","247,384,051.54","445,615,297.77","63,075,486.56","124,585,235.32","244,964,379.78","392,283,758.54","115,360,466.32","112,607,128.41","161,697,544.89","203,391,392.82","-58,864,132.92","-28,180,380.10","24,633,461.50","107,666,629.37","-60,565,468.69","-14,245,194.08","88,411,178.95","262,131,487.43","-29,270,658.24"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,"-149,109.85","3,837,680.17",,,,"2,041,687.73",,,,"2,255,169.29",,,,,"18,428,822.48","-9,869,249.88"
归属于母公司所有者的净利润,"22,645,976.08","81,648,412.42","139,478,616.80","64,909,280.62","128,330,103.94","210,305,963.40","34,384,668.32","100,478,745.98","169,205,712.77","272,866,529.28","45,049,485.39","96,207,058.04","179,630,624.37","330,222,551.16","17,749,253.08","58,279,632.45","147,635,692.54","274,280,594.31","38,769,656.29","31,571,878.76","75,122,957.89","106,002,915.63","-45,177,892.59","-28,609,852.41","16,120,127.01","89,408,428.42","-57,874,099.38","-23,237,580.04","67,759,171.32","213,891,289.28","-23,362,481.18"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"-1,106,467.53","-1,890,868.55","-724,383.10","2,682,742.10","4,057,513.38","7,528,611.14","-2,208,846.28","2,769,316.77","3,431,651.70","17,939,548.69","6,824,793.18","30,464,692.96","67,753,427.17","115,392,746.61","45,326,233.48","66,305,602.87","97,328,687.24","118,003,164.23","76,590,810.03","81,035,249.65","86,574,587.00","97,388,477.19","-13,686,240.33","429,472.31","8,513,334.49","18,258,200.95","-2,691,369.31","8,992,385.96","20,652,007.63","48,240,198.15","-5,908,177.06"
