科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"190,324,286.60","331,661,884.50","497,262,354.09","291,634,753.76","456,179,611.49","708,023,608.72","186,980,230.36","412,587,224.37","656,862,984.07","1,027,906,693.57","297,150,594.82","619,633,008.96","1,001,820,576.53","1,584,059,382.48","385,111,548.13","725,373,433.97","1,066,451,262.84","1,604,762,288.77","291,797,463.50","581,155,217.00","911,893,326.81","1,431,792,603.50","270,118,516.75","562,237,401.39","914,785,411.69","1,400,642,259.77","267,316,618.09","603,471,948.81","983,181,985.42","1,693,704,754.46","313,284,917.33"
二、营业利润,"29,792,980.81","79,079,397.14","121,961,013.56","68,124,589.69","133,660,688.33","211,856,555.24","32,124,725.59","101,590,618.91","169,846,673.06","302,322,132.27","65,773,392.85","161,420,781.20","315,738,138.36","458,291,378.54","69,180,506.57","142,007,108.33","264,568,461.05","404,900,949.57","136,732,531.30","134,440,608.45","185,002,190.56","200,531,602.91","-59,813,419.46","-25,850,966.27","25,064,441.37","114,728,345.38","-60,399,295.52","-8,445,536.91","94,612,790.49","271,582,870.52","-28,388,736.75"
减:营业成本,"96,521,102.55","139,341,522.96","194,906,091.08","118,445,475.86","174,329,477.14","267,662,321.18","95,172,965.81","194,957,887.41","305,729,045.30","440,980,189.55","135,552,703.81","256,633,704.02","412,899,860.45","682,187,075.25","186,269,016.80","357,109,618.06","484,842,288.88","774,055,707.65","173,810,902.67","346,400,194.15","526,869,605.09","823,113,045.13","198,397,997.50","373,166,278.31","594,663,291.40","913,616,657.81","201,148,669.51","398,107,477.75","587,394,988.24","936,857,470.02","203,381,402.00"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"12,372,384.06","19,988,026.23","29,215,160.55","16,177,963.01","20,375,161.25","32,264,263.17","4,406,906.42","9,726,905.24","15,063,674.69","17,351,204.87","4,304,964.23","8,515,063.85","12,510,575.95","19,025,975.85","3,820,105.26","6,668,263.30","9,410,062.52","15,389,951.34","2,399,683.08","5,472,896.24","8,029,784.63","19,907,299.85","2,375,726.96","6,072,945.59","9,303,364.29","22,913,271.48","3,229,924.46","8,518,616.90","19,784,154.10","31,436,764.18","5,298,746.60"
营业外收入,,"47,740.27","20,013,359.00","2,227,671.00","4,106,968.55","13,283,373.92","163,400.00","3,851,916.32","4,384,758.57","5,114,319.60","929,489.57","7,316,360.29","8,348,293.25","34,797,196.67","2,308,806.86","3,365,083.07","6,882,562.69","13,000,659.16","1,280,886.53","2,062,491.11","5,117,333.77","33,369,099.71","2,428,057.51","1,090,759.23","2,550,697.22","1,214,573.63","561,916.65","770,634.25","1,037,929.74","11,890,439.02","156,000.94"
销售费用,"41,613,764.79","63,518,603.31","94,428,995.28","61,412,196.47","93,777,706.56","149,847,344.43","45,904,499.55","84,476,853.37","126,899,970.24","188,432,417.25","69,119,384.19","129,892,914.82","198,309,065.53","287,642,940.49","83,979,631.36","156,660,687.68","243,491,456.75","309,798,785.64","84,093,824.04","152,584,088.23","221,125,064.18","309,688,674.33","83,063,047.35","133,722,966.01","185,524,463.33","258,288,485.02","85,397,668.02","140,291,889.39","197,450,058.09","305,052,779.77","82,777,020.90"
减:营业外支出,"374,358.97","277,206.81","449,201.54","333,680.40","477,204.22","695,191.21","75,272.08","201,015.94","1,643,699.18","2,408,273.60","54,927.10","99,099.63","1,602,374.50","877,059.45","242,025.76","774,567.80","997,443.98","3,546,641.65","108,852.54","185,673.62","443,729.50","576,843.38","105,837.39","693,745.80","741,512.22","937,365.59","277,444.59","777,068.11","889,364.90","1,377,128.82","97,450.86"
管理费用,"10,317,661.66","30,857,062.62","69,657,961.35","40,200,007.14","61,267,740.68","87,699,159.31","23,468,162.43","46,243,423.73","70,243,366.61","121,783,736.42","39,583,211.42","90,799,393.02","135,413,328.45","202,679,730.70","64,259,651.34","123,129,819.55","174,226,801.84","239,869,461.35","61,332,165.78","109,374,040.28","153,402,042.19","207,868,553.21","56,519,381.75","102,507,629.20","144,197,635.71","189,578,391.54","46,042,264.92","87,091,925.25","126,805,030.45","189,769,608.34","52,407,729.98"
其中:非流动资产处置净损失,,"2,489.01",,"1,962.35","1,962.35","5,761.70",,,,"436,133.47",,,,"27,614.42",,"14,275.79","93,454.71","108,389.77",,"22,084.65","140,163.90","147,631.57",,"136,620.36","136,970.90",,,,,,
