科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"346,283,365.88","415,005,387.54","425,803,948.44","289,952,320.84","275,421,626.76","831,424,620.85","754,240,289.29","437,745,472.15","433,112,663.78","811,740,439.50","731,032,278.45","707,010,180.83","709,599,408.09","436,248,464.11","791,017,664.16","788,401,103.65","821,152,754.36","474,999,351.81","271,723,919.43","200,766,954.85"
短期借款,,,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,"482,508,953.43","582,649,854.79","589,151,287.01"
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,"68,621,697.30","42,004,537.79","24,245,896.94","24,709,788.58","26,965,996.33","30,309,787.84","23,435,047.27","34,725,426.04","33,132,674.29","31,384,509.11","24,478,500.92","29,468,387.89","30,803,095.11","44,456,317.80","59,525,152.82","69,890,593.77","47,292,232.70","72,620,184.01","65,780,549.45","75,639,899.90"
应付票据,,,,"2,382,400.00",,,"4,822,249.48","7,975,189.60",,"4,985,000.00",,,"7,000,000.00","11,675,000.00","6,752,015.00",,"723,419.00","4,500,000.00","10,000,000.00",
应收账款,"372,740,842.03","373,305,029.60","414,973,823.83","327,766,653.32","303,116,951.13","364,068,511.10","275,016,076.06","290,066,611.30","276,957,250.79","286,912,105.83","233,947,327.16","244,320,492.00","262,969,626.72","297,810,479.22","251,745,816.51","280,971,384.67","281,596,060.32","345,731,108.36","312,810,609.06","338,230,820.26"
应付账款,"76,814,306.59","58,661,823.64","69,126,731.00","34,173,313.25","39,198,375.60","57,106,244.33","27,932,297.01","25,186,621.15","50,691,659.11","53,123,594.92","38,792,520.15","55,660,907.02","62,023,376.29","60,344,018.63","10,851,143.80","39,586,573.06","39,317,832.08","72,215,047.15","46,252,718.19","41,140,770.57"
预付款项,"2,997,163.56","5,230,185.06","3,417,812.74","3,968,174.61","11,551,117.04","6,216,805.71","23,161,202.19","9,435,572.13","9,447,704.94","10,750,946.84","17,789,877.45","17,712,344.08","13,800,248.62","11,227,216.23","17,454,084.38","16,707,585.30","15,847,793.38","20,479,745.24","36,053,334.37","17,174,335.20"
预收款项,"25,090,037.54","13,233,812.42","11,920,502.18","6,435,323.19","16,614,397.03","16,617,539.84","20,606,475.48","23,109,391.59","15,665,984.35","7,694,289.52","12,838,497.56","9,377,909.45","12,730,557.66","4,932,728.36","12,060,989.23","11,649,829.58","11,037,407.17","7,323,384.63","8,837,450.80","10,358,823.42"
其他应收款,"9,235,776.49","12,648,572.89","14,020,441.50","16,761,675.16","32,271,768.79","12,128,159.56","14,112,149.75","12,704,490.55","27,520,995.38","10,714,116.94","12,341,302.44","15,903,054.29","17,724,789.34","19,009,658.98","29,602,377.04","20,745,361.97","34,346,021.16","20,819,755.64","46,710,926.11","37,038,245.12"
应付职工薪酬,"93,848,766.41","72,478,363.61","89,364,956.16","46,995,760.96","15,928,691.02","82,432,887.36","18,028,871.24","45,061,653.70","42,928,967.11","88,470,803.69","24,236,309.00","49,813,046.38","37,782,425.60","86,128,931.66","40,148,109.70","68,976,362.66","44,425,298.32","109,286,661.85","56,088,974.67","63,022,827.62"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"58,959,885.14","41,857,574.92","59,476,949.17","22,916,922.50","16,114,107.13","52,888,562.44","6,461,034.57","15,774,935.89","14,303,314.88","39,681,127.53","18,088,405.60","13,502,013.55","20,452,279.93","33,608,751.70","15,973,826.22","26,738,599.96","30,430,201.84","60,785,772.51","25,654,642.20","31,879,419.65"
应收利息,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,
存货,"83,838,960.76","72,771,645.37","77,996,933.26","76,876,345.69","92,007,945.47","83,054,955.08","102,076,343.98","86,644,307.23","109,820,411.25","106,212,937.46","114,780,836.23","119,896,658.00","127,641,693.27","109,215,612.54","114,617,729.95","110,650,448.21","122,466,130.47","129,954,947.80","142,155,523.17","141,793,611.54"
其他应付款,"28,243,982.94","25,951,925.59","34,521,748.89","16,310,201.35","18,891,520.47","33,543,381.59","24,375,787.59","19,166,635.89","22,386,058.33","35,933,751.71","48,453,872.59","42,472,735.63","43,349,475.69","32,104,019.88","46,480,927.61","26,987,632.29","29,118,276.85","33,159,548.48","38,572,561.78","28,753,700.85"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,"240,000,000.00","230,000,000.00",,,,,"425,465,499.97","4,329.51",,,,,
其他流动负债,,,,,,,,,,,,,,,,,,,,
流动资产合计,"883,717,806.02","920,965,358.25","960,458,856.71","740,034,958.20","741,335,405.52","1,327,202,840.14","1,192,041,108.54","1,111,321,879.40","1,119,991,700.43","1,257,715,055.68","1,134,370,122.65","1,134,311,117.09","1,162,538,861.15","1,343,433,248.85","1,263,967,154.37","1,287,366,477.57","1,322,700,992.39","1,547,114,046.29","1,457,884,716.38","1,399,795,153.88"
流动负债合计,"282,956,978.62","212,183,500.18","264,410,887.40","129,213,921.25","106,747,091.25","242,588,615.56","102,226,715.37","136,274,427.82","145,975,983.78","229,888,567.37","147,209,604.90","170,826,612.03","183,338,115.17","228,793,450.23","132,267,011.56","173,938,997.55","155,052,435.26","287,270,414.62","185,406,347.64","175,155,542.11"
可供出售金融资产,,,,,,,,,,,,,,,"1,500,000.00","1,500,000.00","1,500,000.00","1,500,000.00","1,500,000.00","1,500,000.00"
长期借款,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,
