科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"252,035,133.22","306,436,092.66","352,983,704.23",,"212,288,340.62","315,867,743.01","416,951,000.42","131,260,586.60","252,192,822.93","378,367,750.35","508,693,099.02","172,219,527.10","328,983,174.97","485,844,054.85","663,841,781.43","204,484,115.80","357,036,941.90","548,554,615.13","767,657,412.99","251,874,876.36"
取得借款收到的现金,"40,000,000.00","5,000,000.00","5,000,000.00",,,,,,,,,,,,,,,,,
支付的各项税费,"298,726,076.44","308,096,600.35","348,342,568.45",,"174,280,575.39","276,615,696.93","399,067,691.81","98,519,890.56","223,212,627.48","325,906,343.92","445,847,566.74","139,301,043.81","265,004,781.72","384,576,977.36","490,483,683.08","95,311,755.02","260,637,593.27","351,726,394.20","472,994,496.38","92,319,417.09"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"629,550,987.93","709,748,981.20","840,442,023.22",,"451,889,427.86","701,448,797.03","1,003,952,891.17","280,303,802.33","559,316,134.33","845,148,798.86","1,173,779,538.85","287,895,319.45","587,399,988.56","836,300,659.01","1,184,940,672.71","241,510,634.68","558,977,692.08","936,551,730.46","1,310,606,324.94","265,874,486.51"
筹资活动现金流入小计,"40,000,000.00","5,000,000.00","5,000,000.00",,"586,913,040.00","586,913,040.00","591,834,895.20","182,173,663.20","182,173,663.20","182,173,663.20","187,069,663.20",,,,,,,,,
经营活动现金流出小计,"1,318,971,357.52","1,439,752,690.09","1,672,714,900.05",,"906,275,760.66","1,404,971,612.68","1,954,437,308.53","548,261,962.46","1,115,398,544.03","1,677,529,782.83","2,301,517,563.23","660,200,049.93","1,303,162,975.56","1,883,060,279.42","2,624,879,375.07","590,652,681.49","1,280,437,976.87","2,008,493,886.42","2,799,816,440.41","649,815,779.51"
偿还债务支付的现金,"55,000,000.00","40,000,000.00","7,000,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00",,,,,,,,,,,,,
经营活动产生的现金流量净额,"281,838,851.61","333,314,772.72","291,375,787.85","-152,473,700.00","32,772,695.29","150,371,297.34","481,971,711.96","-61,720,822.23","129,653,602.17","468,691,801.12","846,345,107.67","69,962,076.74","311,557,921.86","506,168,774.74","766,862,498.03","12,094,762.53","139,760,397.27","205,437,457.68","350,884,404.93","76,206,590.42"
分配股利、利润或偿还利息支付的现金,"39,654,987.55","37,372,321.64","54,306,351.40",,"56,659,692.94","60,127,471.57","60,127,471.57",,"84,889,677.61","89,098,626.84","89,120,000.00",,"96,345,784.49","100,260,000.00","100,757,474.00","89,274.96","180,435,444.15","180,435,444.15","188,549,007.71",
收回投资收到的现金,"274,200,000.00","815,358,497.71","2,275,619,500.00",,"2,168,050,000.00","2,229,237,400.00","2,969,837,400.00","658,660,000.00","1,402,350,000.00","1,901,040,000.00","2,804,770,000.00","463,750,000.00","1,468,750,000.00","1,953,750,000.00","3,422,750,000.00","305,000,000.00","1,025,000,000.00","1,905,000,000.00","2,628,000,000.00","234,000,000.00"
支付其他与筹资活动有关的现金,"770,000.00","1,205,860.70","1,093,000.00",,"2,148,600.00","5,818,600.00","5,818,600.00",,,,,,,"14,665,935.10","21,805,127.03",,,"13,072,286.99","16,781,585.18",
取得投资收益收到的现金,"988,044.07","1,472,037.18","11,200,399.17",,"7,384,777.67","7,604,193.50","11,362,189.12","3,481,940.27","7,054,417.12","10,336,490.06","15,807,376.99","4,290,008.14","11,506,528.92","15,931,819.70","30,607,803.72","2,165,949.87","10,242,986.31","18,384,673.98","29,344,422.33","4,578,157.31"
筹资活动现金流出小计,"95,424,987.55","78,578,182.34","62,399,351.40",,"63,808,292.94","70,946,071.57","70,946,071.57",,"84,889,677.61","89,098,626.84","89,120,000.00",,"96,345,784.49","114,925,935.10","122,562,601.03","89,274.96","180,435,444.15","193,507,731.14","205,330,592.89",
处置固定资产、无形资产和其他长期资产收回的现金净额,"251,840.00","7,894.00","385,510.00",,30.00,"88,030.00","125,655.37",,,"17,865.40","268,293.40",60.00,"3,210.00","3,260.00","51,778.93","36,921.54","112,301.54","287,297.64","327,467.64",110.00
筹资活动产生的现金流量净额,"-55,424,987.55","-73,578,182.34","-57,399,351.40","-66,400.00","523,104,747.06","515,966,968.43","520,888,823.63","182,173,663.20","97,283,985.59","93,075,036.36","97,949,663.20",,"-96,345,784.49","-114,925,935.10","-122,562,601.03","-89,274.96","-180,435,444.15","-193,507,731.14","-205,330,592.89",
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,"-763,663.53","-62,335.89",,"-3,571.11","-175,558.63","1,102,659.34","-313,092.96","1,345,155.05","1,800,227.57","4,333,517.65","-368,506.66","-1,589,410.27","-3,575,642.37","-4,779,122.98","-2,964,483.79","773,232.26","3,670,961.43","1,631,168.27","-1,145,008.12"
收到其他与投资活动有关的现金,"22,416,920.00","1,869,828.00","26,554,690.00",,"6,158,600.00","7,508,600.00","18,886,350.00","6,403,478.76","9,543,034.20","12,409,634.20","33,750,189.06",,"99,929,896.30","100,874,896.30","100,874,896.30","9,620,000.00","9,620,000.00","17,957,700.00","24,920,402.00","446,181.04"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"297,856,804.07","818,708,256.89","2,313,760,099.17",,"2,181,593,407.67","2,244,438,223.50","3,000,211,594.49","668,545,419.03","1,418,947,451.32","1,923,803,989.66","2,854,595,859.45","468,040,068.14","1,580,189,635.22","2,070,559,976.00","3,554,284,478.95","316,822,871.41","1,044,975,287.85","1,941,629,671.62","2,682,592,291.97","239,024,448.35"
五、现金及现金等价物净增加额,"143,624,040.94","262,220,758.59","199,491,465.35",,"510,291,560.74","334,675,482.82","742,197,098.26","212,447,142.68","79,748,222.15","168,838,950.63","698,466,516.26","-190,214,413.39","199,651,013.42","38,901,860.68","715,338,741.16","-914,443,504.80","-1,005,559,083.81","-1,147,928,177.98","-608,453,636.41","-648,748,924.94"
购建固定资产、无形资产和其他长期资产支付的现金,"129,506,733.89","77,157,425.15","90,269,498.38",,"58,166,528.17","82,616,257.82","115,828,126.37","27,578,024.36","72,031,971.98","114,392,104.08","170,226,159.71","33,098,051.61","81,476,648.90","130,740,612.59","312,881,811.81","89,179,629.99","174,504,807.04","329,221,371.20","458,449,937.16","152,497,417.92"
期初现金及现金等价物余额,"340,244,088.72","483,868,129.66","746,088,888.25",,"945,580,353.60","945,580,353.60","945,580,353.60","1,687,777,451.86","1,687,777,451.86","1,687,777,451.86","1,687,777,451.86","2,386,243,968.12","2,386,243,968.12","2,386,243,968.12","2,386,243,968.12","3,101,582,709.28","3,101,582,709.28","3,101,582,709.28","3,101,582,709.28","2,493,129,072.87"
投资支付的现金,"249,400,000.00","738,300,000.00","2,254,105,000.00",,"2,168,050,000.00","2,491,650,000.00","3,122,250,000.00","548,660,000.00","1,492,350,000.00","2,201,040,000.00","2,927,689,472.00","694,750,000.00","1,510,750,000.00","2,285,750,000.00","3,162,750,000.00","1,151,127,750.00","1,831,127,750.00","2,767,527,166.37","2,850,000,000.00","807,000,000.00"
期末现金及现金等价物余额,"483,868,129.66","746,088,888.25","945,580,353.60","517,126,000.00","1,455,871,914.34","1,280,255,836.42","1,687,777,451.86","1,900,224,594.54","1,767,525,674.01","1,856,616,402.49","2,386,243,968.12","2,196,029,554.73","2,585,894,981.54","2,425,145,828.80","3,101,582,709.28","2,187,139,204.48","2,096,023,625.47","1,953,654,531.30","2,493,129,072.87","1,844,380,147.93"
