科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
现金及存放同业款项,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
短期借款,"281,000,000.00","180,000,000.00","180,000,000.00","135,000,000.00","135,000,000.00","135,000,000.00","90,000,000.00","90,000,000.00",,,,,,,,,,,,,,,,,,,,"5,630,400.00","28,726,000.00","20,352,000.00",
货币资金,"3,944,777,244.11","7,142,318,806.81","11,747,677,165.83","12,268,994,275.85","12,998,783,622.33","9,612,913,611.57","10,988,177,583.05","8,982,692,332.67","12,080,703,207.70","10,382,925,775.98","16,427,326,066.16","17,966,109,072.08","14,497,164,267.40","14,439,146,733.98","13,898,073,959.34","13,724,254,777.42","14,645,312,897.93","12,252,584,421.60","10,001,106,618.33","11,039,910,688.21","10,751,968,162.94","14,348,486,209.36","11,915,040,550.26","10,411,925,148.61","11,112,426,947.89","9,095,037,819.65","10,720,663,371.83","11,126,081,734.16","10,566,799,722.59","12,018,780,556.98","14,907,471,850.76"
其中：质押借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其中：客户资金存款,,,"9,760,177,894.29","9,873,379,381.80","11,313,376,602.64","8,647,056,447.76","9,336,783,497.98","7,353,659,986.95","10,135,043,058.33","8,512,367,700.24","13,215,018,963.79","16,316,046,270.82","12,094,851,231.62","13,135,778,076.80","12,132,775,227.09","11,335,577,666.46","12,761,254,982.66","11,013,566,881.90","9,175,375,814.10","9,070,000,814.03","9,599,656,022.80","8,477,306,801.93","7,772,024,622.78","8,459,458,957.20","8,275,060,449.41","8,139,466,225.01","7,733,416,158.99","8,986,381,194.62","7,977,597,235.82","9,662,945,070.77","13,032,585,854.16"
拆入资金,,,,,,,,,,,,,,,,,,,,,,,,"1,200,000,000.00","2,253,000,000.00","1,993,000,000.00","3,973,000,000.00","3,858,000,000.00","3,858,000,000.00","3,858,000,000.00","3,858,000,000.00"
存放中央银行款项,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,"313,375,370.36",,,,,,,,,,,,,,,,"198,141,880.00",,"20,290,560.00",,,,,,,,,,,
结算备付金,"5,369,814,118.11","9,569,805,099.93","7,204,379,052.51","6,457,213,242.95","3,046,927,861.88","6,037,603,256.52","1,875,267,963.78","2,263,873,548.12","2,092,061,219.00","2,535,514,130.94","3,285,739,385.80","1,747,766,741.94","5,156,722,065.99","1,856,402,802.56","1,646,104,627.84","4,325,702,482.77","1,418,598,435.18","1,289,051,278.80","1,346,383,663.32","1,483,197,362.10","1,551,366,732.13","1,614,068,633.47","1,554,844,581.42","1,902,772,467.10","1,938,829,837.68","1,909,013,336.52","2,126,771,822.49","1,538,310,830.68","2,867,653,252.56","2,004,053,226.44","1,291,475,163.46"
衍生金融负债,,,"294,248,080.35","227,794,000.00","244,875,000.00",,,,,,"632,600.00",,,,,,,,,,,,,,,,,,,,
其中：客户备付金,,,"6,248,460,162.18","4,757,288,096.86","1,763,492,268.34","4,373,184,062.98","912,791,723.92","1,794,965,869.11","1,755,785,303.86","2,186,019,007.76","2,697,367,055.46","1,535,534,107.29","4,519,751,222.92","1,422,198,226.53","1,400,801,911.39","4,177,236,697.59","969,507,016.28",,,,,,,,,,,,,,
卖出回购金融资产款,,,,,,,,"800,000,000.00","750,000,000.00","1,902,507,520.54","1,550,066,798.62","3,347,518,442.62","1,611,617,331.49","1,115,681,643.83","564,981,095.89","2,376,402,939.31","2,501,254,234.77","3,133,808,781.04","1,627,623,327.77","3,000,407,515.06","3,996,594,033.15","3,488,539,980.24","3,118,629,000.00","4,609,685,761.65","5,899,262,613.70","3,342,256,920.55","3,790,173,408.91","4,245,971,000.00","7,272,042,400.00","7,787,578,000.00","11,460,602,825.59"
贵金属,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吸收存款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
拆出资金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
代理买卖证券款,"6,645,236,528.10","14,713,515,994.99","16,301,634,224.83","14,828,210,438.42","13,163,278,961.01","13,113,091,413.24","10,272,226,041.73","9,312,902,445.59","12,061,308,788.73","11,026,133,583.64","16,309,785,614.99","18,391,207,066.14","17,175,113,647.32","15,175,909,592.90","14,297,375,939.86","16,461,898,083.47","14,720,583,412.44","12,622,161,432.94","10,975,197,287.84","10,800,077,081.31","11,463,451,883.97","10,400,255,677.15","9,780,111,831.80","9,861,489,606.32","10,109,387,849.34","10,087,974,863.49","10,142,816,772.51","10,477,727,908.44","10,566,935,637.29","11,851,694,360.56","13,813,372,633.29"
