科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"108,814,488.43","122,671,666.44","137,837,638.83","102,329,017.78","88,829,462.72","301,235,763.55","233,701,819.78","178,780,585.92","290,854,392.02","257,436,350.67","194,278,723.11","195,203,589.73","109,254,392.97","112,726,169.44","251,148,671.96","272,134,082.11","458,556,987.47","688,799,337.77","286,057,609.53","102,965,972.57"
短期借款,"77,627,535.32","90,979,635.58","99,407,020.00","53,526,656.91","112,345,381.00","127,655,887.70","177,699,209.54","266,918,128.36","290,201,742.50","287,422,783.94","278,131,548.10","359,034,899.40","343,335,176.42","365,558,384.50","528,708,664.00","542,280,207.00","696,709,441.00","707,530,301.10","419,573,236.50","370,110,096.50"
交易性金融资产,,,,,,,,,,,,,,,,,,,,"274,500.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,"600,000.00",,"2,877,961.10","500,000.00","230,000.00","851,600.00","1,700,000.00","1,100,000.00","740,000.00","2,149,600.00","1,500,000.00","7,147,120.00","2,320,000.00","12,102,498.04","3,987,100.00","23,193,732.58","8,504,775.00","4,494,048.80","7,825,800.00","4,037,468.70"
应付票据,"16,500,000.00","25,289,546.71","82,396,074.75","98,916,331.51","105,216,125.14","110,341,498.32","60,751,559.27","53,470,532.49","98,300,317.14","100,092,016.59","89,543,484.36","106,292,638.43","93,541,184.93","98,264,266.97","99,148,323.13","96,825,777.09","89,701,383.29","63,688,709.96","64,001,494.23","97,110,924.89"
应收账款,"59,744,210.89","72,010,784.40","116,930,711.13","83,924,127.71","88,766,362.95","97,534,157.40","133,639,750.93","175,130,218.11","293,030,724.31","160,471,387.44","203,233,302.45","187,815,824.59","262,940,407.98","247,124,487.09","306,977,965.48","201,890,007.31","300,255,034.02","237,126,772.12","142,881,314.56","215,596,442.78"
应付账款,"111,745,860.79","108,032,739.31","133,440,804.89","112,363,468.57","145,697,457.84","99,378,532.81","166,840,737.65","203,840,942.47","286,359,406.03","269,067,005.77","255,248,425.59","175,896,669.29","221,336,618.62","204,532,044.76","218,212,350.19","200,047,677.08","239,221,445.06","213,294,347.81","214,580,318.88","201,898,180.94"
预付款项,"15,368,221.24","24,470,952.09","41,385,434.52","27,009,485.51","64,990,423.20","83,920,415.47","82,201,557.01","73,125,372.03","69,314,280.65","88,987,373.91","92,705,666.55","97,363,440.46","59,539,766.04","43,238,574.71","47,876,540.45","50,431,951.21","22,146,739.94","30,734,282.54","21,120,015.19","32,619,099.33"
预收款项,"2,053,317.93","3,499,962.26","2,696,736.25","1,450,690.51","1,067,981.25","355,627.78","817,229.51","802,612.51","967,945.67","1,350,152.02","10,008,232.43","6,087,169.42","2,879,325.05","5,728,979.57","2,089,363.84","7,512,678.77","9,386,684.02","8,987,207.15","34,478,756.59","36,748,338.77"
