科目,2013年度,2014年度,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
经营活动现金流出小计,"156,410,929.77","191,753,361.59","197,690,706.23","43,202,404.47","119,124,919.76","194,997,684.44","261,416,588.42","78,060,856.34","148,006,414.01","218,733,306.88","194,329,737.88","77,775,676.94","69,621,459.72","116,494,953.54","190,928,365.72","55,377,437.02"
偿还债务支付的现金,"10,000,000.00","19,477,764.18","44,000,000.00",,,"86,800,000.00","86,800,000.00",,,,,"5,000,000.00","18,000,000.00","18,000,000.00","18,000,000.00",
经营活动产生的现金流量净额,"20,203,689.32","25,602,735.31","58,797,004.02","5,896,290.88","16,298,775.42","11,887,878.27","46,204,129.43","-5,548,624.48","8,703,613.30","8,074,868.00","40,930,999.07","-4,386,229.24","12,366,203.40","27,025,979.71","53,123,248.82","-12,289,717.47"
分配股利、利润或偿还利息支付的现金,"10,329,855.96","25,873,586.17","10,685,308.50","20,881,915.33","21,959,351.80","22,689,562.37","22,689,562.37",,"77,091.66","20,167,024.99","20,254,991.66","77,001.04","24,192,871.88","24,192,871.88","24,192,871.88",
收回投资收到的现金,,"20,050,000.00",,,,,"105,500,000.00","13,000,000.00","121,000,000.00","223,500,000.00","245,000,000.00","151,000,000.00","151,000,000.00","406,000,000.00","506,000,000.00","140,000,000.00"
支付其他与筹资活动有关的现金,"2,181,132.08","694,627.47","660,377.36","1,847,000.00","2,004,854.00","4,606,003.89","3,406,484.79",,,,,,"5,900,000.00","8,317,281.18","2,885,455.99","613,157.52"
取得投资收益收到的现金,,"121,321.72",,,,,"755,354.09","62,439.92","1,743,821.68","2,541,840.30","2,627,567.89","2,170,147.29","3,900,051.66","6,033,284.88","6,355,595.74","1,226,071.90"
筹资活动现金流出小计,"22,510,988.04","46,045,977.82","55,345,685.86","22,728,915.33","23,964,205.80","114,095,566.26","112,896,047.16",,"77,091.66","20,167,024.99","20,254,991.66","5,077,001.04","48,092,871.88","50,510,153.06","45,078,327.87","613,157.52"
处置固定资产、无形资产和其他长期资产收回的现金净额,"72,574.95","126,100.94","12,973.45",,,"32,815.53","105,988.45","20,194.17","22,553.40","20,114.37","53,045.41",,"60,992.29","314,992.29","383,110.70","8,107.99"
筹资活动产生的现金流量净额,"-9,510,988.04","-1,568,213.64","22,126,300.10","-3,128,915.33","295,664,294.20","205,532,933.74","206,732,452.84","5,000,000.00","7,922,908.34","-12,167,024.99","-12,254,991.66","-77,001.04","-28,311,821.88","-30,729,103.06","-25,297,277.87","-613,157.52"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-18,738.39","-8,997.08","3,537.02",392.89,"38,756.24","63,722.44","174,600.30","-1,253.19","-16,493.51","-33,274.61","-44,556.70",,"32,782.06","85,451.85","-10,903.34",
收到其他与投资活动有关的现金,"4,000,000.00","730,000.00","1,544,628.30",,,,"7,000,000.00",,,"1,000,000.00",,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,"4,072,574.95","21,027,422.66","1,557,601.75",,,"32,815.53","113,361,342.54","13,082,634.09","122,766,375.08","227,061,954.67","247,680,613.30","153,170,147.29","154,961,043.95","412,348,277.17","512,738,706.44","141,234,179.89"
五、现金及现金等价物净增加额,"-17,413,348.60","-7,489,303.58","39,560,228.09","-14,039,297.94","292,390,339.28","189,642,650.04","117,532,609.12","-34,349,020.45","-11,157,292.71","-85,395,825.23","-51,888,780.16","19,973,039.71","737,866.31","8,934,921.90","39,742,000.47","-14,869,776.44"
购建固定资产、无形资产和其他长期资产支付的现金,"31,486,332.48","31,492,250.83","42,924,214.80","16,807,066.38","19,611,486.58","27,874,699.94","40,439,915.99","8,881,776.87","12,533,695.92","15,332,348.30","15,200,844.17","3,733,877.30","8,310,341.22","14,795,683.77","15,394,458.20","3,201,081.34"
期初现金及现金等价物余额,"40,605,172.66","23,191,824.06","15,702,520.48","55,262,748.57","55,262,748.57","55,262,748.57","55,262,748.57","172,795,357.69","172,795,357.69","172,795,357.69","172,795,357.69","120,906,577.53","120,906,577.53","120,906,577.53","120,906,577.53","160,648,578.00"
投资支付的现金,,"20,050,000.00",,,,,"208,500,000.00","18,000,000.00","138,000,000.00","293,000,000.00","313,000,000.00","125,000,000.00","130,000,000.00","385,000,000.00","485,000,000.00","140,000,000.00"
期末现金及现金等价物余额,"23,191,824.06","15,702,520.48","55,262,748.57","41,223,450.63","347,653,087.85","244,905,398.61","172,795,357.69","138,446,337.24","161,638,064.98","87,399,532.46","120,906,577.53","140,879,617.24","121,644,443.84","129,841,499.43","160,648,578.00","145,778,801.56"
