科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"27,206,069.03","36,750,344.23","38,069,404.79","64,720,431.75","53,163,361.24","634,359,595.59","616,845,231.43","570,795,683.13","561,681,427.87","526,474,322.38","524,346,900.96","504,629,695.12","504,185,507.11","486,101,200.31","477,560,644.31","460,783,218.57","443,427,987.40","438,322,412.07","416,383,048.56","363,720,057.74","356,465,557.35","310,419,988.67","316,389,696.35","175,785,807.47","165,137,338.80","173,752,937.51","178,096,407.80","180,141,641.65","301,130,271.94","294,334,738.37","250,276,236.11","291,964,470.48","208,282,033.52","237,993,086.48","204,897,401.17","197,529,754.86","187,311,218.15","274,183,427.35","744,904,885.59"
短期借款,,,,,,,,,,,,,,,,,,"33,500,000.00","33,500,000.00","33,500,000.00","24,500,000.00","6,888,395.73","12,078,395.73","23,429,307.23","19,243,922.01","38,500,000.00","33,310,000.00","34,500,000.00","29,500,000.00","341,000,000.00","442,000,000.00","527,000,000.00","607,000,000.00","520,000,000.00","577,000,000.00","584,000,000.00","700,905,837.14","931,993,571.74","1,355,863,571.74"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"7,353,892.00","11,113,968.46","11,305,300.19","7,965,128.00","10,781,776.02","16,319,934.82","18,975,330.98","34,563,173.00","18,455,850.63","19,912,837.63","11,447,747.34","17,979,100.82","20,974,517.33","31,906,098.54","25,621,712.90","22,652,768.10","21,895,817.60","33,500,768.00","26,368,740.00","27,533,693.85","14,420,396.09","54,751,524.00","28,765,985.88","27,500,012.27","50,637,475.50","49,648,822.00","30,301,520.00","27,880,411.00","48,679,623.35","64,299,276.01","48,845,887.17","80,664,781.26","69,164,793.24","74,935,419.14","26,904,233.31","33,065,638.30","51,046,592.23","144,091,594.40","97,684,216.65"
应付票据,"3,500,000.00",,,,"1,850,000.00","6,955,000.00","5,105,000.00","5,850,000.00","10,700,000.00","7,800,000.00","2,800,000.00","9,121,775.00","25,641,775.00","14,820,000.00","6,879,244.50","17,631,479.26","21,324,269.79","10,843,424.35",,"1,730,000.00","4,011,000.00","3,641,000.00","3,060,000.00","6,551,200.00","6,545,502.00","5,104,302.00","5,692,400.00","6,882,468.50","17,286,830.50","44,970,326.36","39,843,975.30","65,234,664.02","54,876,930.25","129,669,470.02","250,677,864.07","300,530,940.22",,"255,133,816.31",
应收账款,"43,718,100.30","52,868,046.84","60,392,822.93","69,369,615.73","86,247,249.75","79,826,374.69","81,440,681.84","96,697,624.90","98,021,371.75","107,887,455.04","99,794,728.03","109,075,257.82","104,060,410.42","94,455,861.46","85,633,616.40","108,925,870.42","118,637,353.15","124,400,799.65","121,815,051.10","146,410,892.80","154,627,154.10","150,712,418.17","152,901,857.87","152,224,013.28","150,014,535.48","177,187,938.68","176,649,432.44","183,871,030.74","169,564,673.90","852,918,597.61","931,144,627.31","1,021,600,529.50","975,989,722.69","1,185,406,504.40","1,154,262,571.14","1,268,718,095.65","1,431,205,761.12","1,921,089,803.90","1,992,813,272.86"
应付账款,"41,713,970.38","46,818,586.49","56,782,374.12","66,443,541.99","64,508,773.85","65,122,005.36","52,060,719.61","61,391,834.55","56,673,507.73","66,320,894.09","57,589,012.52","56,727,087.64","59,742,083.17","53,008,698.39","59,017,069.38","61,382,400.63","59,629,045.30","71,238,787.53","63,532,025.73","58,478,084.32","66,743,252.29","103,970,863.75","84,000,818.90","93,188,336.88","98,382,206.85","122,635,396.43","105,594,020.94","112,111,721.32","117,267,077.42","588,678,103.87","556,508,139.83","661,662,285.27","640,968,590.44","711,590,955.46","672,129,257.80","681,588,114.45",,"979,109,423.90",
预付款项,"3,170,774.57","3,525,300.74","2,528,536.29","2,004,045.57","2,762,438.23","3,145,679.33","3,656,249.78","8,668,212.45","7,815,466.05","25,351,426.55","29,761,598.34","43,005,053.57","52,212,187.47","20,014,461.04","32,545,281.82","41,231,131.67","50,202,062.52","71,965,317.79","80,072,283.39","65,323,612.66","72,864,353.69","5,770,280.89","19,362,340.00","10,761,240.90","10,581,608.85","6,141,098.35","7,362,010.32","8,665,026.86","10,346,920.07","254,412,231.01","267,977,086.79","263,798,169.33","336,542,869.17","402,215,644.61","469,547,193.32","497,622,498.14","464,005,860.08","467,080,361.11","602,072,810.72"
预收款项,"39,410,936.78","42,568,671.93","35,742,699.32","24,530,719.42","19,588,704.62","14,215,486.76","16,929,390.09","19,985,612.47","18,155,341.95","9,515,092.22","13,576,578.28","16,811,525.23","18,473,686.82","14,852,202.78","15,722,253.72","15,604,949.30","18,716,148.14","26,293,012.58","42,577,119.90","40,072,896.54","31,804,178.76","39,999,171.73","47,044,885.08","29,782,187.37","45,346,139.04","20,030,531.22","26,138,234.34","33,678,491.12","29,672,323.09","454,024,432.17","485,728,719.77","524,624,886.91","610,094,986.30","404,650,042.37","502,017,679.92","458,923,001.39","530,595,913.89","614,087,618.95","665,859,512.66"
其他应收款,"1,745,223.85","1,756,067.61","1,134,247.46","1,813,113.49","1,459,314.83","1,725,058.84","2,555,028.10","2,919,687.11","2,656,909.96","3,347,232.85","2,491,774.25","2,805,970.01","3,026,309.56","4,864,211.87","9,962,650.24","10,855,755.91","10,155,707.05","7,535,735.24","8,480,320.87","11,795,854.31","13,522,412.48","6,938,099.03","15,705,341.19","12,699,145.16","13,612,904.83","11,345,956.42","16,204,237.64","17,852,861.84","19,153,002.00","48,797,759.27","50,866,187.40","62,178,618.93","69,165,420.54","67,298,248.80","83,276,855.15","90,566,946.85","127,066,928.80","133,731,568.21","177,776,044.73"
应付职工薪酬,"298,112.53","1,012,863.33","1,744,904.17","5,946,435.34","6,562,703.37","1,797,185.87","3,421,447.04","3,770,450.15","2,284,569.01","2,612,594.54","2,543,689.39","4,193,059.52","3,185,110.64","2,173,438.57","4,189,785.38","6,545,259.47","8,506,242.73","8,074,473.62","4,496,857.03","8,358,235.54","9,726,314.96","9,933,756.97","6,450,754.23","8,005,176.03","10,436,855.45","8,100,350.24","5,706,041.42","7,984,057.14","10,199,404.51","11,349,162.60","6,856,514.47","10,093,560.34","10,423,833.44","15,966,764.24","7,277,434.44","12,681,761.04","8,715,036.06","31,795,988.95","11,742,583.76"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"2,043,553.35","299,049.34","2,658,652.44","5,379,200.80","4,402,560.91","3,542,204.34","4,302,634.91","5,368,459.89","2,605,836.88","969,992.88","1,428,421.99","1,018,561.99","1,217,501.63","1,797,728.69","2,000,211.73","2,416,908.91","3,223,096.36","4,121,309.56","3,006,621.61","2,470,161.60","1,587,508.88","4,087,486.04","2,864,337.89","1,443,155.71","5,381,116.23","6,076,521.57","3,647,590.64","2,751,840.64","3,427,137.76","73,339,449.58","35,896,810.81","71,844,700.15","60,852,800.94","86,686,034.06","34,172,549.08","15,634,885.67","26,780,023.64","87,930,733.00","84,153,105.74"
应收利息,,,,,,,"1,087,850.47","1,062,214.63","1,597,253.02",,"1,416,123.44","1,554,668.97","1,609,152.67",,"304,790.71","558,440.77","627,808.89","259,446.69","314,153.00","1,593,738.69","3,087,888.49","3,978,241.86","1,021,794.88","2,779,077.94","3,314,981.78","1,389,361.89","967,487.06","1,483,153.51","2,670,756.45","2,313,421.56","1,430,619.58","1,073,364.63","1,007,199.22",,,,,,
应付利息,,,,,,,,,,,,,,,,,,"55,833.33","50,250.00","55,833.33","40,833.33","12,225.55",,,"84,485.12","114,211.39","147,090.77","186,644.93","288,797.71","539,466.56","246,869.35","70,340.66","296,193.53","686,891.00","109,476.43","517,979.97",,"1,576,290.71","1,355,978.71"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"575,247.05","575,247.05","575,247.05","575,247.05","575,247.05","575,247.05","575,247.05",,"575,247.05","575,247.05"
应付股利,,,,,,,,,,,,"5,463,000.00",,,,,,,"12,200,000.00",,,,,,,,,,,"9,200,000.00","9,200,000.00","9,200,000.00","9,200,000.00","9,200,000.00","9,240,000.00","15,547,674.30",,"9,240,000.00","9,240,000.00"
存货,"45,798,444.84","62,191,233.95","67,711,164.83","68,020,594.58","64,814,867.69","60,533,857.73","69,560,173.46","66,601,057.79","82,708,724.80","86,625,966.90","85,865,109.67","82,093,820.21","92,519,029.55","84,076,410.22","82,567,431.06","82,638,345.17","87,254,766.01","91,529,746.31","90,589,491.66","85,205,142.39","85,215,964.09","87,294,245.71","93,192,255.20","91,099,809.31","96,497,895.54","82,628,187.55","92,685,579.26","95,614,111.78","102,261,320.90","861,165,041.93","874,365,186.85","1,054,111,694.12","1,200,844,501.62","841,799,428.53","1,008,569,020.62","956,228,677.84","991,139,904.32","1,214,391,763.46","1,175,968,587.74"
其他应付款,"355,879.22","219,171.84","439,360.20","359,020.22","439,168.92","750,781.13","1,359,121.84","1,042,823.38","1,392,036.25","1,219,328.22","992,364.08","877,237.93","656,745.02","555,840.29","1,036,086.94","2,730,977.36","4,730,595.20","2,467,341.21","2,995,425.71","1,782,148.59","1,749,438.42","2,715,370.13","3,329,928.07","1,813,878.30","4,633,953.67","2,234,362.50","22,717,453.59","9,385,073.27","4,069,408.69","65,656,358.75","58,754,213.57","65,333,311.42","70,346,863.53","138,477,008.25","179,859,435.97","267,207,247.24","291,937,014.67","510,270,682.71","294,760,151.64"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"227,500.01","32,614,093.50"
一年内到期的非流动负债,"10,000,000.00","14,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,,,,,,,,,,,,,,,,,,,,"53,241,992.89","53,520,455.59","45,985,646.68","46,231,035.89","54,381,838.80","42,459,705.22","34,110,830.38","25,920,739.62","25,843,676.25","10,018,161.23"
