科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"420,832,438.18","568,512,432.93","907,986,860.40","233,658,736.02","522,702,359.55","745,992,572.11","998,726,425.89","228,839,761.06","466,620,229.04","693,511,863.35","928,899,703.55","261,395,751.71","577,935,690.87","884,232,437.93","1,227,431,183.24","327,881,464.25","730,223,749.21","1,124,171,914.40","1,712,230,060.65","496,966,166.79","1,255,221,897.58","2,193,259,400.06","3,025,827,440.49","835,124,707.31","1,698,613,370.63","2,541,940,807.88","3,455,902,430.25","858,461,043.73","1,632,933,466.80","2,461,092,792.18","3,490,821,643.58","1,376,674,396.29","3,895,063,047.66","6,228,081,871.15","8,123,997,085.31","2,171,809,656.02"
二、营业利润,"85,395,460.72","114,638,644.71","181,377,038.01","48,145,637.59","104,790,815.27","141,813,175.19","164,571,636.66","34,910,465.78","76,507,249.79","103,711,847.60","114,274,663.09","24,212,994.77","52,542,183.80","74,208,988.46","97,906,894.28","26,890,549.00","68,492,114.86","115,607,520.33","237,763,957.24","64,328,632.83","165,511,783.02","311,182,791.68","452,216,864.91","144,955,400.85","318,822,693.34","454,811,567.54","588,493,382.05","155,029,946.79","734,433,436.51","835,779,264.66","952,948,969.78","366,372,780.20","784,433,254.29","965,814,799.89","1,052,857,013.14","202,792,925.62"
减:营业成本,"271,643,761.92","378,402,105.88","620,456,706.18","157,996,905.28","358,446,580.54","521,149,633.97","710,767,849.81","171,175,796.47","344,398,762.09","516,678,454.26","695,912,228.39","201,367,084.09","445,375,619.62","683,302,485.50","945,671,165.38","249,544,225.89","550,912,426.28","834,680,907.57","1,200,997,442.29","352,753,458.20","900,812,949.78","1,550,136,618.78","2,087,752,452.60","557,933,943.29","1,106,353,465.25","1,691,508,316.01","2,287,928,997.77","586,000,060.15","1,121,382,805.57","1,715,152,035.39","2,458,183,794.16","699,298,583.25","2,318,510,502.47","3,853,599,520.53","5,017,651,596.18","1,466,025,961.57"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"507,834.55","636,407.39","1,635,543.50","1,087,762.31","1,990,701.02","3,170,969.89","4,334,479.09","1,308,407.59","1,565,322.62","3,124,414.80","4,327,173.20","1,229,719.07","2,721,717.67","3,953,784.91","5,358,586.77","1,628,021.42","3,816,687.57","6,163,022.59","12,147,477.26","5,067,938.87","11,195,529.09","17,555,280.13","25,171,144.47","6,605,592.35","12,810,231.35","17,364,303.86","28,155,411.56","2,927,605.87","10,339,226.56","19,505,629.63","26,491,723.47","8,220,049.58","15,616,034.78","20,279,732.03","26,928,307.60","10,147,065.69"
营业外收入,"659,188.06","709,731.28","3,409,243.74",,"38,710.14","616,831.37","1,378,592.21","234,936.37","628,709.59","912,694.74","1,025,527.06","175,069.36","4,380,285.31","4,912,179.77","5,377,129.10","540,306.07","727,090.07","844,401.49","5,050,580.00","195,715.56","3,844,741.90","8,142,621.22","19,532,563.18","895,868.98","2,362,829.49","6,691,941.41","13,996,521.17","1,464,232.34","4,232,896.78","10,549,129.29","9,065,411.43","1,330,572.90","1,253,755.63","3,763,856.53","1,311,826.11","2,352,121.28"
销售费用,"21,106,113.70","30,394,487.99","48,193,789.23","14,556,538.22","28,135,458.11","43,071,985.91","60,205,935.82","13,538,614.73","27,109,521.78","40,976,591.04","58,763,297.21","15,471,865.11","34,924,665.53","55,457,467.06","74,404,812.11","19,138,358.97","38,815,863.17","57,067,597.76","86,844,822.98","21,775,503.60","64,804,052.85","107,560,680.92","146,528,814.59","44,581,341.64","87,076,714.46","115,764,881.71","175,331,698.86","24,399,908.16","82,595,871.68","134,160,734.63","186,154,765.38","348,563,956.87","703,952,437.50","1,131,359,206.95","1,571,910,279.52","327,446,419.01"
减:营业外支出,"2,052,026.19","1,472,182.33","2,912,472.54","356,475.48","808,392.51","1,571,374.06","2,010,111.04","1,886,164.96","2,648,380.32","3,085,424.85","4,528,245.15","1,387,056.66","1,977,343.58","2,701,870.37","3,232,965.58","1,393,467.33","3,795,158.75","4,168,254.13","5,711,144.81","402,940.20","1,298,097.92","2,014,895.18","6,378,344.36","1,104,347.41","3,597,181.78","5,012,259.27","8,575,407.32","309,332.42","412,267.93","549,544.15","928,575.33","2,352,183.56","3,394,797.65","3,735,160.28","4,037,885.80","43,098.93"
管理费用,"29,264,056.90","29,117,232.81","46,402,393.85","8,697,271.39","17,506,046.76","26,954,447.37","52,821,694.60","12,392,261.06","26,229,191.83","41,525,510.28","68,380,359.69","19,732,849.23","40,532,940.64","67,588,826.12","98,026,160.41","29,956,919.37","59,089,703.75","102,863,299.79","163,239,878.60","50,556,841.38","105,345,227.57","182,604,840.48","268,045,559.68","72,638,320.29","162,436,852.12","243,743,247.87","354,748,154.99","79,614,239.41","158,532,005.06","240,796,843.29","358,108,184.72","115,665,782.68","235,936,672.80","240,480,073.51","348,391,721.10","77,830,685.86"
其中:非流动资产处置净损失,"17,613.97","48,445.81",,,,"233,410.61","323,824.98",,,"261,446.16","263,116.16",,0.03,,"386,543.58",,,,"579,621.15","20,325.09","150,088.60","394,678.88","921,757.94","558,411.37","795,857.82","1,138,725.55","1,667,190.49","69,565.90","266,086.45","276,163.68",,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"9,601,951.29","8,486,811.76","13,571,483.20","3,918,195.11","9,765,859.92","9,294,082.31","4,926,669.87","-4,351,702.50","-8,453,406.08","-11,003,938.98","-12,449,623.76","-949,306.05","-1,657,229.46","-2,333,896.40","-2,115,238.33","163,388.11","609,378.76","1,716,536.35","1,434,919.73","1,589,379.86","2,557,928.24","7,979,852.96","14,834,391.75","4,431,389.93","8,087,664.89","12,717,937.77","16,525,744.66","3,736,297.83","8,716,211.85","11,021,793.35","15,666,479.75","-2,064,437.00","-10,156,774.78","-19,063,575.73","4,496,522.46","21,472,200.39"
三、利润总额,"84,002,622.59","113,876,193.66","181,873,809.21","47,789,162.11","104,021,132.90","140,858,632.50","163,940,117.83","33,259,237.19","74,487,579.06","101,539,117.49","110,771,945.00","23,001,007.47","54,945,125.53","76,419,297.86","100,051,057.80","26,037,387.74","65,424,046.18","112,283,667.69","237,103,392.43","64,121,408.19","168,058,427.00","317,310,517.72","465,371,083.73","144,746,922.42","317,588,341.05","456,491,249.68","593,914,495.90","156,184,846.71","738,254,065.36","845,778,849.80","961,085,805.88","365,351,169.54","782,292,212.27","965,843,496.14","1,050,130,953.45","205,101,947.97"
资产减值损失,"3,313,259.10","7,361,011.89","-878,286.96",,"3,381,825.99","2,197,647.42","3,684,165.41","621,683.87","825,859.68","693,123.36","1,963,377.78","330,545.49","3,495,793.07","2,054,782.28","8,194,603.28","566,405.22","8,498,308.26","6,769,672.19","10,472,153.45","899,459.72","5,076,743.57","16,325,388.71","31,368,183.05","3,982,056.46","2,723,234.17","5,732,192.81","-687,475.79","6,634,367.43","4,272,596.29","-1,054,217.08","12,366,028.39","247,221.76","10,720,441.15","9,816,127.86","37,574,403.13","-42,433.22"
