科目,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"71,544,074.73","84,779,322.94","264,007,117.70","201,446,083.11","265,007,136.21","171,334,778.62","278,311,082.83","222,719,888.86","295,379,632.25","228,895,182.15","153,129,813.06","92,859,938.92","182,820,590.22","102,863,851.49","122,529,374.16","98,672,897.08","163,426,182.47","113,946,224.86","75,146,279.14","61,880,950.46","90,620,097.50","41,645,422.90","72,754,168.64","60,774,431.16","116,663,616.79","53,241,951.98","91,772,924.15","76,346,995.25","88,240,733.07","96,862,856.60","86,951,381.10","75,350,263.31","121,892,188.24","85,237,536.92","87,283,156.82","105,853,507.51","569,893,335.40","459,785,797.22","450,100,999.18","445,623,208.22","311,293,298.84"
短期借款,"34,271,645.00","38,147,017.90","38,033,000.00","54,880,000.00","41,070,000.00","41,350,000.00","131,057,000.00","109,355,847.76","185,493,482.76","340,101,507.25","280,858,998.00","182,772,363.75","253,233,742.88","243,684,557.81","249,355,935.02","236,447,645.02","211,738,500.00","155,388,500.00","105,002,445.00","93,761,376.67","89,264,112.00","105,326,804.00","140,624,332.00","113,413,280.00","130,000,000.00","123,320,000.00","132,390,000.00","92,370,000.00","74,750,000.00","130,290,000.00","130,110,000.00","118,398,404.16","95,388,404.16","78,288,404.16","91,300,000.00","92,510,000.00","60,460,000.00","25,000,000.00","25,000,000.00","45,000,000.00","30,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"420,580,690.16"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"332,760.78","156,496.21","228,398.59",,"1,085,831.31","100,000.00","250,000.00","4,981,624.34","1,317,265.20","7,574,880.01","3,375,498.50","3,364,323.00","2,067,910.37","2,737,706.04","3,207,962.13","10,992,828.76","63,426,409.71","23,075,101.90","23,283,864.50","4,377,458.95","5,928,694.02","2,194,724.42","3,147,316.64","5,394,309.81","39,541,874.96","34,454,798.22","7,058,481.17","6,389,390.16","7,959,470.90","5,555,651.36","2,345,333.00","7,456,112.90","2,507,197.37","2,240,000.00","2,474,922.99","2,628,421.99","1,166,709.99","2,389,863.50","1,523,099.56","2,012,540.55","2,670,826.77"
应付票据,"54,586,961.77","75,541,246.31","28,935,202.64","21,050,800.00","78,579,118.18","49,748,831.72","50,373,148.81","40,367,409.33","49,288,476.92","5,273,432.09","14,612,000.34","29,567,728.89","48,523,234.11","27,768,384.82","61,035,102.25","27,709,084.82","27,753,977.23","30,219,237.23","56,473,026.52","55,326,601.38","19,256,079.11","37,655,083.96","67,699,849.18","60,926,953.80","62,569,670.31","54,038,579.01","71,290,375.15","69,638,238.38","54,753,313.79","62,578,812.64","43,999,395.87","47,334,263.80","48,746,617.23","42,583,902.30","49,425,879.19","33,813,346.64","39,004,104.11","25,503,242.94","40,932,468.34","33,091,314.91","34,916,807.73"
应收账款,"49,119,326.47","57,007,176.70","53,658,872.62","54,461,752.08","47,694,107.98","76,249,937.14","68,870,293.76","85,373,381.73","124,183,324.74","125,034,405.53","126,847,543.03","114,516,448.51","124,786,639.64","131,213,593.32","153,848,446.13","138,223,911.89","93,867,601.92","89,640,999.64","118,144,509.67","116,205,842.96","102,030,651.20","135,794,718.70","139,136,900.21","141,573,041.79","86,052,908.42","109,965,192.19","120,997,820.43","104,465,168.40","74,560,748.36","74,733,813.86","73,351,855.41","88,509,384.98","40,948,803.13","56,361,011.30","57,972,992.36","143,861,969.55","92,505,140.34","147,913,402.88","147,058,650.00","147,978,888.86","115,265,187.67"
应付账款,"21,108,838.22","17,156,902.70","19,478,537.57","9,494,505.65","30,540,940.81","14,188,484.00","8,521,910.98","9,105,204.20","31,285,965.83","36,496,779.43","34,363,343.14","51,931,702.29","47,158,540.11","43,822,507.44","53,511,867.47","73,741,160.05","67,144,392.05","77,091,158.70","75,565,880.61","81,162,269.74","79,326,003.69","81,856,451.78","82,606,676.22","113,556,888.64","65,849,184.71","63,822,372.19","59,364,139.55","53,756,378.11","67,067,234.08","51,267,812.66","60,093,014.85","65,470,356.42","42,600,780.18","40,481,655.06","50,843,843.48","105,408,101.11","88,601,215.34","116,354,147.35","107,074,223.67","91,711,600.74","70,224,980.62"
预付款项,"40,478,708.40","31,985,396.36","56,553,597.72","66,098,020.12","46,180,905.03","63,363,873.27","36,581,252.78","59,092,244.66","46,013,076.25","81,170,706.46","67,686,726.30","65,196,378.29","76,144,311.26","88,648,804.74","90,575,239.34","91,657,317.47","55,035,011.00","97,640,494.15","98,564,575.36","135,849,021.94","73,520,497.34","78,035,833.71","68,308,660.91","44,758,997.22","32,754,391.66","34,346,278.69","32,686,826.90","30,261,155.31","27,858,124.18","41,926,081.59","25,914,322.36","12,155,887.92","3,693,806.71","4,339,900.72","5,330,752.66","5,973,787.57","15,157,811.32","26,664,793.80","39,669,636.90","44,966,398.79","24,931,347.35"
预收款项,"16,673,702.65","9,305,896.74","13,732,647.62","5,007,860.96","5,489,079.52","977,404.77","762,737.41","668,148.90","6,795,191.79","5,204,452.75","13,676,872.71","8,615,862.76","16,548,917.64","12,502,921.70","13,004,390.12","22,985,203.26","7,839,592.49","4,060,260.93","4,043,029.11","3,032,805.59","3,195,019.09","3,300,809.86","4,794,873.22","4,026,248.38","3,963,138.03","182,272.68","1,428,911.23","2,804,545.63","10,072,305.48","3,207,277.16","2,122,521.02","2,499,268.32","8,777,629.70","1,875,923.17","1,457,244.86","4,634,283.29","8,896,861.52","9,849,201.70","9,841,833.62","9,708,520.67","26,919,461.97"
其他应收款,"9,521,117.15","12,145,854.44","14,013,469.40","15,984,622.31","15,995,123.65","27,956,270.47","24,002,152.13","24,794,834.89","21,639,796.02","30,711,656.97","31,549,552.27","31,584,414.22","29,689,046.68","26,549,081.03","31,610,587.03","45,886,415.81","54,590,024.27","45,923,785.14","14,179,772.82","15,824,471.38","16,068,790.17","25,566,655.52","23,042,521.44","28,607,087.50","12,755,256.66","26,671,764.00","25,205,128.75","25,460,181.60","16,534,477.69","17,471,837.36","11,076,256.70","30,591,600.70","5,867,629.18","15,945,650.42","32,298,081.57","17,013,431.35","13,413,577.85","18,826,512.91","18,932,408.68","26,983,836.57","11,200,862.69"
应付职工薪酬,"218,122.16","220,727.19","279,195.64","283,694.98","292,418.20","329,669.03","424,080.05","382,964.90","636,667.84","890,502.27","655,564.22","512,904.88","788,343.14","814,596.98","1,095,878.30","1,784,553.30","1,291,370.23","1,162,710.98","1,674,851.21","1,876,834.83","2,792,961.18","2,765,162.47","1,641,967.76","1,476,988.46","2,012,426.60","1,734,620.39","1,331,067.62","1,225,124.17","2,124,509.13","2,601,016.60","2,129,321.71","1,784,577.61","4,366,203.88","2,303,449.81","2,028,911.40","3,097,134.64","7,038,694.84","3,866,780.97","4,416,639.44","3,592,423.35","11,129,842.35"
