科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"893,013,389.07","711,678,965.14","1,402,580,800.00","328,703,735.78","783,120,152.96","1,186,095,087.15","1,632,532,397.47","429,826,047.06","788,968,762.68","1,375,870,564.37","1,789,589,319.17","391,517,931.34","690,196,858.77","1,018,669,824.70","1,434,250,322.73","461,285,180.65","1,241,806,383.49","2,128,517,524.95","3,582,149,654.39","567,876,810.29","2,399,784,577.39","3,365,717,983.64","3,868,768,221.65","1,359,221,612.96","1,862,121,869.77","2,616,622,648.86","4,035,454,559.22","593,061,828.58","1,559,312,551.80","3,089,928,408.87"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,"42,247,195.08","40,972,422.48",,,,"41,509,485.55",,,,"42,572,379.81",,"650,785.22","31,682,490.89","45,611,870.12",,"13,705,650.33","22,233,871.42","30,885,581.21","3,464,790.31","21,174,082.55","34,574,644.21","52,229,842.29","2,590,026.02","18,160,708.23","28,524,027.99","43,611,187.14","4,742,778.85","5,167,789.54","17,548,322.69"
支付其他与投资活动有关的现金,"5,386,666.55","11,495,214.55","5,928,972.19",,"3,992,853.71","4,380,083.00","4,850,876.50","303,300.00","304,600.00","506,200.00","556,200.00","6,000.00","29,600.00","30,400.00","30,400.00",,"2,195,380.00","2,683,300.00","3,397,300.00","820,000.00","1,059,550.40","1,099,550.40","1,398,096.48","725,863.12","2,962,000.00","2,962,000.00",,,,"5,098,050.00"
收到其他与经营活动有关的现金,"300,142,916.14","75,214,451.57","48,501,339.98","4,634,529.92","36,586,077.56","51,802,637.95","72,888,040.20","10,381,644.01","17,708,158.11","21,510,537.98","46,369,531.44","3,684,488.77","16,650,156.00","24,228,258.65","38,000,216.56","11,316,710.93","25,187,514.63","138,211,995.16","133,251,044.34","118,575,091.91","38,887,262.18","227,534,029.77","70,327,659.26","168,157,686.47","216,361,277.85","263,263,115.87","294,954,238.87","23,862,063.83","33,562,280.15","50,311,614.43"
投资活动现金流出小计,"506,032,401.47","718,993,095.49","382,369,365.26","31,189,137.71","185,444,505.40","521,930,823.33","978,858,941.44","261,637,516.22","445,791,303.39","747,722,192.31","974,540,773.95","122,808,087.47","203,825,229.98","315,263,278.94","832,220,624.44","341,243,247.51","504,678,838.50","749,420,294.62","1,503,125,200.79","388,376,235.54","454,696,971.68","4,652,273,797.78","4,935,757,897.16","1,799,057,735.01","1,860,646,414.25","1,889,491,024.17","1,925,630,692.96","77,416,021.36","281,731,344.09","9,415,711,694.49"
经营活动现金流入小计,"1,193,156,305.21","829,140,611.79","1,492,054,562.46","333,338,265.70","819,706,230.52","1,237,897,725.10","1,746,929,923.22","440,207,691.07","806,676,920.79","1,397,381,102.35","1,878,531,230.42","395,202,420.11","707,497,799.99","1,074,580,574.24","1,517,862,409.41","472,601,891.58","1,280,699,548.45","2,288,963,391.53","3,746,286,279.94","689,916,692.51","2,459,845,922.12","3,627,826,657.62","3,991,325,723.20","1,529,969,325.45","2,096,643,855.85","2,908,409,792.72","4,374,019,985.23","621,666,671.26","1,598,042,621.49","3,157,788,445.99"
投资活动产生的现金流量净额,"-485,597,959.13","-675,828,792.34","-360,170,950.82","-31,179,137.71","-177,230,052.21","-439,874,385.62","-893,984,468.05","-260,158,716.22","-438,141,303.39","-726,135,298.83","-961,309,077.37","-115,331,282.22","-194,069,166.91","-298,098,137.13","-808,825,609.21","-292,546,647.51","-445,590,238.50","-679,490,142.23","-1,429,917,919.90","-379,340,852.04","-439,582,939.93","-4,532,265,663.33","-4,809,319,762.71","-1,788,057,735.01","-1,563,250,726.75","-1,591,798,336.67","-1,621,888,005.46","-77,367,021.36","-65,982,643.26","-1,698,995,420.54"
购买商品、接受劳务支付的现金,"638,072,473.66","312,219,126.10","534,749,217.10","94,332,282.71","309,550,896.97","447,515,454.22","656,542,549.74","165,725,490.27","337,555,128.93","542,910,020.55","762,224,191.99","224,809,909.38","363,289,081.22","642,073,710.42","569,538,034.59","154,591,731.57","606,857,076.20","1,069,527,392.57","1,647,936,716.15","180,993,523.32","704,950,725.46","1,028,431,346.96","1,436,373,880.28","220,770,890.73","362,848,983.36","580,164,214.52","802,998,179.81","226,289,238.24","480,905,438.68","948,562,645.82"
吸收投资收到的现金,,"22,500,000.00","890,000.00","2,926,248,000.00","2,926,248,000.00","2,926,248,000.00","2,926,248,000.00",,,,,,,,,,,,,,,,"4,875,499,994.00",,,,,"4,000,000.00","4,000,000.00","151,000,000.00"
支付给职工以及为职工支付的现金,"102,774,323.65","96,746,788.08","171,070,619.79","58,947,172.00","106,426,918.27","159,084,726.72","249,228,127.81","65,441,689.31","121,585,574.68","186,133,474.52","253,928,494.29","52,452,638.24","105,885,429.53","161,002,753.54","227,832,151.02","104,322,865.69","179,591,713.82","256,728,894.71","368,959,303.79","79,829,887.15","160,645,978.15","248,203,199.78","359,628,588.84","94,886,221.63","176,541,278.23","252,959,040.94","365,998,956.02","100,951,552.77","186,239,488.08","276,581,090.02"
取得借款收到的现金,"746,761,000.00","1,207,080,000.00","880,610,000.00",,"30,000,000.00","30,000,000.00","30,000,000.00","10,000,000.00","20,000,000.00","20,000,000.00","120,000,000.00","20,000,000.00","20,000,000.00","450,000,000.00","1,170,000,000.00","360,000,000.00","605,000,000.00","1,135,000,000.00","1,731,000,000.00","320,000,000.00","490,000,000.00","980,000,000.00","1,496,000,000.00","310,000,000.00","1,160,000,000.00","1,160,000,000.00","1,160,000,000.00","940,000,000.00","940,000,000.00","1,990,000,000.00"
支付的各项税费,"137,734,739.72","213,381,143.40","273,377,888.31","70,106,912.09","193,124,114.22","339,915,126.86","472,676,667.28","78,604,144.07","164,526,787.62","292,952,375.61","443,180,258.84","57,181,686.57","194,576,806.00","269,050,379.19","375,256,653.84","123,888,064.90","215,622,256.31","312,981,316.19","417,529,199.95","89,093,279.87","201,299,296.49","323,699,417.17","421,516,244.27","158,593,995.11","273,070,043.07","395,111,580.98","496,036,347.04","246,520,931.96","503,069,536.28","695,939,649.83"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,"1,724,000,000.00","1,724,000,000.00","1,913,542,222.20",,,,,,,
支付其他与经营活动有关的现金,"168,874,295.11","109,739,273.41","248,808,703.67","68,678,515.74","147,452,800.58","188,625,989.34","213,696,141.26","53,576,359.60","144,991,779.46","186,845,955.72","183,888,066.19","48,219,882.92","96,191,348.55","142,377,779.63","256,420,081.21","81,695,449.34","154,838,181.28","344,715,367.54","356,939,853.24","192,492,005.41","407,909,423.07","703,031,762.67","466,458,478.88","246,039,004.48","377,200,209.88","487,817,976.17","667,876,505.52","113,128,494.25","261,288,256.61","416,020,795.79"
筹资活动现金流入小计,"746,761,000.00","1,229,580,000.00","881,500,000.00","2,926,248,000.00","2,956,248,000.00","2,956,248,000.00","2,956,248,000.00","10,000,000.00","20,000,000.00","20,000,000.00","417,300,000.00","20,000,000.00","20,000,000.00","450,000,000.00","1,170,000,000.00","360,000,000.00","605,000,000.00","1,135,000,000.00","1,731,000,000.00","320,000,000.00","3,654,450,000.00","4,144,450,000.00","11,165,942,216.20","310,000,000.00","1,160,000,000.00","1,160,000,000.00","1,160,000,000.00","944,000,000.00","944,000,000.00","2,141,000,000.00"
经营活动现金流出小计,"1,047,455,832.14","732,086,330.99","1,228,006,428.87","292,064,882.54","756,554,730.04","1,135,141,297.14","1,592,143,486.09","363,347,683.25","768,659,270.69","1,208,841,826.40","1,643,221,011.31","382,664,117.11","759,942,665.30","1,214,504,622.78","1,429,046,920.66","464,498,111.50","1,156,909,227.61","1,983,952,971.01","2,791,365,073.13","542,408,695.75","1,474,805,423.17","2,303,365,726.58","2,683,977,192.27","720,290,111.95","1,189,660,514.54","1,716,052,812.61","2,332,909,988.39","686,890,217.22","1,431,502,719.65","2,337,105,181.46"
偿还债务支付的现金,"228,400,000.00","662,761,000.00","515,972,100.00","589,400,000.00","1,204,580,000.00","1,214,080,000.00","1,233,580,000.00","7,000,000.00","96,000,000.00","121,800,000.00","181,000,000.00","10,000,000.00","56,000,000.00","76,000,000.00","341,030,000.00",,"185,000,000.00","561,900,000.00","1,021,900,000.00",,"233,970,000.00","713,970,000.00","3,233,970,000.00","435,000,000.00","2,317,013,416.67","2,522,013,416.67","3,222,000,000.00",,"940,000,000.00","940,000,000.00"
经营活动产生的现金流量净额,"145,700,473.07","97,054,280.80","264,048,133.59","41,273,383.16","63,151,500.48","102,756,427.96","154,786,437.13","76,860,007.82","38,017,650.10","188,539,275.95","235,310,219.11","12,538,303.00","-52,444,865.31","-139,924,048.54","88,815,488.75","8,103,780.08","123,790,320.84","305,010,420.52","954,921,206.81","147,507,996.76","985,040,498.95","1,324,460,931.04","1,307,348,530.93","809,679,213.50","906,983,341.31","1,192,356,980.11","2,041,109,996.84","-65,223,545.96","166,539,901.84","820,683,264.53"
分配股利、利润或偿还利息支付的现金,"83,928,443.20","66,688,122.76","148,035,869.78","36,993,380.48","63,550,610.38","87,760,144.52","112,823,464.90","23,887,698.21","104,500,965.67","127,541,002.88","151,275,306.42","22,039,476.95","43,516,989.16","128,168,997.82","170,866,900.63","36,717,010.17","105,703,346.15","205,029,788.97","272,765,971.60","48,654,881.53","126,496,945.90","206,320,334.08","325,232,387.39","76,876,057.51","184,827,820.08","285,465,842.56","378,667,729.02","12,329,280.64","71,252,815.49","258,665,751.60"
