科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
收回投资收到的现金,,"27,870,000.00","820,871.90",,,"60,000,000.00","60,000,000.00",,,"272,972.48","272,972.48",,,"4,100,000.00","4,100,000.00","39,200.00",,,,,,,"6,380,000.00",,"18,326,000.00","18,578,000.00","24,628,000.00",,"3,693,607.83","7,492,578,959.48"
支付其他与筹资活动有关的现金,,,,"8,710,000.00","10,096,270.00","10,096,270.00","10,096,270.00",,,,,,,,,,,,,,,"132,857,577.12","368,808,438.81","123,411,404.60","1,197,779,073.43","1,322,746,742.26","1,450,085,681.02","159,232,283.97","159,232,283.97","159,232,283.97"
取得投资收益收到的现金,"10,551,967.96","4,918,032.15","2,500,000.00",,,"9,435,600.00","9,435,600.00",,,"4,250,000.00","4,250,000.00","3,616,666.67","4,616,666.67","4,616,666.67","4,616,666.67",,"9,000,000.00","9,000,000.00","9,000,000.00","6,000,000.00","6,000,000.00","67,850,000.00","67,850,000.00","6,000,000.00","253,529,895.50","253,529,895.50","253,529,895.50",,"212,006,093.00","223,888,314.47"
筹资活动现金流出小计,"312,328,443.20","729,449,122.76","664,007,969.78","635,103,380.48","1,278,226,880.38","1,311,936,414.52","1,356,499,734.90","30,887,698.21","200,500,965.67","249,341,002.88","332,275,306.42","32,039,476.95","99,516,989.16","204,168,997.82","511,896,900.63","36,717,010.17","290,703,346.15","766,929,788.97","1,294,665,971.60","48,654,881.53","360,466,945.90","1,053,147,911.20","3,928,010,826.20","635,287,462.11","3,699,620,310.18","4,130,226,001.49","5,050,753,410.04","171,561,564.61","1,170,485,099.46","1,357,898,035.57"
处置固定资产、无形资产和其他长期资产收回的现金净额,"4,268,154.38","559,111.00","5,261,390.70","10,000.00","10,000.00","28,720.00","990,940.18",,,"1,564,081.00","1,564,081.00",,"25,000.00","85,000.00","85,000.00","50,028,400.00","50,088,600.00","60,631,738.37","63,848,866.87","3,035,383.50","9,113,134.45","52,158,134.45","52,208,134.45","5,000,000.00","25,539,792.00","25,584,792.00","25,584,792.00","49,000.00","49,000.00","249,000.00"
筹资活动产生的现金流量净额,"434,432,556.80","500,130,877.24","217,492,030.22","2,291,144,619.52","1,678,021,119.62","1,644,311,585.48","1,599,748,265.10","-20,887,698.21","-180,500,965.67","-229,341,002.88","85,024,693.58","-12,039,476.95","-79,516,989.16","245,831,002.18","658,103,099.37","323,282,989.83","314,296,653.85","368,070,211.03","436,334,028.40","271,345,118.47","3,293,983,054.10","3,091,302,088.80","7,237,931,390.00","-325,287,462.11","-2,539,620,310.18","-2,970,226,001.49","-3,890,753,410.04","772,438,435.39","-226,485,099.46","783,101,964.43"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,"-204,000.00","1,269,468.44","1,285,566.78","1,278,667.49","508,247.33","414,702.02","-96,525.48","4,331,133.62","6,696,007.66","-35,246.22","149,687.60","200,381.23","482,350.92","-606,318.39","-2,615,049.63","-4,826,423.09"
收到其他与投资活动有关的现金,"5,614,320.00","9,817,160.00","13,616,151.84",,"8,204,453.19","12,592,117.71","14,447,933.21","1,478,800.00","7,650,000.00","15,499,840.00","7,144,643.10","3,860,138.58","5,114,396.40","8,363,475.14","14,593,348.56","-1,371,000.00",,"298,414.02","358,414.02",,897.30,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"20,434,442.34","43,164,303.15","22,198,414.44","10,000.00","8,214,453.19","82,056,437.71","84,874,473.39","1,478,800.00","7,650,000.00","21,586,893.48","13,231,696.58","7,476,805.25","9,756,063.07","17,165,141.81","23,395,015.23","48,696,600.00","59,088,600.00","69,930,152.39","73,207,280.89","9,035,383.50","15,114,031.75","120,008,134.45","126,438,134.45","11,000,000.00","297,395,687.50","297,692,687.50","303,742,687.50","49,000.00","215,748,700.83","7,716,716,273.95"
五、现金及现金等价物净增加额,"94,535,070.74","-78,643,634.30","121,369,212.99","2,301,238,864.97","1,563,942,567.89","1,307,193,627.82","860,550,234.18","-204,186,406.61","-580,624,618.96","-766,937,025.76","-640,974,164.68","-114,832,456.17","-326,031,021.38","-192,191,183.49","-62,111,021.09","40,109,590.84","-6,217,697.03","-5,130,843.19","-38,154,437.36","39,926,965.21","3,839,344,087.64","-112,171,509.87","3,742,656,165.88","-1,303,701,229.84","-3,195,738,008.02","-3,369,466,976.82","-3,471,049,067.74","629,241,549.68","-128,542,890.51","-100,036,614.67"
购建固定资产、无形资产和其他长期资产支付的现金,"458,045,734.92","702,767,880.94","344,140,393.07","31,189,137.71","181,051,651.69","463,150,740.33","703,233,564.94","256,778,016.22","440,930,503.39","742,659,792.31","919,428,373.95","122,802,087.47","203,795,629.98","315,232,878.94","789,495,491.16","330,557,493.01","487,396,488.15","710,873,638.98","961,013,727.80","301,093,479.62","367,253,972.86","533,414,253.06","521,292,939.86","61,475,871.89","120,828,414.25","149,673,024.17","188,774,692.96","77,416,021.36","128,731,344.09","225,128,299.24"
期初现金及现金等价物余额,"38,106,769.96","132,641,840.70","53,998,206.40","175,367,419.39","175,367,419.39","175,367,419.39","175,367,419.39","1,035,917,653.57","1,035,917,653.57","1,035,917,653.57","1,035,917,653.57","394,943,488.89","394,943,488.89","394,943,488.89","394,943,488.89","332,832,467.80","332,832,467.80","332,832,467.80","332,832,467.80","294,678,030.44","294,678,030.44","294,678,030.44","294,678,030.44","4,037,334,196.32","4,037,334,196.32","4,037,334,196.32","4,037,334,196.32","566,285,128.58","566,285,128.58","566,285,128.58"
投资支付的现金,"42,600,000.00","4,730,000.00","32,300,000.00",,"400,000.00","54,400,000.00","270,774,500.00","4,556,200.00","4,556,200.00","4,556,200.00","54,556,200.00",,,,"42,694,733.28","10,685,754.50","15,086,970.35","35,863,355.64","538,714,172.99","86,462,755.92","86,383,448.42","4,117,759,994.32","4,413,066,860.82","1,736,856,000.00","1,736,856,000.00","1,736,856,000.00","1,736,856,000.00",,"153,000,000.00","9,185,485,345.25"
期末现金及现金等价物余额,"132,641,840.70","53,998,206.40","175,367,419.39","2,476,606,284.36","1,739,309,987.28","1,482,561,047.21","1,035,917,653.57","831,731,246.96","455,293,034.61","268,980,627.81","394,943,488.89","280,111,032.72","68,912,467.51","202,752,305.40","332,832,467.80","372,942,058.64","326,614,770.77","327,701,624.61","294,678,030.44","334,604,995.65","4,134,022,118.08","182,506,520.57","4,037,334,196.32","2,733,632,966.48","841,596,188.30","667,867,219.50","566,285,128.58","1,195,526,678.26","437,742,238.07","466,248,513.91"
