科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"156,071,267.86","249,267,690.37","147,601,360.16","104,191,052.10","111,665,804.31","149,168,902.90","156,510,158.71","109,578,155.61","150,084,616.34","163,315,728.00","143,185,659.29","148,872,029.39","205,582,007.17","324,292,462.70","265,293,720.09"
短期借款,"315,856,000.00","349,029,000.00","350,000,000.00","246,294,602.00","226,194,602.00","197,300,000.00","3,800,000.00","13,000,000.00","9,000,000.00","9,000,000.00","9,000,000.00","49,600,000.00","195,100,000.00","195,100,000.00","296,700,000.00"
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,"30,000.00","710,000.00","212,750.00",,,"2,670,000.00","570,000.00",,"1,100,000.00","2,100,000.00","300,000.00","200,000.00","1,100,000.00","2,300,000.00","100,000.00"
应付票据,,,"450,000.00",,,,,,,,,,"56,579,869.23",,
应收账款,"34,482,484.22","23,846,167.65","29,079,313.13","32,435,462.54","25,586,044.92","18,654,356.33","24,204,776.18","25,245,898.69","27,151,547.33","20,163,631.94","23,957,300.51","23,602,705.84","28,226,996.23","14,551,953.78","29,808,717.68"
应付账款,"56,587,351.13","45,949,361.11","94,778,156.75","64,926,883.01","66,976,106.84","73,983,413.24","57,724,642.24","47,894,381.26","53,832,150.44","88,645,579.24","60,018,583.23","90,012,178.56",,"105,221,987.54",
预付款项,"10,441,807.60","5,535,736.49","3,933,589.51","8,639,218.45","12,134,887.62","8,510,369.19","19,105,512.26","15,958,228.86","12,437,778.05","4,049,418.52","12,477,296.66","13,697,914.09","20,624,848.26","7,592,506.12","47,978,260.15"
预收款项,"8,965,241.58","15,934,932.02","27,081,423.30","21,399,472.27","33,986,408.74","34,940,842.67","38,669,067.33","39,297,566.83","51,132,295.96","47,838,688.96","35,705,716.78","35,784,362.99","46,222,149.83","52,474,768.92","51,705,840.61"
其他应收款,"7,154,962.86","16,286,744.56","23,996,505.67","14,576,919.07","14,000,492.16","13,354,153.22","11,010,912.93","17,094,897.11","18,211,932.30","25,562,384.52","38,953,175.09","50,612,652.98","43,992,205.54","28,273,654.17","36,104,612.31"
应付职工薪酬,"5,128,005.48","6,748,091.13","9,003,163.64","10,307,332.61","11,232,886.45","12,058,856.37","12,070,973.15","12,353,681.77","13,231,265.83","18,874,620.28","17,860,142.51","15,575,153.54","16,694,459.61","24,048,921.75","24,622,437.25"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"1,087,073.58","1,382,981.99","3,526,657.39","2,959,636.01","5,242,877.27","6,738,170.56","3,259,914.43","2,026,587.68","2,595,422.56","7,013,214.49","9,617,449.17","5,392,267.49","6,391,645.67","13,136,466.72","8,830,036.98"
应收利息,,,,,,,,,,,,,,,
应付利息,"712,827.33","892,694.85","845,449.64","589,772.07","505,651.29","535,767.69","116,207.04","122,754.58","144,068.62","156,214.45","267,899.44","355,370.18",,"650,804.82","1,182,828.65"
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,"13,733,592.29",,,,,,,
存货,"204,409,531.97","222,878,878.53","230,134,482.27","164,019,936.98","163,331,150.13","136,919,114.09","124,055,829.08","129,402,563.32","119,205,276.73","126,145,457.98","113,855,370.39","155,562,599.51","156,389,478.34","139,702,216.54","221,608,892.15"
其他应付款,"9,032,767.54","29,683,881.41","30,351,407.53","37,515,812.31","38,141,750.83","39,353,113.33","45,449,639.64","39,501,948.48","41,122,817.35","39,310,023.26","47,073,430.83","46,995,345.44","47,722,676.24","49,499,040.35","99,755,485.16"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,"2,700,000.00","10,000,000.00","36,413,600.00","64,500,000.00","59,500,000.00","72,850,000.00","27,850,000.00","30,200,000.00","30,200,000.00","54,200,002.00","54,200,002.00","35,418,602.00","35,418,602.00","69,327,288.00","69,327,288.00"
其他流动资产,"67,744,485.61","79,518,910.24","95,000,919.81","99,617,630.37","109,526,746.22","122,623,933.43","130,563,125.07","141,631,100.03","147,196,178.50","157,267,801.94","158,398,415.51","167,071,905.83","172,090,351.08","166,767,796.39","174,758,218.52"
其他流动负债,,,,,,,,,,,,,,,
流动资产合计,"480,334,540.12","598,044,127.84","529,958,920.55","423,480,219.51","436,245,125.36","451,900,829.16","466,020,314.23","438,910,843.62","475,387,329.25","500,922,838.43","491,127,217.45","559,619,807.64","628,005,886.62","683,480,589.70","775,652,420.90"
流动负债合计,"400,069,266.64","459,620,942.51","552,449,858.25","448,493,510.28","441,780,283.42","437,760,163.86","188,940,443.83","198,130,512.89","201,258,020.76","265,038,342.68","233,743,223.96","279,133,280.20","404,129,402.58","508,808,473.28","665,407,420.94"
