科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"96,716,346.28","94,354,328.40","123,898,284.00","103,097,925.21","283,313,624.37","82,528,061.10","102,255,151.62","261,053,964.17","282,335,345.35","63,178,823.98","83,517,166.74","147,157,985.84","76,671,509.83","97,525,666.33","145,618,012.64","802,937,581.43","1,024,847,083.63","1,149,509,014.31","1,685,533,918.69","1,487,919,740.99","1,235,612,987.12","1,136,358,196.29","1,309,951,166.25","1,218,375,050.52","865,293,696.69","779,219,545.84","519,162,056.51","1,303,970,041.78","1,011,728,336.77","862,696,760.05","1,332,159,722.03","1,387,910,458.86","1,055,360,331.56","748,193,157.56","1,099,870,833.60","703,051,648.35","3,544,147,816.51","2,935,081,676.16","3,026,441,059.32","2,597,544,937.50","2,135,669,674.33","2,515,803,323.19","2,350,231,025.06","2,003,637,139.52"
短期借款,"694,771,836.33","672,871,836.33","623,100,000.00","624,710,425.83","781,610,425.83","551,610,425.83","514,610,425.83","506,900,000.00","512,500,000.00","514,000,000.00","502,500,000.00",,,"200,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","300,000,000.00","600,000,000.00","600,000,000.00","600,000,000.00","600,000,000.00","600,000,000.00",,,,"294,000,000.00","294,000,000.00","294,000,000.00","294,000,000.00",,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,"300,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"878,877.22","16,739,689.90","30,084,001.87","1,626,675.27","15,460,399.27",,"3,576,697.18","1,180,000.00","2,574,000.00","1,259,663.75","3,897,514.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,"175,482,592.00","194,366,375.10","160,011,301.10","91,800,000.00","119,050,000.00","113,215,388.98","190,000,000.00","361,650,000.00","351,500,000.00","133,950,000.00","145,796,880.00",,,,,,,,,,,,,,,,,"12,700,000.00","13,440,244.03","740,244.03","700,000.00","1,444,588.40","4,799,781.27","1,300,000.00",,,,,,,,,,
应收账款,"91,410,022.74","69,380,857.53","60,487,143.87","62,994,870.83","64,182,752.65","47,287,769.75","72,012,111.75","64,122,698.26","65,899,086.27","69,667,522.93","62,067,635.59","34,514,246.70","2,271,474.90","12,834.00",,"9,130,266.90","7,036,810.20","6,846,963.30","4,464,820.80","1,390,000.00",,,,"1,161,000.00",,,"1,200,000.00","28,765,891.00",,"108,000.00",,,,,,"13,943,970.00",,,,,,,,
应付账款,"328,705,671.92","255,701,501.96","361,825,659.31","228,979,031.07","282,671,286.65","238,388,211.05","383,708,162.76","414,099,959.06","350,843,204.47","419,761,491.65","288,494,093.22","274,843,853.62","261,168,785.66","247,417,529.25","226,648,092.77","341,693,842.48","271,902,458.00","276,310,870.98","292,021,960.93","464,071,271.64","438,339,245.02","330,965,831.94","317,059,662.77","429,555,746.53","302,190,623.76","188,256,097.79","345,845,958.88","380,230,057.55","376,721,960.57","386,394,390.73","368,626,267.80","701,383,982.59","543,989,457.05","663,442,601.94","507,557,349.85","458,502,883.87","457,745,378.50","500,554,853.54","448,816,393.46","634,637,222.37","452,654,435.33","439,763,289.08","387,514,680.93","955,263,689.11"
预付款项,"65,197,307.47","55,612,807.88","38,207,151.99","30,341,223.51","27,937,788.12","33,603,315.19","27,266,364.50","20,447,093.49","21,970,938.43","21,666,920.53","23,226,929.15","6,328,346.29","179,333,685.89","24,705,206.37","383,809,745.07","12,821,690.61","3,112,664.77","46,988,169.28","57,653,935.68","138,774,159.29","283,333,211.36","278,351,416.86","119,426,343.35","181,886,303.67","330,321,460.08","666,239,534.28","676,603,906.76","372,500,942.95","48,374,594.43","45,415,142.65","42,712,676.80","22,558,461.24","24,352,214.21","45,652,317.78","37,386,549.83","14,754,087.02","14,756,636.15","11,651,758.32","22,318,780.89","5,180,990.69","10,391,858.82","11,241,342.76","7,924,296.91","3,334,914.01"
预收款项,"100,245,239.00","103,601,987.28","109,027,308.65","117,194,528.31","106,812,928.12","119,124,686.50","95,469,212.43","101,877,537.06","95,555,786.59","92,062,647.81","89,242,398.29","866,716,073.00","1,000,178,685.37","1,032,696,500.77","1,061,684,615.77","884,028,810.00","1,270,971,869.00","1,655,296,397.00","2,042,104,600.00","522,779,104.99","513,118,251.98","534,751,742.97","1,023,687,640.00","253,533,792.00","368,969,444.00","797,673,183.00","1,172,399,934.00","498,174,107.00","501,779,730.00","660,656,427.34","812,107,738.35","68,787,575.34","70,733,103.00","92,079,602.00","266,131,166.00","449,358,242.34","602,294,681.00","597,628,312.00","964,667,474.00","628,671,636.06","670,246,521.97","743,673,311.80","773,459,381.61","361,072,608.08"
其他应收款,"30,100,629.27","30,266,535.02","8,634,957.84","19,319,561.46","28,146,536.67","16,042,295.38","32,111,343.55","31,430,673.40","23,991,532.71","20,407,283.32","27,504,935.63","1,931,316.12","2,921,274.06","7,773,703.53","184,512,255.71","1,997,954.17","11,116,469.65","23,836,045.06","6,817,136.27","2,356,928.19","2,054,158.19","1,373,513.30","1,325,972.33","896,289.49","1,864,548.99","1,655,912.76","2,559,160.79","2,572,629.53","2,162,665.56","102,889,285.32","12,276,987.37","19,532,054.68","19,090,300.05","21,095,689.68","15,203,667.11","19,690,417.76","17,889,997.57","17,617,543.44","17,905,167.71","25,554,915.30","23,919,920.48","28,159,854.58","26,907,123.02","26,280,490.07"
应付职工薪酬,"5,880,876.77","6,943,917.21","6,326,104.33","52,179,095.15","53,667,765.65","48,572,602.52","59,081,813.87","63,035,399.85","69,199,937.74","76,655,653.55","71,808,693.07","175,300.86","269,692.37","328,899.17","382,344.58","308,847.20","325,081.38","360,922.27","404,670.63","287,034.98","262,864.46","341,126.22","394,766.01","115,533.82","219,775.85","256,438.06","464,018.16","115,248.52","234,716.77","285,613.73","376,007.29","114,533.82","194,640.89","257,354.33","338,507.58","114,533.82","209,343.33","259,950.54","325,534.67","2,952,644.11","222,646.77","296,693.97","304,161.71","6,160,154.07"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-875,431.17","-974,072.20","8,376,961.06","10,591,531.31","7,343,831.51","10,332,530.36","-3,945.77","-1,569,024.00","-465,636.10","3,009,819.20","4,562,063.48","205,708,567.78","150,690,529.15","135,206,045.20","80,066,540.40","208,147,466.28","114,773,110.55","73,825,022.92","85,198,223.27","81,744,547.70","3,268,531.42","24,332,055.79","1,046,265.65","53,294,354.13","43,855,092.46","-51,134,188.42","-97,921,929.63","95,287,771.35","13,289,396.05","-19,105,791.47","-74,104,630.96","43,348,900.68","10,322,550.40","-9,399,167.44","-11,339,129.96","-2,279,175.81","-27,880,777.75","-35,079,123.60","-53,283,434.99","62,321,691.40","9,020,763.73","-17,257,437.23","-23,152,370.63","46,050,864.40"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,"96,480.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,205,821.92","12,886,643.84","23,335,273.98","33,900,000.00","2,205,821.92","12,886,643.84","24,205,890.42","57,657,739.74","49,102,191.80","82,921,643.86","24,205,890.44","57,657,739.76","49,102,191.82","82,921,643.88"
