科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"169,934,410.75","163,038,078.92","144,685,869.98","104,662,351.28","173,624,088.04","252,626,662.80","33,472,602.70","78,929,108.94","129,699,629.58","227,044,769.19","39,443,786.10","85,657,445.92","126,307,798.19","175,269,228.29","33,523,538.87","70,714,517.72","156,746,458.82","146,293,010.39","28,735,884.46","88,704,953.81","123,640,793.54","130,748,229.30","20,756,814.68","43,069,076.97","67,063,145.53","102,237,675.10","20,387,151.99","36,999,251.67","50,269,219.25","84,833,788.66","21,081,743.68","44,591,614.82","69,699,777.41"
取得子公司及其他营业单位支付的现金净额,"6,019,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"5,100,743.62","3,880,113.27","1,991,911.49","5,018,673.88","8,178,331.13","10,399,980.52","784,700.00","3,647,950.60","6,464,042.69","9,161,152.78","2,095,484.93","4,387,715.94","5,714,731.48","8,530,348.58","985,831.86","2,612,102.71","4,796,721.42","6,888,579.02","1,238,674.14","3,521,924.32","6,919,467.59","6,305,084.34","1,736,129.67","1,997,747.90","2,607,148.99","3,805,213.76","1,470,280.38","2,095,174.73","2,095,174.73","3,348,198.50","1,836,818.18","3,106,016.32","5,567,990.25"
支付其他与投资活动有关的现金,,,,"1,800,000.00","1,800,000.00","1,800,000.00",,,,,,,,"47,606.36",,,,,,,,,16.40,16.40,,,,,,,,,
收到其他与经营活动有关的现金,"15,820,164.01","1,374,855.98","2,116,639.10","289,217.02","3,459,003.82","7,018,231.75","5,124,000.00","11,277,131.15","12,527,237.20","9,920,407.16","929,241.15","2,888,644.85","5,860,219.43","16,409,306.12","1,441,555.07","2,917,913.44","3,422,569.22","9,869,480.19","1,706,124.93","2,753,541.81","5,080,854.65","7,706,211.94","1,906,715.41","2,659,920.45","4,136,963.14","14,306,585.25","61,518,715.83","64,946,581.36","64,066,740.80","96,810,839.59","7,206,854.78","15,771,252.16","21,532,584.20"
投资活动现金流出小计,"17,964,495.69","21,747,263.27","59,222,615.22","10,825,938.54","13,212,350.11","23,185,013.88","3,630,200.00","18,566,391.78","37,471,143.48","106,889,743.88","14,614,072.40","27,440,544.10","42,551,477.71","44,495,962.92","5,995,403.80","6,805,143.56","15,407,577.29","16,094,336.31","1,914,326.83","4,797,922.76","4,881,072.77","2,335,377.24","12,152,704.43","12,168,104.43","12,201,238.03","21,402,824.22","38,500.00","101,149.00","105,848.00","29,266,126.07","11,000.00","13,826,810.00","20,851,830.00"
经营活动现金流入小计,"190,855,318.38","168,293,048.17","148,794,420.57","109,970,242.18","185,261,422.99","270,044,875.07","39,381,302.70","93,854,190.69","148,690,909.47","246,126,329.13","42,468,512.18","92,933,806.71","137,882,749.10","200,208,882.99","35,950,925.80","76,244,533.87","164,965,749.46","163,051,069.60","31,680,683.53","94,980,419.94","135,641,115.78","144,759,525.58","24,399,659.76","47,726,745.32","73,807,257.66","120,349,474.11","83,376,148.20","104,041,007.76","116,431,134.78","184,992,826.75","30,125,416.64","63,468,883.30","96,800,351.86"
投资活动产生的现金流量净额,"-12,522,400.12","-20,582,176.59","-59,151,945.65","-10,825,938.54","-13,212,350.11","-23,161,177.26","-3,630,200.00","-18,566,391.78","-37,471,143.48","-58,816,580.58","-14,614,072.40","-27,440,544.10","-42,534,177.71","-42,678,662.92","-5,995,403.80","-6,805,143.56","-15,407,577.29","-16,094,036.31","-1,914,326.83","-4,797,922.76","-4,881,072.77","-2,334,533.24","-12,152,704.43","-12,168,104.43","-12,201,238.03","-21,402,824.22","-38,500.00","-101,149.00","-105,848.00","-22,766,126.07","-11,000.00","-10,576,810.00","-17,601,830.00"
购买商品、接受劳务支付的现金,"107,643,592.86","117,250,999.00","83,778,077.24","79,459,266.42","145,622,409.51","221,048,246.85","31,096,100.00","78,502,290.69","115,840,619.47","184,875,691.40","21,048,564.74","44,360,821.37","69,154,643.22","93,156,034.90","22,299,434.91","44,342,823.98","117,574,719.50","94,521,525.33","18,818,136.20","62,598,699.10","84,080,692.77","81,726,201.15","13,787,913.57","26,191,173.81","38,038,391.82","84,211,426.70","15,600,166.69","20,733,110.88","25,357,511.42","51,289,073.01","9,882,088.91","27,923,876.59","44,849,787.92"
吸收投资收到的现金,"23,024,515.19","24,792,700.00","27,552,000.00",,"320,000,000.00","320,000,000.00",,,,,,,"420,000.00","420,000.00",,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金,"14,782,891.33","18,345,867.14","24,895,053.19","15,152,323.46","22,764,559.20","28,876,622.79","7,670,000.00","14,613,678.46","24,968,381.20","34,898,726.09","7,927,068.21","16,726,832.00","25,448,605.47","36,566,695.37","9,515,810.78","17,669,353.68","27,715,862.62","36,308,280.24","9,748,506.94","20,746,237.38","31,637,304.25","41,827,272.44","8,307,124.86","16,134,783.46","24,781,650.76","30,115,083.94","7,503,831.54","14,908,000.34","21,816,851.84","31,429,987.89","8,136,760.52","15,508,428.67","24,377,637.50"
取得借款收到的现金,,,"27,380,000.00",,"10,000,000.00",,,"2,929,558.13","2,929,558.13","2,929,558.13",,,,,,,,,,,,,"20,000,000.00","20,000,000.00","20,000,000.00","70,000,000.00",,,,"50,000,000.00",,,
支付的各项税费,"7,529,071.26","6,267,618.83","7,312,966.83","4,795,105.31","7,665,008.42","8,402,881.40","3,947,800.00","6,357,320.32","9,196,707.86","9,572,797.93","3,125,192.10","5,390,898.11","8,844,802.46","11,274,989.82","4,014,198.36","6,113,986.28","7,798,682.90","10,948,958.16","3,146,145.53","5,262,906.02","8,643,453.51","10,170,535.66","2,645,770.37","3,752,973.54","5,451,786.12","6,778,900.58","5,836,678.21","6,935,717.38","8,956,431.03","9,901,449.13","1,079,563.89","3,175,225.21","4,182,108.10"
收到其他与筹资活动有关的现金,,"22,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"5,993,990.39","9,372,818.65","9,959,169.02","5,214,649.67","7,533,765.22","7,074,029.98","6,986,700.00","11,260,340.09","15,578,650.12","13,786,384.66","4,120,255.04","8,044,519.59","10,775,260.47","12,853,946.30","2,755,371.35","5,808,219.44","7,567,071.43","12,351,688.98","7,733,244.11","12,733,432.79","15,246,922.09","14,684,339.86","3,598,143.67","7,835,089.96","15,017,254.07","17,913,822.40","53,482,881.22","80,764,046.10","83,799,814.86","65,285,067.56","30,012,252.29","20,871,775.60","26,661,283.47"
筹资活动现金流入小计,"23,024,515.19","46,792,700.00","54,932,000.00",,"330,000,000.00","320,000,000.00",,"2,929,558.13","2,929,558.13","2,929,558.13",,,"420,000.00","420,000.00",,,,,,,,,"20,000,000.00","20,000,000.00","20,000,000.00","70,000,000.00",,,,"50,000,000.00",,,
