科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"24,087,576.13","96,139,634.01","108,880,036.85","104,017,604.87","591,002,303.61","412,017,008.97","438,364,014.23","506,878,908.20","395,788,915.37","249,850,911.60","229,364,853.55","242,146,571.46","189,171,558.54","104,550,572.25","179,073,319.19","256,709,665.20","145,100,508.27","171,424,505.67","230,183,329.29","239,455,461.68","168,084,687.44","202,245,952.69","392,883,249.57","311,533,793.15","320,916,957.05","293,177,188.19","305,691,143.25","340,486,848.22","291,575,883.11","3,862,598,571.14","3,931,130,010.97","3,637,452,016.00","3,181,209,164.44","3,243,526,282.99","3,150,336,968.15","2,859,589,154.09"
短期借款,"88,671,648.87","81,591,804.78","182,180,533.33","210,165,693.90","191,853,925.09","49,753,644.37","192,803,007.98","387,024,683.36","359,715,352.56","301,592,534.97","311,831,573.06","419,516,628.37","445,809,370.42","363,249,889.45","487,952,449.99","584,658,792.05","476,313,540.67","504,358,878.14","578,868,811.96","616,095,837.00","574,732,596.62","575,539,930.77","740,361,459.05","715,676,815.52","671,046,538.68","557,613,105.49","560,061,203.44","609,931,170.57","552,100,970.65","200,000,000.00",,,,"5,000,000.00","7,970,000.00","108,000,000.00"
交易性金融资产,,"4,282,712.71","1,392,035.00","1,944,695.00","1,743,832.00","2,569,594.00","1,504,130.00","2,433,988.21","3,841,373.45","5,363,634.25","1,849,280.80","841,587.60","-27,141.69","3,578,858.79","8,730,900.59","11,685,887.66","7,194,459.93","4,079,048.82","1,180,925.00","1,937,700.30","4,458,057.56","785,498.07","1,568,776.41","1,317,447.61","261,527.46","20,617,789.36","56,041,980.50","49,422,747.20","49,872,949.65",,,,,,,
交易性金融负债,,"2,170,550.00","235,130.00","2,069,255.14","1,660,095.00","72,030.00","1,412,256.40","683,651.50","1,186,470.00",,"160,362.20","161,621.80","1,328,923.65","53,600.00","1,248,150.00","2,070,700.00","915,947.84","1,393,552.89","5,464,773.35","1,489,072.00",,"2,169,123.13","91,150.00","728,350.00","2,609,635.50","1,191,405.06","74,625.50","24,750.00",,,,,,,,
应收票据,,,,,,"30,000.00","280,000.00","150,000.00","3,500,000.00","400,000.00","1,290,000.00","1,290,000.00","8,838,489.32","4,000,087.92","3,040,150.54","958,092.33","1,744,000.00","9,350,000.00","4,714,098.77","4,015,368.38","5,035,141.50","12,936,295.80","4,108,541.60","10,422,532.66","5,550,000.00","7,971,958.60","3,185,000.00","5,127,404.78","3,327,112.41","112,500,000.00","148,300,000.00","88,800,000.00","183,500,000.00","252,198,400.00","190,198,400.00","194,500,000.00"
应付票据,"23,370,000.00","34,130,000.00","33,880,000.00","32,180,000.00","35,880,000.00","8,200,000.00",,,"3,500,000.00",,,,,,,,"11,690,000.00","24,769,918.24","19,355,800.00","22,435,753.84","10,000,000.00","10,000,000.00","4,000,000.00",,,"15,100,000.00","19,100,000.00","6,500,000.00","13,259,600.00",,,,,,,
应收账款,"134,274,016.94","150,113,568.99","176,228,181.82","213,201,274.67","182,024,092.08","212,031,226.28","173,120,043.91","262,193,796.68","238,360,884.65","217,302,400.61","189,219,698.77","268,844,727.49","279,445,852.04","292,200,428.44","261,640,776.90","272,375,899.12","273,699,202.29","291,414,884.50","229,531,625.62","299,868,585.12","268,430,764.62","339,449,567.14","214,565,274.47","284,377,150.06","258,300,017.26","267,154,458.14","211,124,507.72","250,540,822.61","253,106,373.67","655,671,436.71","732,522,193.48","686,058,131.29","881,595,035.98","710,106,962.68","853,503,582.99","893,445,597.69"
应付账款,"91,095,320.10","106,389,154.44","128,225,079.59","164,856,018.00","124,736,289.57","160,237,988.94","113,992,023.02","153,531,181.64","100,961,203.25","164,632,981.51","124,413,243.58","157,836,858.17","122,843,539.75","162,395,980.06","107,462,425.85","120,751,446.24","129,465,025.35","183,395,473.85","122,829,158.07","166,975,849.42","147,711,668.16","177,882,227.54","99,588,294.49","144,369,999.15","123,504,402.70","156,813,350.23","124,966,612.88","151,703,276.93","141,298,010.04","600,748,691.32","549,515,220.58","508,908,553.12","473,992,450.32","806,299,896.00","493,655,740.35","730,838,407.29"
预付款项,"4,030,618.78","3,498,558.03","1,797,253.08","8,368,642.58","2,184,852.55","13,464,804.11","62,257,876.72","71,363,202.61","67,617,517.35","67,072,974.43","47,497,254.78","65,725,880.98","69,482,190.64","87,067,593.18","86,847,195.04","74,188,529.72","4,580,482.78","23,582,443.10","17,014,619.70","24,176,100.32","23,520,284.99","30,856,029.19","30,125,515.05","28,398,804.80","25,036,772.31","13,613,902.22","18,530,318.65","34,075,750.22","25,984,845.95","64,006,806.04","67,849,365.42","77,459,339.38","102,783,613.35","123,239,897.20","171,057,723.80","178,942,038.40"
预收款项,"2,139,574.67","1,160,453.00","997,452.54","1,026,858.31",,"972,001.33","15,694.14",,"66,840.85","3,805,195.03","724,131.77","519,264.09","2,742,940.22","4,636,841.79","422,032.00","1,908,626.35","1,030,447.32","8,830,761.93","637,636.48","2,137,931.97","970,136.64","17,692,283.08","1,038,159.94","18,314,394.62","9,029,128.01","10,639,939.26","6,158,177.25","12,605,956.05","11,641,830.19","548,068,188.30","551,914,307.05","494,238,883.63","630,676,349.43","532,921,235.82","391,400,033.84","442,013,433.91"
其他应收款,"7,787,300.59","17,016,321.92","22,494,831.75","34,313,635.37","36,059,791.39","43,641,578.96","45,085,796.68","52,147,896.43","54,312,760.57","70,173,057.14","66,120,613.49","63,210,478.99","68,560,493.47","51,938,462.59","54,981,356.60","61,171,553.95","57,837,182.15","50,409,060.08","59,884,056.20","67,010,507.56","79,281,252.95","39,852,381.78","43,893,304.07","36,649,972.48","36,693,333.37","36,596,618.78","25,208,192.41","28,785,194.42","31,815,131.25","416,522,423.25","113,159,916.07","82,663,577.28","98,802,640.69","97,047,168.62","127,528,611.35","130,216,183.54"
应付职工薪酬,"4,071,627.01","3,748,786.69","4,620,584.23","5,388,617.16","4,548,387.01","4,824,532.88","4,657,006.96","5,618,645.61","5,654,397.03","5,188,620.22","7,547,083.85","6,636,955.36","5,984,149.19","7,260,561.34","7,059,745.32","7,070,419.00","7,104,678.02","12,007,156.35","8,315,006.06","8,729,960.38","9,894,078.56","13,316,382.37","10,296,366.64","9,900,726.39","10,369,266.96","12,341,715.92","10,115,473.97","11,162,042.51","9,667,231.62","87,782,219.86","64,959,095.79","67,921,925.85","62,372,482.04","110,711,245.60","59,797,301.42","89,137,276.49"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"10,295,206.56","7,888,300.04","8,087,653.32","8,585,552.21","5,732,618.49","2,527,045.57","-5,465,939.59","1,941,284.31","-3,966,604.57","-14,509,885.36","-24,366,166.12","-30,841,108.14","-28,302,565.65","-32,024,535.83","-32,262,212.29","-24,863,314.64","-28,914,735.79","2,043,633.55","303,898.16","4,296,759.76","7,436,090.11","9,504,847.14","-1,186,140.23","5,026,007.17","6,805,405.88","8,952,224.10","4,292,160.58","6,892,004.44","6,301,762.15","929,207,068.16","800,162,752.41","144,397,768.26","175,052,512.75","401,960,888.92","113,311,866.50","220,358,266.78"
应收利息,,,,,,,,,,,,,,,,,,"82,180.56",,,,"282,458.00","293,083.00","2,710,404.41","1,507,975.55","2,036,540.43","264,487.69","1,201,960.93","1,759,191.79",,,,,,,
应付利息,,"30,374.36","74,069.84","42,162.31",,"39,840.00",,,,"610,903.90",,,,"676,487.14","1,103,542.36","1,999,192.41","1,408,860.60","2,421,595.71","2,992,334.20","3,865,616.54","1,700,053.84","1,422,984.31","1,595,312.53","2,658,555.88","2,934,803.44","1,241,598.59","1,676,629.21","1,820,360.87","623,935.28","77,649.32",,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,"36,000,000.00",,,,,,,,,,,,,,,,,"1,919,311.74",,,"3,317,760.00",,,,,,,,,
存货,"124,741,869.81","90,848,557.39","123,540,181.29","155,731,941.93","151,648,579.96","158,545,315.84","183,039,202.72","208,453,276.37","227,529,820.68","261,455,287.91","282,126,453.93","280,583,695.64","270,005,721.85","300,320,672.66","312,214,165.44","299,905,937.53","323,674,538.07","362,135,315.00","373,649,283.99","392,230,772.61","393,641,442.77","373,495,796.12","362,053,206.87","360,820,680.83","344,639,865.59","340,355,669.12","334,004,393.40","326,725,301.81","319,479,198.51","30,041,108.24","24,474,745.82","22,376,796.43","25,224,648.55","32,203,549.91","21,094,649.68","26,978,342.33"
