科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"4,804,012.46","5,716,525.04","2,939,474.22","1,447,665.26","2,285,201.53","3,233,898.39","-1,987,787.11","-4,355,786.24","-6,754,037.50","-9,441,653.74","-3,569,850.09","-6,764,080.77","-9,617,917.97","-11,770,105.64","-2,117,698.12","-3,086,406.60","-5,373,624.65","-7,856,630.88","-2,025,662.93","-4,643,580.09","-5,520,282.29","-10,428,355.34","-3,858,590.68","-5,297,167.75","-10,066,481.61","-4,120,899.14","26,646.85","-1,039,523.01","-1,361,584.46","-2,937,706.29","595,277.94","2,368,857.20","4,808,627.22","6,960,793.12","5,864,824.23","-3,985,107.93"
三、利润总额,"23,238,033.54","25,376,580.65","33,335,852.48","24,999,228.89","38,470,031.94","46,862,102.53","9,950,853.72","18,724,097.58","30,568,916.61","38,419,466.45","10,397,144.53","23,860,033.82","33,497,127.82","39,755,620.61","10,079,446.81","20,662,877.26","35,397,038.68","44,536,226.39","15,695,133.16","32,959,301.10","52,637,708.44","59,682,491.39","10,851,977.36","17,718,300.58","29,882,087.57","32,979,965.20","8,324,195.99","24,669,287.84","37,083,922.68","41,052,457.25","5,127,184.21","16,308,870.68","28,435,993.08","36,195,933.03","10,402,525.58","26,243,678.27"
资产减值损失,"432,933.07","250,553.44","-380,733.89","163,399.66","150,707.01","200,655.71",,"-443,650.12","-443,650.12","-185,475.44","289,766.88","171,638.66","226,822.27","870,234.51","109,176.48","283,485.75","2,850,659.46","8,053,951.70","13,355.62","158,068.69","324,875.54","2,287,811.88",,"910,556.37","910,556.37","697,063.81","362,295.94","1,150,779.82","986,323.09","9,369,547.28","553,759.83","745,102.47","755,861.15","2,554,727.78","877,713.00","817,643.77"
减:所得税,"1,130,005.47","2,130,934.47","4,749,354.16","3,514,383.17","5,638,445.92","6,214,935.70","1,579,317.73","2,396,338.92","3,866,327.14","4,694,404.17","1,837,809.50","5,771,477.98","5,424,597.68","5,881,719.41","2,266,904.28","4,412,735.37","7,582,462.41","9,089,298.33","3,260,512.81","6,765,796.19","10,423,359.74","8,815,125.37","1,510,613.68","2,182,708.78","3,626,625.56","3,975,970.72","1,842,280.70","4,950,290.78","8,066,993.48","8,564,760.22","1,600,149.76","3,813,435.54","4,561,190.09","1,617,031.73","1,099,955.15","3,336,820.84"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,,,,,,,"-384,715.24","-678,976.65","-535,439.26","-381,245.25","-1,153,299.46","-993,891.35","-771,163.79","-590,347.34","-693,396.95","-693,396.95","-693,396.95",,,,"50,000.00",,,,"9,230,213.26","1,722,058.10","3,013,071.43","3,872,807.33","5,557,226.74","690,586.84","1,586,330.14","5,403,603.90","474,059.93","242,095.77","916,633.91"
四、净利润,"22,108,028.07","23,245,646.18","28,586,498.32","21,484,845.72","32,831,586.02","40,647,166.83","8,371,535.99","16,327,758.66","26,702,589.47","33,725,062.28","8,559,335.03","18,088,555.84","28,072,530.15","33,873,901.20","7,812,542.53","16,250,141.89","27,814,576.27","35,446,928.06","12,434,620.35","26,193,504.91","42,214,348.70","50,867,366.02","9,341,363.68","15,535,591.80","26,255,462.01","29,003,994.48","6,481,915.29","19,718,997.06","29,016,929.20","32,487,697.03","3,527,034.45","12,495,435.14","23,874,802.99","34,578,901.30","9,302,570.43","22,906,857.43"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,"-535,439.26",,"-1,153,299.46","-993,891.35","-771,163.79","-590,347.34","-693,396.95","-693,396.95","-693,396.95",,,,"50,000.00",,,,,,,,,,,,"-2,267,518.50","-954,872.74","-1,898,349.84"
归属于母公司所有者的净利润,"20,344,610.15","23,245,646.18","28,586,498.32","21,484,845.72","32,831,586.02","40,647,166.83","8,371,535.99","16,327,758.66","26,702,589.47","33,725,062.28","8,559,335.03","18,088,555.84","28,072,530.15","33,873,901.20","7,812,542.53","16,250,141.89","27,814,576.27","35,446,928.06","12,434,620.35","26,207,992.67","42,535,984.00","51,719,617.04","9,888,221.56","16,458,219.05","27,274,565.31","29,658,791.46","6,675,874.35","19,891,573.01","29,090,869.62","31,502,030.58","3,997,208.07","13,256,136.70","24,602,744.95","34,699,329.93","9,646,199.28","23,673,855.09"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"1,763,417.92",,,,,,,,,,,,,,,,,,,"-14,487.76","-321,635.30","-852,251.02","-546,857.88","-922,627.25","-1,019,103.30","-654,796.98","-193,959.06","-172,575.95","-73,940.42","985,666.45","-470,173.62","-760,701.56","-727,941.96","-120,428.63","-343,628.85","-766,997.66"
