科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"84,792,555.84","123,240,679.37","101,165,077.05","89,318,022.34","137,371,058.52","785,199,018.76","743,937,157.52","768,880,780.48","770,802,634.82","682,421,201.70","616,440,892.79","573,157,145.71","558,881,063.14","441,118,659.16","539,516,527.50","488,327,285.31","471,394,971.94","290,456,555.39","232,481,258.84","171,128,193.66","248,389,459.69","230,797,438.86","197,280,355.22","112,761,833.56","174,577,237.74","109,168,436.41","225,958,002.20","358,188,384.48","300,254,621.92","234,595,375.00","603,512,384.14","559,298,455.36","771,931,139.11","714,059,513.17","606,173,991.38","680,441,305.64","1,491,321,884.56","1,240,749,893.20","814,029,661.99"
短期借款,"191,070,120.00","197,842,200.00","59,911,650.00","10,243,500.00","55,242,300.00",,,,,,,"4,000,000.00",,,,"10,145,600.00","11,942,490.00","10,030,240.00","12,357,400.00","12,231,530.00","8,840,505.00","9,069,585.00","27,379,960.00","10,089,620.00","15,603,450.00","8,599,080.00","11,738,112.00","346,300,703.14","358,300,703.14","404,300,703.14","460,000,000.00","392,000,000.00","467,972,500.00","470,972,500.00","460,972,500.00","599,685,000.00","493,000,000.00","660,500,000.00","764,000,000.00"
交易性金融资产,,,,,,,,,,,,,,"100,000,000.00","50,000,000.00","99,000,000.00",,,,,,,,,,,,,,"18,000,000.00",,,"12,187,877.67","12,482,849.01",,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"25,105,534.68","37,255,187.31","24,331,128.00","24,050,235.25","34,422,007.83","23,425,556.61","19,891,768.16","31,364,751.09","39,397,607.77","36,694,120.00","40,924,041.26","30,364,642.55","67,862,190.99","43,230,851.45","28,723,974.85","23,153,789.50","50,747,041.55","29,245,636.70","36,362,661.50","42,320,516.21","88,761,295.49","37,034,969.60","70,938,946.88","59,109,063.23","93,385,073.55","80,529,661.66","66,147,078.17","4,452,722.40","2,850,800.00","1,350,800.00","1,686,532.00","2,120,000.00","1,000,000.00","60,000.00","220,000.00","2,400,000.00","15,888,648.00","8,035,000.00","17,660,728.29"
应付票据,"83,926,000.00","59,227,000.00","102,460,000.00","138,855,092.00","90,725,552.00","115,081,980.00","123,123,500.00","123,360,000.00","92,700,000.00","73,743,994.95","70,520,324.95","61,847,301.41","21,590,000.00","22,600,000.00","46,745,241.00","70,495,241.00","93,909,019.47","96,990,609.71","99,866,437.34","141,969,152.95","153,833,624.46","110,517,832.41","123,654,638.29","138,899,703.89","121,441,902.04","90,243,049.05","112,077,356.78",,,,,,,,,,,,
应收账款,"150,018,067.19","129,326,607.17","151,863,147.71","177,940,179.86","145,095,668.88","180,166,865.96","207,944,710.93","207,363,633.09","162,552,463.81","231,621,204.42","225,488,891.47","266,361,625.14","167,609,152.97","207,125,576.25","232,907,896.83","245,120,136.43","194,400,090.42","247,737,223.35","269,481,111.91","291,970,456.62","212,644,872.22","264,983,700.63","304,718,052.21","311,127,759.58","210,614,196.06","277,844,941.64","299,186,985.28","533,406,457.40","870,737,981.34","715,227,755.24","817,562,902.42","762,286,177.33","1,107,387,781.74","1,023,823,160.84","1,002,824,767.16","958,919,904.29","1,474,147,522.30","1,653,819,367.84","1,792,719,344.52"
应付账款,"106,948,211.70","60,717,164.33","104,496,168.16","107,685,938.33","104,713,432.58","105,370,914.69","106,071,353.15","116,575,296.03","109,303,850.24","131,130,487.49","119,803,355.87","143,966,501.10","118,247,369.15","139,070,413.94","117,186,025.41","138,577,995.52","118,648,305.98","132,272,060.37","182,626,630.34","179,449,919.80","184,172,649.22","196,836,382.10","222,664,024.81","221,681,107.86","165,364,434.91","198,547,588.83","206,713,363.27","66,520,056.34","156,399,446.96","144,063,595.42","156,483,974.87","205,033,156.40","386,386,462.74","351,307,624.64","335,786,396.10","331,096,378.25","396,339,260.20","292,188,183.76","254,427,959.26"
预付款项,"17,189,817.69","17,549,254.17","15,375,235.30","20,800,759.33","26,793,038.34","33,954,129.13","22,711,559.71","32,876,149.50","55,939,467.31","50,301,974.65","48,840,541.47","42,822,460.40","46,974,393.88","55,180,326.59","36,303,916.10","57,066,159.75","48,365,466.48","46,972,875.48","55,150,873.89","59,062,619.27","51,267,052.12","29,683,816.06","33,356,287.62","31,352,666.41","25,160,389.81","34,957,779.04","42,107,912.32","22,333,443.33","19,885,639.41","38,557,391.32","34,684,431.28","47,574,951.94","60,978,418.86","78,061,108.59","90,234,587.78","46,835,569.40","48,394,047.15","62,811,009.08","92,753,708.80"
预收款项,"7,779,092.80","9,221,583.56","7,066,275.78","10,524,484.56","11,613,184.85","8,914,499.45","8,504,737.91","6,707,224.57","10,823,593.09","10,645,965.03","8,433,671.95","9,003,816.65","6,710,712.15","11,181,908.88","8,966,437.38","7,218,417.33","7,083,799.50","9,133,862.50","12,668,697.38","7,675,801.01","9,337,783.40","9,330,902.87","10,986,203.97","10,503,985.29","11,859,060.27","10,198,987.77","8,769,394.05","95,493,883.81","64,622,504.84","120,707,384.49","354,136,997.30","354,195,373.46","234,050,424.28","423,867,784.06","431,691,908.43","597,676,837.07","616,492,476.40","725,418,137.85","578,755,627.61"
