科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"481,991,465.64","579,564,874.47","462,424,995.89","249,262,612.60","377,777,772.21","637,598,388.80","135,862,157.38","326,924,993.52","588,295,278.47","737,807,041.12","146,195,781.14","383,164,349.66","547,148,118.96","749,160,633.01","166,515,562.46","382,184,064.46","645,702,737.11","964,902,846.83","192,950,120.18","412,539,327.67","611,994,217.20","905,349,666.77","196,206,453.96","378,345,526.47","610,471,307.74","916,743,605.73","239,168,195.08","491,334,939.80","669,890,205.89","997,739,284.47","236,064,697.40","580,509,423.17","861,102,014.37"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,"61,880,237.76",,,,,,,,,"350,470,231.37","350,470,231.37",
收到的税费返还,"17,723,187.87","30,862,848.10","12,539,228.68","5,116,117.77","10,193,604.86","13,644,698.74","46,344.14","6,369,178.23","12,555,980.95","32,347,273.04","9,869,174.58","21,395,382.68","32,581,129.45","38,548,701.26","4,855,255.00","9,642,841.08","18,311,176.13","28,375,918.58","10,843,546.90","21,908,708.47","32,914,993.23","39,420,920.90","7,701,626.48","9,566,849.46","12,124,358.38","12,148,012.37","427,083.52","427,434.99","1,904,023.07","1,863,810.11","45,250.97","78,539.91","2,540,524.12"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,"330,000,000.00",,,,,,,,"1,007,402.95",,,,,,,,,,,
收到其他与经营活动有关的现金,"67,675,746.50","4,031,083.88","3,860,205.40","7,360,000.00","3,649,200.00","15,288,246.68","712,688.04","1,045,082.75","4,305,555.64","7,625,100.86","62,000.00","1,454,809.27","1,747,577.19","4,043,477.27","2,707,633.81","5,819,130.21","6,420,450.15","17,604,427.95","437,362.40","1,856,056.85","2,764,343.53","4,917,228.70","2,925,280.09","4,015,651.09","7,728,969.45","8,545,357.32","935,266.68","6,171,711.56","6,721,731.18","8,463,636.08","721,175.91","4,235,480.04","11,168,059.47"
投资活动现金流出小计,"124,763,196.53","64,560,967.99","35,763,222.18","64,493,261.97","107,712,150.65","94,540,702.81","55,734,471.40","170,298,822.58","249,743,354.75","269,114,107.55","40,002,821.83","48,433,489.44","67,683,214.53","474,377,430.85","50,931,852.26","324,079,928.28","597,798,178.84","1,149,828,034.40","464,648,721.60","860,001,759.30","1,308,682,718.55","1,604,965,108.12","118,424,001.24","284,833,820.42","501,905,520.98","707,415,420.18","152,147,934.74","205,405,861.20","292,237,190.12","411,910,157.86","548,449,453.35","549,557,603.96","611,007,246.31"
经营活动现金流入小计,"567,390,400.01","614,458,806.45","478,824,429.97","261,738,730.37","391,620,577.07","666,531,334.22","136,621,189.56","334,339,254.50","605,156,815.06","777,779,415.02","156,126,955.72","406,014,541.61","581,476,825.60","791,752,811.54","174,078,451.27","397,646,035.75","670,434,363.39","1,010,883,193.36","204,231,029.48","436,304,092.99","647,673,553.96","949,687,816.37","206,833,360.53","391,928,027.02","630,324,635.57","937,436,975.42","240,530,545.28","497,934,086.35","678,515,960.14","1,008,066,730.66","236,831,124.28","584,823,443.12","874,810,597.96"
投资活动产生的现金流量净额,"-120,775,580.00","-62,926,948.43","-33,855,049.36","-63,845,206.41","-107,064,095.09","-92,261,227.88","-54,707,291.40","-169,254,042.58","-248,975,754.75","-268,067,327.55","-38,352,821.83","-46,773,277.48","-65,888,317.57","-440,243,494.89","76,486,047.74","8,789,869.51","-110,601,946.88","-376,707,701.92","-75,509,830.97","-99,214,572.33","-123,487,783.49","-95,950,131.23","29,476,697.39","-76,504,694.82","-120,424,462.47","-250,610,595.31","-59,416,795.75","87,883,403.12","39,666,577.26","131,180,344.42","-451,823,782.52","-405,828,041.04","-439,062,358.12"
购买商品、接受劳务支付的现金,"275,862,104.42","366,367,893.01","159,035,444.09","92,285,754.60","201,532,859.97","372,289,174.39","78,045,758.56","170,679,405.11","322,745,455.29","425,644,602.76","105,055,600.51","198,098,008.22","275,482,195.45","255,467,254.50","129,947,250.49","219,856,422.28","310,877,013.53","409,592,317.03","125,564,884.56","213,344,606.74","293,133,885.59","366,420,986.90","126,626,479.13","176,207,658.89","265,618,752.37","351,127,025.98","113,066,047.94","184,846,594.87","235,072,017.30","321,758,486.12","95,506,958.63","187,167,995.16","321,432,641.81"
吸收投资收到的现金,"52,000,000.00",,,"4,591,938.77","490,808,000.00","487,456,269.36",,,,,,,"526,267,200.00","526,267,200.00","196,461.48","16,000,000.00","16,000,000.00","196,461.48",,,,,,,,"6,068,300.00",,"500,000.00","500,000.00","6,400,000.00",,"7,850,000.00","7,850,000.00"
