科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"27,151,074.08","188,700,008.08","683,634,634.04","594,861,583.88","824,261,509.90","277,848,495.96","79,725,719.38","670,632,312.27","726,401,765.74","345,276,134.09","539,983,908.52","582,203,612.86","661,320,427.92","639,389,113.01","736,121,345.71","883,550,952.60","2,224,021,000.56","1,127,844,438.40","1,165,326,086.98","730,070,190.99","1,316,012,033.40","990,824,994.79","759,568,717.97","926,931,707.95","572,064,146.46","436,249,371.04","504,322,344.20","530,359,563.63","600,711,238.98","959,767,179.16","564,518,646.94","544,366,767.53","951,252,454.40","1,560,252,047.25","1,292,731,821.88","972,932,426.79","1,038,795,627.74","1,007,385,470.06","609,137,708.87","945,438,379.66","695,454,616.72","957,142,345.37","684,621,956.92","771,615,574.16","818,936,996.26","2,115,798,025.04"
短期借款,"240,000,000.00","175,000,000.00","310,000,000.00","195,000,000.00","185,000,000.00","529,000,000.00","640,460,000.00","866,960,000.00","269,960,000.00","869,960,000.00","820,708,824.96","1,237,389,559.55","1,271,430,276.69","1,691,653,790.36","1,751,653,790.36","2,910,387,845.00","2,734,429,376.63","2,665,471,332.19","2,145,471,332.19","2,657,443,017.89","3,368,522,455.79","3,750,991,673.92","3,850,849,707.72","4,124,000,000.00","3,231,251,697.02","3,338,844,953.83","4,039,740,243.67","5,078,840,133.95","5,366,621,816.15","4,913,314,475.73","5,260,142,671.88","5,373,679,242.63","5,830,771,548.19","5,414,321,003.15","5,012,472,360.03","4,636,678,231.90","4,497,878,605.28","4,945,600,000.00","5,544,912,566.52","6,794,298,927.63","6,711,600,000.00","6,557,847,082.94","6,021,346,606.32","6,408,297,082.94","6,683,660,000.00","6,311,060,000.00"
交易性金融资产,,,"14,258,040.00","3,583,440.00","3,583,440.00","43,511,402.34",,,,"71,440,000.00","185,373,005.00","184,557,407.26","213,495,967.74","157,506,714.11","118,290,544.52","49,041,787.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,364.00","7,860.00",,,,,
应收票据,"8,624,258.45","17,953,040.00","14,991,435.00","28,491,080.35","20,969,628.00","4,266,619.81","8,524,208.37","20,003,118.00","25,460,200.00","20,980,821.31","45,888,689.35","33,625,826.73","29,339,448.90","35,943,827.24","23,785,569.15","35,962,575.00","55,921,170.60","200,735,104.39","213,166,882.94",,"20,458,127.20","137,860,000.00","119,444,417.62","7,108,920.00","59,249,974.00","39,844,330.00","142,094,745.07","30,353,775.69","67,503,017.35","47,797,665.13","71,380,440.04","432,032,281.12","482,507,202.87","127,687,142.60","435,935,683.13","38,820,405.80","165,700,062.10","27,363,315.42","55,481,743.45","51,965,944.24","48,521,404.38","97,310,422.10","15,233,857.32","8,820,000.00","28,717,018.63","146,324,299.92"
应付票据,"20,700,000.00","199,650,000.00","269,501,200.00","153,791,200.00","64,120,000.00","160,000,000.00","190,000,000.00","250,000,000.00","746,480,000.00","626,140,000.00","310,000,000.00","326,170,000.00","280,000,000.00","344,000,000.00","550,000,000.00","706,720,000.00","710,000,000.00","950,000,000.00","515,000,000.00","11,660,000.00","225,000,000.00","620,000,000.00","715,000,000.00","822,000,000.00","755,000,000.00","935,880,000.00","1,087,880,000.00","528,500,000.00","555,000,000.00","1,601,850,350.57","1,017,089,268.00","384,390,000.00","494,189,038.00","1,366,570,738.00","1,431,794,952.43","620,771,552.43","447,110,000.00","505,599,841.49","682,083,341.49","574,408,460.00","659,370,655.00","525,365,188.00","881,323,914.22","742,676,321.22","481,255,681.18","219,900,000.00"
应收账款,"9,754,982.55","9,468,703.15","7,816,571.66","79,758,205.08","9,058,446.99","1,446,770.25","858,188.89","1,394,865.28","1,623,048.35","2,437,700.20","2,774,413.72","2,742,703.17","3,217,957.37","1,453,603.03","1,028,922.70","1,597,312.81","2,967,686.86","7,469,702.51","4,769,203.23","900,076.63","5,152,474.48","4,665,675.77","6,055,644.01","4,692,546.09","9,109,469.95","3,278,634.15","5,038,226.16","8,459,701.56","38,963,791.11","7,932,874.85","18,602,010.66","37,152,354.54","5,754,433.38","3,161,744.50","36,838,738.86","70,046,195.15","29,213,452.59","25,261,183.32","63,292,752.69","42,878,065.23","104,881,412.54","94,929,855.84","73,716,755.44","102,133,497.12","103,952,051.24","69,459,624.75"
应付账款,"248,439,589.69","329,271,564.52","417,661,824.68","557,510,322.04","543,462,902.21","731,798,112.56","630,266,494.87","923,130,220.65","525,581,395.30","580,262,853.72","650,135,415.51","699,383,176.22","604,414,753.98","751,498,545.82","778,074,140.38","1,416,041,387.93","1,197,867,841.75","1,495,230,582.01","1,443,488,144.29","1,378,788,748.24","1,375,569,944.57","1,182,859,572.90","1,358,274,500.68","1,857,476,382.00","1,803,612,500.95","1,450,289,749.77","1,492,948,793.32","1,573,496,924.04","1,510,947,766.50","1,051,711,276.46","1,411,053,854.96","1,791,662,342.49","1,422,346,436.47","1,767,774,796.36","1,607,958,661.04","1,560,287,222.84","1,380,922,381.97","1,276,046,034.10","1,407,997,468.13","1,775,965,935.72","1,559,840,645.93","1,883,758,983.61","1,497,180,678.83","2,230,841,622.83","1,656,302,896.36","1,788,844,789.58"
预付款项,"216,820,837.23","170,898,770.24","199,862,342.24","501,162,680.35","635,257,625.66","384,481,910.57","403,012,462.84","263,620,053.32","281,661,703.82","589,532,352.32","670,417,896.15","501,238,532.84","691,210,587.26","500,364,524.32","547,313,538.99","383,419,677.72","563,100,706.76","523,079,014.02","385,195,623.03","390,078,123.11","483,460,621.50","596,366,868.15","631,247,311.42","376,153,564.62","390,384,258.80","649,909,645.15","623,620,324.14","235,778,521.05","300,866,314.23","467,544,812.83","473,368,621.83","257,828,136.20","297,324,431.27","208,668,006.93","356,725,510.04","156,845,514.29","152,558,993.01","226,408,534.64","198,153,166.69","342,653,995.09","428,042,213.25","337,448,595.53","425,909,800.60","238,758,867.36","431,247,879.88","247,533,329.30"
预收款项,"282,100,116.00","189,614,909.99","283,296,207.22","152,339,351.65","266,176,467.25","233,465,542.00","338,967,242.32","457,004,735.61","237,830,210.05","180,088,566.40","170,953,423.46","420,009,072.68","370,572,731.04","152,968,818.30","302,785,231.05","340,319,637.35","343,313,909.28","391,304,908.89","268,462,895.57","493,606,702.91","600,633,161.94","540,423,386.72","563,021,942.91","493,877,834.04","470,839,637.12","355,102,711.81","294,534,178.95","436,396,766.13","376,516,972.87","336,095,585.06","363,137,577.26","508,637,562.04","413,467,197.64","345,491,719.51","361,829,826.47","369,631,650.70","219,997,828.37","258,636,883.40","327,747,620.97","439,717,039.43","572,185,998.50","477,356,315.68","519,046,325.03","410,832,945.20","542,395,915.05","527,182,558.18"
其他应收款,"13,568,523.39","14,788,822.65","26,162,945.19","19,423,980.05","19,701,339.23","18,760,416.96","22,967,523.70","13,016,201.00","8,055,333.48","22,230,064.84","20,671,136.21","11,766,375.85","15,376,805.97","9,433,374.42","10,053,148.31","22,856,248.48","8,667,976.53","10,999,177.01","11,513,096.39","10,955,992.92","13,343,499.96","12,221,733.08","16,995,958.53","9,462,504.34","10,841,269.93","12,245,874.94","11,467,932.67","10,200,809.53","11,149,646.58","15,363,740.26","11,367,318.83","10,040,200.91","10,764,557.57","11,495,468.97","10,142,115.25","16,501,960.63","28,493,688.24","16,831,709.27","14,060,808.03","11,980,809.26","22,924,679.27","27,279,487.11","17,957,725.91","13,106,927.36","24,173,666.85","25,057,002.77"
