科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"105,599,843.88","94,113,458.25","134,944,868.38","278,039,887.16","252,612,973.98","210,791,698.51","409,966,990.15","369,829,061.90","313,775,399.67","354,611,424.57","276,680,619.22","259,802,661.73","209,979,480.16","279,015,280.06","173,169,549.73"
短期借款,,"6,877,143.98","30,844,576.66","10,130,576.66",,,"41,847,679.79","65,777,696.85","78,777,696.85","146,955,518.38","138,844,612.14","161,987,485.14","243,339,733.04","368,095,120.90","375,190,289.92"
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,,,,,,,,,"1,070,000.00","4,570,755.49",,"8,060,000.00","1,336,626.00","28,996,345.00","88,568,429.14"
应付票据,,,,,,,,"20,000,000.00","20,000,000.00","40,000,000.00","50,000,000.00","50,000,000.00","54,912,888.00","19,912,888.00",
应收账款,"110,255,123.79","157,090,270.16","174,187,740.69","163,053,932.91","179,732,474.02","202,680,184.79","298,924,930.73","250,811,719.33","288,380,514.90","369,468,512.90","565,863,312.69","565,552,378.28","665,977,288.18","675,084,666.88","736,006,957.76"
应付账款,"15,781,051.04","19,773,588.65","33,783,244.80","36,825,499.21","35,988,930.03","45,360,652.78","187,417,719.96","157,983,642.60","224,125,630.07","411,310,513.55","757,812,349.51","649,017,581.32","806,653,451.38","818,373,768.31","1,005,152,491.79"
预付款项,"1,044,328.55","1,388,626.20","2,279,988.44","4,470,056.85","2,464,164.75","3,373,358.52","4,081,240.14","11,523,844.36","56,131,801.34","55,491,843.38","42,119,196.27","39,887,108.60","27,670,244.90","33,903,515.79","27,516,618.78"
预收款项,"1,736,206.76","923,575.39","4,760,785.93","3,427,220.12","5,269,028.25","4,541,203.07","5,716,998.20","19,155,973.97","70,172,652.95","84,375,704.72","113,195,112.58","79,921,046.14","52,497,568.20","38,654,312.38","49,044,562.44"
其他应收款,"5,495,156.25","5,568,663.44","7,575,632.39","8,355,353.97","5,514,863.45","15,865,201.40","47,989,493.57","61,148,608.55","59,848,309.93","50,512,683.83","48,863,546.32","52,866,915.31","49,783,142.34","54,826,160.89","44,993,319.88"
应付职工薪酬,"20,503,659.32","27,278,997.02","28,456,920.31","27,526,733.83","32,236,544.60","35,594,151.25","53,990,480.54","33,822,575.77","44,947,022.99","46,716,830.53","70,700,421.14","52,976,435.90","40,735,999.47","39,177,155.37","39,167,509.83"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"10,165,534.26","16,525,167.74","18,525,219.40","19,973,383.80","22,825,778.75","16,753,357.76","19,893,200.03","6,246,547.17","12,562,516.43","23,524,032.90","27,585,428.82","8,843,444.71","8,975,441.29","7,900,770.89","16,355,032.95"
应收利息,,,,,,,,,,,,,,,
