科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"378,599,664.70","465,390,734.37","630,210,274.61","374,235,752.87",,"811,203,550.26","203,940,020.06","429,749,436.42","678,827,795.66","882,863,840.70","203,743,075.91"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,"15,704,966.50",
收到的税费返还,"43,149,386.43","66,563,648.07","74,682,256.58","33,843,606.82",,"62,770,580.31","24,562,332.34","36,602,076.28","51,674,524.11","65,116,860.80","13,895,928.01"
支付其他与投资活动有关的现金,,,,"1,156,276.00",,"1,156,276.00",,"172,000,000.00","229,000,000.00",,"172,000,000.00"
收到其他与经营活动有关的现金,"4,647,307.46","6,092,798.37","13,708,722.55","4,217,002.89",,"10,145,046.69","5,090,674.92","5,370,770.30","6,102,023.76","16,235,688.97","2,500,737.21"
投资活动现金流出小计,"35,931,669.23","18,983,773.36","34,028,302.10","16,584,449.02",,"59,071,217.72","40,937,748.61","252,854,434.49","334,353,709.14","364,183,126.58","199,783,368.40"
经营活动现金流入小计,"426,396,358.59","538,047,180.81","718,601,253.74","412,296,362.58",,"884,119,177.26","233,593,027.32","471,722,283.00","736,604,343.53","964,216,390.47","220,139,741.13"
投资活动产生的现金流量净额,"-32,999,369.10","-18,052,062.09","-31,464,682.00","-16,583,804.29",,"-56,661,726.68","-40,927,070.25","-220,556,967.09","-271,428,158.97","-210,361,349.32","-61,943,493.45"
购买商品、接受劳务支付的现金,"265,626,645.66","314,816,522.91","444,460,042.77","252,795,393.17",,"522,565,511.17","143,180,212.48","290,793,306.31","467,635,366.00","629,833,386.51","77,439,917.87"
吸收投资收到的现金,,"24,880,000.00",,,,"231,324,000.00",,"245,000.00","245,000.00","245,000.00","245,000.00"
支付给职工以及为职工支付的现金,"65,806,007.03","80,716,123.23","125,099,693.99","74,992,183.70",,"155,433,035.31","55,103,632.71","102,436,821.00","148,763,471.31","192,104,530.30","37,249,810.04"
取得借款收到的现金,"24,614,200.00",,,"1,174,706.06",,"3,286,721.27","2,142,534.40","55,012,331.89","81,375,931.89","110,631,526.89","19,005,600.00"
支付的各项税费,"20,746,732.52","48,137,961.02","46,966,866.97","21,738,003.22",,"42,531,234.03","13,594,785.80","24,473,769.63","32,042,038.34","40,007,291.62","7,949,893.53"
收到其他与筹资活动有关的现金,"15,200.00",,,,,,,,,,
支付其他与经营活动有关的现金,"37,155,383.88","40,126,104.35","66,106,815.05","37,795,413.76",,"85,412,382.23","36,089,743.30","65,484,156.97","101,061,721.41","106,374,524.24","14,658,470.46"
筹资活动现金流入小计,"24,629,400.00","24,880,000.00",,"1,174,706.06",,"234,610,721.27","2,142,534.40","55,257,331.89","81,620,931.89","110,876,526.89","19,250,600.00"
