科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
支付给职工以及为职工支付的现金,"21,878,239.91","24,767,628.42","40,637,122.03","21,394,143.81","31,561,605.94","42,927,730.85","6,223,459.05","14,917,278.71","22,964,402.51","49,008,991.84","8,481,872.22","18,138,061.21","24,104,237.97","44,941,039.70","11,105,360.41","22,611,233.16","36,768,598.36","63,360,288.37","13,446,150.62","35,257,146.51","56,902,970.80","88,774,370.65","15,287,913.54","35,261,055.27","59,543,481.08","93,810,019.58","36,554,667.43","63,811,537.85","90,863,807.78","151,531,413.87","37,326,176.69","66,320,462.86","113,194,166.96","152,215,615.80"
取得借款收到的现金,"121,508,221.15","116,751,693.17","146,700,000.00","34,714,266.07","114,651,926.60","114,651,926.60",,"30,000,000.00","92,467,030.00","290,441,567.20","60,291,957.00","140,291,957.00","240,291,957.00","442,772,578.38","100,000,000.00","258,852,920.80","492,812,735.01","951,614,605.42","192,657,963.09","609,225,499.21","1,049,847,849.40","1,611,118,479.12","351,404,619.24","997,388,627.37","1,588,600,901.60","1,784,436,427.99","568,870,308.24","917,622,371.76","1,286,190,002.26","1,430,628,661.71","363,464,590.57","992,418,455.79","1,503,207,470.38","782,679,128.65"
支付的各项税费,"6,248,469.28","9,193,893.83","28,539,720.49","18,080,811.84","25,353,771.43","25,506,446.77","7,726,535.17","21,297,797.91","25,056,013.10","34,282,264.08","10,833,347.52","14,440,418.96","30,602,832.89","28,523,135.83","3,658,794.16","18,975,086.99","31,366,189.86","21,224,544.99","7,662,160.05","26,528,335.28","40,338,013.69","68,651,002.01","16,247,423.08","48,388,347.71","69,695,082.28","87,363,926.47","25,995,109.26","61,608,437.08","89,000,394.68","112,089,288.10","14,191,324.56","30,461,983.77","40,264,919.92","78,217,468.76"
收到其他与筹资活动有关的现金,,"7,100,000.00","100,000.00","200,000.00","200,000.00","900,000.00",,,,"370,000.00",,,,"1,500,000.00","184,192.51","100,000.00","10,100,000.00","10,000,000.00",,,,"4,850,000.00",,"464,000,000.00","477,000,000.00","517,000,000.00",,"123,000,000.00","123,000,000.00","223,000,000.00",,"500,000.00","500,000.00","8,000,000.00"
支付其他与经营活动有关的现金,"6,793,612.73","14,406,034.49","14,119,362.31","8,368,024.49","3,398,449.99","13,463,456.73","8,073,460.96","7,722,232.93","14,766,303.73","15,775,387.31","4,083,580.00","7,824,665.70","24,580,312.63","19,935,224.30","12,195,740.73","15,414,796.99","15,644,801.28","23,462,788.57","5,286,769.91","15,153,214.71","19,007,021.84","450,060,107.65","26,307,684.23","123,264,283.59","125,849,656.11","195,219,961.57","2,575,717.65","36,043,889.21","46,238,563.67","179,640,083.32","33,005,042.62","90,044,824.97","96,735,048.49","161,757,754.84"
筹资活动现金流入小计,"121,508,221.15","123,851,693.17","146,800,000.00","34,914,266.07","667,644,626.60","678,701,926.60",,"30,000,000.00","92,467,030.00","290,811,567.20","60,291,957.00","140,291,957.00","240,291,957.00","444,272,578.38","100,184,192.51","258,952,920.80","502,912,735.01","961,614,605.42","192,657,963.09","609,225,499.21","1,049,847,849.40","2,881,211,686.68","351,404,619.24","1,461,388,627.37","2,065,600,901.60","2,301,436,427.99","568,870,308.24","1,040,622,371.76","1,409,190,002.26","1,653,628,661.71","363,464,590.57","992,918,455.79","1,503,707,470.38","790,679,128.65"
经营活动现金流出小计,"226,165,235.87","175,391,206.10","392,930,313.33","173,614,381.05","261,960,230.38","471,754,002.75","121,059,761.22","244,407,623.77","444,612,729.14","702,893,179.97","98,848,888.74","146,676,533.75","438,686,356.51","433,604,215.36","78,392,395.67","222,005,360.14","492,231,180.45","701,237,336.31","167,125,466.46","475,543,852.77","737,094,485.38","1,193,787,164.22","216,782,416.67","642,785,192.94","989,628,564.62","1,189,774,719.90","408,133,812.56","770,484,329.20","1,249,190,385.45","1,789,338,780.43","559,726,040.79","985,154,620.88","1,388,591,644.99","2,264,827,815.56"
偿还债务支付的现金,"77,095,808.32","197,205,742.70","103,700,000.00","57,000,000.00","102,000,000.00","198,651,926.60","40,000,000.00","40,000,000.00","40,000,000.00","132,467,030.00","98,974,537.20","178,266,494.20","165,566,494.20","258,266,494.20","282,636,914.07","323,044,833.67","469,901,380.07","734,734,654.51","334,121,810.10","580,732,480.10","835,421,006.53","1,159,184,553.88","371,145,527.22","908,447,079.95","1,636,409,511.97","1,764,724,816.01","176,896,581.92","716,809,752.26","1,175,986,598.10","1,678,005,577.38","638,035,413.87","1,155,269,255.50","1,576,012,146.20","929,612,321.51"
经营活动产生的现金流量净额,"-18,107,342.68","125,592,877.54","216,722.22","56,436,921.46","20,328,538.82","-50,767,458.99","2,984,897.68","76,276,867.91","34,485,760.45","-21,048,995.34","44,819,458.23","77,453,986.45","77,970,266.67","226,168,707.09","58,590,600.78","58,920,889.98","114,017,169.08","130,999,599.61","66,567,318.85","143,275,561.49","210,079,270.34","-74,766,184.55","92,950,181.17","-42,627,262.90","13,963,662.36","298,226,146.94","21,230,256.97","56,275,276.71","135,006,046.77","400,571,773.22","-75,255,829.15","-104,677,570.44","-54,824,563.28","44,208,111.22"
分配股利、利润或偿还利息支付的现金,"3,777,682.23","14,801,959.33","6,175,223.99","3,199,227.22","4,724,230.82","5,536,207.68","18,083,483.88","18,077,433.88","18,726,083.37","21,086,510.62","2,919,038.39","10,785,250.49","13,385,937.84","21,002,076.15","6,534,944.81","10,375,635.16","17,724,653.24","26,695,144.85","7,646,931.47","21,131,135.62","38,833,653.91","45,740,700.97","5,219,489.08","19,388,031.77","43,675,104.66","55,618,980.80","7,257,162.66","22,489,019.04","48,066,625.37","53,056,927.90","9,618,981.75","67,990,114.87","77,466,058.33","84,592,902.84"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,"107,002,794.71","190,002,794.71","260,002,794.71","260,002,794.71",,"109,650,000.00","730,268,317.14","244,650,000.00",,"683,476,777.94","688,076,777.94","2,002,439,116.56","278,505,000.00","414,050,000.00","1,046,367,650.00","2,498,422,488.15"
支付其他与筹资活动有关的现金,,,,,,"6,177,300.00",,,,,,,,,,,,,,,,,,"464,000,000.00","467,000,000.00","517,000,000.00","5,715,394.56","123,000,000.00","123,000,000.00","223,000,000.00",,"1,120,000.00","1,120,000.00",
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,"5,180,449.97","2,828,410.90","4,557,299.95","6,484,630.92","12,499,716.10",,"11,037,962.54","20,532,821.47","40,589,355.49",,"3,635,876.43","23,242,072.20","25,942,695.42","5,147,261.99","18,469,396.71","32,516,246.68","32,766,102.02"
筹资活动现金流出小计,"80,873,490.55","212,007,702.03","109,875,223.99","60,199,227.22","106,724,230.82","210,365,434.28","58,083,483.88","58,077,433.88","58,726,083.37","153,553,540.62","101,893,575.59","189,051,744.69","178,952,432.04","279,268,570.35","289,171,858.88","333,420,468.83","487,626,033.31","761,429,799.36","341,768,741.57","601,863,615.72","874,254,660.44","1,204,925,254.85","376,365,016.30","1,391,835,111.72","2,147,084,616.63","2,337,343,796.81","189,869,139.14","862,298,771.30","1,347,053,223.47","1,954,062,505.28","647,654,395.62","1,224,379,370.37","1,654,598,204.53","1,014,205,224.35"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"1,850,000.00",,,,,,,,"183,207.69",,,,"51,500.00",500.00,500.00,500.00,500.00,,,,,,,,"8,636.96","17,747.90","20,936.78","170,936.78","520,502.93",,"102,000.00","102,537.60","854,300.04"
筹资活动产生的现金流量净额,"40,634,730.60","-88,156,008.86","36,924,776.01","-25,284,961.15","560,920,395.78","468,336,492.32","-58,083,483.88","-28,077,433.88","33,740,946.63","137,258,026.58","-41,601,618.59","-48,759,787.69","61,339,524.96","165,004,008.03","-188,987,666.37","-74,467,548.03","15,286,701.70","200,184,806.06","-149,110,778.48","7,361,883.49","175,593,188.96","1,676,286,431.83","-24,960,397.06","69,553,515.65","-81,483,715.03","-35,907,368.82","379,001,169.10","178,323,600.46","62,136,778.79","-300,433,843.57","-284,189,805.05","-231,460,914.58","-150,890,734.15","-223,526,095.70"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"1,850,000.00",,,,,,,,"183,207.69",,,,"51,500.00",500.00,500.00,500.00,"5,180,949.97","109,831,205.61","194,560,094.66","266,487,425.63","272,502,510.81",,"120,687,962.54","750,801,138.61","285,247,992.45","17,747.90","687,133,591.15","711,489,786.92","2,028,902,314.91","283,652,261.99","432,621,396.71","1,078,986,434.28","2,532,042,890.21"
五、现金及现金等价物净增加额,"-1,965,613.49","22,959,121.79","18,701,186.87","15,221,248.86","531,483,397.62","329,061,634.65","-118,611,220.70","-119,353,032.20","-145,282,775.56","-155,265,556.31","-35,984,234.45","-105,414,325.18","-39,210,825.76","46,946,338.54","-167,986,299.08","-185,254,322.71","-131,143,445.34","-126,879,342.53","-2,058,890.84","89,717,719.91","-31,376,041.64","1,230,299,461.65","-247,920,589.76","-1,228,221,473.56","-1,132,422,021.93","-1,142,388,342.58","3,628,180.56","127,658,543.58","15,522,210.61","152,310,492.84","-207,460,063.86","-66,822,302.71","-83,791,250.97","-195,267,957.25"
购建固定资产、无形资产和其他长期资产支付的现金,"24,493,001.41","16,327,746.89","18,440,311.36","15,930,711.45","49,765,536.98","88,507,398.68","63,512,634.50","167,552,466.23","213,509,482.64","271,657,795.24","39,202,074.09","134,108,523.94","178,505,603.88","344,277,876.58","37,589,733.49","66,708,164.66","87,447,816.12","123,171,903.46","29,346,636.82","40,526,988.16","45,647,648.07","116,086,754.52","104,915,980.21","120,644,791.49","153,319,430.59","308,043,179.46","50,111,672.46","89,223,924.74","115,160,401.87","167,392,883.62","36,566,691.65","102,305,214.40","134,653,974.17","147,277,510.37"
期初现金及现金等价物余额,"3,348,253.49","1,382,640.00","24,341,761.79","43,042,948.66","43,042,948.66","43,042,948.66","372,104,583.31","372,104,583.31","372,104,583.31","372,104,583.31","216,839,027.00","216,839,027.00","216,839,027.00","216,839,027.00","263,785,365.54","263,785,365.54","263,785,365.54","263,785,365.54","136,906,023.01","136,906,023.01","136,906,023.01","136,906,023.01","1,783,232,804.97","1,367,205,484.66","1,783,232,804.97","1,367,205,484.66","224,817,142.08","224,817,142.08","224,817,142.08","224,817,142.08","377,127,634.92","377,127,634.92","377,127,634.92","377,127,634.92"
投资支付的现金,,,,,,,,,,,,,,,,"103,000,000.00","173,000,000.00","340,072,794.71",,"214,952,831.57","637,888,278.50","527,636,541.92","210,994,393.66","1,255,190,897.36","1,662,383,677.28","1,381,911,933.69","346,509,320.95","704,850,000.00","777,950,000.00","1,809,336,868.10","95,100,000.00","61,000,000.00","822,408,413.65","2,400,715,352.61"
期末现金及现金等价物余额,"1,382,640.00","24,341,761.79","43,042,948.66","58,264,197.52","574,526,346.28","372,104,583.31","253,493,362.61","252,751,551.11","226,821,807.75","216,839,027.00","180,854,792.55","111,424,701.82","177,628,201.24","263,785,365.54","95,799,066.46","78,531,042.83","132,641,920.20","136,906,023.01","134,847,132.17","226,623,742.92","105,529,981.37","1,367,205,484.66","1,535,312,215.21","138,984,011.10","650,810,783.04","224,817,142.08","228,445,322.64","352,475,685.66","240,339,352.69","377,127,634.92","169,667,571.06","310,305,332.21","293,336,383.95","181,859,677.67"
