科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2015-12-31
应付股利,,"2,325,827.38",,"2,325,827.38",,"2,325,827.38",,"2,325,827.38",,"2,325,827.38",,"2,325,827.38",,"2,325,827.38",,"2,325,827.38",,"2,325,827.38",,"2,325,827.38",,"2,325,827.38","2,325,827.38",,"2,325,827.38","2,325,827.38","2,325,827.38","2,325,827.38","2,325,827.38"
存货,,,,,,,,,,,,,,,,,,,,,,,"137,650.72",,,,,,
其他应付款,,"86,645,844.68",,"87,583,194.68",,"87,778,944.68",,"88,258,594.68",,"88,799,843.43",,"111,321,619.57",,"101,271,098.85",,"90,913,780.01",,"91,006,705.42",,"41,544,965.49",,"42,101,795.40","31,022,196.67",,"31,878,266.91","31,882,679.10","27,505,288.68","22,526,251.04","24,791,439.95"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动负债,,"20,892,953.83",,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"946,119.38","943,046.38","1,218,096.84","763,769.92","606,699.50","604,164.80","660,878.40","532,522.11","506,168.79","509,896.45","540,941.53","96,113.63","95,917.33","126,031.39","351,200.25","288,225.92","954,815.98","859,089.34","1,784,782.00","2,841,113.21","3,411,670.89","8,364,968.17","53,321,315.28","54,495,128.68","52,071,347.85","50,750,859.94","50,045,845.85","44,552,464.26","76,449,376.60"
流动负债合计,"130,532,737.72","130,995,037.72","132,152,937.72","111,099,907.95","111,130,207.95","111,295,657.95","111,588,107.95","112,839,307.95","113,202,257.95","113,925,186.70","114,372,144.08","128,215,055.53","128,695,824.25","118,696,259.08","118,834,284.44","95,338,128.66","95,926,501.81","95,429,770.93","96,045,941.71","46,080,031.00","46,131,612.38","46,818,879.59","39,588,065.59","41,766,410.38","40,414,086.82","40,418,499.01","37,144,683.25","32,199,510.49","44,676,182.88"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,"2,142,677.57",,"2,180,249.79",,"2,180,249.79",,"1,873,607.65",,"1,908,731.24",,"1,943,896.26",,"1,979,061.28","1,996,643.79","2,014,226.30","2,031,808.81","2,049,391.32",,"2,003,701.11",,"2,003,701.11","848,542.50",,"848,542.50","848,542.50","829,237.50","829,237.50","826,065.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,"20,892,953.83",,"20,892,953.83",,"20,892,953.83",,"20,892,953.83",,,,,,,,,,,,,,,,,,,
固定资产,,,,,,,,,,,,,,,"40,714.00","221,364.45","212,729.89","204,690.39","197,281.15","182,462.67","171,348.81","192,774.50","193,120.53","178,654.41","170,548.94","156,407.14","142,407.38","128,142.50","260,780.82"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"2,123,119.43","2,142,677.57",,"23,073,203.62",,"23,073,203.62","23,073,203.62","22,766,561.48","22,784,102.56","22,801,685.07","22,819,267.58","1,943,896.26","1,961,478.77","1,979,061.28","1,996,643.79","2,014,226.30","2,031,808.81","2,049,391.32","2,003,701.11","2,003,701.11","2,003,701.11","2,003,701.11","848,542.50","848,542.50","848,542.50","848,542.50","829,237.50","829,237.50","826,065.00"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"132,655,857.15","133,137,715.29",,"134,173,111.57","111,130,207.95","134,368,861.57","134,661,311.57","135,605,869.43","135,986,360.51","136,726,871.77","137,191,411.66","130,158,951.79","130,657,303.02","120,675,320.36","130,158,951.79","97,352,354.96","97,958,310.62","97,479,162.25","98,049,642.82","48,083,732.11","48,135,313.49","48,822,580.70","40,436,608.09","42,614,952.88","41,262,629.32","41,267,041.51","37,973,920.75","33,028,747.99","45,502,247.88"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),,"248,718,128.00",,"248,718,128.00",,"248,718,128.00",,"248,718,128.00",,"248,718,128.00",,"248,718,128.00",,"248,718,128.00",,"248,718,128.00",,"248,718,128.00",,"248,718,128.00",,"248,718,128.00","248,718,128.00",,"248,718,128.00","248,718,128.00","248,718,128.00","248,718,128.00","248,718,128.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,,"255,378,296.44",,"255,378,296.44",,"255,378,296.44",,"255,378,296.44",,"255,378,296.44",,"255,378,296.44",,"255,378,296.44",,"255,378,296.44",,"255,378,296.44",,"255,378,296.44",,"255,378,296.44","255,378,296.44",,"255,378,296.44","255,378,296.44","255,378,296.44","255,378,296.44","255,378,296.44"
无形资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
盈余公积,,"7,458,927.23",,"7,458,927.23",,"7,458,927.23",,"7,458,927.23",,"7,458,927.23",,"7,458,927.23",,"7,458,927.23",,"7,458,927.23",,"7,458,927.23",,"7,458,927.23",,"7,458,927.23","7,458,927.23",,"7,458,927.23","7,458,927.23","7,458,927.23","7,458,927.23","7,458,927.23"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未分配利润,,"-643,750,020.58",,"-644,964,693.32",,"-645,320,048.44",,"-646,628,698.99",,"-647,772,326.99",,"-641,618,189.83",,"-632,104,640.64",,"-608,398,116.26",,"-607,970,734.19",,"-556,615,506.90",,"-556,820,188.70","-498,477,523.95",,"-500,576,084.20","-501,915,126.10","-499,341,019.19","-499,903,492.90","-480,347,442.13"
长期待摊费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
递延所得税资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,"-4,999,999.00",,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,,,,,,,,,,,,,,,"40,714.00","221,364.45","212,729.89","204,690.39","197,281.15","182,463.67","171,349.81","-4,807,224.50","193,120.53","178,654.41","170,548.94","156,407.14","142,407.38","128,142.50","260,780.82"
所有者权益(或股东权益)合计,"-131,709,737.77","-132,194,668.91","-133,097,076.59","-133,409,341.65","-133,596,712.07","-133,764,696.77","-134,000,433.17","-135,073,347.32","-135,480,191.72","-136,216,975.32","-136,650,470.13","-130,062,838.16","-130,561,385.69","-120,549,288.97","-120,439,013.98","-96,842,764.59","-96,790,764.59","-96,415,382.52","-96,067,579.67","-45,060,155.23","-44,552,292.79","-45,264,837.03","13,077,827.72","12,058,830.21","10,979,267.47","9,640,225.57","12,214,332.48","11,651,858.77","31,207,909.54"
资产总计,"946,119.38","943,046.38","1,218,096.84","763,769.92","606,699.50","604,164.80","660,878.40","532,522.11","506,168.79","509,896.45","540,941.53","96,113.63","95,917.33","126,031.39","391,914.25","509,590.37","1,167,545.87","1,063,779.73","1,982,063.15","3,023,576.88","3,583,020.70","3,557,743.67","53,514,435.81","54,673,783.09","52,241,896.79","50,907,267.08","50,188,253.23","44,680,606.76","76,710,157.42"
负债和所有者(或股东权益)合计,"946,119.38","943,046.38","1,218,096.84","763,769.92","606,699.50","604,164.80","660,878.40","532,522.11","506,168.79","509,896.45","540,941.53","96,113.63","95,917.33","126,031.39","391,914.25","509,590.37","1,167,454.87","1,063,779.73","1,982,063.15","3,023,576.88","3,583,020.70","3,557,743.67","53,514,435.81","54,673,783.09","52,241,896.79","50,907,267.08","50,188,253.23","44,680,606.76","76,710,157.42"
