科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"225,847,221.11","266,205,211.05","320,861,553.89","136,245,761.11","214,846,139.79","345,190,363.55","51,511,773.41","124,904,550.52","178,889,245.86","308,316,890.02","67,078,245.02","214,149,509.61","345,804,758.96","505,290,828.67","68,614,816.32","194,477,705.02","252,032,151.15","375,839,733.03","73,192,049.55","205,858,834.02","331,581,591.93","489,541,504.88","97,628,926.36","207,200,756.19","331,045,622.17","562,978,996.85","125,436,765.75","300,715,936.35","487,771,909.85","845,085,867.44","176,698,579.14","346,394,665.96","548,239,759.39","829,292,019.11","187,514,456.94"
二、营业利润,"13,769,610.38","48,625,167.74","52,665,882.50","16,057,801.05","22,432,289.72","49,410,507.12","4,355,582.71","11,517,590.50","12,182,927.65","26,521,028.82","5,059,302.40","21,713,810.93","28,572,311.33","42,868,310.02","3,022,003.18","9,784,558.88","9,798,613.09","8,011,906.12","12,841,349.36","66,034,028.29","116,132,078.11","165,665,459.01","28,801,407.03","68,359,562.35","127,140,802.90","217,468,602.93","56,003,701.27","120,383,560.63","235,839,216.37","419,310,622.71","123,630,648.21","265,326,362.38","352,257,765.68","651,256,812.43","103,489,771.64"
减:营业成本,"163,030,885.18","154,844,716.87","192,084,230.84","84,503,576.41","139,638,530.07","215,172,556.15","31,328,216.50","81,360,254.92","119,882,182.75","194,250,666.82","42,514,351.78","132,163,352.13","211,220,115.20","318,632,044.61","43,772,262.07","128,343,540.06","163,038,444.39","247,869,851.91","28,804,864.77","69,231,345.87","104,692,697.18","174,292,711.26","33,450,002.30","62,859,197.03","85,534,780.41","156,408,898.11","30,859,644.35","87,899,342.59","97,924,283.44","228,051,845.15","26,376,580.72","62,916,084.97","111,342,366.02","161,574,394.76","41,724,161.08"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"3,119,805.26","2,510,202.97","2,737,082.35","863,790.51","1,473,315.61","2,381,221.57","350,603.66","875,571.97","1,219,655.58","2,193,025.07","496,893.33","2,025,366.71","2,659,403.07","4,298,072.86","390,422.81","1,132,761.66","1,862,843.47","3,015,167.66","376,513.07","725,949.65","1,490,850.38","2,835,156.28","410,969.74","1,067,723.56","1,488,864.67","7,871,725.07","733,383.01","4,221,204.53","5,929,678.75","10,644,359.49","668,439.44","1,378,783.63","1,776,481.42","4,625,985.32","703,321.66"
营业外收入,"4,466,641.80","1,732,536.24","6,861,780.02","5,187,499.14","5,980,298.00","10,031,158.86","394,971.67","2,573,785.55","3,526,574.90","3,932,445.50","643,269.63","775,531.20","1,587,635.95","3,104,571.06","402,550.34","4,518,117.90","4,487,380.34","5,905,423.54","91,068.08","1,277,668.07","1,936,178.89","5,827,291.82","2,131,347.07","3,525,981.46","3,620,417.05","6,065,907.19","845,123.95","2,502,931.19","3,969,186.44","727,663.94","221,891.67","418,917.98","1,677,195.75","42,109,947.23","222,713.99"
销售费用,"14,175,854.06","25,790,370.56","33,714,390.78","12,544,500.05","15,579,472.79","28,077,260.37","5,872,817.22","10,583,625.17","14,383,104.73","39,470,447.37","8,771,501.54","29,201,002.06","45,405,288.17","72,461,152.26","6,867,408.85","23,710,045.84","30,831,543.39","45,252,857.84","11,991,747.53","21,592,139.27","38,652,187.34","46,066,219.64","9,928,835.18","21,626,663.11","40,149,483.93","47,895,186.52","14,631,599.02","28,062,254.39","36,473,477.27","56,123,059.95","4,797,687.55","10,216,000.84","16,221,933.97","22,656,648.51","7,608,072.42"
减:营业外支出,"2,263,900.22","556,798.40","435,500.66","219,645.73","387,378.24","392,473.31","145,002.21","248,558.89","996,495.30","1,416,613.25","121,093.34","358,257.71","1,613,819.55","3,746,239.16","452,150.44","1,593,711.95","1,518,111.16","2,349,520.17","233,674.25","376,889.44","454,298.80","3,054,104.82","1,100,350.88","1,280,448.94","1,705,500.96","1,814,266.41","835,698.00","992,856.91","1,395,841.41","233,475.53","200,015.69","200,786.36","450,786.27","479,504.43",350.00
管理费用,"12,260,578.72","22,532,638.82","26,058,940.81","14,500,763.47","22,226,476.24","31,503,007.05","7,708,015.06","15,472,019.34","23,784,649.36","32,660,941.73","8,850,362.37","22,113,773.32","45,449,443.03","49,423,768.95","12,095,495.02","22,645,523.36","32,489,419.03","49,426,417.99","13,284,267.56","29,333,458.26","45,370,471.85","76,367,554.18","18,736,345.87","41,874,646.45","61,875,068.06","94,120,897.13","21,726,018.14","45,165,133.78","82,139,455.83","126,884,373.02","20,193,763.03","48,012,109.01","27,774,826.14","95,005,562.93","10,210,255.35"
其中:非流动资产处置净损失,"1,954,557.83","160,673.95","34,149.59","2,281.87","3,820.33","3,916.49",,,,,,,,"1,423,043.90",,,,,,,,"2,305,802.96","278,631.67","261,537.65","261,537.65","261,537.65",,,,,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
