科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"177,033,063.12","179,224,524.51","280,354,601.69","148,591,133.05","235,754,647.87","364,918,426.51","54,803,106.31","140,126,299.98","228,041,384.45","359,595,306.83","88,733,438.60","154,164,975.91","256,285,922.77","380,898,114.36","71,552,230.12","148,933,673.22","270,328,927.86","393,167,939.11","68,394,390.66","144,595,687.92","221,581,512.31","346,515,705.64","65,450,475.78","189,718,516.50","279,294,429.88","396,896,597.66","63,445,900.27","166,899,998.29","289,788,077.39","421,615,640.60","84,266,797.26","195,098,410.42","308,008,915.97","440,257,831.96","87,143,008.84"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"6,234,205.92","8,611,829.21","15,273,229.71","10,669,934.75","18,875,887.12","21,492,041.58","4,077,043.74","10,796,513.21","16,025,393.61","22,720,903.13","4,363,389.98","10,764,827.58","16,560,048.80","20,666,303.44","5,484,521.54","9,867,865.95","16,664,062.53","22,158,667.07","7,675,862.47","11,242,238.14","16,424,115.84","28,873,795.08","6,001,827.63","9,953,840.83","14,900,638.68","23,272,533.24","5,269,624.18","9,945,080.83","16,795,157.40","20,762,104.73","4,709,279.10","9,126,664.90","16,067,984.45","19,101,196.01","933,404.43"
支付其他与投资活动有关的现金,"138,000.00","10,418,600.00","5,558,643.00","2,100,000.00","4,400,000.00","4,600,000.00","1,700,000.00","700,000.00","750,000.00","750,000.00",,,,,,,"5,000,000.00","26,390,000.00","20,000.00","1,220,000.00","2,620,000.00","2,920,000.00","760,000.00","760,000.00","800,000.00","1,160,000.00",,"76,400,000.00","100,000,000.00","1,858,440.52",,,,"20,326,448.56",
收到其他与经营活动有关的现金,"21,991,671.96","26,174,835.60","32,971,706.16","35,902,043.42","60,608,631.21","38,562,653.82","24,813,553.45","53,917,633.85","38,218,542.83","39,743,036.74","13,677,286.55","39,966,673.71","48,735,028.13","39,333,080.73","17,993,992.75","33,773,043.67","36,066,399.41","25,350,714.82","8,380,422.29","17,356,458.04","19,088,110.09","18,361,438.95","10,141,039.71","19,963,437.82","30,525,048.45","17,499,732.73","36,622,953.01","47,105,504.72","55,905,984.50","45,975,929.66","13,340,088.91","32,365,477.16","38,960,572.34","24,044,638.43","9,234,216.40"
投资活动现金流出小计,"22,984,442.83","32,717,268.37","56,090,933.25","67,037,145.07","92,307,978.21","108,384,181.42","39,059,747.50","87,587,987.18","97,988,277.07","107,388,486.07","75,600,707.69","78,298,556.69","83,463,353.69","83,568,428.35","1,576,547.80","3,922,270.80","22,423,683.17","70,607,544.68","14,743,517.37","40,066,076.97","77,371,901.57","97,293,761.47","24,269,059.20","27,211,890.09","156,193,952.09","186,039,002.50","111,200,438.84","136,795,885.84","164,491,349.92","387,008,449.29","31,203,339.64","50,821,802.69","85,285,016.19","130,240,029.40","11,010,917.25"
经营活动现金流入小计,"205,258,941.00","214,011,189.32","328,599,537.56","195,163,111.22","315,239,166.20","424,973,121.91","83,693,703.50","204,840,447.04","282,285,320.89","422,059,246.70","106,774,115.13","204,896,477.20","321,580,999.70","440,897,498.53","95,030,744.41","192,574,582.84","323,059,389.80","440,677,321.00","84,450,675.42","173,194,384.10","259,982,512.45","407,883,161.15","88,049,503.32","233,225,084.90","344,215,227.09","462,218,383.67","109,982,664.21","233,081,953.75","375,336,391.85","504,094,052.10","104,951,839.05","241,629,780.78","371,398,706.77","491,764,900.41","97,310,629.67"
投资活动产生的现金流量净额,"-21,108,058.29","-17,452,243.92","-40,189,849.40","-64,900,552.81","-90,171,385.95","-104,898,089.16","-38,514,336.95","-71,628,109.09","-81,873,962.42","-91,280,171.42","-71,411,984.74","-72,706,133.74","-75,372,930.74","-69,655,329.91","-1,267,824.85","3,976,952.15","-14,516,460.22","-54,030,321.73","-4,669,616.37","-20,884,429.97","-58,038,954.57","-15,290,324.21","42,382,043.56","-22,431,069.59","-151,353,131.59","-176,702,809.05","-28,463,298.01","-54,991,766.10","-81,914,916.11","-59,545,262.73","-15,515,530.87","-34,707,583.84","-68,532,797.34","-70,933,921.53","-10,922,917.25"
购买商品、接受劳务支付的现金,"125,427,765.61","125,704,680.49","174,716,089.18","112,622,492.31","188,100,339.48","242,431,222.18","55,167,046.37","117,571,076.55","180,487,114.86","234,119,918.01","58,168,762.26","120,865,756.54","178,495,761.64","246,005,255.90","61,136,001.66","113,027,676.04","171,126,403.42","216,425,555.07","41,487,125.43","91,938,613.18","131,213,825.41","187,997,190.96","52,117,051.14","106,886,599.06","155,462,655.30","207,909,330.79","39,658,155.64","100,490,215.59","163,750,285.61","215,652,583.65","63,876,539.52","139,779,086.73","208,910,469.45","280,622,584.29","73,463,641.12"
吸收投资收到的现金,,,,,,"271,111,100.00",,,,,,,,,,,,"134,461,414.55",,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金,"21,983,088.00","23,816,228.51","34,024,268.92","19,507,996.17","31,415,437.64","46,311,949.91","13,017,466.97","30,283,977.84","51,891,254.19","73,345,135.64","21,773,776.57","42,383,365.90","66,788,364.45","87,550,082.25","20,965,766.46","43,584,317.00","65,721,860.98","85,419,377.93","20,620,043.31","41,794,830.28","62,562,025.63","85,166,666.88","24,511,256.96","50,406,071.40","73,346,515.46","99,228,109.67","27,292,859.14","54,887,708.53","82,697,707.15","108,564,313.00","28,882,332.71","55,484,876.67","85,730,007.56","115,558,627.14","31,471,287.13"
取得借款收到的现金,"141,296,779.60","168,786,257.31","187,600,000.00","115,419,276.00","145,398,726.60","161,578,666.00",,"10,000,000.00","20,000,000.00","30,000,000.00","10,000,000.00","40,000,000.00","60,000,000.00","90,000,000.00","30,000,000.00","30,000,000.00","50,000,000.00","50,000,000.00",,,"62,000,000.00","92,000,000.00",,"30,000,000.00","62,000,000.00","72,000,000.00",,"50,000,000.00","97,000,000.00","97,000,000.00","43,902,936.00","93,902,936.00","140,902,936.00","144,118,512.00","50,000,000.00"
支付的各项税费,"10,184,692.61","6,967,269.50","11,481,666.47","4,974,633.70","6,311,289.91","12,210,774.66","3,145,165.23","5,776,948.34","8,550,344.74","13,630,538.41","2,628,526.22","6,083,911.85","8,982,863.47","9,362,809.91","3,271,508.34","5,873,225.25","7,674,567.44","11,151,833.91","2,281,482.10","5,655,249.46","7,761,734.14","11,844,639.85","6,865,085.77","13,333,196.33","17,629,792.27","20,131,323.94","4,814,203.41","9,654,526.38","14,539,489.63","18,463,083.92","3,664,461.18","9,913,681.03","12,088,970.77","14,234,480.74","15,714,146.21"
收到其他与筹资活动有关的现金,,"6,780,000.00","6,464,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"32,573,969.74","37,898,477.62","44,673,294.19","37,120,693.45","61,805,680.40","52,079,989.27","16,771,794.84","35,545,997.29","36,125,534.99","55,157,318.30","21,388,660.46","32,646,790.87","49,168,148.28","40,832,385.04","18,146,911.52","29,025,564.16","38,484,753.09","34,843,538.47","7,539,872.70","17,330,829.57","25,839,368.27","27,572,025.17","12,491,727.73","22,583,915.70","35,195,889.27","57,555,609.30","16,174,881.64","29,370,920.28","43,534,924.09","40,457,336.63","10,261,828.41","23,937,571.25","36,080,551.41","39,687,908.82","8,535,757.07"
筹资活动现金流入小计,"141,296,779.60","175,566,257.31","194,064,000.00","115,419,276.00","145,398,726.60","432,689,766.00",,"10,000,000.00","20,000,000.00","30,000,000.00","10,000,000.00","40,000,000.00","60,000,000.00","90,000,000.00","30,000,000.00","30,000,000.00","50,000,000.00","184,461,414.55",,,"62,000,000.00","92,000,000.00",,"30,000,000.00","112,000,000.00","122,000,000.00",,"50,000,000.00","97,000,000.00","97,000,000.00","43,902,936.00","93,902,936.00","140,902,936.00","144,118,512.00","50,000,000.00"
经营活动现金流出小计,"190,169,515.96","194,386,656.12","264,895,318.76","174,225,815.63","287,632,747.43","353,033,936.02","88,101,473.41","189,178,000.02","277,054,248.78","376,252,910.36","103,959,725.51","201,979,825.16","303,435,137.84","383,750,533.10","103,520,187.98","191,510,782.45","283,007,584.93","347,840,305.38","71,928,523.54","156,719,522.49","206,021,833.75","314,288,611.42","76,804,224.22","162,105,087.70","229,194,354.66","322,156,437.55","93,057,232.24","189,423,446.46","268,135,630.03","389,982,791.38","128,950,743.79","247,075,344.26","360,478,530.66","467,908,114.30","129,184,831.53"
偿还债务支付的现金,"107,019,421.81","177,920,578.19","176,972,574.97","71,600,000.00","91,998,726.60","180,037,066.00","64,341,600.00","74,341,600.00","74,341,600.00","90,341,600.00","10,000,000.00","20,000,000.00","48,800,000.00","62,800,000.00","40,000,000.00","50,000,000.00","50,000,000.00","80,000,000.00","30,000,000.00","30,000,000.00","50,000,000.00","50,000,000.00",,"30,000,000.00","112,000,000.00","112,000,000.00",,"20,000,000.00","102,000,000.00","102,000,000.00","50,000,000.00","50,000,000.00","97,000,000.00","97,000,000.00","76,362,833.00"
经营活动产生的现金流量净额,"15,089,425.04","19,624,533.20","63,704,218.80","20,937,295.59","27,606,418.77","71,939,185.89","-4,407,769.91","15,662,447.02","5,231,072.11","45,806,336.34","2,814,389.62","2,916,652.04","18,145,861.86","57,146,965.43","-8,489,443.57","1,063,800.39","40,051,804.87","92,837,015.62","12,522,151.88","16,474,861.61","53,960,678.70","93,594,549.73","11,245,279.10","71,119,997.20","115,020,872.43","140,061,946.12","16,925,431.97","43,658,507.29","107,200,761.82","114,111,260.72","-23,998,904.74","-5,445,563.48","10,920,176.11","23,856,786.11","-31,874,201.86"
分配股利、利润或偿还利息支付的现金,"8,341,100.11","8,425,139.25","7,179,729.65","4,441,059.76","8,249,523.67","11,091,140.37","1,408,004.08","22,367,593.65","23,226,682.09","24,354,718.53","830,147.79","8,485,763.86","22,738,386.38","24,000,372.93","1,187,666.67","22,322,222.23","23,451,176.23","24,756,472.23","801,058.44","1,125,200.48","27,033,302.51","27,925,331.46","1,084,762.37","39,783,608.72","41,778,932.89","41,897,098.25","593,470.09","30,630,921.00","34,073,000.76","35,205,421.72","1,177,185.73","37,477,634.12","39,020,827.27","37,011,650.04","1,526,875.98"
收回投资收到的现金,,,,,,,,"12,000,000.00","12,000,000.00","12,000,000.00",,,,,,,,,,,,,,,,,"80,000,000.00",,"80,000,000.00","315,870,000.00","15,610,000.00","10,950,000.00","10,950,000.00","42,610,000.00",
支付其他与筹资活动有关的现金,"7,921,660.00","6,797,900.00","411,678.32",,,"6,257,753.28","3,400,000.00","3,400,000.00","3,900,000.00","3,900,000.00",,,,,,,,,"1,550,971.98","1,550,971.98","1,550,971.98","1,762,971.98",,,"100,000.00","100,000.00",,,,,,,,,
取得投资收益收到的现金,"249,984.54","319,424.45","257,483.85","1,327,792.26","1,327,792.26","1,327,792.26","545,410.55","3,675,878.09","2,355,878.09","2,355,878.09","308,722.95","1,658,722.95","1,658,722.95","1,658,722.95","308,722.95","7,868,722.95","7,868,722.95","7,868,722.95",,"6,844,146.00","6,844,146.00","6,844,146.00","251,300.50","251,300.50","251,300.50","772,285.45","820,060.83","1,060,079.74","1,820,124.54","4,162,495.36","71,808.77","4,431,207.39","4,431,207.39","831,207.39",
筹资活动现金流出小计,"123,282,181.92","193,143,617.44","184,563,982.94","76,041,059.76","100,248,250.27","197,385,959.65","69,149,604.08","100,109,193.65","101,468,282.09","118,596,318.53","10,830,147.79","28,485,763.86","71,538,386.38","86,800,372.93","41,187,666.67","72,322,222.23","73,451,176.23","104,756,472.23","32,352,030.42","32,676,172.46","78,584,274.49","79,688,303.44","1,084,762.37","69,783,608.72","153,878,932.89","153,997,098.25","593,470.09","50,630,921.00","136,073,000.76","137,205,421.72","51,177,185.73","87,477,634.12","136,020,827.27","134,011,650.04","77,889,708.98"
处置固定资产、无形资产和其他长期资产收回的现金净额,"26,400.00","14,807,600.00","25,000.00",,,"31,000.00",,"284,000.00","288,886.56","282,886.56",,"53,700.00","2,551,700.00","2,791,375.49",,"30,500.00","38,500.00","88,500.00","50,000.00","63,600.00","64,900.00","132,420.00","29,520.00","29,520.00","29,520.00","629,520.00","17,000.00","744,040.00","745,540.00","747,000.00","6,000.00","733,011.46","1,371,011.46","1,470,654.00","88,000.00"
筹资活动产生的现金流量净额,"18,014,597.68","-17,577,360.13","9,500,017.06","39,378,216.24","45,150,476.33","235,303,806.35","-69,149,604.08","-90,109,193.65","-81,468,282.09","-88,596,318.53","-830,147.79","11,514,236.14","-11,538,386.38","3,199,627.07","-11,187,666.67","-42,322,222.23","-23,451,176.23","79,704,942.32","-32,352,030.42","-32,676,172.46","-16,584,274.49","12,311,696.56","-1,084,762.37","-39,783,608.72","-41,878,932.89","-31,997,098.25","-593,470.09","-630,921.00","-39,073,000.76","-40,205,421.72","-7,274,249.73","6,425,301.88","4,882,108.73","10,106,861.96","-27,889,708.98"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,"1,320,000.00","1,320,000.00",,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"1,036,588.46","-397,759.62","-1,613,599.81","-1,042,690.16","-1,299,469.55","-2,238,655.78","19,733.59","135,388.64","728,456.74","-764,463.72","-593,161.71","-1,237,715.26","-1,757,087.30","-2,372,334.34","-118,706.85","399,711.14","185,747.03","398,028.12","362,516.93","1,072,448.84","1,741,982.74","2,364,297.89","-250,833.27","372,673.84","524,444.57","1,271,261.90","-513,612.04","-781,254.25","-1,512,954.00","-4,271,446.81","-554,678.32","-6,079.12","561,906.85","-1,810,360.45","-1,003,531.26"
