科目,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"109,695,886.87","301,961,293.78","1,002,313,197.10","1,027,094,031.64","953,563,198.84","1,254,328,302.32","1,244,637,424.03","876,276,539.12","700,809,888.95","870,394,756.13","628,205,395.54","729,772,378.24","611,261,076.52","734,882,380.78","523,653,134.06","593,447,318.62","533,600,576.26","629,936,460.78","549,322,502.80","654,638,074.79","456,760,963.67","1,610,485,751.85","1,224,614,667.87","900,963,685.84","800,611,489.68","681,342,269.16","764,622,479.86","714,250,161.47","712,720,121.68","1,443,534,710.36","1,240,405,128.02","1,352,487,041.69","1,163,413,056.43","1,319,473,856.59","1,799,490,398.98","1,297,183,913.82","1,816,611,273.65","1,660,713,127.09","1,676,783,266.03","1,741,104,585.80","1,612,263,214.17","1,402,359,380.65","1,681,167,815.29","1,387,943,129.32","1,170,130,220.20","1,842,243,507.87"
短期借款,"30,000,000.00","40,000,000.00","10,000,000.00",,,,,,,,,,"200,000,000.00","280,000,000.00","380,000,000.00","380,000,000.00","410,000,000.00","530,000,000.00","730,000,000.00","930,000,000.00","799,900,000.00","499,900,000.00","100,000,000.00","639,700,000.00","649,700,000.00","599,700,000.00","899,700,000.00","920,000,000.00","1,168,000,000.00","1,328,000,000.00","1,356,966,662.54","1,126,177,248.22","1,127,573,936.06","1,248,826,772.13","1,627,192,123.51","1,707,518,873.51","1,220,000,000.00","1,260,000,000.00","2,114,020,000.00","2,574,020,000.00","2,394,020,000.00","1,944,020,000.00","2,420,000,000.00","3,111,450,000.00","3,751,451,000.00","4,070,451,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"250,000.00",,,"200,000.00",,,,,,,,,,,,,,,,"132,756.91","132,756.91",,,,,,"203,533.84","166,386.40","420,945.74","112,793.66","23,548.00","1,315,707.85","10,238.40","529,100.00","806,200.00",,"198,631.00","198,631.00","198,631.00","678,631.00","300,000.00","1,849,502.04","2,084,292.56","1,604,993.50","4,217,659.80","4,645,159.80"
应付票据,"60,295,535.50","43,538,985.50","23,947,580.00","37,149,525.00","79,895,306.00","200,038,556.10","311,781,969.40","164,107,986.00","208,686,645.40","172,732,188.14","144,965,953.30","229,809,527.85","254,974,677.85","232,290,360.00","219,959,350.00","276,046,190.00","336,692,010.00","324,315,510.00","205,454,492.50","198,756,902.50","298,126,000.00","278,289,831.90","297,040,072.58","374,274,254.03","405,459,197.57","328,194,727.00","287,605,227.00","335,012,574.00","428,217,782.20","409,989,151.20","366,216,271.00","386,937,665.00","407,723,307.00","352,390,600.00","253,128,230.00","290,352,586.00","409,264,826.00","298,155,238.14","271,422,357.00","271,549,428.00","329,576,540.00","324,587,466.96","368,170,663.83",,"721,157,367.78",
应收账款,"8,979,302.93","12,825,205.23","13,704,505.15","15,424,578.17","15,981,200.35","16,699,077.84","20,966,268.48","21,513,895.03","14,950,758.04","19,864,473.54","23,960,841.56","23,205,155.28","24,743,197.95","30,919,879.26","33,912,062.97","34,656,428.04","26,683,508.85","48,906,264.97","49,011,131.35","54,030,649.47","73,297,438.45","61,987,714.69","73,168,304.98","75,605,485.56","66,768,814.84","101,437,920.80","96,814,854.98","105,184,923.37","75,451,079.03","128,037,600.91","133,195,266.59","144,382,283.46","105,245,548.71","136,462,170.68","137,984,336.02","167,226,552.48","126,202,174.93","151,634,559.71","104,210,274.63","107,807,998.29","82,950,517.95","115,039,623.50","88,776,607.90","107,143,392.57","70,742,921.55","89,682,226.38"
应付账款,"651,613,593.39","698,698,458.25","628,050,028.20","710,724,989.81","746,750,956.04","723,131,554.05","722,480,295.34","793,816,386.18","733,694,838.27","817,582,369.67","754,181,583.38","879,614,970.51","968,625,453.13","993,540,911.01","943,679,127.37","1,072,682,846.11","1,215,314,607.94","1,056,242,617.65","1,075,544,577.73","1,289,626,951.63","1,481,426,607.38","1,689,924,438.73","1,614,665,978.62","1,655,384,314.66","1,946,123,936.31","1,831,050,720.98","1,596,828,337.44","1,667,341,463.46","1,872,279,223.10","2,464,644,193.03","1,947,328,913.77","1,845,655,584.57","1,977,842,584.36","1,947,717,617.65","1,785,186,368.68","2,070,166,990.22","2,483,646,083.89","2,181,163,147.02","2,241,732,194.73","2,351,302,179.20","2,870,014,730.84","2,945,078,910.80","2,562,643,689.32",,"3,382,047,371.80",
预付款项,"63,633,022.80","47,336,598.88","61,352,910.09","31,992,440.79","76,317,996.92","58,037,476.68","50,895,004.03","138,244,497.74","195,856,676.49","284,535,393.88","291,438,530.30","255,132,156.42","445,825,772.77","610,921,548.22","634,003,301.33","576,664,216.60","372,615,694.94","451,129,647.22","351,028,067.95","515,658,090.39","433,069,533.13","573,170,430.46","713,232,591.49","861,870,185.71","622,897,288.66","961,635,580.42","701,827,089.74","822,212,955.25","687,856,377.63","765,260,772.66","713,196,230.02","710,914,907.63","664,491,981.86","726,950,328.91","702,855,070.87","977,467,447.17","716,479,037.65","693,790,289.66","689,453,211.56","852,081,347.57","937,409,971.57","774,272,222.23","931,910,004.16","1,102,272,416.65","1,123,976,787.90","1,044,475,041.04"
预收款项,"103,083,171.09","145,701,644.04","130,962,062.00","160,950,866.96","177,802,712.01","204,487,683.85","194,318,701.16","277,891,442.70","254,159,148.53","328,233,636.08","303,757,929.90","369,382,742.77","340,541,693.29","406,859,282.75","382,298,168.09","438,072,772.26","442,706,845.14","507,690,852.48","527,962,827.44","660,260,708.57","581,453,083.63","694,284,608.28","661,263,032.83","735,063,208.02","650,069,597.24","662,862,812.70","599,677,554.93","668,242,845.20","613,022,032.28","1,032,427,623.48","926,288,298.64","1,025,642,798.21","940,142,652.32","989,455,773.66","932,320,516.88","1,061,686,517.63","976,416,076.54","1,021,097,748.88","985,301,564.22","1,092,819,501.20","977,555,957.27","1,160,071,215.81","1,050,972,442.32","1,256,725,155.48","1,147,492,229.29","1,223,476,071.72"
