科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"92,480,415.01","109,464,763.86","109,665,184.93","75,425,403.66","394,953,671.10","394,581,850.94","405,982,680.42","389,657,305.03","379,596,475.24","369,062,820.37","414,968,586.19","420,861,685.65","393,056,912.45","361,124,258.60","417,060,963.26","390,783,284.19","343,068,982.25","291,825,581.91","195,350,638.62","162,499,792.66","117,757,907.58","118,501,777.17","188,107,881.35","158,927,052.06","110,484,076.86","174,262,023.09","368,228,200.97","387,827,768.47","359,742,879.45","346,677,079.10","328,155,120.71"
短期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,000,000.00","24,100,000.00","64,200,000.00","63,300,000.00","100,000,000.00"
交易性金融资产,"1,207,700.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,"1,456,800.00","2,204,336.91","303,103.00",,"1,390,477.14","8,269,122.33"
应付票据,,,"21,375,200.18","8,104,412.60","9,692,713.93","9,917,957.33","17,007,463.06","12,345,341.92","13,753,186.35","12,774,801.63","16,430,709.08","18,792,357.20","15,859,883.40","16,511,276.79","10,121,871.79","13,885,054.67","12,478,327.11","21,574,165.87","7,563,747.54","13,841,648.44","7,692,023.90","6,717,324.74","8,615,595.58","11,805,013.59","10,294,828.35","19,045,997.90","21,891,888.36","16,631,275.62","8,627,256.47","9,931,483.51","52,382,104.11"
应收账款,"11,116,091.60","16,739,199.51","40,023,351.84","40,675,275.90","65,014,578.42","55,898,553.93","53,612,655.49","54,650,058.29","67,175,289.98","76,333,428.29","70,173,540.19","66,632,904.14","72,707,540.05","92,250,740.88","55,599,424.43","59,388,629.76","66,966,690.41","70,581,852.22","76,938,702.54","75,122,072.82","114,212,056.59","118,112,075.70","99,799,153.48","107,070,933.40","158,046,270.71","172,371,730.23","231,370,765.29","256,945,384.51","415,956,955.17","421,938,315.52","506,285,252.32"
应付账款,"22,630,712.05","30,376,454.29","19,218,460.30","25,542,594.54","26,049,025.63","26,797,368.62","28,056,557.09","35,888,454.52","22,355,181.94","29,253,113.22","33,222,478.02","26,231,214.26","28,187,716.62","25,222,723.93","28,514,143.90","51,875,396.10","39,467,734.16","30,078,028.09","60,998,280.66","39,553,852.61","33,188,830.26","43,976,032.59","52,613,994.84","37,929,826.24","42,498,620.22","46,520,463.20","94,460,853.66","111,823,049.30","167,633,054.45","234,797,188.56","267,469,542.19"
预付款项,"4,631,128.65","202,785.45","668,285.78","11,734,297.67","10,612,055.65","3,037,067.99","5,484,673.88","3,295,050.69","1,992,771.97","3,204,602.47","4,384,630.13","4,510,276.94","4,103,161.37","5,476,178.21","5,408,596.92","8,547,870.45","17,308,778.23","16,997,778.25","9,648,448.25","9,982,224.93","9,995,874.48","17,242,501.96","5,061,220.90","4,538,549.24","4,661,075.30","7,235,755.96","10,693,737.65","18,658,907.92","24,866,766.58","17,313,393.81","21,044,172.48"
预收款项,"25,061,717.11","11,041,521.25","7,516,416.30","17,253,343.45","6,532,079.41","3,980,957.68","3,404,223.17","14,775,248.20","7,900,026.52","5,597,058.92","10,442,043.45","29,345,604.71","11,116,920.57","11,746,972.29","27,674,106.29","7,457,379.45","7,056,933.14","5,041,191.33","12,543,546.20","4,664,673.79","3,542,349.07","4,743,481.98","5,501,038.78","10,229,731.32","13,140,095.30","13,212,297.27","23,169,815.70","29,363,100.64","57,501,058.17","57,998,914.89","57,832,410.14"
其他应收款,"2,350,507.64","1,722,414.37","8,514,768.96","5,126,538.00","3,300,594.68","3,979,686.83","2,646,759.58","4,562,490.10","4,728,858.22","4,596,806.45","3,044,372.21","7,935,017.22","7,071,206.02","8,364,972.78","5,367,078.68","9,137,343.29","12,638,448.67","12,596,693.79","12,325,062.91","13,461,410.32","12,655,036.77","17,810,435.56","15,703,067.62","10,947,857.75","13,813,744.80","9,553,554.39","22,477,299.10","44,699,473.38","34,233,929.29","35,592,446.26","41,017,667.16"
应付职工薪酬,"2,292,232.93","1,764,994.45","2,073,566.33","2,008,802.08","2,260,704.52","2,624,155.11","4,369,219.60","2,783,302.61","5,164,025.52","4,454,016.72","11,021,532.63","10,387,960.68","3,581,535.20","4,309,176.21","10,861,082.56","12,931,801.06","4,349,766.08","4,819,694.97","16,810,840.66","14,039,840.40","8,004,796.11","7,053,489.92","11,002,301.06","8,890,089.20","7,038,191.72","6,870,604.46","31,262,422.79","26,372,535.71","9,728,675.63","10,871,147.31","31,135,578.58"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
