科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
存货,"160,016,960.82","153,758,704.99","222,704,547.38","238,278,416.51","339,480,871.40","407,487,366.47","506,792,799.15","567,981,569.00","614,982,680.92","662,011,886.01","705,486,283.24","771,133,495.62","921,114,037.04","1,049,165,304.25","954,994,769.10","870,750,834.61","779,599,691.39","831,323,493.95","874,542,572.23","758,911,058.16","763,863,561.35","774,993,754.35","657,117,492.42","777,560,898.60","741,788,254.83","736,164,680.44","806,278,112.40","908,296,023.48","845,520,154.73","1,015,520,367.89"
其他应付款,"5,987,861.30","159,616.10","1,239,351.75","1,289,407.27","441,688.75","1,113,954.85","1,311,265.24","1,108,232.95","2,923,122.86","2,631,332.94","3,059,539.91","1,590,497.34","3,361,293.49","2,521,630.13","3,653,240.69","7,883,853.14","2,862,794.60","6,736,031.33","2,462,455.00","3,180,112.06","1,844,865.54","2,417,836.87","4,078,547.18","15,313,965.87","3,339,490.15","3,355,516.76","68,541,434.59","50,082,245.25","37,191,409.83","31,992,959.19"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,"3,000,000.00",,,,"43,858,060.65","31,409,831.19","49,792,917.84","49,792,917.84"
其他流动资产,,"80,000.00","133,373.30",,"487,712.67","243,856.35","2,877,701.18","236,500.01","321,724.23","160,862.10","473,000.00","404,500.00","587,289.99","413,644.98","372,825.47","324,825.47","955,670.75","501,835.40","5,886,183.96","6,377,856.99","9,317,715.34","36,491,935.10","36,500,988.73","33,229,369.89","27,980,323.12","14,876,869.10","47,581,651.49","44,269,947.24","45,449,545.02","39,388,573.83"
其他流动负债,"2,008,773.89","3,313,486.79","3,882,284.17","5,702,044.28","5,753,985.22","9,160,818.08","7,284,339.74","15,003,549.32","1,607,173.80","1,304,758.99",,,,,,,,,,,,,,,,"15,000.00",,,,
流动资产合计,"284,190,051.47","320,237,073.43","480,841,629.69","578,136,000.84","953,905,462.20","961,088,784.47","1,040,750,570.91","1,187,623,961.16","1,342,939,502.45","1,417,296,325.18","1,677,788,702.60","1,933,068,886.89","2,140,734,276.28","2,361,500,029.29","2,368,541,936.63","2,400,257,645.16","2,304,081,577.49","2,436,669,946.39","2,353,470,078.75","2,114,402,814.71","1,932,894,969.39","2,369,669,395.56","2,446,582,066.68","2,365,445,123.16","2,276,095,107.11","2,125,709,049.87","2,174,238,131.25","2,356,147,660.04","2,637,002,172.84","2,739,353,417.34"
流动负债合计,"260,502,584.05","282,352,098.10","481,976,998.71","526,485,596.92","605,443,338.52","619,030,578.49","678,264,867.73","813,355,649.46","982,573,755.10","1,055,483,089.15","1,335,880,939.15","1,600,830,330.71","1,848,579,301.32","2,019,502,426.27","1,948,887,490.61","1,921,584,834.62","1,740,071,314.30","1,868,050,942.40","1,893,455,850.63","1,700,346,430.80","1,548,109,440.96","1,581,676,113.25","1,731,174,492.31","1,728,754,067.35","1,653,621,873.80","1,484,181,755.41","1,888,372,752.24","1,961,055,783.98","2,264,157,999.11","2,330,691,060.18"
可供出售金融资产,,,,,,,,,,,,,,,,,,"13,673,025.04","13,673,025.04","13,673,025.04","13,673,025.04","18,822,025.04","19,946,825.04","19,946,825.04","19,946,825.04","19,946,825.04","19,946,825.04","19,946,825.04","19,946,825.04","19,946,825.04"
长期借款,,,"20,000,000.00","70,000,000.00",,,,,,,,,"10,000,000.00","10,000,000.00","13,000,000.00","33,000,000.00","63,000,000.00","71,000,000.00","101,000,000.00","160,000,000.00","152,000,000.00","3,000,000.00","54,546,240.00","70,487,092.61","69,855,942.50","69,730,299.37","172,521,539.33","169,089,720.36","168,544,998.48","168,128,417.32"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,"4,245,300.00",,,,,,,,,,,,,,,,,,,,,,,"104,142.38","1,251,175.89","83,622.87","51,654,152.40","101,641,842.32","70,257,266.16","55,270,745.74"
长期股权投资,,,"7,773,025.04","7,773,025.04","7,773,025.04","7,773,025.04","16,373,025.04","16,373,025.04","16,373,025.04","16,560,569.61","16,373,025.04","16,373,025.04","13,693,025.04","13,693,025.04","13,673,025.04","13,673,025.04","26,851,965.94","29,511,165.05","30,678,142.11","20,913,387.53","23,712,508.38","26,832,855.19","82,170,182.59","73,989,764.17","73,862,797.19","72,349,145.55","64,594,451.52","62,845,627.10","62,093,638.80","70,161,826.85"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"62,505,466.85","95,022,780.04","99,952,192.78","99,453,854.62","109,721,062.09","190,750,623.64","207,825,480.92","206,591,474.49","212,799,896.43","236,981,037.28","289,591,552.28","301,441,230.72","320,312,959.81","323,331,968.65","396,523,206.24","419,872,734.85","405,571,177.38","402,454,832.35","428,319,293.15","404,759,012.32","509,507,344.55","555,252,473.81","951,591,340.83","1,012,825,684.13","995,642,467.83","966,662,486.88","1,174,555,212.00","1,167,409,430.39","1,149,058,046.97","1,125,051,302.39"
递延所得税负债,,,,,,,"135,913.50","44,184.80","135,913.50","135,913.50","12,312.42","12,312.42","56,554.34","59,931.42",,,"75,917.78",,"64,152.00","54,964.80",,,,,"201,879.90","200,465.40","345,697.27","344,278.75","261,009.31","341,441.69"
在建工程,"22,843,360.73","5,725,755.53","39,993,773.23","53,157,597.79","59,073,985.87","6,151,138.65","7,541,964.23","21,031,072.39","23,979,024.81","30,262,018.75","31,662,575.62","34,369,324.99","71,856,841.83","98,084,183.09","41,006,372.96","33,086,913.11","36,918,077.41","93,922,095.31","91,109,428.38","232,759,002.48","149,691,554.87","248,464,218.63","5,405,880.29","10,566,009.89","11,113,332.83","13,560,728.71","2,857,376.66","4,320,963.81","2,674,890.86","8,958,822.14"
其他非流动负债,"850,000.00","4,516,052.61","4,119,999.97","3,899,999.86","3,679,999.75","3,459,999.64","33,679,999.53","32,729,749.41","31,761,049.89","30,929,649.87","30,098,249.85","29,266,849.83","28,435,449.81","37,520,716.46","45,772,649.81","43,816,249.82","43,902,349.83","45,560,296.75",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,"4,725,856.42","4,725,698.30","6,428,289.19","6,428,289.19","6,494,180.64","6,800,016.95","6,800,016.95","6,859,098.70","6,492,324.64","6,492,324.64","6,492,324.64","3,566,170.80",316.24,,,,"4,749,686.12","4,746,978.43"
非流动负债合计,"5,095,300.00","4,516,052.61","24,119,999.97","73,899,999.86","3,679,999.75","3,459,999.64","33,815,913.03","32,773,934.21","31,896,963.39","31,065,563.37","30,110,562.27","29,279,162.25","38,492,004.15","47,580,647.88","58,772,649.81","76,816,249.82","106,978,267.61","116,560,296.75","144,235,741.91","200,549,182.00","189,816,844.49","39,406,138.45","86,918,755.79","100,286,378.07","98,326,768.66","94,354,785.30","250,738,880.49","297,310,549.05","262,648,198.18","246,548,971.23"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"265,597,884.05","286,868,150.71","506,096,998.68","600,385,596.78","609,123,338.27","622,490,578.13","712,080,780.76","846,129,583.67","1,014,470,718.49","1,086,548,652.52","1,365,991,501.42","1,630,109,492.96","1,887,071,305.47","2,067,083,074.15","2,007,660,140.42","1,998,401,084.44","1,847,049,581.91","1,984,611,239.15","2,037,691,592.54","1,900,895,612.80","1,737,926,285.45","1,621,082,251.70","1,818,093,248.10","1,829,040,445.42","1,751,948,642.46","1,578,536,540.71","2,139,111,632.73","2,258,366,333.03","2,526,806,197.29","2,577,240,031.41"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","67,000,000.00","67,000,000.00","67,000,000.00","67,000,000.00","134,000,000.00","134,000,000.00","134,000,000.00","134,000,000.00","134,000,000.00","134,000,000.00","135,248,000.00","135,248,000.00","135,248,000.00","135,248,000.00","135,248,000.00","136,094,500.00","136,256,000.00","291,535,808.00","292,184,808.00","293,962,808.00","470,626,092.00","470,630,092.00","470,630,092.00","473,905,092.00","473,905,092.00","473,905,092.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"39,181,765.60","40,527,934.40","40,527,934.40","40,527,934.40","389,209,505.00","389,209,505.00","389,209,505.00","389,209,505.00","311,890,619.28","318,888,658.63","325,971,550.19","332,977,024.61","341,182,528.37","345,259,375.18","396,393,697.67","401,925,790.16","407,457,882.65","409,350,611.32","394,530,992.02","411,267,975.47","422,439,216.27","1,031,608,865.52","1,027,188,045.78","1,044,388,054.46","869,499,512.40","869,521,783.47","864,370,714.32","882,763,876.60","883,314,410.11","883,825,511.47"
无形资产,"10,483,382.27","17,309,498.15","76,019,464.41","75,542,527.11","75,065,589.81","74,588,652.51","74,783,013.46","76,271,768.65","75,966,756.42","75,461,868.08","74,877,889.88","122,518,013.96","155,358,559.51","154,192,836.88","171,698,466.04","170,313,567.72","168,591,545.86","166,972,395.57","167,396,361.99","176,131,669.90","189,777,514.22","188,715,869.90","184,886,882.72","201,633,693.84","218,400,535.41","215,876,643.72","224,789,554.69","196,836,194.67","195,348,291.19","193,467,308.53"
盈余公积,"1,854,049.05","5,005,309.21","8,897,664.28","8,897,664.28","8,897,664.28","8,897,664.28","14,213,997.30","14,213,997.30","17,687,306.41","17,687,306.41","23,428,906.63","23,428,906.63","23,428,906.63","23,428,906.63","44,563,385.92","44,563,385.92","44,563,385.92","44,563,385.92","66,619,687.37","66,619,687.37","66,256,348.05","66,256,348.05","68,069,032.27","68,069,032.27","68,069,032.27","68,069,032.27","68,069,032.27","68,069,032.27","68,069,032.27","68,069,032.27"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,549,500.00","21,549,500.00","21,549,500.00"
商誉,,,,,,,,,,,,,,,,,,,,"16,804,327.19","15,951,782.15","15,951,782.15","15,951,782.15","59,994,862.05","61,436,218.58","61,436,218.58","88,734,268.11","88,734,268.11","88,734,268.11","88,734,268.11"
未分配利润,"17,470,489.61","51,013,085.66","92,419,121.89","107,491,615.60","122,885,766.89","143,313,328.48","157,275,561.73","180,624,583.43","202,737,077.21","228,140,080.81","256,473,076.62","305,226,583.42","343,782,303.80","408,464,614.20","455,691,001.41","504,676,277.87","553,218,119.74","616,687,811.65","627,191,301.63","657,992,000.68","655,076,127.78","625,003,798.04","614,898,086.00","586,109,480.97","540,447,526.14","504,653,370.69","313,325,925.98","331,913,724.91","357,225,715.05","363,971,244.11"
长期待摊费用,"621,874.84","769,173.77","1,194,998.22","1,352,732.79","1,299,370.51","2,766,585.10","4,943,623.39","4,327,633.42","3,838,243.07","3,776,444.34","3,713,449.79","6,168,032.16","5,245,908.17","4,968,587.34","4,270,511.19","4,146,019.22","3,368,025.58","6,766,538.87","6,741,304.51","7,821,237.28","22,712,684.88","21,955,607.72","31,072,392.32","30,304,223.68","28,411,333.15","28,412,436.30","24,901,378.55","23,729,831.84","20,745,875.38","19,866,723.39"
少数股东权益,"6,970,213.29","6,852,241.70","8,986,180.23","9,696,177.70","11,437,438.78","14,163,257.03","15,344,452.89","17,639,489.59","2,498,735.05","2,457,978.17","2,398,737.66","3,060,474.57","2,855,489.44","2,472,859.35","1,955,920.97","1,679,168.58","2,402,972.26","3,760,896.30","3,345,486.47","22,219,475.83","21,685,957.79","20,838,247.16","19,921,922.40","28,974,103.34","49,670,427.54","57,248,445.96","61,099,861.38","37,969,254.03","36,632,570.25","39,857,146.54"
递延所得税资产,"430,265.44","1,202,440.76","1,152,816.11","1,583,250.57","1,715,217.70","1,955,523.51","2,906,619.73","2,598,223.84","7,388,008.22","7,562,474.34","14,849,364.73","16,046,569.47","21,664,538.43","22,078,575.95","41,678,675.37","41,813,317.56","42,155,449.38","42,282,986.28","37,184,486.67","36,470,883.67","41,837,464.76","41,911,069.86","46,400,298.17","57,254,985.27","52,797,532.19","54,442,135.58","89,311,141.97","90,532,553.64","96,157,642.54","95,020,502.82"
外币报表折算价差,,,,,,,,,,"178,061.04","-95,624.31","-98,478.16","-113,992.01","-143,946.66","-156,268.73","-142,861.15","-142,691.13","-142,764.00",,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,"134,644,696.54","170,690,943.01","141,055,156.40","170,690,943.01","55,666,459.35","21,337,946.23","21,599,044.28","1,466,965.88","63,496,979.13","38,339,443.12","67,047,090.38","35,883,850.48"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"96,884,350.13","120,029,648.25","226,086,269.79","238,862,987.92","254,648,251.02","283,985,548.45","314,373,726.77","327,193,197.83","340,344,953.99","370,604,412.40","431,067,857.34","496,916,196.34","592,857,689.21","621,074,875.25","675,278,546.03","689,333,866.69","689,950,422.19","762,383,055.42","916,546,755.34","1,086,882,587.12","1,114,411,359.89","1,295,089,169.95","1,399,584,368.10","1,491,420,165.10","1,483,210,402.74","1,434,153,586.24","1,753,187,187.67","1,692,695,137.72","1,706,556,255.39","1,661,838,408.18"
所有者权益(或股东权益)合计,"115,476,517.55","153,398,570.97","200,830,900.80","216,613,391.98","599,430,374.95","622,583,754.79","643,043,516.92","668,687,575.32","668,813,737.95","701,352,085.06","742,865,058.52","799,875,590.27","846,520,660.02","915,491,830.39","1,036,160,342.24","1,091,190,427.41","1,146,982,417.77","1,214,441,762.66","1,232,325,241.55","1,300,389,789.03","1,309,380,043.83","2,043,676,313.81","2,028,073,186.68","2,027,824,842.84","2,007,356,867.39","1,981,326,095.40","1,788,313,686.19","1,790,476,464.73","1,816,752,230.94","1,823,951,794.11"
资产总计,"381,074,401.60","440,266,721.68","706,927,899.48","816,998,988.76","1,208,553,713.22","1,245,074,332.92","1,355,124,297.68","1,514,817,158.99","1,683,284,456.44","1,787,900,737.58","2,108,856,559.94","2,429,985,083.23","2,733,591,965.49","2,982,574,904.54","3,043,820,482.66","3,089,591,511.85","2,994,031,999.68","3,199,053,001.81","3,270,016,834.09","3,201,285,401.83","3,047,306,329.28","3,664,758,565.51","3,846,166,434.78","3,856,865,288.26","3,759,305,509.85","3,559,862,636.11","3,927,425,318.92","4,048,842,797.76","4,343,558,428.23","4,401,191,825.52"
负债和所有者(或股东权益)合计,"381,074,401.60","440,266,721.68","706,927,899.48","816,998,988.76","1,208,553,713.22","1,245,074,332.92","1,355,124,297.68","1,514,817,158.99","1,683,284,456.44","1,787,900,737.58","2,108,856,559.94","2,429,985,083.23","2,733,591,965.49","2,982,574,904.54","3,043,820,482.66","3,089,591,511.85","2,994,031,999.68","3,199,053,001.81","3,270,016,834.09","3,201,285,401.83","3,047,306,329.28","3,664,758,565.51","3,846,166,434.78","3,856,865,288.26","3,759,305,509.85","3,559,862,636.11","3,927,425,318.92","4,048,842,797.76","4,343,558,428.23","4,401,191,825.52"
