科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"12,106,868.13","74,728,651.21","139,702,289.88","40,010,818.57","502,925,212.70","506,763,135.64","509,613,834.60","413,762,499.41","392,571,371.14","378,703,139.63","465,848,293.76","354,633,018.34","320,248,978.11","261,352,885.50","261,580,500.58","192,001,147.14","142,982,504.01","106,698,111.64","209,175,024.61","143,288,552.40","145,705,840.15","114,430,820.19","149,767,740.59","44,506,123.07","39,816,546.84","30,166,972.66","37,766,513.74","18,604,873.05","19,605,424.54","29,976,121.00","18,945,427.80","25,830,536.22"
短期借款,"35,800,000.00","33,300,000.00","115,779,200.00","129,400,000.00","175,000,000.00","161,500,000.00","98,500,000.00","128,500,000.00","175,300,000.00","228,300,000.00","218,299,950.00","207,975,950.00","263,499,950.00","243,500,000.00","188,600,000.00","238,600,000.00","223,600,000.00","229,570,000.00","239,050,000.00","272,550,000.00","277,550,000.00","270,600,000.00","199,500,000.00","158,413,655.00","113,413,655.00","90,000,000.00","80,000,000.00","51,120,000.00","9,670,000.00","12,386,040.00","9,986,040.00","9,986,040.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,"20,000.00","50,000.00","453,700.00","121,500.00",,"50,000.00","50,000.00","280,800.10","249,900.00","249,900.00","230,050.00","100,000.00",,"240,000.00","490,000.00","460,000.00","3,708,649.54",,"7,300.00",,,"261,113.20","124,113.20","264,113.20","150,000.00","257,171.29","137,171.29","137,171.29"
应付票据,,,"46,521,284.82","38,184,012.32","27,324,734.60","26,584,994.60","31,627,037.00","34,576,269.10","28,588,330.43","43,061,471.94","56,146,912.06","52,080,568.28","48,531,305.44","71,437,710.38","87,749,298.59","70,362,124.41","56,370,268.05","55,591,816.66","52,639,565.94","56,946,700.98","61,345,279.90","69,891,646.87","86,098,669.41","101,606,157.59","97,606,825.90","75,790,196.34","70,553,176.48","81,997,065.25","43,449,053.51",,"79,710,152.22",
应收账款,"98,748,101.51","195,775,550.92","307,302,918.43","381,718,500.36","432,428,655.95","454,190,460.55","475,388,436.94","534,623,776.15","555,465,575.12","563,628,440.29","458,339,974.58","462,812,591.01","503,210,003.07","599,513,617.58","614,564,432.95","660,582,456.19","701,035,987.47","702,741,442.54","726,445,794.68","704,652,669.00","725,430,347.69","742,522,711.13","612,441,058.97","643,509,824.51","639,359,801.85","617,430,529.52","454,900,251.78","467,748,991.00","503,969,756.04","477,483,906.09","321,712,593.05","315,269,704.69"
应付账款,"76,029,769.36","133,826,374.37","163,974,698.95","140,487,017.07","148,902,155.45","144,822,201.03","156,766,062.14","116,163,051.32","130,005,364.67","112,288,030.88","140,419,936.53","143,369,232.01","150,313,676.77","196,955,411.67","211,007,832.98","202,448,775.44","237,737,538.53","228,135,865.92","272,032,945.12","270,168,831.03","271,613,654.67","278,646,657.97","265,192,808.25","223,959,334.58","212,008,128.53","206,676,728.17","178,580,330.71","166,853,053.47","211,938,549.21",,"172,144,733.11",
预付款项,"4,728,467.59","13,298,324.09","22,793,988.67","27,259,751.63","19,856,761.86","23,415,741.14","22,520,668.89","20,228,679.80","25,538,097.60","27,204,079.72","11,463,916.43","16,482,180.45","17,876,252.81","5,396,316.76","18,049,982.57","12,453,922.79","12,885,285.50","13,946,036.11","8,505,174.06","10,639,457.97","8,778,250.95","6,316,718.54","7,995,462.38","9,696,450.72","6,751,274.68","4,281,299.88","7,381,764.41","10,596,805.37","10,840,872.71","12,707,268.86","14,129,618.86","10,395,091.71"
预收款项,"4,363,307.80","3,665,859.20","11,390,406.11","9,664,993.47","9,415,825.77","11,484,196.76","8,732,524.77","9,927,897.06","9,081,760.09","10,504,867.38","6,644,391.57","7,841,404.04","6,855,911.90","8,451,459.83","6,120,500.46","6,528,478.37","6,467,837.56","7,342,081.58","1,229,827.90","2,014,917.10","2,869,886.08","5,960,083.24","5,328,053.05","8,152,767.71","7,546,189.11","7,896,486.13","5,561,218.11","6,714,652.92","5,401,927.40","6,009,846.20","6,132,206.61","21,529,536.73"
