科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"596,811,400.05","530,399,244.70","596,939,980.24","143,277,224.69","319,760,325.72","484,005,632.31","620,701,193.45","177,021,703.17","400,240,063.99","588,078,246.62","775,006,213.13","187,378,792.26","386,290,795.14","583,438,710.10","784,216,381.37","180,651,774.63","376,120,931.52","589,046,168.78","800,923,038.93","184,188,208.77","412,238,349.27","634,707,444.00","905,290,722.73","265,592,242.48","508,255,472.11","738,211,047.47","1,063,397,448.42","285,864,834.86","653,677,133.78","1,078,947,437.64","1,564,526,799.71","418,535,032.58"
二、营业利润,"31,295,067.28","47,179,664.63","58,690,161.26","8,570,623.04","22,869,953.06","47,243,364.92","61,776,533.64","14,454,096.95","30,262,580.45","24,272,919.32","-58,551,526.73","-15,876,115.53","-4,914,688.25","1,296,410.09","9,640,293.43","-1,190,827.72","10,006,958.20","26,547,277.24","43,897,561.63","15,792,361.43","35,665,560.47","54,453,540.33","109,964,504.57","52,087,753.72","103,224,570.66","145,925,409.30","238,034,814.51","77,810,146.19","186,943,432.90","303,726,607.55","482,004,432.77","90,115,819.50"
减:营业成本,"497,750,402.92","430,556,485.15","476,471,261.55","118,644,823.66","266,778,752.91","392,718,057.09","493,625,876.09","143,630,724.90","328,424,568.18","496,204,149.29","667,996,685.12","166,241,554.99","335,148,270.39","497,578,715.19","659,531,650.13","157,565,249.50","317,190,066.78","486,199,118.02","651,005,048.17","143,660,585.89","317,109,301.61","494,105,383.38","673,829,423.76","186,880,314.47","350,527,993.97","505,886,728.76","658,416,714.95","151,914,148.10","337,532,100.07","572,216,776.79","815,667,038.49","241,566,943.65"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"2,231,361.41","1,376,569.39","1,968,478.33","2,200.00","326,219.93","490,617.81","847,778.04","53,495.51","863,918.34","1,326,172.29","2,131,044.43","1,272,395.71","1,998,571.33","2,732,691.31","3,243,270.80","820,943.94","1,454,761.13","2,563,610.44","3,442,862.72","628,976.95","2,977,208.08","3,892,157.88","3,570,774.58","1,739,979.53","3,232,834.42","4,043,176.91","10,823,873.40","3,710,849.32","8,022,102.54","12,977,229.69","18,910,985.99","3,977,021.36"
营业外收入,"11,315,179.56","1,168,902.44","3,093,132.59","3,171,768.40","3,561,018.40","4,173,592.09","6,765,306.08","621,761.70","870,858.16","3,027,213.36","3,819,605.29","699,831.27","1,151,195.92","2,237,388.89","2,742,259.85","2,277,653.41","5,138,967.60","5,741,508.36","4,703,528.03","1,444,766.33","3,093,606.77","9,329,269.03","5,232,153.03","1,296,987.73","1,921,617.20","2,933,173.80","5,641,407.29","2,310,047.89","2,437,677.94","5,957,633.68","237,470.01","592,230.17"
销售费用,"10,511,662.61","13,255,871.95","13,061,606.45","3,353,165.98","7,180,520.75","10,920,580.10","16,713,018.93","3,703,416.36","7,737,399.23","15,988,495.02","26,395,185.75","8,784,635.86","13,407,654.21","21,841,576.25","30,783,528.40","7,750,800.57","16,468,640.33","24,364,029.23","32,012,589.43","6,862,398.18","20,420,074.00","26,159,128.18","38,076,051.33","7,396,676.69","18,563,762.24","29,035,474.79","53,166,067.95","12,576,464.58","18,524,452.52","25,808,504.15","41,011,433.55","9,519,153.38"
减:营业外支出,"1,143,046.63","658,887.25","1,989,813.49","5,176,648.43","5,359,499.40","5,533,966.13","5,712,073.52","91,733.50","2,486,421.31","2,952,947.77","3,478,516.82","310,802.63","895,913.33","1,094,836.97","1,934,243.19","338,818.31","2,022,137.33","2,088,173.92","2,519,929.12","172,565.06","403,348.64","815,359.33","1,456,497.98","420,591.98","567,555.57","6,994,078.82","14,091,197.82","1,447,121.73","2,448,381.97","2,537,025.24","9,788,988.37","2,049,264.17"
管理费用,"32,016,514.85","28,389,876.21","30,047,881.31","8,516,437.13","17,349,534.84","26,355,582.33","33,658,062.89","10,985,861.27","20,096,244.91","30,915,148.46","55,393,410.39","8,664,118.84","20,043,269.72","37,028,243.66","55,500,486.71","17,638,017.40","32,882,359.75","48,632,122.93","62,021,429.32","15,860,852.50","34,430,268.49","54,517,254.63","73,844,796.32","22,377,143.57","48,926,393.76","77,210,135.86","134,071,018.02","42,634,290.64","103,950,647.73","161,836,299.73","201,300,056.69","47,347,711.11"
其中:非流动资产处置净损失,"149,564.53","112,196.60","1,267,940.81",,,,"64,663.44",,"2,230,523.99","2,230,523.99","2,243,222.56","140,902.02",,"203,132.88","203,132.88",,,"1,368,252.09","1,394,521.66",,285.00,"22,989.09","164,462.99","2,055.02","10,961.64","4,934,702.63","11,358,166.36","422,114.83","1,249,259.33","1,273,371.60",,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"18,586,466.48","8,453,700.79","15,112,978.65","3,354,466.69","4,089,587.87","5,188,784.59","5,325,845.10","1,275,916.47","7,128,208.20","13,943,799.05","72,801,015.36","17,560,644.41","20,365,447.12","21,108,607.93","20,939,400.99","-678,632.21","-1,201,951.67","-1,497,763.49","-1,294,501.67","1,960,678.76","2,771,126.68","-669,232.73","-3,670,551.37","210,158.94","-3,232,681.04","-3,889,270.31","-8,037,931.96","413,911.57","3,521,754.73","7,574,195.21","14,931,172.28","24,529,513.93"
三、利润总额,"41,467,200.21","47,689,679.82","59,793,480.36","6,565,743.01","21,071,472.06","45,882,990.88","62,829,766.20","14,984,125.15","28,647,017.30","24,347,184.91","-58,210,438.26","-15,487,086.89","-4,659,405.66","2,438,962.01","10,448,310.09","748,007.38","13,123,788.47","30,200,611.68","46,081,160.54","17,064,562.70","38,355,818.60","62,967,450.03","113,740,159.62","52,964,149.47","104,578,632.29","141,864,504.28","229,585,023.98","78,673,072.35","186,932,728.87","307,147,215.99","472,452,914.41","88,658,785.50"
资产减值损失,"206,124.50","1,127,879.36","1,588,056.79","835,508.19","1,165,756.36","1,088,645.47","8,754,078.76","2,918,191.71","5,727,464.68","5,427,883.19","8,740,831.90","731,557.98","242,270.62","1,852,465.67","4,988,392.01","-1,253,776.85","-679,903.00","2,237,774.41","9,963,802.75","-303,264.60","677,491.65","4,248,880.34","11,959,350.45","1,157,129.95","-1,610,897.09","-5,079,938.64","-2,439,799.53","1,244,528.18","1,494,959.59","2,988,149.18","8,426,856.83","4,602,737.57"
减:所得税,"6,941,291.60","7,377,477.92","9,163,389.83","744,154.68","2,664,074.91","4,763,561.92","6,470,943.86","1,104,647.91","3,859,765.92","3,720,542.36","-571,534.35","2,121.86","5,163.22","7,376.64","1,540,511.79","3,781.24","4,261,444.90","5,619,248.95","7,128,231.86","2,774,104.07","3,348,160.39","7,323,127.45","11,405,992.85","7,665,949.61","18,130,515.58","25,517,471.09","38,534,610.23","13,135,532.17","32,464,217.69","56,390,244.40","69,410,193.19","16,255,053.75"
加:公允价值变动净收益,,-49.55,49.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"-4,213,800.00","-59,147.67",394.55,,,,,,320.00,320.00,"-99,566.91",,,,"410,641.10",,,,"125,753.42","274,380.34","1,812,681.71","1,999,668.01","2,283,626.91","6,256,914.39","11,376,504.81","14,920,669.20","20,637,308.92","4,439,503.72","5,874,240.62","7,063,678.98","9,539,925.76","2,360,657.55"
四、净利润,"34,525,908.61","40,312,201.90","50,630,090.53","5,821,588.33","18,407,397.15","41,119,428.96","56,358,822.34","13,879,477.24","24,787,251.38","20,626,642.55","-57,638,903.91","-15,489,208.75","-4,664,568.88","2,431,585.37","8,907,798.30","744,226.14","8,862,343.57","24,581,362.73","38,952,928.68","14,290,458.63","35,007,658.21","55,644,322.58","102,334,166.77","45,298,199.86","86,448,116.71","116,347,033.19","191,050,413.75","65,537,540.18","154,468,511.18","250,756,971.59","403,042,721.22","72,403,731.75"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"37,234,599.39","41,379,004.06","50,470,706.57","5,829,202.40","17,701,550.41","37,336,823.64","51,097,407.30","11,383,560.68","20,024,202.61","16,568,253.63","-56,722,130.90","-13,215,150.80","-1,445,414.09","7,157,828.24","18,428,794.74","3,479,315.72","12,664,685.03","26,813,209.57","40,033,667.16","13,014,353.75","31,340,889.72","47,836,988.27","82,244,476.41","33,281,203.47","67,328,609.18","97,227,525.66","167,668,355.94","65,537,540.18","154,468,511.18","250,756,971.59","403,042,721.22","72,403,731.75"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"-2,708,690.78","-1,066,802.16","159,383.96","-7,614.07","705,846.74","3,782,605.32","5,261,415.04","2,495,916.56","4,763,048.77","4,058,388.92","-916,773.01","-2,274,057.95","-3,219,154.79","-4,726,242.87","-9,520,996.44","-2,735,089.58","-3,802,341.46","-2,231,846.84","-1,080,738.48","1,276,104.88","3,666,768.49","7,807,334.31","20,089,690.36","12,016,996.39","19,119,507.53","19,119,507.53","23,382,057.81",,,,,
