科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"356,448,413.34","619,921,872.80","946,019,125.91","1,502,273,177.93","461,395,512.80","646,385,371.97","1,015,361,399.77","1,256,638,222.19","408,038,834.09","894,377,760.71","1,420,941,729.93","1,766,082,271.10","423,628,384.88","654,254,548.15","856,483,484.96","1,188,805,315.17","426,663,291.85","714,126,692.39","1,109,148,553.36","1,685,323,336.49","497,319,745.49","864,482,352.83","1,185,246,328.36","1,514,399,761.63","197,442,320.67","239,788,337.85","305,248,179.87","412,059,075.75","100,088,935.51","187,737,960.92","308,285,175.85","421,879,373.21","257,880,885.40","345,081,383.64","612,357,385.70","828,066,027.32","273,838,713.72","456,770,411.16","829,201,570.38","1,293,050,674.39","520,859,431.01","961,999,099.63","1,693,967,308.12","2,489,408,988.99","767,385,716.92","1,466,097,299.03","2,280,712,807.15","3,165,577,158.26","1,009,166,626.66"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,"134,372.54","134,372.54","1,256,477.32",,,,"831,677.63",,"41,060.17","41,060.17","122,078.88",,"407,264.71","1,487,765.77","1,483,221.77",,,,"743,566.46",,"1,231,786.39","3,666,617.51","3,666,617.51","925,789.51","4,441,373.45","4,774,199.30","5,624,230.70",,"166,122.00","225,055.60","166,122.00",,,,,,,,,,,,,,,"38,943,532.70",,
支付其他与投资活动有关的现金,,,,,,"1,677.66",,"1,677.66",,,,,"11,400,000.00","11,400,000.00","28,833,971.41","11,400,000.00","32,092.00","283,633.00","5,223.98","9,131,608.29",,,,"1,709,000.00","1,223,684.82","800,000.00","810,000.00","3,390,100.00","900,000.00","5,491,027.22","5,956,157.68","6,025,489.48",,"1,793,352.44",,,,,,"220,000,000.00",,,,,,,,,
收到其他与经营活动有关的现金,"61,326,611.38","2,084,992.26","51,807,232.18","10,446,298.99","29,518,893.71","2,823,137.90","8,053,558.81","16,715,512.33","8,906,478.02","43,071,143.83","60,430,271.62","85,326,082.04","21,744,310.01","51,388,463.14","71,255,791.12","107,618,902.75","14,643,077.76","49,233,120.11","96,712,107.80","140,580,801.86","9,852,985.73","44,504,404.55","68,132,084.22","91,507,070.43","39,963,712.45","50,414,277.01","60,849,873.76","60,534,004.80","4,521,626.24","7,865,210.73","9,987,844.74","10,552,872.35","14,590,316.13","21,872,928.16","15,074,135.52","6,680,966.22","1,586,508.12","14,965,936.08","17,379,111.52","19,226,901.71","6,954,660.63","5,384,154.53","9,659,210.62","22,869,486.08","12,487,673.14","16,860,020.31","21,314,312.61","32,893,464.56","5,061,179.30"
投资活动现金流出小计,"14,077,288.06","20,227,155.92","24,078,695.10","62,858,510.68","4,276,476.80","19,556,504.66","29,762,268.68","549,937,393.64","47,993,996.16","57,441,518.83","54,793,378.80","67,296,954.96","31,057,717.31","48,761,521.05","66,420,076.89","50,698,723.58","72,625,159.99","83,027,991.69","116,778,830.35","180,112,569.73","27,438,225.34","68,236,970.81","128,245,463.23","216,205,773.32","53,629,112.36","90,939,202.86","94,666,760.19","103,317,643.55","19,816,471.28","28,161,049.88","30,577,617.43","30,561,029.30","2,557,611.74","4,987,743.47","8,053,698.13","7,629,547.72","5,049,270.81","6,802,703.50","9,521,118.37","245,611,504.46","29,514,048.91","37,759,020.33","40,841,697.86","86,454,399.88","24,712,322.33","70,803,385.05","86,351,810.82","131,815,370.18","10,430,341.99"
经营活动现金流入小计,"417,775,024.72","622,141,237.60","997,960,730.63","1,513,975,954.24","490,914,406.51","649,208,509.87","1,023,414,958.58","1,274,185,412.15","416,945,312.11","937,489,964.71","1,481,413,061.72","1,851,530,432.02","445,372,694.89","706,050,276.00","929,227,041.85","1,297,907,439.69","441,306,369.61","763,359,812.50","1,205,860,661.16","1,826,647,704.81","507,172,731.22","910,218,543.77","1,257,045,030.09","1,609,573,449.57","238,331,822.63","294,643,988.31","370,872,252.93","478,217,311.25","104,610,561.75","195,769,293.65","318,498,076.19","432,598,367.56","272,471,201.53","366,954,311.80","627,431,521.22","834,746,993.54","275,425,221.84","471,736,347.24","846,580,681.90","1,312,277,576.10","527,814,091.64","967,383,254.16","1,703,626,518.74","2,512,278,475.07","779,873,390.06","1,482,957,319.34","2,340,970,652.46","3,198,470,622.82","1,014,227,805.96"
投资活动产生的现金流量净额,"39,542,577.65","32,278,669.84","30,280,050.50","11,840,360.70","-2,011,495.99","-15,690,788.90","-19,454,161.38","-376,262,270.83","-47,161,845.92","-52,216,093.31","-42,314,300.61","-34,331,158.49","35,328,574.04","35,728,644.43","18,595,023.75","34,940,864.12","-24,582,743.99","-34,625,887.48","-67,441,945.09","-128,309,944.08","-27,339,726.15","-63,811,823.42","-123,355,183.81","-206,753,644.03","98,860,567.64","149,653,152.04","146,592,374.75","139,772,330.54","-17,559,915.89","-24,699,917.46","-26,887,657.16","-28,831,647.17","-2,441,011.74","-4,865,822.58","17,535,164.76","30,617,159.00","-5,095,527.81","-6,846,965.50","31,479,837.13","-204,567,891.16","-29,513,833.91","-37,313,705.33","184,718,200.47","138,340,498.45","-23,912,322.33","-69,503,385.05","-85,005,310.41","-131,768,869.77","-10,430,341.99"
购买商品、接受劳务支付的现金,"82,852,004.19","124,913,934.19","220,362,826.66","325,326,032.80","110,803,650.34","223,251,737.76","295,980,548.57","366,215,961.96","106,716,311.08","223,207,112.70","309,894,124.09","389,985,673.62","157,335,885.87","255,424,767.01","374,089,231.06","452,832,407.30","103,898,142.55","142,655,098.13","263,676,467.53","310,899,033.21","104,468,438.25","200,481,351.87","272,730,032.94","353,744,760.33","53,927,299.77","98,676,929.12","107,692,799.84","134,274,736.82","16,461,622.14","41,058,279.34","79,615,673.12","117,244,878.33","12,451,048.19","48,536,310.08","64,801,707.38","78,601,465.58","15,836,877.22","40,319,673.89","72,554,999.56","193,311,702.68","83,503,953.21","269,042,415.74","392,378,921.19","586,619,876.27","345,352,368.14","524,719,399.83","761,126,343.59","907,313,593.70","176,840,926.76"
吸收投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
