科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"458,344,451.34","493,853,066.62","532,084,555.41","557,294,817.47","529,992,257.29","509,421,065.90","534,363,555.85","569,825,655.84","663,265,886.94","608,828,022.32","637,938,663.96","588,303,215.78","652,507,591.32","416,501,600.81","455,162,542.61","473,902,314.18","388,433,204.61","355,517,210.36","384,778,313.14","468,310,197.26","1,339,491,254.25","1,132,996,118.72","1,019,587,008.86","1,242,881,140.08","1,067,520,821.09","1,033,903,514.86","877,415,904.30","1,219,613,329.43","1,321,554,623.89","1,231,822,618.89","1,345,135,744.81","1,474,732,077.79","1,431,242,177.72","1,380,470,105.40","1,500,456,600.43","1,577,229,699.32","1,828,627,104.04","1,768,111,818.97","2,007,678,583.63","2,262,738,941.94","2,137,562,924.57","1,553,546,338.82","1,514,549,064.06","1,972,151,114.25","1,072,365,505.26"
短期借款,"195,000,000.00","195,000,000.00","195,000,000.00","50,000,000.00",,,"64,773,850.00","64,928,700.00","64,941,050.00","66,201,111.00","66,241,300.00",,,"4,500,000.00","14,500,000.00","92,240,190.00","138,132,062.80","167,423,522.60","204,834,293.70","274,143,091.90","244,619,022.22","155,192,250.00","147,237,556.87","166,685,025.69","143,937,545.00","154,659,750.00","141,768,980.00","152,778,690.00","153,963,770.00","131,979,600.00","96,134,125.00","68,742,400.00","68,965,120.00","68,690,560.00","65,063,804.16","31,493,960.00","31,336,820.00","32,161,320.00","47,363,330.00","85,832,600.00","85,644,100.00","88,119,200.00","88,199,344.56","47,649,263.65","51,629,989.67"
交易性金融资产,"3,478,942.35","350,883.41","12,517,186.28","10,782,075.00","13,890,742.24","10,388,536.56","5,962,438.12","5,074,456.24","24,232,077.40","1,778,000.00","8,905,201.31","1,043,500.00",,,,"2,654,195.75","389,711.11","1,358,580.68","2,714,854.68","1,127,682.08","626,626.23","206,269.41","70,061.05",,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,"4,574,300.00","1,946,400.00",,,,,,,,,,,,,"333,920.00","333,920.00","1,291,603.04","1,291,603.04",,,,,,,,,,,,,,,,,,,"1,307,115.03","1,729,385.56"
应收票据,"65,929,137.73","7,992,209.01","3,322,846.00","2,933,169.96","3,461,766.03","5,380,000.00","2,178,787.15","850,000.00","2,871,425.50","2,516,155.50","1,570,000.00","2,950,000.00","751,952.77","1,333,118.27","2,539,788.12","9,564,000.00","2,269,000.00","1,844,451.00","173,000.00","273,590.00","1,258,650.00","2,550,000.00","2,708,812.00","9,782,992.82","5,165,444.82","6,086,250.00","5,173,396.12","5,680,920.00","9,983,111.14","5,774,797.30","5,292,595.00","4,695,000.00","3,530,000.00","3,857,729.40","4,377,983.47","10,583,687.11","15,666,070.92","8,530,000.00","3,700,000.00","12,229,226.52","14,348,478.87","5,390,536.50","9,219,301.97","18,598,025.50","12,759,710.69"
应付票据,"83,013,979.18","91,821,614.54","127,764,857.68","172,966,572.91","151,954,606.48","122,383,537.13","109,809,924.54","91,842,577.58","94,483,456.74","87,100,347.67","80,451,624.46","111,255,723.42","114,793,408.42","104,523,830.20","148,641,303.32","142,879,425.50","157,831,373.19","207,082,204.45","220,301,738.88","255,570,148.29","247,651,599.30","226,110,633.07","248,784,404.25","218,193,986.41","181,969,597.49","207,341,590.58","264,964,391.00","267,004,107.99","258,529,087.94","227,315,984.02","225,772,301.67","242,884,576.94","297,381,840.89","308,748,146.52","351,855,888.43","437,791,064.91","425,646,471.25","349,912,606.15","395,066,281.42","496,418,348.38","541,626,000.87","578,083,022.00","680,055,137.52","650,801,597.96","558,765,209.79"
应收账款,"344,953,968.84","347,931,405.17","366,701,485.53","420,922,823.68","368,206,056.24","450,130,159.55","459,190,399.18","377,883,433.92","330,528,144.43","312,871,401.60","460,611,516.59","440,945,902.08","452,037,304.81","505,963,893.24","556,428,830.30","585,652,700.70","633,047,393.02","632,682,382.18","659,753,356.79","650,015,745.49","734,251,822.48","716,034,755.23","788,672,791.69","690,403,110.92","777,903,342.69","982,718,934.82","1,079,037,010.13","851,714,529.24","732,184,963.60","756,962,076.89","806,574,981.96","783,671,104.44","912,179,916.54","985,700,763.87","1,234,938,347.16","1,290,778,567.42","1,024,797,787.62","1,106,133,333.11","1,161,457,764.88","1,174,601,862.12","1,231,179,998.28","1,316,299,745.79","1,284,514,116.09","1,379,611,665.42","1,345,763,133.29"
应付账款,"306,728,407.65","295,109,216.13","299,108,197.21","347,170,262.34","355,972,988.15","433,334,172.88","407,910,464.90","332,379,013.37","336,371,552.68","373,131,886.98","478,697,982.72","472,110,713.13","528,513,290.99","627,245,411.55","517,452,995.37","571,188,161.32","506,404,196.86","592,026,836.69","625,140,497.77","520,164,356.08","516,429,631.11","665,408,870.13","531,831,303.32","581,250,693.34","605,092,335.64","850,673,890.16","789,790,014.49","788,819,720.21","621,416,038.78","713,387,875.87","723,334,564.56","814,415,990.18","654,892,146.17","963,438,045.47","1,032,341,534.62","951,291,731.20","736,757,257.23","918,655,909.54","920,116,013.48","1,012,313,542.12","919,929,546.95","1,139,467,653.16","1,044,333,128.29","1,261,080,314.17","1,011,032,690.18"
预付款项,"70,653,785.84","37,933,713.10","95,353,894.93","42,335,645.20","56,277,673.95","69,201,982.77","34,198,257.51","30,806,069.54","45,050,853.08","84,140,219.73","68,435,060.09","15,363,649.85","18,410,202.06","40,074,212.47","24,093,869.83","27,391,622.52","37,365,529.47","121,145,925.41","150,316,651.54","49,805,678.07","58,340,626.31","47,030,764.67","68,549,332.49","40,980,322.90","49,812,069.22","38,389,217.68","52,672,063.49","19,477,910.41","33,246,457.16","31,411,832.52","44,456,894.00","20,838,540.23","19,785,184.65","14,419,762.46","22,600,104.97","30,403,834.68","19,574,434.38","19,822,192.70","15,155,627.47","10,685,474.47","12,687,596.12","10,633,634.25","21,229,463.90","12,390,520.74","12,768,349.67"
预收款项,"20,469,894.97","11,895,437.15","13,804,450.29","12,573,668.70","12,585,823.54","36,161,391.69","23,189,389.87","10,790,788.25","10,111,353.23","19,084,151.96","38,723,962.68","22,644,610.19","69,578,257.17","54,730,234.44","83,837,153.21","58,801,289.74","67,045,583.81","52,976,400.61","62,132,559.12","58,310,665.95","76,098,050.98","71,780,065.94","69,720,290.63","90,105,963.33","69,472,059.70","71,613,637.48","65,675,831.88","63,980,009.87","79,912,073.75","54,703,600.74","36,809,310.96","43,235,293.55","48,390,064.79","39,431,648.66","39,137,411.03","41,877,398.40","47,821,133.56","56,563,568.41","51,993,778.01","52,548,286.12","53,576,772.29","49,027,240.86","56,797,988.60","48,941,765.41","70,085,394.79"
