科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"239,131,858.34","199,876,083.90","222,067,711.88","93,227,010.87","398,884,854.32","311,643,306.18","411,329,772.48","340,922,940.49","291,618,783.18","166,606,536.99","260,222,261.58","205,066,247.29","169,835,170.10","154,192,423.74","247,783,178.92","186,372,615.99","203,049,178.79"
短期借款,"100,000,000.00","95,000,000.00","146,700,000.00","90,000,000.00","50,000,000.00","50,000,000.00","20,000,000.00",,,"56,400,000.00","73,400,000.00","86,400,000.00","91,375,872.00","61,861,629.00","73,752,427.00","78,752,427.00","195,596,878.00"
交易性金融资产,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,"1,679,345.52","1,679,345.52","1,001,830.80"
应收票据,,,,,,,,,"6,564,582.00",,"5,246,973.74","1,276,664.00",,,,,
应付票据,,,,,,,,,,,,,,,,,
应收账款,"171,052,189.66","234,230,073.01","263,488,838.42","300,721,488.54","346,246,127.10","348,714,254.42","275,433,209.10","336,410,639.49","391,982,183.36","387,198,819.82","391,703,500.73","465,281,105.78","554,326,409.11","562,612,164.73","548,585,371.69","648,686,574.53","723,662,797.08"
应付账款,"166,278,336.27","186,342,789.62","92,595,785.56","46,879,669.22","50,739,941.12","125,525,421.35","40,895,634.32","59,076,350.27","87,889,181.86","52,286,065.99","100,932,516.68","82,333,259.24","92,867,169.69","94,274,111.28","140,517,074.59","110,711,879.79","131,970,632.01"
预付款项,"18,245,062.53","13,843,775.88","12,785,670.84","3,090,645.03","15,887,475.72","10,494,535.19","4,214,827.04","5,600,761.81","15,591,422.11","23,422,248.37","4,279,787.04","7,661,098.99","45,580,827.89","46,300,574.62","49,217,318.72","60,064,520.30","58,522,381.05"
预收款项,"267,498,580.30","82,836,962.34","62,815,244.73","42,353,543.31","21,398,144.55","13,427,489.98","28,524,600.09","40,602,565.15","12,062,726.29","16,295,152.28","29,539,150.09","23,062,057.58","42,399,407.75","59,610,323.11","59,624,130.58","67,767,221.69","90,807,456.94"
其他应收款,"9,960,310.54","11,520,228.32","9,658,797.17","11,354,808.64","6,811,150.81","7,293,576.62","5,267,862.49","5,542,973.08","7,160,944.02","10,964,143.66","6,610,539.38","9,827,069.12","10,851,888.63","10,560,264.25","8,373,896.06","15,755,795.55","15,086,141.83"
应付职工薪酬,"3,335,639.17","2,584,064.02","2,959,199.64","16,773,088.66","18,669,699.81","20,568,793.24","7,469,995.07","21,853,148.77","24,170,311.31","26,038,784.28","37,915,920.37","35,261,509.00","34,018,261.53","30,188,378.47","32,451,557.67","29,151,178.23","28,413,917.10"
应收关联公司款,,,,,,,,,,,,,,,,,
应交税费,"28,885,261.40","2,939,594.31","18,365,824.94","7,858,442.10","11,563,617.90","-7,508,140.40","22,633,739.94","9,839,010.83","23,648,331.41","16,815,273.71","11,338,021.49","7,289,184.77","6,997,765.68","8,034,883.92","9,868,273.85","16,535,259.71","9,990,311.99"
应收利息,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,"6,978.13","37,593.75","627,812.50","2,003,020.84","3,378,229.18","3,378,229.18",
应收股利,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,"73,600.00","73,600.00","73,600.00","73,600.00","48,944.00","91,414.40","85,682.80","85,682.80","40,040.00"
存货,"303,091,081.84","138,700,024.51","69,004,412.90","93,671,769.13","45,505,892.23","167,388,301.57","19,618,448.61","50,567,355.80","33,268,647.69","53,459,569.59","50,557,122.69","85,841,879.87","118,099,564.98","168,064,559.79","103,607,954.17","91,900,638.77","116,336,501.13"
其他应付款,"1,298,885.25","76,110.08","341,846.15","243,287.00","4,176,798.99","403,316.06","2,106,008.50","442,544.72","34,579,540.97","36,644,007.11","157,878,599.95","157,920,434.51","78,701,229.16","80,142,210.10","70,717,029.75","74,732,887.80","64,975,668.29"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,"192,544,433.09","178,475,674.28","18,675,300.00"
其他流动资产,,,"40,000,000.00",,,,,,,,"130,757,082.94","37,172,365.00","11,552,851.75","6,046,958.85","73,416,935.45","12,397,432.17","17,459,499.82"
其他流动负债,,,,,,,,,,,"8,403,664.46","5,536,973.78","23,394,973.78","15,485,909.53","21,438,313.35","23,209,264.05","31,564,604.75"
流动资产合计,"741,480,502.91","598,170,185.62","617,005,431.21","502,065,722.21","813,335,500.18","845,533,973.98","715,864,119.72","739,044,670.67","746,186,562.36","641,651,318.43","849,377,268.10","812,126,430.05","910,246,712.46","947,776,945.98","1,030,984,655.01","1,015,177,577.31","1,134,116,499.70"
流动负债合计,"567,296,702.39","369,779,520.37","323,777,901.02","204,108,030.29","156,548,202.37","202,416,880.23","121,629,977.92","131,813,619.74","182,423,691.84","204,552,883.37","419,488,451.17","397,914,612.63","370,431,436.09","351,691,880.65","606,056,497.38","584,479,050.05","573,036,639.88"
可供出售金融资产,,,,,,,"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","69,500,000.00","69,500,000.00","69,500,000.00","69,500,000.00","69,500,000.00","69,500,000.00","69,500,000.00"
长期借款,,,,,,,,,,,"32,526,000.00","32,526,000.00","53,793,000.00","100,793,000.00","52,808,900.00","52,808,900.00","52,808,900.00"
持有至到期投资,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,"201,575,635.17","203,015,910.71","512,400,707.62","516,584,020.05","482,522,150.95","482,522,150.95","598,603,122.59"
长期股权投资,,,,,,,"19,500,000.00","19,500,000.00","19,500,000.00","19,500,000.00",,,"7,498,935.87","7,203,129.76","13,881,446.49","10,852,960.58","17,512,874.11"
专项应付款,,,,,,,,,,,,,,,,,
投资性房地产,"11,161,292.91",,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,"185,148,000.00",,,,,,,
固定资产,"46,182,867.89","55,764,623.80","54,697,901.52","54,268,252.10","54,352,924.84","55,193,066.79","55,806,509.33","58,750,663.88","58,265,894.86","119,471,766.72","118,275,007.57","116,349,257.57","114,619,235.03","113,009,858.01","111,400,048.55","109,587,099.53","107,465,846.47"
递延所得税负债,,,,,,,,,,,"2,176,601.25","2,064,277.50","2,651,103.75","2,503,230.00","2,355,356.25","2,207,482.50","2,059,608.75"
在建工程,,,,,,,,,,,,,,,,,
其他非流动负债,,,,,,,,,,,,,"123,000,000.00","123,000,000.00",,,
工程物资,,,,,,,,,,,,,,,,,
非流动负债合计,,,,,,,,,,"185,148,000.00","236,278,236.42","237,606,188.21","691,844,811.37","742,880,250.05","537,686,407.20","537,538,533.45","653,471,631.34"
固定资产清理,,,,,,,,,,,,,,,,,
负债合计,"567,296,702.39","369,779,520.37","323,777,901.02","204,108,030.29","156,548,202.37","202,416,880.23","121,629,977.92","131,813,619.74","182,423,691.84","389,700,883.37","655,766,687.59","635,520,800.84","1,062,276,247.46","1,094,572,130.70","1,143,742,904.58","1,122,017,583.50","1,226,508,271.22"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","133,340,000.00","133,340,000.00","133,340,000.00","134,940,000.00","134,940,000.00","134,940,000.00","452,976,657.00","452,976,657.00","450,381,457.00","450,381,457.00","449,866,257.00","449,866,257.00","447,248,657.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"40,044,411.05","40,044,411.05","40,044,411.05","40,044,411.05","355,146,053.05","355,146,053.05","355,146,053.05","387,787,828.05","388,944,753.05","389,932,103.05","375,387,243.57","377,182,243.57","363,634,603.57","365,429,603.57","355,300,691.57","355,300,141.57","339,811,939.57"
无形资产,"871,207.28","843,269.23","1,953,713.71","1,701,009.94","1,663,460.05","2,270,316.59","6,411,890.33","5,885,456.09","20,542,278.97","19,677,316.47","53,262,756.10","50,191,162.93","70,515,626.54","66,818,849.95","66,898,480.17","69,035,537.60","69,296,025.14"
盈余公积,"8,573,198.33","13,896,842.20","19,451,564.54","19,451,564.54","19,451,564.54","19,451,564.54","22,838,357.75","22,838,357.75","22,838,357.75","22,838,357.75","22,936,757.78","22,936,757.78","22,936,757.78","22,936,757.78","22,936,757.78","22,936,757.78","22,936,757.78"
开发支出,,,,,,"22,491,466.67","14,278,954.58","31,261,556.95","24,548,041.02","38,896,492.28","13,680,362.70","22,760,106.34","9,655,186.01","16,424,678.21","13,118,387.87","11,825,044.38","10,156,990.78"
减:库存股,,,,,,,,,"33,350,400.00","33,350,400.00","58,195,840.00","58,195,840.00","36,762,656.00","36,762,656.00","32,906,255.20","32,906,255.20","14,846,096.00"
商誉,,,,,,,,,,"246,193,629.65","586,285,565.17","586,285,565.17","931,347,043.27","931,347,043.27","919,022,158.47","919,022,158.47","919,022,158.47"
未分配利润,"87,480,592.62","135,393,387.48","195,919,552.81","199,677,238.58","209,472,218.30","219,810,929.12","233,761,699.06","235,741,958.99","232,281,393.45","239,345,253.03","250,565,636.57","236,054,296.58","255,053,293.34","258,336,241.34","282,013,452.37","282,359,898.84","295,458,263.36"
长期待摊费用,"2,162,767.19","2,264,276.89","2,328,217.79","2,038,095.02","1,750,006.43","1,465,986.17","1,219,731.41","4,787,030.09","4,530,978.24","4,769,465.76","4,445,113.89","4,092,636.45","3,760,940.73","3,833,401.45","3,424,790.15","3,113,571.82","2,826,774.46"
少数股东权益,,,,,,,,,,,,,"6,522,930.24","9,559,807.60","17,379,599.96","19,419,468.80","24,263,740.62"
递延所得税资产,"1,536,266.21","2,071,805.56","3,208,165.19","3,208,165.19","2,856,146.76","3,210,616.74","3,634,882.41","3,892,386.85","4,504,040.64","3,246,207.89","4,850,010.31","5,339,776.26","6,728,638.43","7,943,869.80","9,184,721.94","9,490,578.56","11,026,411.48"
外币报表折算价差,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,
非流动资产合计,"61,914,401.48","60,943,975.48","62,187,998.21","61,215,522.25","60,622,538.08","84,631,452.96","150,851,968.06","174,077,093.86","181,891,233.73","501,754,878.77","850,298,815.74","854,518,504.72","1,213,625,605.88","1,216,080,830.45","1,206,430,033.64","1,202,426,950.94","1,206,807,080.91"
所有者权益(或股东权益)合计,"236,098,202.00","289,334,640.73","355,415,528.40","359,173,214.17","717,409,835.89","727,748,546.71","745,086,109.86","781,308,144.79","745,654,104.25","753,705,313.83","1,043,909,396.25","1,031,124,133.93","1,061,596,070.88","1,069,285,645.73","1,093,671,784.07","1,095,586,944.75","1,114,415,309.39"
资产总计,"803,394,904.39","659,114,161.10","679,193,429.42","563,281,244.46","873,958,038.26","930,165,426.94","866,716,087.78","913,121,764.53","928,077,796.09","1,143,406,197.20","1,699,676,083.84","1,666,644,934.77","2,123,872,318.34","2,163,857,776.43","2,237,414,688.65","2,217,604,528.25","2,340,923,580.61"
负债和所有者(或股东权益)合计,"803,394,904.39","659,114,161.10","679,193,429.42","563,281,244.46","873,958,038.26","930,165,426.94","866,716,087.78","913,121,764.53","928,077,796.09","1,143,406,197.20","1,699,676,083.84","1,666,644,934.77","2,123,872,318.34","2,163,857,776.43","2,237,414,688.65","2,217,604,528.25","2,340,923,580.61"
