科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"1,132,361,742.01","1,616,339,959.34","584,850,070.65","1,019,337,705.84","1,483,422,584.28","298,872,017.93","924,865,453.90","1,519,634,714.55","2,144,422,573.94","482,791,041.31","1,147,022,437.95","1,848,386,093.74","2,601,634,442.67","466,360,211.13","1,145,914,294.24","1,955,054,658.15","3,850,942,716.12","727,275,725.55","1,986,262,828.40","3,341,141,394.75","4,855,629,558.61","851,852,880.71","2,214,801,503.12","3,634,127,932.29","5,846,950,238.25","983,259,127.54","2,448,439,774.10","4,230,138,005.60","6,847,147,641.48","1,179,828,995.68","2,734,182,280.15","4,401,150,496.86","6,379,646,046.28","1,229,358,023.83","3,203,419,188.30","5,183,162,945.68","7,408,734,019.51","1,735,786,509.40","4,187,948,243.45"
二、营业利润,"56,017,764.91","66,253,031.27","43,817,888.02","73,720,818.99","76,342,904.24","5,232,095.94","46,000,549.84","80,830,371.06","90,062,403.20","13,916,744.05","48,944,685.20","68,978,031.76","93,819,547.59","9,092,614.08","55,547,887.22","94,409,268.62","153,577,455.02","20,221,550.87","86,322,596.02","122,452,758.02","206,138,048.86","22,520,237.96","95,123,836.75","141,290,743.89","223,616,463.91","20,072,958.93","105,305,298.80","156,980,345.03","274,888,714.80","22,390,901.32","97,530,299.35","109,881,756.74","164,444,398.02","-61,784,562.10","45,992,685.80","73,233,912.66","94,248,140.15","-27,256,537.70","43,544,034.59"
减:营业成本,"978,536,132.11","1,403,956,104.46","481,321,372.08","839,067,267.26","1,241,185,552.98","259,184,286.07","791,952,687.80","1,290,341,549.64","1,833,291,999.96","409,469,882.21","984,434,027.13","1,598,546,213.50","2,229,950,919.86","406,083,843.71","969,389,246.49","1,667,212,170.47","3,244,621,098.40","626,012,461.34","1,689,915,723.86","2,855,783,953.30","4,118,562,353.84","734,099,880.36","1,875,156,989.86","3,045,851,902.18","4,988,653,779.38","816,258,124.56","2,023,826,708.05","3,536,095,367.57","5,829,514,117.70","956,710,195.53","2,214,786,177.91","3,640,090,981.18","5,374,520,500.07","1,080,119,708.34","2,743,181,626.78","4,463,983,438.37","6,390,098,494.31","1,476,060,125.75","3,590,721,010.66"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"3,639,571.41","6,478,972.17","3,323,971.72","5,024,322.06","6,412,730.34","1,116,609.13","3,111,101.65","4,814,706.00","7,463,978.21","1,595,068.17","3,573,874.58","5,817,587.94","9,684,873.20","1,440,652.76","3,573,297.72","6,430,619.24","14,904,284.82","2,773,786.67","8,109,706.39","12,995,469.14","20,548,679.00","3,025,106.39","8,169,928.21","13,827,255.81","20,816,037.07","3,963,111.41","10,312,532.82","16,895,727.34","25,563,420.58","5,618,610.13","11,968,693.30","16,550,486.09","31,471,768.84","6,979,384.81","13,847,711.37","20,629,714.70","27,790,585.78","8,300,703.41","16,829,207.95"
营业外收入,"19,093,976.05","19,720,874.01","12,408,049.79","20,451,709.57","25,464,337.35","2,995,997.27","11,683,694.32","17,149,906.84","22,565,371.30","3,158,162.32","10,448,196.39","15,617,954.00","25,500,869.60","5,050,499.54","11,016,487.71","18,498,347.05","46,391,591.14","6,152,116.04","17,853,489.12","30,138,255.48","40,772,833.41","4,597,573.25","17,292,771.32","29,866,531.18","40,354,217.82","8,620,047.73","17,053,423.06","25,372,734.04","43,125,714.68","8,625,641.07","19,863,727.98","37,834,598.29","65,316,859.72","31,104,648.81","14,622,110.57","15,495,336.14","24,284,256.27","1,423,806.78","1,824,637.43"
销售费用,"61,998,319.69","85,406,597.18","36,569,211.59","72,270,311.59","115,342,917.89","25,122,652.80","56,994,863.47","105,345,155.99","149,124,584.06","43,835,827.28","73,185,480.93","104,831,506.93","171,584,315.67","33,806,209.71","70,210,199.96","109,919,871.02","223,206,209.61","36,861,274.51","81,901,759.23","140,582,917.55","221,674,863.59","46,857,340.37","100,295,577.95","170,409,708.64","235,626,203.58","72,395,334.65","139,839,667.25","224,977,287.19","337,416,760.76","108,240,208.64","198,450,495.03","290,939,334.56","390,017,364.40","116,335,095.73","206,464,235.47","299,377,989.54","441,499,509.24","165,726,316.29","258,971,370.24"
减:营业外支出,"77,094.58","497,829.64","34,119.86","634,437.26","1,262,000.00","14,211.59","40,322.74","686,447.14","1,246,447.14","24,148.48","370,208.11","1,862,208.11","2,383,936.98","150,020.55","502,237.81","1,117,317.36","1,849,654.86","827,681.32","2,438,630.60","2,834,408.53","3,874,725.81","349,384.43","1,060,861.64","2,419,868.56","1,920,366.23","479,076.08","901,503.17","2,094,950.09","2,851,189.00","458,458.43","1,785,399.03","2,576,196.02","5,609,910.65","455,408.39","1,950,962.45","3,046,773.69","3,610,085.38","622,321.48","1,331,346.87"
管理费用,"14,919,558.68","20,493,899.02","9,823,171.50","15,719,855.30","24,744,173.04","7,431,845.06","12,862,602.58","18,741,549.67","32,744,077.44","9,583,356.07","20,557,043.86","34,273,381.49","51,932,565.17","10,169,090.24","28,000,473.71","44,472,630.53","135,544,044.28","32,837,285.07","85,255,894.44","149,637,590.83","219,856,975.74","39,976,419.14","107,052,490.45","210,762,779.93","305,004,964.88","63,469,513.38","144,367,512.49","247,472,837.29","330,298,333.10","79,363,662.88","183,210,827.77","288,366,358.42","363,342,214.45","86,207,223.79","197,522,422.26","324,018,077.12","445,020,069.78","97,880,799.99","232,399,446.54"
其中:非流动资产处置净损失,,,,,,,,,,,"2,059.63",,,,,"8,579.55",,,"84,376.11",,"592,775.64",,"74,778.93",,"286,956.86","49,332.11","17,760.13","184,466.95","756,681.73",,700.80,"309,841.10","341,777.18","4,027.45","83,792.96","363,547.05",,,
