科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"16,330,532.52","31,544,920.39","66,237,390.85","76,943,137.11","100,468,007.24","382,200,051.12","378,657,912.22","359,609,966.80","373,916,394.20","369,312,914.24","353,671,126.48","385,006,715.89","408,989,310.86","401,217,994.70","396,603,250.50","374,348,992.03","343,469,581.50","338,028,075.57","312,258,285.94","355,582,650.15","410,549,920.27","333,725,136.93","304,822,772.35","270,943,607.98","256,726,680.20","388,684,025.07","394,826,279.01","306,189,044.76","274,856,054.24","245,770,754.60"
短期借款,,,,,,,,,,,,,,,,,,,,,,,,,,"45,000,000.00","135,000,000.00","185,000,000.00","100,000,000.00","100,000,000.00"
交易性金融资产,,,,,,,,,,,,,,"4,000,000.00",,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,"110,000.00","600,000.00","1,050,281.10","850,000.00","100,000.00","600,000.00","600,000.00","600,000.00",,"33,848,737.75","32,254,175.65","62,164,108.72",,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,"377,627,481.00","424,612,079.65","321,235,092.72",,
应收账款,"10,916,904.32","12,775,573.10","25,225,279.61","30,000,168.37","33,534,256.18","42,789,423.34","47,169,352.19","48,194,467.63","44,699,654.35","58,717,378.58","64,409,389.87","60,180,527.90","52,301,317.99","64,873,369.49","55,628,353.23","59,695,466.90","63,299,652.26","65,210,661.77","70,740,456.30","63,345,127.99","57,044,068.99","77,488,971.29","75,749,297.05","80,897,677.74","69,725,332.90","994,721,069.08","996,756,278.67","1,228,172,179.00","75,611,383.35","77,257,364.11"
应付账款,"493,500.00","406,327.00","128,410.00","269,019.92","213,099.76","561,922.50","348,072.12","113,780.00","177,566.70","669,270.00","147,000.00","172,285.00","143,442.00","293,562.72","400,538.78","262,203.65","8,962,118.47","9,846,748.44","9,605,714.27","12,783,887.88","8,849,205.11","43,407,059.04","33,569,528.26","22,495,930.94","19,659,222.77","717,223,427.22","632,273,665.82","796,026,925.41","48,884,969.62","48,417,592.21"
预付款项,"192,000.00","81,785.00","413,702.48","4,038,719.95","4,694,477.36","4,962,082.93","3,898,413.65","35,007,400.14","36,351,254.65","39,478,335.71","37,124,271.79","37,848,103.05","38,962,253.39","38,079,468.26","37,108,846.29","68,820,984.26","6,126,362.25","6,344,093.29","9,305,516.02","8,800,953.45","10,101,489.88","9,178,705.66","9,126,064.24","9,205,430.20","2,978,327.66","37,986,837.36","70,315,670.88","68,069,799.27","3,046,924.64","35,794,180.71"
预收款项,"64,427.16","2,839,624.75","1,807,256.91","1,803,504.33","242,287.17","1,482,687.17","1,334,547.17","1,468,489.03","202,053.13","202,053.13","202,053.13","202,053.13","198,155.61","198,155.61","199,025.64","412,037.64","4,150,836.98","5,139,847.31","6,798,657.98","8,683,461.27","11,804,451.73","17,323,294.80","21,750,356.32","25,295,349.45","29,878,935.00","85,954,600.37","87,451,884.05","37,894,553.07","28,138,267.39","29,949,308.69"
