科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"191,790,961.70","54,996,601.04","310,050,009.65","229,568,175.80","222,985,950.67","1,233,318,753.69","1,689,754,066.16","1,636,368,740.10","1,795,159,159.23","1,795,186,575.61","1,658,635,860.66","1,510,831,369.30","1,331,721,726.08","1,324,386,723.22","1,656,951,582.98","1,425,244,451.86","1,352,824,021.29","1,556,454,495.40","1,564,891,050.44","1,495,981,508.99","1,338,271,977.29","1,666,452,796.93","1,516,250,638.63","1,201,677,734.71","885,823,184.48","920,317,716.07","1,514,236,071.13","1,010,750,032.52","700,078,525.76","1,296,774,749.17","1,357,395,590.24","1,310,767,875.24","1,908,450,383.02","1,281,142,063.32","1,782,461,132.29","1,377,054,740.22"
短期借款,"221,000,000.00","56,000,000.00","51,000,000.00","52,000,000.00","53,626,318.60","3,626,318.60","3,372,986.00","7,426,318.60","3,800,000.00","6,302,028.00","3,800,000.00","3,800,000.00","3,800,000.00","3,800,000.00","3,800,000.00","3,800,000.00","3,800,000.00","3,800,000.00","3,800,000.00","3,800,000.00","3,800,000.00","3,800,000.00","3,800,000.00","2,700,000.00","2,700,000.00","52,500,000.00","565,473,435.57","811,616,451.88","212,300,435.68","424,224,690.99","419,660,861.44","186,486,227.28","11,925,201.28","17,506,772.98","84,054,468.46","257,289,408.41"
交易性金融资产,,,,,,,,,"89,092.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,"43,058,000.00","21,008,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"28,967,079.62","18,324,838.17","27,691,308.03","29,279,895.25","27,000,105.92","29,956,969.22","36,074,460.31","31,511,522.27","64,229,005.25","56,206,251.93","84,883,684.67","83,701,876.55","76,503,100.58","66,049,220.95","75,067,927.55","76,696,594.50","93,609,173.75","59,163,722.29","218,349,695.90","203,474,306.74","151,301,860.08","123,174,008.73","203,606,448.09","184,387,282.29","209,877,833.26","202,181,455.02","287,782,022.25","289,986,404.25","155,431,578.99","143,306,061.32","233,140,462.08","234,989,068.53","153,520,582.13","100,078,657.57","133,706,722.94","77,642,938.58"
应付账款,"102,500,918.55","112,565,341.73","131,012,558.59","139,814,242.31","159,904,272.74","144,614,899.49","142,019,176.27","149,401,376.36","253,632,975.61","196,412,583.58","232,266,070.29","224,945,293.60","433,573,765.87","374,147,264.45","194,555,398.47","251,512,336.50","551,554,733.46","425,546,661.50","373,472,077.28","349,720,703.95","615,673,993.48","534,095,135.62","588,865,143.86","588,221,802.36","645,230,874.79","647,310,231.39","550,326,168.19","659,371,763.22","1,211,150,689.57","1,097,952,394.91","932,322,542.77","1,014,132,823.74","1,044,990,328.92","684,523,268.55","738,778,136.64","733,092,052.08"
预付款项,"10,020,614.76","4,214,890.41","8,868,099.24","21,622,515.98","11,679,469.81","99,801,133.25","21,024,933.03","38,961,061.04","23,807,191.02","20,987,480.15","29,745,889.16","31,692,485.37","25,665,448.54","27,367,132.05","39,280,330.22","44,789,376.23","22,380,738.00","28,054,594.73","30,853,340.22","157,696,699.31","20,822,410.49","50,460,949.07","59,756,708.92","75,231,144.84","13,934,595.97","19,004,359.22","102,030,160.32","205,132,017.50","19,619,316.55","24,096,814.21","51,215,717.20","60,833,718.42","28,988,399.70","26,479,879.24","68,472,094.76","44,944,214.52"
预收款项,"277,631,533.33","173,896,865.92","282,594,652.20","432,762,522.58","679,017,191.00","853,392,509.93","1,300,149,160.49","1,628,264,873.72","1,722,732,417.82","1,769,541,699.25","1,476,780,953.91","1,599,443,223.57","1,343,252,067.71","1,355,566,189.62","1,911,572,464.56","1,985,284,591.28","1,375,247,223.10","1,372,771,064.48","1,619,106,367.48","1,726,297,777.45","1,254,057,939.12","1,058,553,961.26","1,364,655,456.82","1,308,653,589.83","974,579,871.42","892,503,519.32","1,012,081,237.91","1,074,011,897.92","893,429,651.42","603,578,000.43","883,161,792.65","841,020,114.17","765,874,668.74","730,380,816.54","1,050,770,775.96","928,191,810.28"
其他应收款,"16,990,730.35","19,994,875.72","15,068,014.28","17,404,484.83","25,297,158.07","26,412,874.63","20,732,319.97","26,496,101.96","28,096,875.48","73,260,865.55","76,044,819.78","184,568,364.85","157,832,081.90","263,396,840.93","220,485,787.77","387,741,081.11","209,727,908.31","206,827,921.41","183,520,656.01","163,552,466.83","117,796,406.80","116,540,895.32","87,528,845.65","114,790,569.28","87,685,371.98","90,997,641.47","101,666,376.80","139,742,697.02","111,902,394.09","142,217,785.09","85,116,165.75","92,086,106.16","113,534,185.62","102,956,970.79","92,865,314.60","230,618,522.18"
应付职工薪酬,"1,208,184.61","452,121.44","381,060.69","1,152,107.79","3,938,824.57","257,595.93","276,621.13","283,086.07","5,657,248.85","236,603.86","691,488.34","399,929.07","6,324,766.30","297,282.00","936,264.61","555,038.09","8,697,597.01","927,855.32","757,956.51","802,538.68","12,796,728.29","1,839,661.46","1,784,276.50","827,809.38","12,348,718.61","2,121,491.19","2,981,235.97","2,051,845.26","16,325,917.14","3,445,287.68","1,593,169.71","1,564,613.93","23,327,440.60","2,446,480.11","5,424,995.17","1,716,192.16"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"31,583,664.94","16,704,666.99","25,653,472.77","22,696,485.55","17,962,081.43","11,505,685.98","47,464,356.21","23,824,197.91","64,037,504.44","38,661,692.52","167,089,929.02","117,217,895.49","182,355,684.43","200,322,753.89","198,347,400.95","165,533,951.59","328,194,673.49","339,786,433.99","450,290,206.56","340,447,620.19","523,211,807.15","580,698,527.44","292,267,465.10","369,933,703.23","449,016,532.43","379,400,281.85","226,883,375.49","209,575,532.32","217,384,189.69","138,307,643.03","130,732,746.98","127,406,131.25","209,711,564.43","170,807,418.86","124,939,673.91","118,957,384.59"
应收利息,,,,,,,,,"3,683,441.33",,,,"6,702,037.78",,"5,320,572.25","6,016,721.69","5,177,487.68","657,606.69","7,901,498.21","10,157,704.42","7,328,776.05","102,981.95","10,950,955.60","21,648,021.35","6,649,852.54","2,500,030.00","10,312,525.28","14,813,259.53","2,978,504.97","14,547,138.53","9,797,333.05","6,008,336.42","4,236,408.39","5,620,484.84","4,292,108.28","6,116,873.88"
应付利息,"840,043.40","826,979.25","974,519.73","966,177.78","494,937.54","492,507.54","129,987.43",,"5,925.15",,"5,277.78",,"7,036.33",,"7,166.78",,"8,759.42","6,967.00","6,967.00","6,967.00","6,967.00","6,967.00","6,967.00","26,506.43","13,874,451.86","6,502,667.71","15,392,869.77","22,786,581.52","24,824,716.47","28,895,205.97","33,060,575.82","33,613,342.97","34,306,837.32","7,486,665.44","24,225,989.19","1,441,033.48"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,"101,070,900.00",,,,,,,,,,,,,
存货,"407,451,072.60","424,119,348.08","567,492,613.82","650,267,854.40","815,004,074.62","1,046,286,860.12","1,072,362,892.68","1,315,679,531.26","794,174,486.51","871,877,755.95","1,091,935,862.21","1,377,569,877.75","1,431,090,051.05","1,665,167,576.57","1,720,267,887.64","994,348,186.09","852,156,566.93","862,871,874.37","935,580,259.99","1,113,066,918.60","1,685,776,558.58","2,092,704,062.06","2,464,212,936.55","1,666,833,062.31","1,182,730,135.57","1,419,849,561.01","1,350,902,955.20","1,523,230,158.09","1,688,019,643.66","1,813,488,312.62","1,942,870,760.38","1,713,319,630.69","1,019,274,140.76","1,215,041,522.81","1,317,140,676.78","1,425,469,563.02"
其他应付款,"84,176,595.30","92,025,162.94","180,858,800.34","266,122,988.76","124,668,416.37","179,502,598.65","222,354,599.88","211,575,797.48","222,649,611.20","257,775,340.79","384,699,865.14","473,645,392.67","415,429,270.60","601,919,261.36","507,448,181.81","439,928,157.62","648,451,231.76","810,099,580.90","587,837,272.84","615,345,600.45","585,341,827.73","643,025,367.67","607,630,681.14","559,165,546.96","572,289,782.47","601,649,503.24","503,680,727.52","487,709,654.48","471,560,120.97","388,124,005.42","842,548,566.86","667,205,414.08","367,021,422.25","265,185,342.23","457,306,385.13","709,131,239.38"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"42,000,000.00","181,800,000.00","96,340,000.00","16,000,000.00","46,000,000.00","40,000,000.00","40,000,000.00",,,,,,,,,,,,,,,,,,,,,,"8,000,000.00","4,700,000.00","4,700,000.00","1,400,000.00","408,240,000.00","204,130,000.00","204,130,000.00",
其他流动资产,,,,,,,,,,,,,,,,,"90,799,641.85","210,000,000.00","435,606,879.26","543,347,424.73","506,325,933.95","188,052,258.34","363,992,906.73","627,739,650.21","825,076,268.20","551,393,055.85","327,695,522.51","387,889,847.47","576,984,704.74","424,489,049.12","947,921,901.89","847,865,016.42","1,416,324,306.62","1,052,980,198.83","722,419,828.91","648,748,606.65"
其他流动负债,"27,600,791.81","23,925,226.36","34,169,881.08","34,169,881.08","38,387,247.68","38,387,247.68","78,525,811.31","78,525,811.31","79,171,562.17","85,509,842.37","206,968,073.34","100,609,042.00","92,030,246.66","102,511,008.91","128,104,522.27","128,305,034.99","161,921,687.89","183,739,450.45","355,738,092.42","368,761,534.11","372,986,416.36","372,406,507.85","390,314,083.87","389,650,870.03","390,304,763.91","393,278,149.18","590,034,420.57","594,120,637.48","1,272,409,934.23","2,094,007,439.49","1,973,465,860.45","2,279,226,582.33","1,938,116,719.86","1,438,116,719.86","1,144,280,914.73","644,481,574.73"
流动资产合计,"655,220,459.03","521,650,553.42","929,170,045.02","948,142,926.26","1,101,966,759.09","2,435,776,590.91","2,839,948,672.15","3,049,016,956.63","2,709,239,250.82","2,817,518,929.19","2,941,246,116.48","3,188,363,973.82","3,029,514,445.93","3,346,367,493.72","3,717,374,088.41","2,934,836,411.48","2,626,675,537.81","2,924,030,214.89","3,376,703,380.03","3,687,277,029.62","3,827,623,923.24","4,237,487,952.40","4,706,299,440.17","3,892,307,464.99","3,211,777,242.00","3,206,243,818.64","3,694,625,633.49","3,571,544,416.38","3,255,014,668.76","3,858,919,910.06","4,627,457,930.59","4,265,869,751.88","4,644,328,406.24","3,784,299,777.40","4,121,357,878.56","3,810,595,459.05"
流动负债合计,"788,541,731.94","658,196,364.63","846,042,945.40","986,692,405.85","1,123,999,289.93","1,271,779,363.80","1,834,292,698.72","2,099,301,461.45","2,351,687,245.24","2,354,439,790.37","2,472,301,657.82","2,520,060,776.40","2,476,772,837.90","2,638,563,760.23","2,944,771,399.45","2,974,919,110.07","3,077,875,906.13","3,136,678,013.64","3,391,008,940.09","3,405,182,741.83","3,367,875,679.13","3,194,426,128.30","3,350,394,974.29","3,219,179,828.22","3,060,344,995.49","2,975,265,843.88","3,466,853,470.99","3,861,244,364.08","4,349,216,633.45","4,783,234,667.92","5,245,974,034.97","5,177,853,696.09","4,829,320,490.13","3,545,521,347.52","3,864,170,024.52","3,423,847,420.28"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00","35,000,000.00"
长期借款,"148,720,000.00","276,000,000.00","455,000,000.00","335,610,000.00","218,000,000.00","50,000,000.00","50,000,000.00",,,,,,,,,,,,,,,,,"17,500,000.00","17,500,000.00","17,500,000.00","17,500,000.00","100,040,000.00","74,540,000.00","74,540,000.00","74,540,000.00","74,540,000.00","67,700,000.00","67,700,000.00","67,700,000.00","67,700,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,"200,000,000.00","203,581,369.86","407,502,202.86","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00","400,000,000.00",,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"550,000,000.00","700,000,000.00","700,000,000.00","700,000,000.00"
长期股权投资,"720,000.00","78,853,444.65","77,954,912.00","77,954,912.00","249,524.74","971,129.06",,,,,,,,,,,,,,,,,,,,"2,000,000.00","21,965,376.24","66,198,552.43","63,995,714.48","64,087,641.88","64,361,774.03","65,208,714.15","55,640,248.44","55,325,718.80","56,272,937.25","53,020,543.83"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,"632,039,318.10","530,710,196.14","527,011,331.43","521,960,950.29","525,103,482.07","528,251,577.70","682,791,561.59","760,776,206.30","1,288,933,804.50","1,275,792,531.93","1,266,764,184.22","1,252,776,410.56","1,559,666,771.69","1,544,187,176.48","1,533,035,392.91","2,491,989,207.85","3,072,432,116.87","3,049,141,151.40","3,052,382,793.57","3,026,042,982.18","3,159,712,925.69","3,131,175,123.02","3,104,640,771.57","4,255,610,358.51","4,555,014,337.85","4,514,785,422.02","4,587,631,946.33","4,545,602,875.03","5,526,932,279.48","5,477,289,479.12","5,426,479,039.54","5,799,613,397.99","6,884,148,124.77","6,822,430,048.75","6,759,124,052.47","6,696,612,016.32"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
