科目,2011-12-31,2012-12-31,2013-12-31,2014-03-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"76,108,444.47","64,427,965.01","79,630,254.80",,"247,882,721.04","209,192,549.82","241,439,405.66","275,534,948.61","483,948,738.33","342,068,494.72","287,875,369.32","548,119,683.23","637,041,618.93","493,489,281.25","638,921,536.92","536,302,377.91","1,091,404,868.80"
短期借款,"205,500,000.00","455,500,000.00","359,700,000.00",,"453,171,468.07","490,411,098.56","522,343,462.93","454,000,000.00","663,509,000.00","562,504,400.00","700,823,400.00","534,084,360.00","563,132,000.00","577,994,300.00","714,200,000.00","804,863,690.00","837,467,100.00"
交易性金融资产,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,
应收票据,"925,260.00","240,000.00","9,278,180.00",,"6,617,544.00","2,597,600.00","5,420,064.00","4,625,463.20","6,355,395.00","23,397,692.24","6,677,941.22","8,004,107.65","30,565,494.50","26,987,084.50","11,467,554.70","11,504,875.04","34,308,758.04"
应付票据,"5,619,078.02","13,963,496.87","16,583,021.13",,"23,568,594.15","18,837,474.43","64,048,805.76","74,605,435.48","46,201,275.44","45,255,417.44","76,287,191.75","73,906,938.19","50,661,467.94","52,536,807.37","48,561,629.30","40,634,490.49","73,032,962.84"
应收账款,"114,321,178.75","178,097,370.83","210,480,369.39",,"278,761,724.37","304,950,962.50","303,507,435.62","343,882,274.43","409,562,401.44","588,592,224.68","634,848,260.94","613,538,098.58","601,284,318.32","580,120,921.43","692,425,676.81","707,321,412.42","781,364,741.33"
应付账款,"114,326,851.44","171,544,251.06","131,713,949.35",,"235,978,433.18","311,452,455.19","299,197,589.05","326,444,818.04","370,246,177.26","461,484,926.53","463,873,226.11","498,889,641.93","436,876,850.48","449,533,036.32","571,682,817.52","660,817,988.30","1,088,282,547.99"
预付款项,"10,970,491.94","59,718,492.43","31,868,467.81",,"36,310,135.89","41,183,386.76","61,389,339.34","60,475,089.50","98,426,844.15","120,253,643.04","122,854,492.43","154,990,739.50","15,409,854.39","67,977,983.47","102,836,429.48","119,593,564.99","74,228,719.88"
预收款项,"10,063,118.25","7,326,796.18","7,030,359.36",,"12,341,300.64","12,345,553.47","7,619,697.53","6,812,499.53","52,051,270.30","79,558,566.20","46,105,506.13","63,645,624.74","33,354,412.21","42,412,800.14","79,778,817.11","144,069,760.60","60,627,210.12"
其他应收款,"21,648,514.01","24,752,288.35","34,362,184.41",,"82,883,834.35","35,960,339.89","63,493,912.90","57,171,918.07","96,401,868.03","70,492,070.33","118,640,085.82","129,928,953.43","198,053,803.64","240,252,504.84","271,992,135.56","282,869,762.14","316,556,864.21"
应付职工薪酬,"4,183,008.48","4,526,109.66","3,938,917.56",,"7,068,045.24","4,433,268.47","781,337.83","960,067.34","1,156,585.60","5,130,734.36","1,541,222.69","1,116,221.00","9,099,166.51","1,550,879.77","2,666,026.54","2,677,789.60","13,135,798.99"
应收关联公司款,,,,,,,,,,,,,,,,,
应交税费,"6,470,228.11","7,359,988.30","6,737,681.10",,"9,816,180.91","12,914,884.14","7,456,952.61","9,509,556.93","15,020,071.03","29,865,242.57","11,752,542.29","14,136,319.66","20,678,437.90","15,306,119.00","38,988,240.72","31,502,357.09","52,108,589.30"
应收利息,,,,,,,,,,,,,,,,,
应付利息,"2,123,051.73","304,333.33","6,222,465.75",,,,,,,"766,393.44","766,393.44","3,406,944.44","2,111,877.97","1,986,619.79","2,052,359.33","1,619,150.92","2,072,016.43"
应收股利,,,,,,,,,,,,,"900,000.00",,"900,000.00","900,000.00",
应付股利,,,,,,,,,,,,"15,207,313.35",,,,,"7,200,000.00"
存货,"17,028,472.02","15,145,963.97","17,529,841.36",,"29,221,888.28","27,128,435.95","38,238,479.33","46,752,364.20","70,920,241.40","91,776,145.25","145,328,424.16","201,190,030.25","172,240,430.79","232,286,728.92","319,383,714.65","475,225,540.47","372,174,271.96"
其他应付款,"3,535,555.49","30,906,057.61","59,281,548.46",,"23,943,496.49","23,587,106.30","40,469,387.73","41,237,398.21","139,566,101.76","397,221,409.03","373,027,857.94","408,492,364.09","288,017,633.85","300,774,230.61","370,358,150.11","253,225,539.02","230,652,179.96"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,"24,670,943.32","61,294,146.81","41,087,301.94",,"41,626,934.00","43,374,063.96","43,374,063.96","43,374,063.96","43,374,063.96","42,738,000.21","42,738,000.21","42,738,000.21","62,192,812.70","62,192,812.70","62,192,812.70","62,192,812.70","74,771,241.76"
一年内到期的非流动负债,"83,900,000.00","118,200,000.00","151,550,000.00",,"196,300,000.00","218,899,616.00","160,740,000.00","112,792,928.43","65,578,379.63","217,962,806.00","249,611,049.20","238,196,730.79","343,411,384.48","350,913,254.60","385,661,882.29","468,276,472.35","465,663,860.00"
其他流动资产,,,,,,"1,439,324.95",,,,,,,,"10,430,934.31","18,710,625.78","24,132,097.94","36,030,286.41"
其他流动负债,"50,000,000.00",,"100,000,000.00",,,,,,,"100,000,000.00","100,000,000.00","100,000,000.00",,,,,
流动资产合计,"265,673,304.51","403,676,227.40","424,236,599.71",,"723,304,781.93","665,826,663.83","756,862,700.81","831,816,121.97","1,208,989,552.31","1,279,318,270.47","1,358,962,574.10","1,698,509,612.85","1,717,688,333.27","1,713,738,251.42","2,118,830,486.60","2,220,042,443.61","2,780,839,752.39"
流动负债合计,"485,720,891.52","809,631,033.01","842,757,942.71",,"962,187,518.68","1,092,881,456.56","1,102,657,233.44","1,026,362,703.96","1,353,328,861.02","1,899,749,895.57","2,023,788,389.55","1,951,082,458.19","1,747,343,231.34","1,793,008,047.60","2,213,949,922.92","2,407,687,238.37","2,830,242,265.63"
可供出售金融资产,,,,,,,,,,,,,"1,800,000.00","1,800,000.00","4,500,000.00","4,500,000.00","4,500,000.00"
长期借款,"304,173,437.50","432,453,437.50","670,434,437.50",,"558,864,937.50","576,748,583.17","730,250,779.53","939,904,199.17","1,098,411,919.49","1,023,595,047.97","1,193,835,864.47","1,283,684,182.29","1,474,373,757.68","1,565,320,304.35","1,848,321,223.60","1,859,004,780.00","2,010,130,442.44"
持有至到期投资,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,"471,142,987.72"
长期应收款,"892,298,883.03","1,136,825,713.51","1,385,855,499.91",,"1,410,953,152.60","1,579,238,138.31","1,666,879,747.38","1,741,049,811.90","1,875,438,006.11","2,017,657,841.72","2,282,068,250.98","2,442,610,468.79","2,736,664,636.73","2,823,292,856.13","3,108,306,571.94","3,269,616,035.24","3,590,922,790.29"
长期应付款,"37,000,000.00","26,000,000.00","15,000,000.00",,"52,020,760.26","4,000,000.00","4,000,000.00","3,950,000.00","3,900,000.00","2,700,000.00","2,650,000.00","2,550,000.00","392,500,000.00","409,523,400.00","389,523,500.00","369,523,500.00","347,478,294.40"
长期股权投资,"13,090,602.47","18,885,333.77","19,174,237.93",,"19,108,238.27","19,912,096.84","19,912,096.84","20,299,966.26","20,297,084.50","17,486,099.88","17,786,099.88","19,876,014.15","30,485,176.71","30,740,762.23","54,839,820.39","82,954,789.48","133,621,451.37"
专项应付款,,"1,500,000.00","1,500,000.00",,"1,900,000.00",,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,
预计负债,"80,534,244.70","84,824,331.00","96,311,025.22",,"95,422,827.72","98,747,781.02","100,985,431.82","107,592,665.67","110,364,463.03","104,634,808.92","113,017,139.11","111,453,921.97","120,943,875.59","123,533,413.94","126,223,251.96","126,238,078.73","167,261,563.76"
固定资产,"66,297,843.65","81,964,647.76","130,577,006.70",,"128,777,641.98","131,776,925.50","129,699,346.23","128,284,625.58","126,485,477.58","224,183,242.53","220,829,682.89","228,032,686.62","230,965,435.99","226,988,129.79","223,711,579.18","223,022,527.84","221,988,366.99"
递延所得税负债,"4,859,319.92","4,135,720.53","5,997,184.54",,"7,578,631.11","6,482,786.61","6,130,495.52","6,419,427.12","6,690,398.83","10,476,877.13","12,537,251.18","12,161,925.54","12,234,679.95","13,858,668.33","14,963,764.11","16,193,945.82","19,425,628.78"
在建工程,"16,330,092.03","24,219,653.86",,,"1,337,203.82",,,,,"20,279,835.81","21,632,031.63","23,325,369.94","16,489,576.60",,"1,097,723.78","22,304,813.01","365,793,574.50"
其他非流动负债,"9,881,345.05","9,629,838.96","10,221,666.20",,"10,840,536.63","5,665,974.06","5,448,322.61","5,388,322.61",,,,,"4,182,400.00","4,182,400.00","4,182,400.00","4,182,400.00","4,182,400.00"
工程物资,,,,,,,,,,,,,,,,,
非流动负债合计,"436,448,347.17","558,543,327.99","799,464,313.46",,"726,627,693.22","702,358,618.30","857,401,479.73","1,076,614,021.63","1,237,785,076.40","1,159,709,984.68","1,340,104,108.13","1,431,976,739.98","2,021,225,264.15","2,133,464,263.84","2,399,799,217.46","2,395,682,015.44","3,050,247,334.80"
固定资产清理,,,,,,,,,,,,,,,,,
负债合计,"922,169,238.69","1,368,174,361.00","1,642,222,256.17",,"1,688,815,211.90","1,795,240,074.86","1,960,058,713.17","2,102,976,725.59","2,591,113,937.42","3,059,459,880.25","3,363,892,497.68","3,383,059,198.17","3,768,568,495.49","3,926,472,311.44","4,613,749,140.38","4,803,369,253.81","5,880,489,600.43"
生产性生物资产,,,,,,,,,,,,,,,,,
实收资本(或股本),"66,166,542.00","66,166,542.00","66,166,542.00",,"88,226,542.00","88,226,542.00","88,226,542.00","264,679,626.00","264,679,626.00","278,649,632.00","278,649,632.00","304,146,267.00","305,721,067.00","305,721,067.00","305,668,467.00","305,668,467.00","305,668,467.00"
油气资产,,,,,,,,,,,,,,,,,
资本公积,"54,521,376.55","54,565,518.15","54,565,518.15",,"262,962,273.88","262,431,906.55","262,431,906.55","85,978,822.55","85,978,822.55","267,782,956.35","267,782,956.35","742,286,321.35","766,532,096.35","767,716,771.35","793,661,026.45","794,845,548.70","808,759,494.45"
无形资产,"39,279,021.95","141,722,770.85","140,547,879.04",,"136,746,387.43","140,207,703.41","138,062,466.16","136,400,228.51","134,771,963.08","135,705,874.88","133,282,956.53","135,771,649.46","270,052,413.43","541,167,441.86","565,170,293.85","575,599,392.15","693,646,266.52"
盈余公积,"21,620,458.33","24,709,205.69","26,615,027.84",,"26,615,027.84","28,972,912.25","28,972,912.25","28,972,912.25","28,972,912.25","32,742,728.96","32,742,728.96","32,742,728.96","36,842,516.87","36,842,516.87","36,842,516.87","36,842,516.87","53,008,990.57"
开发支出,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,"193,626,039.80","193,626,039.80","193,626,039.80","153,009,182.08","153,009,182.08","152,282,776.08","66,827,783.89","66,827,783.89"
商誉,,"11,646,733.25","33,564,228.87",,"33,564,228.87","33,564,228.87","33,564,228.87","33,564,228.87","33,564,228.87","259,395,685.75","259,395,685.75","287,012,143.01","292,158,437.94","292,158,437.94","295,356,444.60","295,356,444.60","271,372,780.07"
未分配利润,"221,955,306.04","294,991,157.35","332,353,494.63",,"374,673,646.06","381,996,823.65","391,287,307.01","394,681,547.91","413,899,836.84","442,607,704.34","453,169,389.29","471,078,711.75","553,148,938.88","574,681,979.99","583,209,016.28","622,825,958.84","700,590,473.87"
长期待摊费用,,,,,,,,,,"231,525.24","289,771.46","132,098.25","162,379.40","141,460.88","164,603.85","141,406.26","1,689,158.38"
